,or2898,or3181,or3464,or4432,or2054,or3747,or1200,or634,or4318,or1483
f771,-0.187531764,-0.187531764,-0.187531764,-0.539894969,-0.949593315,-0.221450487,-1,-1,-0.686072995,-1
f772,0.063784069,0.063784069,0.063784069,0.258191334,-0.923081056,-0.126025605,-1,-1,-0.025922969,-1
f773,0.161390735,0.161390735,0.161390735,0.355423668,-0.991756145,0.007563996,-0.991572828,-0.984670522,0.246522015,-0.991613427
f774,0.220446752,0.220446752,0.220446752,-1,-0.999861538,0.079165665,-0.999931727,-0.999934666,-1,-0.999932055
f775,0.187574594,0.187574594,0.187574594,-1,-1,0.130165583,-0.999934662,-0.99993294,-1,-0.999936132
f776,-0.020560158,-0.008681701,0.463290044,-0.004926316,-0.999872615,0.485718549,-1,-0.999938242,-0.199552449,-0.999935792
f777,-0.004230468,-0.14194662,-0.128735029,-0.523549394,-0.451180069,-0.113037737,-0.326694318,-0.356214155,-0.548602474,-0.282991799
f778,0.663054766,0.709154866,0.752033893,-0.068803159,-0.530875783,0.874785855,-0.553521893,-0.485987305,-0.295823812,-0.547667559
f779,-0.999617872,-0.999612766,-1,-0.999587234,-0.532734008,-0.999597872,-0.57880525,-0.716015005,-0.999608511,-0.574409666
f780,-0.999585064,-0.999590851,-0.999592766,-0.999595745,-1,-0.9996,-0.657323688,-0.654817174,-1,-0.675460216
f781,-0.999595745,-0.999574468,-0.999574468,-0.999574468,-1,-0.999574468,-0.511943928,-0.50837403,-0.999574468,-0.570521249
f782,-0.949143826,-0.956895318,-0.971838016,-0.995883774,-0.480092578,-0.971838016,-0.761149773,-0.759402697,-0.986415834,-0.793783876
f783,-1,-1,-1,-0.909501834,-0.569377988,-1,-0.768112338,-0.76641619,-0.808501983,-0.810405581
f784,-1,-1,-1,-0.541625244,-0.73224129,-1,-0.658301905,-0.655802545,-0.449243899,-0.674144479
f785,-0.469866938,-0.64205099,-0.770093684,-0.986657954,-0.64419224,-0.956831145,-0.633138745,-0.630455329,-0.828044571,-0.634906143
f786,-0.813025532,-0.800425532,-0.844259574,-0.940344681,-0.629902733,-0.865591489,-0.266785921,0.125472281,-0.844314894,-0.271294583
f787,-0.74023966,-0.731349053,-0.754155392,-0.781213761,-0.688374874,-0.736760727,-0.395749054,0.181491404,-0.7421724,-0.397579808
f788,0.615799804,0.599607458,0.548577036,0.788518155,-0.900671287,0.618743867,-0.770867482,-0.752970281,-0.092737978,-0.77166955
f789,0.795044395,0.703155218,0.564252973,-0.072560396,-0.796694979,0.564252973,-0.665873688,-0.601241477,-0.328995309,-0.663301503
f790,-0.144959383,-0.238340979,-0.184552151,-0.485988664,-0.691439074,-0.186337167,-0.343666409,-0.127873668,-0.693037855,-0.35289291
f791,-0.922789053,-0.915879603,-0.900761018,0.004749872,-0.915830122,-0.892523329,-0.699258413,-0.557410687,-0.630097041,-0.708477127
f792,-0.415669206,-0.415669206,-0.414581066,-0.735582155,-0.960091886,-0.414581066,-0.961283779,-0.877830428,-0.738846572,-0.960839232
f793,-0.300534052,-0.315043244,-0.319533059,-0.339288246,-0.849778829,1,0.670222903,0.029729658,-1,0.658350106
f794,0.150581058,0.229298655,0.205018957,0.10088548,-0.66678495,0.398466155,-0.590356282,-0.440018015,-0.975102812,-0.592971697
f795,-0.84537074,-0.853385853,-0.859058865,-0.681156544,-0.979535086,-0.85657602,-0.972696447,-0.960071915,-0.913999022,-0.974449862
f796,-0.962905405,-0.962905405,-0.962905405,-0.64027027,-0.967073459,-0.962905405,-0.941845719,-0.915989185,-0.985,-0.944693681
f797,-0.958358042,-0.288358128,-0.293927915,-0.290205791,-0.783678131,1,-0.766520798,-0.841716126,-0.988421033,-0.758361869
f798,-0.49175796,-0.420019795,-0.357564588,-0.34268455,-0.960391625,-0.614757176,-0.664449598,-0.86114923,-1,-0.898576226
f799,-0.953464782,-0.951055601,-0.94877322,-0.995815634,-0.985240328,-0.977683383,-0.96118628,-0.967244962,-0.917453877,-0.958475732
f800,-0.973799279,-0.973715526,-0.976256033,-0.821152511,-1,-0.976130403,-1,-1,-0.797938979,-1
f801,-0.347225674,-0.347225674,-0.347225674,-0.14040257,-0.659726159,-0.347225674,-0.739259165,-0.832578492,-0.508750754,-0.729446461
f802,-0.999568996,0.764278962,0.954228438,1,-0.87303472,0.171976327,-0.801582328,-0.877389281,-0.999241813,-0.805270749
f803,-0.153829543,-0.126206045,0.129574764,0.013569892,-0.913050788,0.173126258,-0.871562784,-0.943298216,-0.386012041,-0.716793
f804,0.300208556,0.359844428,0.429885576,0.025195874,-0.992544961,0.306758356,-0.977148996,-1,-0.316284313,-0.759770136
f805,-0.582568807,-0.577981651,-0.570117955,-0.823722149,-1,-0.762123198,-0.990308011,-0.991972705,-0.855176933,-0.971453129
f806,-1,-1,-1,-0.701132503,-1,-1,-1,-1,-0.659456399,-1
f807,0.092057531,0.119222398,0.119222398,-0.460394349,-0.959187832,0.119222398,-0.923866854,-0.783375928,-0.441509112,-0.883358127
f808,0.865368634,0.917456296,0.944869521,-0.078287307,-0.997190041,0.969343805,-0.938827775,-0.823649871,-0.14010641,-0.904839339
f809,-0.404411765,-0.404411765,-0.404411765,-0.610294118,-0.999897177,-0.404411765,-0.934558956,-0.811343522,-0.830882353,-0.899008947
f810,-1,-1,-1,-0.348837209,-0.99698003,-1,-0.961899648,-0.992404674,-0.488372093,-0.963800601
f811,-0.736776498,-0.7205377,-0.7205377,-0.064719359,-0.857426887,-0.7205377,-0.955775648,-0.942432138,-0.712081396,-0.884170677
f812,-0.455634657,-0.451862502,-0.451862502,0.888087563,-0.92903285,-0.451862502,-0.926800083,-0.949550958,-0.503652343,-0.920217399
f813,-0.07828486,-0.07828486,-0.07828486,1,-0.954444421,-0.07828486,-0.984814089,-0.988013552,-0.818446565,-0.987118869
f814,-0.686276645,-0.665836149,-0.734136772,-0.496807045,-0.921112202,-0.703777527,-0.908717435,-0.937562379,-0.837062286,-0.899364578
f815,-0.507779243,-0.507779243,-0.507779243,-0.696671245,-0.851601476,-0.507779243,-0.854171263,-0.910460128,-0.865662758,-0.871875888
f816,-0.235238095,-0.239333333,-0.247619048,0.047619048,-1,-0.257142857,-0.995947613,-0.967264412,-0.219047619,-0.938117337
f817,-0.391521716,-0.405791063,-0.406311843,-0.447974169,-0.863198415,-0.406311843,-0.988628771,-0.904994967,-0.593792313,-0.996501991
f818,-0.12116802,-0.112531375,-0.107223455,1,-1,-0.106817555,-1,-1,-0.568042852,-1
f819,-0.182585251,-0.167507115,-0.195366718,-0.208547606,-1,-0.188676419,-0.988682818,-0.994368939,-0.46507564,-0.997626923
f820,-0.200462816,-0.187417008,-0.170830195,-0.067613005,-1,-0.150516008,-1,-1,-0.300651514,-1
f821,-0.106129933,-0.092122433,-0.078990403,-0.270239019,-0.981769335,-0.054939791,-0.93841613,-0.97629409,-0.444589438,-0.922893
f822,0.150728462,0.179441347,0.20038019,0.909009661,-0.778620273,0.233746152,-0.929399769,-0.813431574,-0.628207856,-0.89598441
f823,-0.245762712,-0.169491525,-0.288135593,-0.305084746,-0.992618403,-0.203389831,-0.997824816,-0.998182286,-0.788135593,-0.999732583
f824,-0.786640361,-0.784667418,-0.787767756,-0.72378805,-0.893728007,-0.791149944,-0.965105272,-0.954700268,-0.880496054,-0.967124269
f825,0.17791411,0.211656442,0.228527607,-0.180981595,-0.863160915,0.254601227,-0.802115217,-0.803263256,-0.516871166,-0.797598232
f826,-0.999959551,-0.999960146,-0.99996193,-0.999950628,-0.999598846,-0.99996193,-0.999512086,-0.998299736,-0.999984534,-1
f827,0.179079689,0.253547746,0.267220982,-0.036145139,-0.506977107,0.304673922,-0.11580807,-0.147599801,-0.438930299,-0.096015784
f828,-0.101684775,0.262163766,0.254897845,-0.310906954,-0.636492274,0.278460056,-0.287882211,-0.289669695,-0.615955352,-0.314144279
f829,0.297556083,0.445902995,0.462113677,0.249836041,-0.717303887,0.657430803,-0.769432917,-0.753340188,-0.185033384,-0.780674066
f830,0.222178322,0.34894315,0.478998034,-0.080753566,-0.699940199,0.537508843,-0.301394486,-0.378105695,-0.389393964,-0.319338327
f831,-0.054918091,-0.020464713,0.231326941,-0.121039873,-0.659857312,0.405000195,-0.284529544,-0.305747756,-0.345818682,-0.281327444
f832,0.176941839,0.481407554,0.65604558,-0.31719371,-0.954571882,0.806986456,-0.625216457,-0.544489535,-0.490990431,-0.693317195
f833,0.279614661,0.540435369,0.788044112,-0.526497837,-0.958708792,0.85398882,-0.005553764,0.378994488,-0.380504223,-0.010344627
f834,0.17862506,0.197654679,0.201193942,-0.536522692,-0.925160242,0.10351224,-1,-1,-0.700544644,-1
f835,-0.366725091,-0.190103816,-0.305244708,-0.535391668,-0.79910656,-0.467439666,-0.213635949,-0.207884069,-0.865983551,-0.217424351
f836,0.072329247,0.015061296,-0.00647986,0.829422067,-0.76155738,0.130122592,-0.526421947,-0.529169434,-0.243432574,-0.515611896
f837,0.192225389,0.063103122,0.187777722,-0.357309195,-1,0.582828945,-0.998730843,-0.99557729,-0.656803797,-1
f838,0.174123311,0.278620289,0.381483816,0.205431514,-0.893719807,0.493012833,-0.823728296,-0.678470529,-0.013930277,-0.82931865
f839,0.062378292,0.117000035,0.210699004,0.285632776,-1,0.325873684,-0.980636236,-1,0.360904854,-1
f840,0.444585788,0.562831457,0.670996896,0.397632475,-0.506977107,0.737447276,-0.11580807,-0.147599801,0.210310564,-0.096015784
f841,-0.302673311,-0.263658213,-0.217004648,-0.338552265,-0.691755888,-0.217004648,-0.287882211,-0.289669695,-0.344942193,-0.314144279
f842,-0.77019776,-0.738899597,-0.756653567,-0.884254149,-0.690911178,-0.744469837,-0.35473085,-0.36069111,-0.964385766,-0.376064163
f843,0.261634126,0.321416449,0.31098814,-0.392100365,-0.830078759,0.306887784,-0.769432917,-0.753340188,0.137968105,-0.780674066
f844,0.4379712,0.496396127,0.639225361,-0.225324725,-0.663878177,0.747081548,-0.21232783,-0.29881911,0.473497229,-0.232559369
f845,0.065016447,0.072271604,0.159548454,-0.431646371,-0.86293082,0.282915565,-0.711682912,-0.720233333,-0.199787832,-0.710392545
f846,0.680505786,0.853290308,0.906835488,-0.134553695,-0.954571882,1,-0.625216457,-0.544489535,-0.212025034,-0.693317195
f847,1,0.914147919,0.972312912,0.049192442,-0.970047542,0.972312912,-0.41067937,0.097446787,0.936543493,-0.407236654
f848,0.338534575,0.25776154,0.173963635,-0.157211113,-0.994338511,0.173963635,-1,-1,0.443186256,-1
f849,0.30874824,0.311647381,0.277237426,-0.084555512,-0.852580424,0.277237426,-0.524112154,-0.604812331,0.156794536,-0.554595257
f850,0.98717638,0.930780617,0.919274361,0.206090644,-0.961354714,0.919274361,-1,-1,0.893249686,-1
f851,0.300153475,0.1997369,0.119052839,-0.715413287,-0.999569181,0.083534313,-1,-1,0.244463933,-1
f852,-0.231603934,-0.266870125,-0.321125805,-0.539504917,-1,-0.374703289,-1,-1,-0.236351306,-1
f853,-0.094820018,-0.09095698,-0.157506585,-0.21404741,-0.796105234,-0.169622476,-1,-1,0.242844601,-1
f854,0.033508321,0.004579471,-0.067240031,-0.351725679,-0.773690885,-0.09281805,-1,-1,0.23332961,-1
f855,0.492950108,0.572668113,0.627440347,0.677331887,-0.996216197,0.627440347,-1,-1,0.132049892,-1
f856,-0.393448843,-0.465536866,-0.515619072,-0.579360061,-1,-0.515619072,-1,-1,-0.069685089,-1
f857,-0.979943843,-0.983553951,-0.985559567,-0.958684316,-1,-0.985559567,-1,-1,-0.960288809,-1
f858,-0.58903256,-0.590590435,-0.590590435,-0.59214831,-0.959217632,-0.590590435,0.517946836,0.529049895,-0.61084281,1
f859,-0.583665598,-0.556189324,-0.501604493,-0.331149826,-0.204321695,-0.458538661,0.23508316,0.096918949,-0.233888261,0.263790632
f860,0.235333892,0.3168807,0.477023273,0.238547018,-0.919194214,0.60567093,-0.721175938,-0.746203905,0.008281791,-0.708899974
f861,0.713310684,0.718183675,0.718183675,-0.134506685,-0.919804163,0.718183675,-0.732535318,-0.756710196,-0.420764697,-0.720501763
f862,-0.959862856,-0.959855178,-0.959855178,-0.951462238,-0.990293988,-0.959855178,-0.969599039,-0.973270565,-0.942071052,-0.96799525
f863,0.064516151,0.165855489,0.391449439,0.426032736,-1,0.509944863,-1,-1,0.219041021,-1
f864,-0.063017519,0.04249664,0.079767695,-0.305565502,-0.913550114,0.172292873,-0.96417572,-0.955862929,-0.54269268,-0.952312684
f865,0.739041451,0.766683938,0.533678756,-0.038860104,-0.937190008,0.533678756,-0.21591629,-0.276086895,-0.259067358,-0.197194127
f866,0.244426752,0.241767516,-0.182714968,0.005565287,-0.874805558,-0.157937898,-0.947413975,-0.965453912,-0.530238854,-0.945391979
f867,-0.308391274,-0.325523831,-0.365906212,-0.579453545,-0.992725344,-0.326228052,-0.986632501,-0.986534724,-0.888575318,-0.986696901
f868,0.335353989,0.338120606,0.164905766,0.194090505,-1,0.174754924,-0.921719194,-0.845357722,-0.460878493,-0.922096321
f869,0.211605429,0.184941773,0.031118599,0.089138798,-0.978182614,0.069901783,-0.931331736,-0.927330217,-0.473055847,-0.940825576
f870,-0.812634756,-0.820081932,-0.864068564,-0.934758517,-0.978182614,-0.839269082,-0.931331736,-0.927321709,-0.977160414,-0.94014123
f871,0.512128531,0.464034443,0.38831493,0.053546475,-0.898718277,0.405294065,-0.770483747,-0.734632916,-0.652598163,-0.81796542
f872,-0.304189227,-0.287930402,-0.35334777,-0.519873834,-1,-0.315327777,-0.878683476,-0.874277702,-0.885742015,-0.874834744
f873,0.373747444,0.437348121,0.182678048,-0.065205988,-1,0.256177955,-1,-0.998617827,-0.832705521,-0.888824315
f874,0.234086255,0.205380886,0.070466494,0.154182755,-1,0.127594649,-0.531554008,-0.528127548,-0.643941231,-0.671548514
f875,0.028574265,0.046707694,0.101613584,-0.434721516,-0.585253258,0.060151122,-0.858151746,-0.864858833,-0.774383662,-0.856220443
f876,-0.244196843,-0.24917363,-0.247978954,-0.542463634,-0.416807192,-0.209241721,-0.732808866,-0.746572872,-0.863351903,-0.726205916
f877,0.590048399,0.599604313,0.330715802,-0.426741955,-0.499001357,0.359532988,-0.61771899,-0.637285832,-0.778604059,-0.612861293
f878,-0.370992317,-0.352380487,-0.376476928,-0.472269072,-0.043971639,-0.284598042,-0.586567142,-0.608729416,-0.879005646,-0.573977786
f879,0.855050807,0.878825463,0.526679617,-0.115965332,-0.920736973,0.528481769,-0.998552468,-0.99854188,-0.728182905,-0.998559442
f880,-0.601850867,-0.620685034,-0.649721306,-0.709859589,-0.907072167,-0.667580045,-0.933125726,-0.932636572,-0.904427189,-0.938377686
f881,-0.229241877,-0.150884477,-0.210848375,-0.356227437,-0.316757695,-0.253303249,-0.573382448,-0.597407081,-0.674061372,-0.560275224
f882,0.665621451,0.58661475,0.399128201,-0.422473022,-0.963718326,0.32994073,-0.97289293,-0.974174648,0.404183876,-0.972523859
f883,-0.996719967,-0.996449364,-0.995711357,-0.99904059,-0.595905791,-0.995530955,-0.346071906,-0.354011378,-0.996859369,-0.367738959
f884,-0.881196581,-0.875102564,-0.947017094,-0.995805556,-0.399224857,-0.94092735,-0.530985918,-0.492100154,-0.998944444,-0.527079638
f885,0.350348028,0.375237292,0.367222105,0.551782324,-0.1812006,0.40771989,-0.418019662,-0.420491963,-0.284117275,-0.410865473
f886,-0.230422817,-0.261195897,-0.241180886,-0.451588692,-0.499121145,-0.290467851,-0.53645395,-0.49276171,0.540655492,-0.541616251
f887,-0.979451129,-0.978099229,-0.989455185,-0.998648101,-0.783572104,-0.988103285,-0.902616475,-0.842798537,-0.99945924,-0.887073311
f888,0.373205418,0.384057039,0.194860794,-0.135382731,-0.622083388,0.239238971,-0.648811766,-0.631803929,-0.709432106,-0.636238498
f889,0.198227199,0.144312573,0.0168878,-0.509420107,-0.651153896,-0.033798927,-0.670313088,-0.631803929,-0.103806858,-0.636238498
f890,-0.881196581,-0.875102564,-0.947017094,-0.995805556,-0.591638888,-0.94092735,-0.27789091,-0.289646687,-0.998944444,-0.268812206
f891,-0.972751642,-0.974378251,-0.974208148,-0.996241789,-0.587346879,-0.976547063,-0.709554402,-0.248793696,-0.995794525,-0.226761007
f892,0.060611776,0.233305969,0.351347529,-1,-0.59957658,0.501264696,-0.362807345,-0.397660235,0.140833612,-0.382372806
f893,0.477769405,0.462339355,0.26863317,-0.194834925,-0.608627651,0.27786513,-0.751397658,-0.386795434,-0.416203792,-0.371232257
f894,-0.409961686,-0.464646465,-0.403343783,-0.086381052,-0.67704561,-0.517938001,-0.820726525,-0.828630665,-0.338906304,-0.810291413
f895,-0.158064516,-0.154938416,-0.151906158,-0.448093842,-0.606918481,-0.147800587,-0.813232125,-0.791419097,-0.581818182,-0.804141645
f896,-0.167916409,-0.165394282,-0.161241926,-0.454210388,-0.998071656,-0.158288615,-1,-1,-0.590653361,-1
f897,-0.020560158,-0.008681701,0.463290044,-0.004926316,-0.983109976,0.485718549,-0.977803287,-1,-0.880629379,-0.979288625
f898,0.746401353,0.504871895,0.528042658,-0.164391,-0.596840387,0.555572896,-0.359211467,-0.397660235,-0.874730654,-0.379017553
f899,0.663054766,0.709154866,0.752033893,-0.068803159,-0.648349484,0.874785855,-1,-1,-0.900176996,-1
f900,-1,-1,-0.189711286,-0.044619423,-0.709657756,-0.179002625,-1,-1,-0.116010499,-1
f901,-0.12219554,-0.120594626,-0.118376215,0.227810177,-0.988992186,-0.118376215,-1,-1,-0.5524757,-1
f902,-0.809639794,-0.803154984,-0.797141019,0.212926637,-0.870394788,-0.788066565,-0.670946259,-0.683839102,-0.86064555,-0.66329557
f903,0.011974856,0.046448787,0.07841966,0.825013511,-0.618477332,0.126660409,-0.639278337,-0.63821396,-0.733481241,-0.636359955
f904,0.593827043,0.613993726,0.669119371,0.872421333,-0.835483288,0.728009633,-0.532279569,-0.540215807,-0.716741135,-0.507510941
f905,-0.895521064,-0.893392461,-0.897894334,-0.856940319,-0.612846813,-0.893563749,-0.63756467,-0.637332979,-0.858211382,-0.636233084
f906,0.418907393,0.386691276,0.321951424,-0.434484109,-0.804333468,0.297509683,-0.609610796,-0.63098432,-0.842331194,-0.594112465
f907,0.032027987,-0.013190273,-0.07413696,-0.132303487,-0.862546375,-0.147861542,-0.913485631,-0.935342414,-0.794066797,-0.911125083
f908,-0.165719893,-0.146302417,-0.137936377,-0.205329477,-0.929136775,-0.09827515,-0.956486955,-0.962012854,-0.690404875,-0.960708878
f909,-0.857894251,-0.853095875,-0.856774206,-1,-0.764825089,-0.861794596,-0.836691809,-0.842373722,-0.439500477,-0.832145177
f910,-0.047833935,-0.011823105,0.015613718,-1,-0.203368332,-0.016606498,-0.520501422,-0.58615496,0.027888087,-0.493281101
f911,0.93874861,0.902418675,0.849811168,0.614944393,-0.561641676,0.849811168,-0.540602326,-0.552653345,-0.957205746,-0.460222023
f912,0.076480419,0.077257369,-0.062141008,0.335665604,-0.635584666,-0.252561905,-0.540602326,-0.552653345,-0.795931261,-0.542815529
f913,-0.231428451,-0.220214642,-0.26843641,0.395077618,-0.536618597,-0.366529198,-0.514378244,-0.527117179,-0.885390792,-0.429409544
f914,0.960087238,0.966588187,1,-0.217330059,-0.855072459,1,-0.799907794,-0.827237889,-0.637617625,-0.786648308
f915,0.228561247,0.220641425,0.269728285,-1,-0.913043471,0.343180401,-0.92853849,-0.928015789,-0.800115813,-0.943106217
f916,-0.263733772,-0.250969327,-0.22035672,-1,-0.797299147,-0.182090709,-0.650179776,-0.748300739,-0.888588411,-0.552398014
f917,0.563786515,0.703931655,1,0.56398126,-1,1,-0.897648676,-0.896900018,-0.466270439,-0.898141812
f918,0.914644063,0.953484909,0.981185465,0.03369862,-0.455811315,0.981185465,-0.351096925,-0.429688735,0.128830173,-0.323484881
f919,0.812304949,0.891697285,1,0.108423978,-0.809269918,1,-0.565375789,-0.56219672,-0.183053256,-0.601363384
f920,0.203183183,0.158294294,0.249021021,1,-0.380381552,0.260684685,-0.527065322,-0.650082305,-0.713933934,-0.446041748
f921,0.858642194,0.783537255,0.876949755,0.186675611,-1,0.436572356,-0.856680498,-0.855632184,-0.65007074,-0.857370957
f922,-0.79485891,-0.79485891,-0.79485891,-0.791236954,-0.536618597,-0.79485891,-0.514378244,-0.527117179,-0.963837418,-0.429409544
f923,1,1,1,0.785217945,-0.737581027,1,-0.598852104,-0.596874304,-0.539488898,-0.552062361
f924,0.979741642,0.979741642,0.979741642,0.173382056,-0.376326754,0.979741642,-0.557808351,-0.610796874,-0.695312583,-0.418244489
f925,0.568783069,0.568783069,0.568783069,-0.714285714,-1,0.568783069,-0.910043125,-0.861315466,-0.772486772,-0.958433144
f926,-0.174249164,-0.146124677,0.129574764,0.013569892,-0.988233597,0.173126258,-0.427982633,-0.278954587,-0.663991846,-0.430738395
f927,0.573422653,0.64670516,0.777587802,0.274490568,-0.99969499,0.624519999,-0.99506573,-0.994457322,-0.482201418,-0.995089501
f928,0.065470852,0.078026906,0.176681614,-0.517488789,-0.750370372,-0.348878924,-0.323665837,-0.324414373,-0.793721973,-0.326815946
f929,-1,-1,-1,-1,-0.701906198,-1,-0.649649434,-0.336266591,0.255474453,-0.65120527
f930,0.094972067,0.094972067,0.094972067,-1,-0.76824142,0.094972067,-0.782336305,-0.832628921,-0.675977654,-0.735757933
f931,-0.512844074,-0.501177202,-0.501177202,-0.768792945,-0.237748129,-0.501177202,0.098501619,-0.012452577,-0.742560769,0.190048631
f932,0.850561692,0.901570813,0.944869521,-0.078287307,-0.398134394,0.969343805,0.04502784,-0.172534056,-0.418039017,0.13683247
f933,-0.393939394,-0.393939394,-0.393939394,-0.598484848,-1,-0.393939394,-1,-0.788367056,-0.924242424,-1
f934,-0.895794183,-0.883622794,-0.883622794,-0.628692378,-1,-0.883622794,-1,-1,-0.886819455,-1
f935,-0.691818864,-0.689859061,-0.689859061,0.018513885,0.090859194,-0.689859061,-1,-1,-0.616178801,-1
f936,-0.07828486,-0.07828486,-0.07828486,1,-1,-0.07828486,0.534658019,0.545883255,-0.861757509,0.527264579
f937,-0.35271292,-0.274244693,-0.422583716,0.09286195,-0.3557585,-0.356647851,-0.835190696,-0.836812909,-0.813342388,-0.852115854
f938,-0.176013957,-0.176013957,-0.176013957,-0.560828308,-0.271898632,-0.176013957,-0.176934526,-0.302172805,-0.873279677,-0.104075073
f939,0.026013072,0.021568627,0.032679739,0.437908497,-0.989691657,0.019607843,-0.918966155,-0.921019634,-0.424836601,-0.911687365
f940,-0.079186992,-0.1,-0.073170732,-0.138211382,-0.164523048,-0.073170732,-0.089617872,-0.205914096,-0.674796748,-0.013020841
f941,-0.041609563,-0.032191064,-0.026402631,1,-0.348827885,-0.026402631,-0.524797481,-0.521321597,-0.69513119,-0.84662275
f942,0.20543737,0.280546809,0.237692958,0.217418017,-0.192078674,0.247984026,-0.583240157,-0.722185721,-0.620152062,-0.15524766
f943,0.097686347,0.116390126,0.180349977,0.327282978,-0.847074634,0.209267877,0.992849231,0.985724085,-0.461282513,0.082746454
f944,0.186341084,0.208130416,0.274824519,0.01010586,-0.301797785,0.308114411,0.246825096,-0.015863965,-0.570981092,0.157479823
f945,0.200846793,0.230810227,0.252661031,0.767724171,-0.626947062,0.252661031,-0.135388467,-0.230017918,-0.726124739,-0.013011524
f946,-0.188679245,-0.075471698,-0.20754717,-0.226415094,-0.638005036,-0.113207547,-0.118845715,-0.245314592,-0.877358491,0.006310169
f947,-0.341474446,-0.335142469,-0.318860244,-0.113523293,-1,-0.329715061,-1,-0.562851254,-0.803708729,-1
f948,0.73871734,0.790973872,0.902612827,0.268408551,-1,0.942992874,-1,-1,-0.610451306,-1
f949,0.483146067,0.483146067,0.483146067,0.505617978,-0.1805093,0.483146067,-1,-1,-0.707865169,-1
f950,0.179079689,0.253547746,0.267220982,-0.036145139,-1,0.304673922,0.930663945,0.944785762,-0.707885721,0.921362664
f951,-0.100910504,0.262682322,0.255421507,-0.30998564,-0.431078476,0.278967159,-0.654252485,-0.697439812,-0.765357133,-0.739250367
f952,0.298115265,0.446344085,0.462541863,0.250433211,-0.431078476,0.657703506,-0.654252485,-0.726958618,-0.469957824,-0.739250367
f953,0.192411215,0.314579648,0.48055441,-0.077525058,-1,0.538890432,-1,-0.906818344,-0.657042029,-1
f954,-0.062029973,-0.031600501,0.231431235,-0.12088777,-1,0.405080924,-1,-1,-0.656593362,-1
f955,0.146305573,0.443607711,0.656926403,-0.313820548,-1,0.807480739,-1,-1,-0.709862891,-1
f956,0.267144496,0.525315102,0.788148506,-0.525745997,-1,0.854060734,-1,-1,-0.664619344,-1
f957,0.17862506,0.197654679,0.201193942,-0.536522692,-0.988325803,0.10351224,-1,-0.99700412,-0.835660131,-1
f958,-0.366725091,-0.190103816,-0.305244708,-0.535391668,-0.314787184,-0.467439666,-0.665182831,-0.712631421,-0.925441553,-0.722525641
f959,0.061821366,0.00262697,-0.00647986,0.829422067,-1,0.130122592,-0.967533475,-0.969608475,-0.643432574,-0.985287864
f960,0.190206786,0.059965392,0.187777722,-0.357309195,-0.286612678,0.582828945,-0.645830545,-0.689351807,-0.88153941,-0.712274939
f961,0.163178126,0.266348363,0.381483816,0.205431514,-0.988966803,0.493012833,-1,-1,-0.463938691,-1
f962,0.12336916,0.198105727,0.298608205,0.378982939,-0.242636746,0.422145751,-0.675490057,-0.709436819,-0.119015773,-0.715499443
f963,0.496505634,0.637704019,0.751051478,0.464590639,-1,0.820685381,-0.906149688,-0.927971979,-0.222162687,-0.959972212
f964,-0.20212387,-0.138082045,-0.083472154,-0.225748574,-0.299763966,-0.083472154,-0.692254498,-0.561468347,-0.57152573,-0.731086229
f965,0.760019591,1,0.864577438,-0.113128147,-0.923762128,0.957932034,-0.944340966,-0.952446509,-0.882561851,-0.95702131
f966,0.762957759,0.8495104,0.873869788,-0.131094535,-0.923762128,0.868008917,-0.944340966,-0.956790902,-0.322910762,-0.95702131
f967,0.414122054,0.469807487,0.639197309,-0.225419998,-1,0.747061883,-1,-0.83479458,-0.327581912,-1
f968,0.614251585,0.624466665,0.753476689,-0.139286067,-1,0.939773249,-1,-1,-0.370671482,-1
f969,0.672145901,0.844856186,0.906651191,-0.13679805,-1,1,-1,-1,-0.653601493,-1
f970,0.620660313,0.620660313,0.620660313,-0.21102791,-1,0.620660313,-1,-1,-0.361924211,-1
f971,1,0.913967758,0.973353096,0.049745779,-0.192639945,0.973353096,-0.696424342,-0.59708563,-0.163725819,-0.929457429
f972,0.331852527,0.250130867,0.173963635,-0.157211113,-0.754069049,0.173963635,-0.892345498,-0.901784188,-0.424658807,-0.901856888
f973,0.278524733,0.279424621,0.27757224,-0.0840531,-0.977724814,0.27757224,-0.992288173,-0.994305007,-0.611439477,-0.99127941
f974,0.994072375,0.935483523,0.945166397,0.222562997,-0.978737814,0.945166397,-0.996544812,-0.998109361,-0.247520186,-0.996220236
f975,0.301077634,0.19991203,0.122498351,-0.714537057,-0.980444928,0.086870464,-0.982751516,-0.988589783,-0.399164284,-0.983929285
f976,-0.234316718,-0.269582909,-0.321125805,-0.539504917,-0.99240243,-0.374703289,-0.995968288,-0.998100756,-0.628348593,-0.994519388
f977,-0.094441446,-0.088864904,-0.136895125,-0.194819212,-0.983716521,-0.149307429,-0.998216163,-1,-0.45475805,-0.997804565
f978,0.035829879,0.007324967,-0.051615468,-0.340866504,-0.921794654,-0.077621941,-0.986974669,-0.97755686,-0.43841917,-0.988970437
f979,0.554118774,0.624042146,0.670977011,0.715038314,-0.989359828,0.656609195,-0.997731465,-0.99723606,0.281848659,-0.998365293
f980,-0.226963788,-0.290473538,-0.335264624,-0.391420613,-0.989090304,-0.321225627,-0.997585874,-0.997953114,0.019275766,-0.997540534
