,or4331,or4359,or4344,or4440,or4378,or4332,or2066,or4397,or567,or2135,or4328,or4329,or73,or4413,or2096,or2070,or2738,or1,or1885,or2055,or3300,or3583,or4388,or4375,or353,or4392,or2620,or4500,or2061,or2236,or2831,or1995,or4280,or2548,or2176,or2147,or2064,or2060,or4293,or4486,or2116,or191,or2265,or3021,or187,or3017,or2058,or2084,or1416,or2099,or2203,or1992,or2903,or1036,or4149,or4321,or2451,or2222,or2065,or1985,or2029,or568,or2149,or2617,or3114,or2080,or2090,or4387,or2734,or3186,or2124,or4319,or2455,or4322,or2111,or2059,or2266,or2900,or4412,or4434,or4333,or70,or470,or4399,or636,or4325,or4411,or2057,or2095,or4363,or356,or2126,or3681,or4374,or2069,or3397,or639,or1133,or285,or2228,or1319,or4350,or851,or2128,or922,or2133,or4316,or4379,or2016,or4362,or4360,or3680,or2148,or2549,or757,or2086,or2115,or2170,or4030,or2068,or2114,or2098,or2334,or3866,or4247,or4354,or4323,or4358,or4467,or4256,or3398,or2112,or2094,or1983,or2052,or4390,or4492,or4334
f961,-0.907558359,-0.858316309,-0.589709869,-0.854507898,-0.839721287,-0.82070832,-1,-0.960715462,-0.958437112,-1,-0.927866113,-0.908262771,-1,-0.946759629,-1,-1,-0.712395518,-0.957236415,-1,-1,0.008100052,0.098780058,-0.909821851,-0.37742348,-1,-0.844967757,-0.760798718,-0.361438249,-1,-0.991631204,0.192928157,-1,-1,0.030656001,-1,-1,-1,-1,-0.670473997,-0.832193291,-1,-1,-0.051682162,-0.678352659,-1,-0.146535632,-1,-1,-0.959539554,-1,-0.958475076,-1,-0.730721002,-0.962906204,0.168153506,-0.84181154,-0.286699442,-1,-1,-1,-1,-0.991945313,-1,-0.77802881,0.304681726,-1,-1,-0.913851394,-0.179066724,-0.708255085,-1,-0.835462295,-0.745133586,-0.872333603,-1,-1,-0.551689552,-0.810645,-0.883619231,-0.874264664,-0.7920746,-1,-0.638663924,-0.934773791,-1,-0.921096967,-0.887589321,-1,-1,-0.746542043,-0.879123128,-1,-0.276901727,-0.49447398,-1,0.388870572,-0.988035484,-0.953520437,-0.991861885,-1,-0.945243618,-0.856723016,-0.991961746,-1,-0.810453186,-1,-0.804781218,-0.892313394,-0.947292012,-0.715045408,-0.930844831,0.460843829,-1,-0.461164798,-1,-1,-1,-1,0.598819616,-1,-1,-1,-0.803568223,0.186629986,-0.467651605,-0.589779469,-0.878382486,-0.839730272,0.239740129,-0.944195233,-0.288747253,-1,-1,-1,-1,-0.49140413,-0.66451295,-0.873736267
f962,-0.904278465,-0.86875344,-0.462173619,-0.564509611,-0.742451815,-0.720682763,-1,-0.967083189,-0.797616476,-1,-0.846499151,-0.800403578,-0.618984495,-0.963875896,-1,-1,-0.66415391,-0.777309452,-0.298409942,-0.779781594,-0.120557311,0.053484036,-0.850282994,-0.292600824,-0.707569815,-0.870198813,-0.607885639,0.139972265,-1,-0.540425533,0.26958756,-0.774591651,-0.677624412,0.113433568,-1,-1,-1,-1,-0.614276637,-1,-1,-0.821811582,0.041470595,-0.59050142,-0.79977753,-0.475287301,-1,-1,-0.597760268,-0.679194111,-0.907169583,-1,-0.509385555,-0.451235126,0.15406382,-0.99635273,-0.553621847,-0.46995673,-1,-1,-1,-0.626311475,-1,-0.682500896,0.296795835,-0.673406752,-0.546351471,-0.92381334,-0.458126016,-0.476143601,-1,-0.729149299,-0.714325924,-0.858269776,-0.915253499,-1,-0.471728692,-0.647401841,-0.927373923,-0.62680267,-0.705010158,-0.706198074,-0.666884796,-0.830964704,-1,-0.919324834,-0.890037652,-1,-1,-0.69525838,-0.719602401,-0.599004621,0.030535457,-0.347934264,-0.995518488,0.289075259,-0.529880689,-0.61768451,-0.711051729,-0.527196401,-0.52476198,-0.826029614,-0.547160995,-0.8345776,-0.523294193,-1,-0.701678186,-0.793933755,-0.706809912,-0.630494341,-0.869961907,0.119711319,-1,-0.208729524,-0.958771041,-0.990426381,-1,-1,0.470719904,-0.750615762,-1,0.108374386,-0.720033204,0.169144414,0.453602161,-0.507060859,-0.769081163,-0.842013584,1,-0.937080309,0.056017588,-1,-1,-0.513498079,-0.871458326,0.371836666,-0.168338858,-0.819010266
f963,-0.917724687,-0.85136738,-0.507082812,-0.612478892,-0.793088494,-0.734295392,-1,-0.974763212,-0.921959223,-1,-0.858976718,-0.831544689,-0.949912697,-0.971950317,-1,-1,-0.645804816,-0.984944637,-1,-1,0.009166128,0.199549857,-0.861171817,-0.290658063,-0.876569656,-0.873593662,-0.589527988,0.109470463,-1,-0.917503014,0.813247276,-1,-0.68080549,0.621650992,-1,-1,-1,-1,-0.613793137,-1,-1,-1,0.459297919,-0.58262856,-0.944726478,-0.275299832,-1,-1,-0.886043833,-0.939491908,-0.914720854,-1,-0.514979095,-1,0.275595275,-0.995298591,-0.444106294,-0.968822002,-1,-1,-1,-0.993383282,-1,-0.638872715,1,-1,-0.990846649,-0.935836564,-0.352797208,-0.493264964,-1,-0.757275613,-0.69857816,-0.872834647,-0.991830257,-1,-0.435553203,-0.619416708,-0.93430024,-0.578239584,-0.727241201,-0.87599067,-0.906264755,-0.869276771,-1,-0.924422485,-0.902954085,-1,-1,-0.690321707,-1,-1,0.054395894,-0.30858072,-0.85224667,0.909852858,-1,-0.875909258,-0.993314748,-0.921328958,-1,-0.847169943,-0.993396781,-1,-0.970804783,-1,-0.742062838,-0.819883653,-0.924228059,-0.575325234,-0.85645497,0.743247066,-1,-0.337196478,-1,-0.418562352,-1,-1,0.904085248,-0.942301216,-1,-0.794848755,-0.676385928,0.276049062,0.287816936,-0.481304047,-0.767470575,-0.84894292,0.955912633,-0.936376274,0.085845818,-1,-1,-1,-1,0.287476737,-0.15871567,-0.819402578
f964,-0.938409571,-0.895686984,-0.434376967,-0.848964184,-0.674547387,-0.769061502,-1,-0.926914428,-0.778814411,-1,-0.896714639,-0.905926972,-0.730803697,-0.884171765,-1,-1,-0.674307361,-0.75556722,-0.952448375,-0.828851643,-0.266151821,-0.225748574,-0.794304175,-0.706643185,-0.792693277,-0.836512148,-0.583804235,-0.375823985,-1,-0.688245981,-0.012523856,-0.800064181,-0.848754005,-0.083489435,-1,-1,-1,-1,-0.492919226,-0.687116884,-1,-1,-0.157462162,-0.623489946,-0.907165674,-0.406532938,-1,-1,-0.35404384,-0.735772361,-0.844038343,-1,-0.551078593,-0.68013502,-0.225748574,-0.775512405,-0.53859162,-0.502534102,-1,-1,-1,-0.85553008,-1,-0.659047904,0.077972221,-0.673253736,-0.600290201,-0.770870591,-0.456070137,-0.548426046,-1,-0.744956195,-0.711083657,-0.77488966,-0.890228485,-1,-0.009774181,-0.594644094,-0.795779147,-0.811343354,-0.80848128,-0.791720843,-0.790090005,-0.907561557,-1,-0.788639702,-0.818893532,-1,-1,-0.534250746,-0.783193667,-0.515128651,0.731652574,-0.468145658,-1,0.070876678,-0.62032829,-0.398800301,-0.921402761,-0.452598087,-0.735583724,-0.753782705,-0.756011167,-0.912343926,-0.607722721,-1,-0.680689599,-0.829736133,-0.654573678,-0.706809761,-0.936361266,0.070876678,-1,0.186695946,-1,-0.94419713,-1,-1,-0.083472154,-0.830411585,-1,0.33517228,-0.687340852,-0.225748574,0.731652574,-0.703800102,-0.729951541,-0.780352758,1,-0.940455377,0.731652574,-1,-1,-0.440841882,-0.875125696,-0.465699475,-0.647414122,-0.89522149
f965,-0.992770301,-0.84518448,-0.842426487,-0.828205494,-0.94769335,-0.958224615,-1,-1,-0.972552785,-1,-0.98099648,-0.984181488,-0.977530056,-0.982008474,-1,-1,-0.846075163,-1,-1,-0.981395191,-0.2948175,-0.309031925,-0.961208793,-0.810985549,-0.975318339,-1,-0.936947757,-0.930967546,-1,-0.997534498,-0.448750535,-0.984032038,-0.660972256,-0.49197788,-1,-1,-1,-1,-1,-0.537432934,-1,-0.996975765,-0.523886326,-0.847268512,-0.978992947,-0.352155298,-1,-1,-0.874670598,-0.963070351,-0.984454781,-1,-0.926403177,-0.998658827,-0.216186427,-0.807381188,-0.411539884,-0.943279723,-1,-1,-1,-0.982051761,-1,-0.955921363,-0.394761729,-0.966245735,-0.99379275,-0.756152928,-0.350303138,-0.922888377,-1,-0.972266666,-0.869863592,-0.968466765,-1,-1,-0.437015896,-0.955018083,-0.965269718,-0.934098743,-0.97887454,-0.975202561,-0.998624783,-0.900542797,-1,-0.959067882,-0.975704125,-1,-1,-0.72526213,-0.984072114,-0.993242526,-0.501129965,-0.733163816,-1,-0.412407047,-0.982632228,-0.890547851,-0.986835311,-0.966949405,-0.998680142,-0.838599954,-0.982088373,-0.997674539,-0.981089953,-1,-0.699975968,-0.956395073,-0.99703554,-0.821234266,-0.992245151,-0.382154673,-1,-0.412537339,-1,-0.974002462,-1,-1,0.95412885,-0.983069683,-1,-0.977259032,-0.962153296,-0.268089046,-0.429804291,-0.96649677,-0.965435891,-0.965308583,-0.538486542,-0.990978335,-0.39081499,-1,-1,-0.964646218,-0.990950298,-1,-0.646946257,-0.982129227
f966,-0.950700555,-0.895719985,-0.571146514,-0.486008872,-0.751917297,-0.716885079,-1,-0.898807517,-0.973538722,-1,-0.864477033,-0.897440452,-1,-0.934440814,-1,-1,-0.311605222,-1,-1,-0.981395191,0.665031794,-0.050017334,-0.870983762,-0.687080994,-0.975318339,-0.843179225,-0.375817028,-0.584507935,-1,-0.998386217,0.343155377,-0.984032038,-1,0.296463341,-1,-1,-1,-1,-0.540320215,-0.900508429,-1,-0.996975765,0.275851682,-0.213766169,-0.978992947,0.037538156,-1,-1,-0.878447819,-0.963070351,-0.984640137,-1,-0.366897824,-0.998658827,-1,-0.9006769,-0.311267611,-0.943279723,-1,-1,-1,-0.982051761,-1,-0.628636449,0.44915649,-0.966245735,-0.99379275,-0.635409959,-0.250990412,-0.357000837,-1,-0.78287282,-0.36545863,-0.804655217,-1,-1,0.457766774,-0.633215875,-0.899771615,-0.720683875,-0.914220438,-0.975202561,-0.998624783,-0.941722516,-1,-0.874941417,-0.713887496,-1,-1,-0.655511512,-1,-0.993242526,0.399178331,-0.685012196,-1,0.486770964,-1,-0.891512599,-0.986835311,-0.966949405,-0.998680142,-0.798923548,-0.982088373,-0.997674539,-1,-1,-0.845995161,-0.8673653,-0.997741364,-0.687507461,-0.950689219,0.579323557,-1,-1,-1,-1,-1,-1,0.76401111,-0.983069683,-1,-0.977259032,-0.641676953,-0.151130159,-1,-0.836392284,-0.83144923,-0.863848758,0.372081136,-0.939238326,1,-1,-1,-0.964646218,-0.990950298,-0.733220343,-0.734299804,-0.89796122
f967,-0.958165357,-0.928269392,-0.669499944,-0.790365424,-0.804443239,-0.807674754,-1,-0.963177783,-1,-1,-0.900912092,-0.917687005,-0.145529301,-0.978031274,-1,-1,-0.637084919,-1,-1,-1,-0.437085549,-0.382622407,-0.881850267,-0.742735839,-1,-0.916649471,-0.536900891,-0.630494095,-1,-0.967611449,-0.040185023,-1,-0.746740314,-0.130531863,-1,-1,-1,-1,-0.666863752,-0.912778447,-1,-1,-0.209141273,-0.592567502,-1,-0.525314031,-1,-1,-1,-1,-1,-1,-0.51207403,-1,-0.306462579,-0.948821103,-0.584118829,-1,-1,-1,-1,-1,-1,-0.763111804,0.065604177,-1,-1,-0.827306834,-0.524206257,-0.497445044,-1,-0.870684758,-0.675294613,-0.912179469,-1,-1,-0.296186342,-0.753203499,-0.90660598,-0.64604143,-0.928363439,-1,-1,-0.953684268,-1,-0.897395712,-0.956447662,-1,-1,-0.783377986,-0.43862499,-1,-0.271988419,-0.616095886,-1,0.165134884,-0.339550969,-1,-1,-1,-1,-0.823285726,-1,-1,-0.346055602,-1,-0.863328488,-0.877819903,-0.973159448,-0.723571376,-0.978505423,0.231866318,-1,-0.184634735,-1,-1,-1,-1,0.791251843,-1,-1,-1,-0.77927863,-0.322479443,-0.2603398,-0.876948479,-0.889116809,-0.944329522,-0.307695462,-0.965068521,-0.142174371,-1,-1,-1,-1,-0.623279267,-0.836614376,-0.918839373
f968,-0.869552566,-0.715555851,-0.757496613,-0.758773865,-0.75184936,-0.697057184,-1,-0.841472222,-1,-1,-0.821014278,-0.830672081,-1,-0.836031773,-1,-1,-0.160798403,-1,-1,-1,-0.271700571,-0.196555943,-0.793543109,-0.733607928,-1,-0.839376538,-0.571490155,-0.710999319,-1,-1,-0.058069055,-1,-0.660287211,-0.185119858,-1,-1,-1,-1,-0.510357124,-0.784575244,-1,-1,-0.193824452,-0.066840252,-1,-0.324006406,-1,-1,-1,-1,-1,-1,-0.528014398,-1,-0.101775675,-0.842510706,-0.449839197,-1,-1,-1,-1,-1,-1,-0.709881152,0.010178683,-1,-1,-0.84606789,-0.299358553,-0.502450664,-1,-0.79987572,-0.248021401,-0.874164611,-1,-1,0.189756841,-0.659704296,-0.787296111,-0.637301305,-0.833926964,-1,-1,-0.861708679,-1,-0.808585565,-0.760273,-1,-1,-0.743868525,-1,-1,-0.292708225,-0.658046867,-1,0.016138063,-1,-1,-1,-1,-1,-0.784630073,-1,-1,-1,-1,-0.791024239,-0.802023956,-1,-0.690039498,-0.82619879,0.250731997,-1,0.169322039,-1,0.994858612,-1,-1,1,-1,-1,-1,-0.690249973,-0.130339034,-0.207627889,-0.741639363,-0.845178664,-0.746526092,-0.253034575,-0.874525474,0.263730805,-1,-1,-1,-1,-0.704398009,-0.775593587,-0.836552003
f969,-0.950408943,-0.882596521,-0.773098273,-0.781636087,-0.885949926,-0.76060653,-1,-0.993599733,-0.802788353,-1,-0.908553442,-0.87430019,-1,-0.917358426,-1,-1,-0.197590806,-1,-1,-1,0.016367582,-0.022902465,-0.911460626,-0.766637822,-1,-0.993599093,-0.65201741,-0.807535074,-1,-1,0.035926672,-1,-0.854341376,-0.010347164,-1,-1,-1,-1,-0.993599733,-0.830155093,-1,-1,-0.241596169,-0.085759343,-1,-0.157965597,-1,-1,-0.616038629,-1,-0.962924172,-1,-0.648800871,-1,-0.140630485,-0.909529877,-0.261315937,-1,-1,-1,-1,-1,-1,-0.754582176,0.073915241,-1,-1,-0.731554938,-0.114433018,-0.698599476,-1,-0.906606944,-0.318011277,-0.954924022,-1,-1,0.617318107,-0.745160732,-0.868845424,-0.795461617,-0.899488599,-1,-1,-0.943799627,-1,-0.862175737,-0.887715872,-1,-1,-0.797012327,-0.766880321,-1,-0.190518897,-0.773569804,-1,0.068956191,-1,-0.807026795,-1,-1,-1,-0.858758773,-1,-1,-0.657292592,-1,-0.844590516,-0.915138572,-1,-0.811548061,-0.947278836,0.072361718,-1,0.558907462,-1,-1,-1,-1,0.696286253,-1,-1,-1,-0.764509461,-0.013234475,-0.353487323,-0.89334069,-0.901010437,-0.90443385,0.033123544,-0.969178149,0.586459901,-1,-1,-1,-1,-0.993599733,-0.820522346,-0.904027676
f970,-0.938904016,-0.850124801,-0.844735648,-0.729124121,-0.807522124,-0.920580894,-1,-0.933628319,-1,-1,-0.882629907,-0.920580894,-1,-0.959326072,-1,-1,0.035320461,-1,-1,-1,-0.21102791,-0.21102791,-0.89380531,-0.85619469,-1,-0.904006738,-0.361924211,-0.786078965,-1,-1,-0.326639437,-1,-0.671488541,-0.326639437,-1,-1,-1,-1,-0.788745178,-0.919538952,-1,-1,-0.326639437,0.092038304,-1,-0.21102791,-1,-1,1,-1,-1,-1,-0.361924211,-1,-0.21102791,-0.899648287,-0.21102791,-1,-1,-1,-1,-1,-1,-0.576242342,-0.326639437,-1,-1,-0.898343544,-0.21102791,-0.361924211,-1,-0.806047198,0.028590878,-0.913773542,-1,-1,-0.2305553,-0.576242342,-0.915588836,-0.724415702,-0.732187429,-1,-1,-0.962219197,-1,-0.91575902,-0.940265487,-1,-1,-0.899761743,-1,-1,-0.232017245,-0.7398457,-1,-0.326639437,-1,-1,-1,-1,-1,-0.903562514,-1,-1,-1,-1,-0.805820286,-0.885636487,-1,-0.638643068,-0.952632176,-0.326639437,-1,-0.206629386,-1,-1,-1,-1,0.620660313,-1,-1,-1,-0.576242342,-0.21102791,-0.232017245,-0.847742228,-0.789596097,-0.845608802,-0.393011119,-0.952915816,-0.232017245,-1,-1,-1,-1,-0.885693215,-0.920013615,-0.842636714
f971,-0.996300094,-0.905621406,-0.845823382,-0.721805189,-0.471858195,-0.938943157,0.509548684,-0.998751362,-0.139292017,-1,-0.938298701,-0.977292953,-0.722484385,-0.99458286,-0.594736862,-0.86036478,-0.674650137,-0.581960835,-0.548490308,-0.617624919,0.066306802,0.049745779,-0.915235712,-0.967037078,-0.841353057,-0.990672799,-0.16858767,-0.911288785,-0.599991439,-0.322143334,-0.292544392,-0.225279544,-0.738452031,-0.272975581,-0.989991372,-0.748696414,-0.378359161,0.427869741,-0.867450554,-0.991297922,-0.870576775,-0.983611604,-0.383262732,-0.649200961,-0.774657902,-0.013487456,-0.558258578,-0.624763876,-0.509430536,0.005904563,-0.66882226,-0.991988937,-0.165089798,-0.639969029,0.049745779,-0.966692058,-0.170849389,-0.235359101,0.257164225,-0.875797823,-1,0.098325888,-0.899165415,-0.666802779,-0.312576941,-0.774146933,-0.630823406,-0.945993248,-0.054901572,-0.163715399,-0.769610349,-0.795108973,-0.711396227,-0.819480601,-0.546954599,-0.58050957,-0.092511359,-0.653398712,-0.946277353,-0.834187216,-0.988719578,-0.786383022,-0.79534032,-0.994697302,-0.722710202,-0.893143557,-0.989793151,-0.501609594,-0.925780348,-0.954851833,-0.976316401,-0.410304958,-0.124443569,-0.782580509,-0.874245388,-0.258616183,-0.670636234,-0.290522094,-0.148130902,0.612899917,-0.340643919,-0.901280077,0.070413754,-0.826764719,-0.780652434,-0.989669379,-0.961474185,-0.982339481,-0.959594986,-0.749441754,-0.992871107,-0.258616183,-0.840911932,0.055119789,-0.963739751,-0.778904527,-0.796733076,0.991870879,0.973353096,-0.216777972,-1,-0.340653852,-0.654046015,0.049745779,-0.124443569,-0.948916277,-0.874539424,-0.961001908,-0.53243066,-0.975494998,-0.124443569,-0.828287464,-0.973682858,0.193076293,-0.88118617,-0.966879277,-0.989178099,-0.987390723
f972,-0.97341272,-0.737202285,-0.838277998,-0.643921486,-0.878412062,-0.710422032,-0.747218651,-0.995451058,-0.914770858,-0.916179765,-0.948857205,-0.95927309,-0.655165747,-0.9785148,-0.8309598,-0.661133253,-0.139247965,-0.904541754,-0.873139377,-0.595548093,-0.14704407,-0.157211113,-0.972810415,-0.977034656,-0.60664206,-0.987708604,-0.378716951,-0.940058901,-0.673193708,-0.912821572,-0.515572055,-0.877316143,-0.952710555,-0.692549309,-0.449017002,-0.739256498,-0.424259054,-0.706646751,-0.953327392,-0.992109149,-0.877205732,0.064709435,-0.705027072,-0.002955658,-0.912680492,-0.248108394,-0.764398633,-0.847843173,-0.951522707,-0.848956541,-1,-0.849417522,-0.378040302,-0.918610669,-0.157211113,-0.783983375,-0.340493789,-0.864189872,-0.432076596,-0.778379141,-1,-0.73737974,-0.868837813,-0.806267218,-0.485172705,-0.8458645,-0.821777277,-0.907254028,-0.265174891,-0.364722093,-0.60769841,-0.860751147,-0.241050851,-0.967387604,-0.89150535,-0.658703784,-0.30593972,-0.802959671,-0.979924268,-0.798562256,-0.990627049,-0.565930085,-0.903090459,-0.995584771,-0.609542319,-0.900536518,-0.974066453,-0.71043919,-0.753559247,-0.911577292,-0.561020549,-0.615469307,-0.435913375,-0.87426666,-0.742207531,-0.53664842,-0.5654938,-0.831894655,-0.7346596,-0.488843719,-0.934126829,-0.943502037,-0.655663769,-0.942893763,-0.678605251,-0.890582985,-0.886717674,-0.970742416,-0.901103726,-0.581966766,-0.868132069,-0.53664842,-0.771266534,-0.216266777,0.001426437,-0.871031407,-0.795187049,-0.553283162,0.173963635,-0.729582311,-0.780227611,-0.804118212,-0.794897192,-0.157211113,-0.435913375,-0.859936235,-0.785770904,-0.889858919,-0.538924752,-0.972893831,-0.435913375,-0.840172355,-0.875942995,-0.840911636,-0.801566258,-0.211901087,-0.979619007,-0.987621537
f973,-0.946928413,-0.889587754,-0.53993671,-0.816837704,-0.753785494,-0.474525653,-0.964366457,-0.884854778,-0.993769955,-0.987541032,-0.878112816,-0.85582111,-0.971031472,-0.860968364,-0.984923648,-0.975708716,0.243567588,-0.991936366,-0.982994776,-0.97636197,-0.195916758,-0.0840531,-0.73390605,-0.576601675,-0.960115424,-0.743975339,-0.670820414,-0.564840462,-0.978027338,-0.98950396,0.17092275,-0.989182766,-0.700796692,0.11032135,-0.962312334,-0.984021232,-0.968732486,-0.976289314,-0.267250871,-0.817764901,-0.992530281,-0.989772641,0.021167719,0.460809679,-0.991706889,-0.364917896,-0.980078324,-0.988712473,-0.996561491,-0.978400394,-1,-0.992260762,-0.648713499,-0.985556475,-0.0840531,-0.624397908,-0.389742759,-0.980644807,-0.967378951,-0.977580136,-1,-0.977221574,-0.984901361,-0.722178498,0.108605061,-0.984078297,-0.980643368,-0.303158529,-0.432622474,-0.65167897,-0.961061675,-0.710077394,0.037251259,-0.738757264,-0.98970022,-0.981449103,0.290933915,-0.717301126,-0.731091677,-0.747308567,-0.823236766,-0.966550407,-0.987749006,-0.854465706,-0.960409497,-0.539059436,-0.772786447,-0.9859188,-0.983248201,-0.57476051,-0.964644853,-0.964192774,1,-0.341993675,-0.985840077,0.153080917,-0.965005126,-0.982774803,-0.976985642,-0.983798268,-0.992221379,-0.693960856,-0.979072364,-0.991158382,-0.978431361,-0.980914835,-0.466733642,-0.724116535,-0.987943157,-0.80931027,-0.947952784,0.153080917,-0.98292004,0.491679636,-0.971402346,-0.987525313,-0.985933293,-0.951532757,0.27757224,-0.975100083,-0.986311516,-0.981331523,-0.735621207,-0.0840531,1,-0.816817406,-0.552696413,-0.821318572,0.888010067,-0.95283625,1,-0.991496223,-0.986632207,-0.986316283,-0.98043325,-0.724920832,-0.810762899,-0.863552364
f974,-0.961160422,-0.83128025,-0.621266292,-0.680810117,-0.579073459,-0.597948612,-0.971401899,-0.930970858,-0.993836271,-0.9960474,-0.887938605,-0.895650284,-0.980354939,-0.911182616,-0.979954496,-0.973294139,0.076579143,-0.992999067,-0.977879535,-0.980367199,0.167193833,0.222562997,-0.798059353,-0.731371836,-0.956895012,-0.84292949,-0.274168641,-0.689800428,-0.975290693,-0.990770006,0.129106823,-0.993596276,-0.690695547,0.062765619,-0.952569631,-0.987115622,-0.978479912,-0.981532391,-0.497901607,-0.887420007,-0.991981608,-0.997692758,-0.044300507,0.246648666,-0.995379037,0.007701445,-0.982255957,-0.993406442,-0.99691744,-0.979513858,-1,-0.991808389,-0.259422633,-0.981614689,0.222562997,-0.715450092,-0.102024942,-0.979371673,-0.969019748,-0.988754559,-1,-0.978676708,-0.983144991,-0.636220734,0.090058347,-0.989530295,-0.976294611,-0.545549327,-0.055345385,-0.257492561,-0.973822076,-0.702030395,-0.084610933,-0.754482611,-0.990788459,-0.981099322,0.341259959,-0.626290426,-0.812672512,-0.728177795,-0.889070831,-0.962146461,-0.987275749,-0.911297377,-0.957212829,-0.657189822,-0.856290258,-0.985631627,-0.980729275,-0.709712727,-0.972054256,-0.983542427,0.711849304,-0.48369381,-0.987891014,0.129897559,-0.972339026,-0.996564682,-0.978455847,-0.98472683,-0.991386172,-0.761447988,-0.984146328,-0.997159364,-0.98546941,-0.99482077,-0.643963446,-0.823526911,-0.991281412,-0.675408156,-0.936288198,0.129897559,-0.985453497,0.548768671,-0.978045922,-0.993257064,-0.989412032,-0.963599941,0.945166397,-0.973147844,-0.989147014,-0.984832873,-0.635494245,0.222562997,0.711849304,-0.836918062,-0.630390981,-0.852036208,0.430413133,-0.954683265,0.711849304,-0.990193786,-0.982564822,-0.990274526,-0.986830198,-0.644769071,-0.879490541,-0.911364635
f975,-0.985924786,-0.979327029,-0.962172861,-0.926984825,-0.904992303,-0.949417198,-0.975578179,-0.996481196,-0.996168579,-0.99369616,-0.933582582,-0.973608973,-0.98672773,-0.995601495,-0.983857136,-0.965934957,-0.777307723,-0.995952771,-0.982208106,-0.977587123,-0.691224984,-0.707939301,-0.938860787,-0.963492413,-0.965813597,-0.995161161,-0.289201671,-0.959973609,-0.971281774,-0.991827598,-0.729491973,-0.988689759,-0.803386848,-0.719815263,-0.960093204,-0.985892093,-0.964756055,-0.991351574,-0.950296899,-0.992369941,-0.996395787,-0.993972909,-0.710578403,-0.776782551,-0.992598169,-0.714097207,-0.985402441,-0.984483079,-0.99370908,-0.988782819,-1,-0.997818936,-0.310314493,-0.989468113,-0.718495711,-0.988124038,-0.708379151,-0.990938329,-0.982128558,-0.994501288,-1,-0.985481435,-0.994307009,-0.736089729,-0.732570926,-0.980642921,-0.97598488,-0.994721795,-0.700901693,-0.340664174,-0.991572503,-0.890037387,-0.779195074,-0.943259292,-0.993411357,-0.981896925,-0.44781824,-0.750164944,-0.985484935,-0.915548713,-0.984165384,-0.972580313,-0.992023299,-0.997800748,-0.966065656,-0.966571366,-0.995161645,-0.993243732,-0.971694438,-0.978447328,-0.977327956,-0.949450708,-0.575104464,-0.79502969,-0.973081419,-0.751484495,-0.977558987,-0.970182343,-0.985331056,-0.989229522,-0.993443668,-0.977127777,-0.960613575,-0.996811368,-0.981908031,-0.995826497,-0.982405982,-0.978447328,-0.989286307,-0.850450847,-0.988124038,-0.760721355,-0.979786619,-0.427012997,-0.987823802,-0.993736247,-0.993534616,-0.957307437,0.087750165,-0.983456864,-0.99223815,-0.967769842,-0.733010776,-0.718495711,-0.587860128,-0.953375852,-0.957334506,-0.984085813,-0.878601276,-0.972729272,-0.526720915,-0.989473215,-0.985624879,-0.988729822,-0.988351718,-0.986364636,-0.991642841,-0.990763141
f976,-0.973550356,-0.893523228,-0.974906748,-0.730077993,-0.961342828,-0.883350288,-0.992805057,-0.997287216,-0.999199433,-0.993181482,-0.938284164,-0.967446592,-0.997205819,-0.99660902,-0.99305854,-0.985636027,-0.400648126,-0.999231581,-0.990061532,-0.992788192,-0.412004069,-0.452017633,-0.978975924,-0.963377416,-0.980818972,-0.995930417,-0.499491353,-0.985757884,-0.99140478,-0.996053647,-0.867073584,-0.99629417,-0.939640556,-0.85757884,-0.975334429,-0.994338667,-0.992733474,-0.994581912,-0.985757884,-0.992387596,-0.998763781,-0.99878538,-0.846727704,-0.421096101,-0.997186617,-0.509664293,-0.993515273,-0.99585481,-0.998737835,-0.992003961,-1,-0.999779773,-0.524584605,-0.99165961,-0.490674805,-0.974228552,-0.478467277,-0.993454903,-0.992591146,-0.995847268,-1,-0.994653568,-0.997629623,-0.78975924,-0.86775178,-0.991447115,-0.988940607,-0.988470668,-0.485249237,-0.559850797,-0.988421948,-0.939640556,-0.390301797,-0.966768396,-0.996738473,-0.992579861,-0.792076971,-0.799253984,-0.992539844,-0.80332316,-0.985757884,-0.98885838,-0.995030123,-0.99660902,-0.980960395,-0.9660902,-0.990505256,-0.997405455,-0.992082069,-0.974228552,-0.990693055,-0.981290935,-0.827738216,-0.911156324,-0.993037979,-0.877246524,-0.990787894,-0.987692531,-0.994598191,-0.994379522,-0.996007759,-0.974228552,-0.993491459,-0.995221512,-0.99459806,-0.988870129,-0.9830451,-0.985757884,-0.994978614,-0.746354697,-0.972193964,-0.8813157,-0.989775047,-0.783509748,-0.98738944,-0.9975967,-0.997499532,-0.977064984,-0.373346897,-0.987910299,-0.995973364,-0.987331468,-0.788402848,-0.492031197,-0.848762292,-0.915903696,-0.947100712,-0.938655638,-0.90844354,-0.98982706,-0.811461512,-0.997718369,-0.991078719,-0.994490544,-0.993495479,-0.982366904,-0.9830451,-0.9830451
