,or4331,or4359,or4344,or4440,or4378,or4332,or2066,or4397,or567,or2135,or4328,or4329,or73,or4413,or2096,or2070,or2738,or1,or1885,or2055,or3300,or3583,or4388,or4375,or353,or4392,or2620,or4500,or2061,or2236,or2831,or1995,or4280,or2548,or2176,or2147,or2064,or2060,or4293,or4486,or2116,or191,or2265,or3021,or187,or3017,or2058,or2084,or1416,or2099,or2203,or1992,or2903,or1036,or4149,or4321,or2451,or2222,or2065,or1985,or2029,or568,or2149,or2617,or3114,or2080,or2090,or4387,or2734,or3186,or2124,or4319,or2455,or4322,or2111,or2059,or2266,or2900,or4412,or4434,or4333,or70,or470,or4399,or636,or4325,or4411,or2057,or2095,or4363,or356,or2126,or3681,or4374,or2069,or3397,or639,or1133,or285,or2228,or1319,or4350,or851,or2128,or922,or2133,or4316,or4379,or2016,or4362,or4360,or3680,or2148,or2549,or757,or2086,or2115,or2170,or4030,or2068,or2114,or2098,or2334,or3866,or4247,or4354,or4323,or4358,or4467,or4256,or3398,or2112,or2094,or1983,or2052,or4390,or4492,or4334
f446,-0.425166228,-0.593419001,-0.490080112,-0.643134936,-0.625356202,-0.424234278,-0.999731496,-0.803967955,1,-0.999938193,-0.573274549,-0.637794147,-0.999787223,-0.795114433,-1,-0.9992107,-0.773461637,-0.981416485,-0.997602715,-0.999749734,-0.282542072,-0.178235389,-0.634317257,-0.424771941,-1,-0.690705132,-0.607828378,-0.553882825,-0.999761893,-0.999718324,-0.324930014,-0.999997974,-0.505493127,-0.33498611,-0.999967577,-1,-0.999483256,-0.99991185,-0.65625392,-0.664527352,-1,-0.999535944,-0.389873291,-0.768814479,-0.996960332,-0.334587881,-0.999761893,-0.999938193,-0.980700137,-1,-0.998907746,-0.999248189,-0.606430453,-0.997512539,0.150169364,-0.700951664,-0.406598921,-1,-0.999622068,-1,-0.99978317,-0.998532625,-0.999797355,-0.737907056,-0.188757102,-0.999733522,-1,-0.713640518,-0.311504203,-0.560872448,-1,-0.508217288,-0.784827141,-0.641450257,-0.998936116,-0.999594711,-0.704881503,-0.749843182,-0.669874724,-0.242468233,-0.248346685,-1,-0.997628046,-0.760094629,-1,-0.608581107,-0.709733498,-0.999801408,-1,-0.563238167,-0.99987436,-1,-0.450472248,-0.414305429,-0.999557222,-0.014382852,-0.999830792,-0.980700137,-0.998515755,-0.999883479,-0.997602715,-0.653350539,-0.999228811,-0.99995136,-0.999830792,-1,-0.622273599,-0.752423965,-0.999685901,0.648941699,-0.536355001,0.152033263,-1,-0.676145612,-0.999937608,-1,-1,-0.999987841,-0.036148897,-0.999416384,-0.999916916,-1,-0.737046795,0.024356148,-0.448715881,-0.12966647,-0.531121745,-0.562412309,-0.599010699,-0.503091564,-0.54013119,-1,-1,-0.999351538,-0.9998774,-0.524490564,-0.529831353,-0.467534097
f447,-0.419466996,-0.591555102,-0.48810868,-0.6452139,-0.631127122,-0.434987544,-0.929337539,-0.797874438,0.712618297,-0.858990536,-0.572020001,-0.63213076,-0.749842271,-0.795580408,-0.938485804,-0.795583596,-0.77450792,0.821135647,-0.540378549,-0.86214511,-0.283258957,-0.190279047,-0.634568167,-0.416312705,-0.485173502,-0.691959805,-0.60886786,-0.553990358,-0.886750789,0.027760252,-0.324930014,-0.761829653,-0.511156514,-0.33498611,-0.948264984,-0.902523659,-0.91829653,-0.902839117,-0.653888202,-0.663027747,-0.895899054,-0.800630915,-0.389873291,-0.766074502,-0.667192429,-0.35190064,-0.762776025,-0.95615142,0.664037855,-0.821135647,0.452996845,-0.928391167,-0.609835654,-0.605362776,0.155080022,-0.70134595,-0.41907271,-0.808472285,-0.94637224,-0.790851735,-0.277287066,-0.606453253,-0.977287066,-0.736509131,-0.188757102,-0.925236593,-0.794952681,-0.71195584,-0.297847555,-0.573346237,-0.932176656,-0.515565353,-0.78762299,-0.641593634,-0.67444795,-0.836908517,-0.704881503,-0.748409413,-0.669301217,-0.24354356,-0.265193469,-0.468138801,-0.600630915,-0.758589171,-0.488643533,-0.609262147,-0.705683101,-0.842586751,-0.855205047,-0.560442318,-0.741640379,-0.399684543,-0.450472248,-0.407817625,-0.670977918,-0.014382852,-0.692429022,0.702839117,-0.611218291,-0.452996845,-0.605362776,-0.65005287,-0.562940902,-0.721107757,-0.688958991,-0.944794953,-0.623348926,-0.752603187,-0.686750789,0.659945875,-0.532770579,0.152033263,-0.865299685,-0.676145612,-0.841249799,-0.878548896,-0.893690852,-0.9,-0.036148897,-0.953312303,-0.925236593,-0.449842271,-0.738444719,0.003960786,-0.448715881,-0.122425937,-0.531372654,-0.558269509,-0.588293277,-0.496926358,-0.54013119,-0.894321767,-0.806603998,-0.523659306,-0.718611987,-0.520332634,-0.534634479,-0.464200584
f448,-0.420255569,-0.594816926,-0.486854132,-0.645894941,-0.631700629,-0.438787032,-0.948224361,-0.797444307,0.801858613,-0.851642881,-0.572987795,-0.627721921,-0.769000996,-0.795472875,-0.935280451,-0.880517756,-0.773894582,0.916030534,-0.516428808,-0.854961832,-0.285947273,-0.202752836,-0.639980644,-0.40939477,-0.694324593,-0.695186107,-0.612237217,-0.549330609,-0.880849652,0.081314305,-0.324930014,-0.754729505,-0.516891589,-0.33498611,-0.950547627,-0.897444408,-0.914039164,-0.899103883,-0.652705343,-0.662113353,-0.89047461,-0.796548291,-0.389873291,-0.764438127,-0.649850647,-0.378532896,-0.75240624,-0.953866578,0.735147693,-0.813806837,0.173581148,-0.924659808,-0.610445006,-0.584799203,0.180565263,-0.701955302,-0.430578705,-0.798492248,-0.943909725,-0.886823764,-0.260205775,-0.730144238,-0.976103551,-0.736079001,-0.188757102,-0.921340856,-0.784600066,-0.709375056,-0.303009122,-0.584099504,-0.928642549,-0.527250569,-0.788339875,-0.641342725,-0.708264189,-0.828410222,-0.704881503,-0.745936161,-0.669587971,-0.246482786,-0.286449092,-0.690009957,-0.579820777,-0.752495654,-0.696315964,-0.611520333,-0.700951664,-0.907069366,-0.847660139,-0.556750363,-0.763026884,-0.368403584,-0.450472248,-0.397530333,-0.846000664,-0.014382852,-0.722535679,0.776302688,-0.740449786,-0.430136077,-0.584799203,-0.647221177,-0.70684336,-0.716865148,-0.720212413,-0.941918354,-0.624961916,-0.752746563,-0.836375705,0.665179131,-0.530942524,0.152033263,-0.858280783,-0.676145612,-0.836853763,-0.872220378,-0.888151344,-0.909060737,-0.036148897,-0.970793229,-0.921340856,-0.633587786,-0.737835367,0.012742621,-0.448715881,-0.124791655,-0.531766941,-0.561331579,-0.580515081,-0.487427639,-0.54013119,-0.889478925,-0.796526609,-0.57616993,-0.703949552,-0.516425614,-0.537752926,-0.46509669
f449,-0.416348549,-0.602559277,-0.484703479,-0.646791046,-0.632381669,-0.445920032,-0.96550087,-0.807229779,0.622883368,-0.92657066,-0.570120257,-0.629657508,-0.66466213,-0.795616252,-0.913752176,-0.881785093,-0.772776141,0.485045102,-0.106662447,-0.74521285,-0.28354571,-0.22146352,-0.638618564,-0.401401509,-0.865485045,-0.697480367,-0.617757227,-0.547108267,-0.838582054,-0.611805665,-0.324930014,-0.584586169,-0.522626665,-0.33498611,-0.923563855,-0.933059028,-0.924671625,-0.950466846,-0.653243006,-0.661418414,-0.898559899,-0.884475392,-0.389873291,-0.766112557,-0.680803925,-0.379464846,-0.92767843,-0.966450388,0.823073271,-0.650102864,-0.287228992,-0.881468587,-0.607039805,-0.31397373,0.199168414,-0.700306468,-0.435310142,-0.661532598,-0.964551353,-0.869124862,-0.414939073,-0.50299393,-0.974521285,-0.735613026,-0.188757102,-0.829719892,-0.835575249,-0.709876875,-0.318565514,-0.58933276,-0.916125969,-0.534992921,-0.78812481,-0.642776493,-0.623516379,-0.917708498,-0.704881503,-0.744287327,-0.672097066,-0.245479148,-0.291108841,-0.867067574,-0.645513531,-0.754574619,-0.849343251,-0.614531247,-0.69675789,-0.938123121,-0.969140687,-0.552484901,-0.654692198,0.217597721,-0.450472248,-0.388891876,-0.915334705,-0.014382852,-0.582528881,0.746004115,-0.594231748,-0.729545814,-0.279949359,-0.647973905,-0.349502601,-0.830177669,-0.565279316,-0.954739674,-0.624209187,-0.753284227,-0.785883842,0.655644569,-0.532304604,0.152033263,-0.662130084,-0.676145612,-0.812663796,-0.953315398,-0.870232632,-0.856781136,-0.036148897,-0.92657066,-0.897293876,-0.674473809,-0.736114845,0.032815384,-0.448715881,-0.117085148,-0.530548237,-0.552181396,-0.572665197,-0.487606861,-0.54013119,-0.858205412,-0.900913016,-0.165057762,-0.839689824,-0.513056258,-0.539796046,-0.469218775
f450,-0.420900765,-0.6024159,-0.4830188,-0.647041956,-0.634568167,-0.450974067,-1,-0.819775257,0.384201195,-1,-0.570693765,-0.615176443,-0.932392147,-0.795508719,-1,-1,-0.773642031,0.160942938,0.274909712,-1,-0.283223112,-0.227449504,-0.637256483,-0.390469022,-1,-0.698555801,-0.619621127,-0.547036579,-1,-0.576045702,-0.324930014,-1,-0.528899403,-0.33498611,-1,-1,-1,-1,-0.654784307,-0.657980295,-1,-0.915529582,-0.389873291,-0.764628403,-0.380996782,-0.374518343,-1,-1,0.596953181,-0.84140784,-0.179959288,-1,-0.606466297,-0.371567404,0.193218273,-0.698765167,-0.445597434,-0.905899191,-1,-1,-0.740048592,-0.600213948,-1,-0.736795885,-0.188757102,-0.764817125,-0.920756452,-0.715002599,-0.344301665,-0.594673549,-1,-0.551517107,-0.787945588,-0.665967704,-0.874712719,-1,-0.704881503,-0.743821352,-0.675717332,-0.242181479,-0.295840278,-1,-0.366944645,-0.765363729,-0.853647646,-0.615749951,-0.693639443,-0.947284786,-1,-0.550800222,-0.862630508,-0.624138157,-0.450472248,-0.376704841,-0.859478626,-0.014382852,-0.814984569,0.507649879,-0.612906867,-0.766865848,-0.260200932,-0.649981182,-0.596495984,-1,-0.81522096,-1,-0.627578544,-0.753248383,-0.319062315,0.648045594,-0.542197609,0.152033263,-1,-0.676145612,-0.910319123,-1,-1,-0.976623547,-0.036148897,-1,-1,-0.920414998,-0.736903418,0.021847053,-0.448715881,-0.105292399,-0.537502016,-0.555279489,-0.569259996,-0.483592308,-0.54013119,-1,-1,-0.389217939,-0.942530698,-0.507787157,-0.544885926,-0.49337778
f451,-0.424270122,-0.601699016,-0.486854132,-0.644497016,-0.642131297,-0.465634353,-1,-0.828879689,0.481481481,-1,-0.572055845,-0.607577468,-1,-0.795114433,-1,-1,-0.774291448,0.242532855,0.342863167,-1,-0.282613761,-0.237808484,-0.637184795,-0.387709017,-1,-0.699021823,-0.620588921,-0.546355539,-1,-0.628645724,-0.324930014,-1,-0.533989283,-0.33498611,-1,-1,-1,-1,-0.656540674,-0.659297022,-1,-0.909593085,-0.389873291,-0.763448691,-0.389444093,-0.363263258,-1,-1,0.683885024,-0.830262141,-0.398496029,-1,-0.606072011,-0.327401785,0.171030701,-0.698550101,-0.453519006,-0.899285879,-1,-1,-0.891376766,-0.72685188,-1,-0.736473287,-0.188757102,-0.748288706,-0.915187294,-0.720092478,-0.363442479,-0.598222127,-1,-0.560370629,-0.789881176,-0.675645644,-0.865907653,-1,-0.704881503,-0.742172518,-0.678405649,-0.242754987,-0.302722369,-1,-0.322454143,-0.770847895,-0.843362148,-0.615749951,-0.696901267,-1,-1,-0.553237629,-1,-0.59772296,-0.450472248,-0.368532358,-1,-0.014382852,-1,0.613606016,-0.74022904,-0.750481411,-0.229854522,-0.643815976,-0.724311634,-1,-1,-1,-0.626969192,-0.753320071,-0.920444163,0.615857483,-0.55298672,0.152033263,-1,-0.676145612,-0.90401644,-1,-1,-1,-0.036148897,-1,-1,-0.914821843,-0.738408875,0.010663656,-0.448715881,-0.104898113,-0.544635016,-0.555819854,-0.5686148,-0.48004373,-0.54013119,-1,-1,-0.493175908,-0.938491812,-0.503808448,-0.547968529,-0.501908705
f452,-0.424162589,-0.597863684,-0.487499328,-0.643780132,-0.642202986,-0.47154865,-1,-0.830528523,-1,-1,-0.583705217,-0.600193559,-0.777094609,-0.794146639,-1,-1,-0.775229495,-1,-1,-1,-0.286628313,-0.242109791,-0.637543237,-0.379070559,-1,-0.704255602,-0.622130222,-0.550047494,-1,-0.746178827,-0.324930014,-1,-0.540512931,-0.33498611,-1,-1,-1,-1,-0.656791584,-0.658638658,-1,-1,-0.389873291,-0.759909555,-0.83996536,-0.339032564,-1,-1,-1,-1,-0.829227105,-1,-0.608796172,-1,0.147767801,-0.697797373,-0.456888363,-1,-1,-1,-0.477549253,-0.593208554,-1,-0.736724197,-0.188757102,-1,-1,-0.723820277,-0.372188469,-0.60130473,-1,-0.564241805,-0.791530011,-0.672885639,-1,-1,-0.704881503,-0.739627579,-0.68112981,-0.242038102,-0.301396132,-1,-1,-0.771672312,-1,-0.619262684,-0.698012438,-1,-1,-0.556427765,-0.547088114,-1,-0.450472248,-0.353370253,-1,-0.014382852,-0.547088114,-1,-0.593754864,-1,-1,-0.643027403,-0.58942544,-1,-0.547088114,-1,-0.626897503,-0.753606825,1,0.608724483,-0.554707242,0.152033263,-1,-0.676145612,-1,-1,-1,-1,-0.036148897,-1,-1,-1,-0.739735111,-0.020413284,-0.448715881,-0.097191605,-0.545423589,-0.552361517,-0.57090883,-0.47520476,-0.54013119,-1,-1,-0.547521108,-1,-0.505206373,-0.55298672,-0.503557539
f453,-0.424628564,-0.596394071,-0.484954388,-0.646181694,-0.642668961,-0.483520619,-1,-0.831711382,-1,-1,-0.588329122,-0.591841855,-1,-0.792677026,-1,-1,-0.77479655,-1,-1,-1,-0.298815348,-0.243436027,-0.638475187,-0.374052368,-1,-0.708270556,-0.623563991,-0.552018926,-1,-1,-0.324930014,-1,-0.546032941,-0.33498611,-1,-1,-1,-1,-0.65650483,-0.657395083,-1,-1,-0.389873291,-0.758159014,-1,-0.327669946,-1,-1,-1,-1,0.974352527,-1,-0.606645519,-1,0.128089324,-0.697976594,-0.45703174,-1,-1,-1,-1,-1,-1,-0.736795885,-0.188757102,-1,-1,-0.727082101,-0.3797516,-0.60453071,-1,-0.563632453,-0.788053121,-0.678226428,-1,-1,-0.704881503,-0.737584458,-0.682456046,-0.247773178,-0.300392494,-1,-1,-0.775615176,-1,-0.619764503,-0.698657634,-1,-1,-0.556499453,-1,-1,-0.450472248,-0.353191032,-1,-0.014382852,-1,-1,-1,-1,-1,-0.642740649,-1,-1,-1,-1,-0.627327634,-0.75450293,-1,0.601233041,-0.557216338,0.152033263,-1,-0.676145612,-1,-1,-1,-1,-0.036148897,-1,-1,-1,-0.738516408,-0.065863756,-0.448715881,-0.095757836,-0.55137373,-0.54757028,-0.574672473,-0.477140348,-0.54013119,-1,-1,-1,-1,-0.505994946,-0.557610624,-0.514991845
f454,-0.422800509,-0.597182644,-0.485599584,-0.642525584,-0.642274674,-0.482875423,-1,-0.826442282,-1,-1,-0.592881338,-0.590802373,-1,-0.792963779,-1,-1,-0.775698518,-1,-0.75667562,-1,-0.304012761,-0.242504077,-0.63765077,-0.369213399,-1,-0.716228769,-0.625284514,-0.551660484,-1,-1,-0.324930014,-1,-0.551768016,-0.33498611,-1,-1,-1,-1,-0.659372368,-0.651579541,-1,-1,-0.389873291,-0.757283744,-1,-0.317526032,-1,-1,-0.715594881,-1,-1,-1,-0.605355127,-1,0.112747997,-0.697761528,-0.455060308,-1,-1,-1,-1,-0.745024892,-1,-0.736007312,-0.188757102,-1,-1,-0.72876678,-0.367313655,-0.60589279,-1,-0.566213237,-0.784755453,-0.68112981,-1,-1,-0.704881503,-0.736079001,-0.682778644,-0.246877072,-0.306378479,-1,-1,-0.780024016,-1,-0.625893865,-0.697295554,-0.365776584,-1,-0.556499453,-1,-1,-0.450472248,-0.347491801,0.690630431,-0.014382852,-0.426765682,-1,-0.745367317,-1,-0.75667562,-0.640195709,-0.742653653,-1,-0.429609733,-1,-0.629657508,-0.756223453,-1,0.594458483,-0.556678674,0.152033263,-1,-0.676145612,-1,-1,-1,-0.718754938,-0.036148897,-1,-1,-1,-0.738373031,-0.090667957,-0.448715881,-0.098804595,-0.553811137,-0.541193971,-0.576858971,-0.475778268,-0.54013119,-1,-1,-1,-1,-0.507285338,-0.558112443,-0.522375755
f455,-0.422943886,-0.596573292,-0.48878972,-0.637829991,-0.6380809,-0.482158539,-1,-0.822105131,-1,-1,-0.594458483,-0.594458483,-1,-0.79432586,-1,-1,-0.780605226,-1,-1,-1,-0.318099539,-0.254045916,-0.637865835,-0.3726186,-1,-0.71949092,-0.628187895,-0.551624639,-1,-1,-0.324930014,-1,-0.557252182,-0.33498611,-1,-1,-1,-1,-0.662562503,-0.647080726,-1,-1,-0.389873291,-0.757968738,-1,-0.302471459,-1,-1,-1,-1,-1,-1,-0.605426815,-1,0.090130294,-0.698442569,-0.454630177,-1,-1,-1,-1,-1,-1,-0.735433805,-0.188757102,-1,-1,-0.729161066,-0.366811836,-0.607003961,-1,-0.572450132,-0.782461423,-0.670197322,-1,-1,-0.704881503,-0.737226016,-0.683459684,-0.250246429,-0.309425238,-1,-1,-0.77453985,-1,-0.631844006,-0.692994247,-1,-1,-0.553954514,-1,-1,-0.450472248,-0.342186856,-1,-0.014382852,-1,-1,-1,-1,-1,-0.639622202,-1,-1,-1,-1,-0.632632579,-0.758087352,-1,0.591160815,-0.562270373,0.152033263,-1,-0.676145612,-1,-1,-1,-1,-0.036148897,-1,-1,-1,-0.736043156,-0.099198882,-0.448715881,-0.102926681,-0.554384644,-0.52177685,-0.573848056,-0.482875423,-0.54013119,-1,-1,-1,-1,-0.510367941,-0.558972705,-0.521838092
f456,-0.42875065,-0.596358227,-0.491047906,-0.636252845,-0.62313386,-0.486567378,-1,-0.81895084,-0.767981439,-1,-0.595856408,-0.608007599,-1,-0.79407495,-1,-1,-0.782373084,-0.767981439,-0.778143852,-1,-0.32430059,-0.260067746,-0.636288689,-0.378425363,-1,-0.721677636,-0.633779594,-0.546964891,-1,-0.995823666,-0.324930014,-1,-0.56309479,-0.33498611,-1,-1,-1,-1,-0.667114719,-0.645910302,-1,-1,-0.389873291,-0.75907234,-0.983851508,-0.319784218,-1,-1,-0.744779582,-1,1,-1,-0.607290715,-0.841577726,0.063964012,-0.696972956,-0.455382906,-0.984326909,-1,-1,-0.909791183,-0.920508382,-1,-0.736043156,-0.188757102,-1,-1,-0.726006775,-0.375486137,-0.608796172,-1,-0.5776117,-0.77980895,-0.664533936,-0.999071926,-1,-0.704881503,-0.736939262,-0.684642544,-0.259099952,-0.29967561,-1,-0.982923434,-0.772209975,-0.999535963,-0.637435704,-0.689158915,-0.906867749,-1,-0.555352438,-0.996334107,-0.994106729,-0.450472248,-0.340968152,-0.985986079,-0.014382852,-0.921902552,-0.767981439,-0.921238327,-0.989466357,-0.778468677,-0.63578687,-0.919769119,-1,-0.921902552,-1,-0.63646791,-0.760488915,-0.578283063,0.572701041,-0.555925946,0.152033263,-1,-0.676145612,-1,-1,-1,-0.958700696,-0.036148897,-1,-1,-0.992575406,-0.737441081,-0.124433213,-0.448715881,-0.108195781,-0.555459971,-0.528045086,-0.575425202,-0.494238041,-0.54013119,-1,-1,-0.951415313,-0.999582367,-0.509400147,-0.560514006,-0.516963278
f457,-0.422657132,-0.596429916,-0.492875961,-0.64130688,-0.627076725,-0.500403247,-1,-0.821639156,0.385796545,-1,-0.602057458,-0.616753589,-0.901190019,-0.791135724,-1,-1,-0.782337005,0.082533589,0.670403071,-1,-0.326415399,-0.26078463,-0.637005574,-0.373658082,-1,-0.722609679,-0.636073624,-0.555173217,-1,-0.559692898,-0.324930014,-1,-0.568005448,-0.33498611,-1,-1,-1,-1,-0.670125634,-0.647848816,-1,-0.876545106,-0.389873291,-0.760137886,-0.244683301,-0.322795132,-1,-1,0.577735125,-0.768214971,-0.325988484,-1,-0.607900066,-0.219884837,0.025216409,-0.696399448,-0.462587594,-0.886403698,-1,-1,-0.834779271,-0.721870733,-1,-0.736473287,-0.188757102,-0.672514395,-0.884184261,-0.734000036,-0.39054071,-0.608043443,-1,-0.581196122,-0.779199599,-0.665645106,-0.879846449,-1,-0.704881503,-0.737154327,-0.683961503,-0.252827213,-0.300679248,-1,-0.236046065,-0.775615176,-0.839808061,-0.637005574,-0.687976056,-1,-1,-0.56054985,-0.829366603,-0.517082534,-0.450472248,-0.341362439,-0.956353167,-0.014382852,-0.829366603,0.56621881,-0.739494932,-0.748214971,-0.111631478,-0.635822714,-0.719284163,-1,-0.829366603,-1,-0.637614926,-0.759879563,-0.833166987,0.563632453,-0.558040755,0.152033263,-1,-0.676145612,-0.868929935,-1,-1,-1,-0.036148897,-1,-1,-0.900575816,-0.735792247,-0.148914816,-0.448715881,-0.114755274,-0.554743087,-0.52808111,-0.575496891,-0.501980393,-0.54013119,-1,-1,-0.382341651,-0.918502879,-0.513450544,-0.559653745,-0.517572629
f458,-0.249832424,-0.205975294,-0.244757254,-0.249832424,-0.214210476,-0.249832424,-1,-0.227808101,-0.982466747,-1,-0.020252801,-0.241405726,-1,-0.249832424,-1,-1,-0.244924432,-0.98337364,-0.999631197,-1,-0.110408886,-0.056209901,-0.249832424,-0.191946759,-1,-0.223804407,-0.237383894,-0.219525041,-1,-0.993075877,-0.162884229,-1,-0.233218424,-0.183950972,-1,-1,-1,-1,-0.231303265,-0.215762145,-1,-1,-0.188547352,-0.203559214,-0.9946448,0.144115676,-1,-1,-0.97853688,-1,1,-1,-0.240639663,-0.999712817,-0.049411089,-0.249832424,-0.173226084,-0.999568146,-1,-1,-0.994484583,-0.990534246,-1,-0.246385138,-0.15311692,-0.999360641,-1,-0.249832424,-0.083788183,-0.237575409,-1,-0.247390597,-0.249832424,-0.249832424,-0.997551391,-1,-0.217703525,-0.240831179,-0.234367519,-0.186967347,-0.163027866,-1,-0.994206469,-0.249832424,-0.997900544,-0.249832424,-0.234989945,-1,-1,-0.228861438,-0.99893289,-0.997577086,-0.139902327,-0.132768362,-0.994088573,-0.123814996,-0.998615478,-0.982466747,-0.990546959,-0.996840992,-0.999622128,-0.23848511,-0.990446216,-1,-0.998629081,-1,-0.242937853,-0.241262089,-0.981120012,-0.201235277,-0.249832424,-0.124006512,-1,-0.169240655,-1,-1,-1,-1,-0.094608829,-1,-1,-0.999576784,-0.24217179,-0.042612276,-0.138226563,-0.092885186,-0.23891602,-0.246062737,-0.249832424,-0.144546586,-0.133199272,-1,-1,-0.990754232,-0.999915357,-0.19558556,-0.231111749,-0.249832424
f459,-1,-0.69125278,-0.797504324,-1,-0.801952063,-1,-1,-0.846058809,0.517899761,-1,-0.67445021,-0.774894984,-0.885441527,-1,-1,-1,-1,0.245823389,0.22673031,-1,-0.599209291,-0.558685446,-1,-0.697677292,-1,-0.741387531,-0.693106004,-0.624907339,-1,-0.503579952,0.114899926,-1,-0.608598962,-0.197924388,-1,-1,-1,-1,-0.806893996,-0.793623899,-1,-0.933174224,-0.224610823,-1,-0.298329356,-0.626389918,-1,-1,0.766109785,-0.751789976,-0.112171838,-1,-0.691623425,-0.255369928,-0.521126761,-1,-0.714850507,-0.878232916,-1,-1,-0.546539379,-0.501292812,-1,-0.645169261,0.171237954,-0.618138425,-0.894988067,-1,-0.690140845,-0.689646652,-1,-0.710526316,-1,-1,-0.885441527,-1,-0.613795492,-0.643686681,-0.809241413,-0.677538918,-0.179392142,-1,-0.260143198,-1,-0.780429594,-1,-0.806523351,-0.890214797,-1,-0.757351124,-0.780429594,-0.560859189,-0.535458364,-0.671979244,-0.904534606,0.248332098,-0.718377088,0.646778043,-0.511824691,-0.718377088,-0.116945107,-0.811588831,-0.496654893,-1,-0.718377088,-1,-0.863232024,-0.776377564,-0.484486874,-0.54670126,-1,0.330368174,-1,-0.590554783,-0.929052155,-1,-1,-0.933174224,0.202372128,-1,-1,-0.885441527,-0.645663454,-0.483568075,-0.541759328,-0.648752162,-0.82629108,-1,-1,-0.747220163,-0.560662219,-1,-1,-0.202863962,-0.914081146,-0.632320237,-0.683716333,-1
f460,-0.819838979,-0.669603524,-0.706478809,-0.819838979,-0.649475923,-0.819838979,-1,-0.742746468,-0.3,-1,-0.503076105,-0.810420781,-1,-0.819838979,-1,-1,-0.818660271,-0.266666667,0.033333333,-1,-0.667476834,-0.569801003,-0.819838979,-0.613663983,-1,-0.750620664,-0.742670515,-0.614727328,-1,-0.966666667,-0.716998329,-1,-0.708719429,-0.696794774,-1,-1,-1,-1,-0.732644691,-0.683476611,-1,-1,-0.806167401,-0.808725957,-0.566666667,-0.579826827,-1,-1,-0.1,-1,-0.866666667,-1,-0.811332219,-0.433333333,-0.57352271,-0.819838979,-0.784900501,-0.931972789,-1,-1,-0.3,-0.344850178,-1,-0.815281786,-0.74373386,-1,-1,-0.819838979,-0.488682971,-0.734771381,-1,-0.723150539,-0.819838979,-0.819838979,-1,-1,-0.770793431,-0.86358803,-0.753493848,-0.636070181,-0.713846271,-1,-0.6,-0.819838979,-1,-0.819838979,-0.72269482,-0.233333333,-1,-0.69538964,-1,-1,-0.658210542,-0.586700592,-0.933333333,-0.507671274,-0.566666667,-0.3,-0.380165289,-0.933333333,0.033333333,-0.766291964,-0.33875736,-1,-0.566666667,-1,-0.795002279,-0.746961871,0.633333333,-0.601245633,-0.819838979,-0.61795534,-1,-0.733065258,-1,-1,-1,-0.533333333,-0.520887134,-1,-1,-1,-0.847182136,-0.577244417,-0.657526963,-0.680198997,-0.766367917,-0.818933647,-0.819838979,-0.53972353,-0.655476227,-1,-1,-0.8,-1,-0.669261735,-0.784444782,-0.819838979
f461,-1,-0.798344823,-0.841789453,-1,-0.855780351,-1,-1,-0.940784632,0.535603715,-1,-0.940093723,-0.925930098,-0.851393189,-1,-1,-1,-1,0.232198142,0.393188854,-1,-0.153006203,-0.013592875,-1,-0.845934904,-1,-0.905681552,-0.913576353,-0.810195407,-1,-0.46749226,0.394613917,-1,-0.894306012,-0.558779795,-1,-1,-1,-1,-0.910662521,-0.88269268,-1,-0.913312693,-0.591853287,-1,-0.250773994,-0.230237763,-1,-1,0.715170279,-0.678018576,-0.318885449,-1,-0.913095721,-0.139318885,0.182685231,-1,-0.454272368,-0.873633664,-1,-1,-0.770897833,-0.660522008,-1,-0.85827363,0.464455759,-0.529411765,-0.86377709,-1,-0.335285901,-0.908229322,-1,-0.90411391,-1,-1,-0.894736842,-1,-0.832210978,-0.856110786,-0.887900089,-0.717868998,-0.667124769,-1,-0.213622291,-1,-0.770897833,-1,-0.95117079,-1,-1,-0.822444014,-0.746130031,-0.473684211,-0.768275282,-0.555280193,-0.981424149,0.765331411,-0.746130031,0.702786378,-0.667374562,-0.690402477,-0.046439628,-0.913313507,-0.657364902,-1,-0.746130031,-1,-0.900907193,-0.927972784,-0.851393189,-0.093280163,-1,1,-1,-0.818087231,-0.907965488,-1,-1,-1,0.457141141,-1,-1,-0.857585139,-0.858694183,0.378963337,-0.77384761,-0.58502681,-0.944622178,-1,-1,-0.877401283,-0.790564592,-1,-1,-0.19504644,-0.894736842,-0.853226993,-0.80879857,-1
