,or2098,or2073,or4374,or4315,or4468,or4407,or2063,or4436,or2126,or2110,or4317,or2051,or2155,or4390,or2204,or4362,or4327,or2053,or2143,or4314,or4337
f395,-0.136523196,-0.620041326,-0.522788357,-0.069712652,-0.400835698,-0.340210973,-0.156985814,0.230614663,-0.431656725,-0.076992709,-0.162312353,-0.344633967,-0.517066697,-0.362201192,0.169852002,-0.255249031,-0.220039985,-0.550794412,0.115593078,-0.349440519,-0.024073099
f396,-0.50233398,-0.759178297,-0.967912035,-0.777398242,-0.870337771,-0.812814926,-0.436135984,-0.458464075,-0.604881081,-0.349318454,-0.694398094,-0.77262569,-0.690369559,-0.967912035,-0.058561132,-0.823035457,-0.733152041,-0.802288099,-0.048648009,-0.833433891,-0.685924753
f397,-0.855731225,-0.364624506,-1,-0.597079748,-0.912535925,-0.903510192,-0.236660079,-0.420598653,-0.85770751,-0.636363636,-0.629972302,0.515316206,-0.875494071,-0.925870584,-0.200592885,-0.637323828,-0.766395729,-0.459486166,-0.544960474,-0.861891318,-0.5493015
f398,-0.733452594,-0.914132379,-1,-0.242521125,-0.793941305,-0.764167624,-0.772808587,-0.504924976,-0.978533095,-0.871198569,-0.523092557,-0.82647585,-0.849731664,-0.953198605,-0.627906977,-0.452061571,-0.797356815,-0.915921288,-0.404293381,-0.547157359,-0.719008538
f399,-0.951710262,-0.903420523,-1,-0.707461581,-0.835369811,-0.957054644,-0.730382294,-0.240094501,-0.726358149,-0.786720322,-0.499072388,-0.561368209,-0.887323944,-0.30566465,-0.319919517,-0.430015003,-0.808495071,-0.99195171,-0.404426559,-0.861510532,-0.229184231
f400,-0.309785433,-0.629522263,-1,-0.881017698,-0.934677892,-0.918922324,-0.04284504,-0.634656217,-0.713780951,-0.49725392,-0.736354893,-0.268084217,-0.731989286,-0.925356702,-0.014433846,-0.919882336,-0.869556548,-0.257422283,-0.519423729,-0.87876421,-0.777682298
f401,-0.968865303,-0.973973139,-1,-0.733281259,-0.88503388,-0.87925547,-0.953490461,-0.475924812,-0.973100443,-0.937422596,-0.609158114,-0.949563331,-0.981699061,-0.838010355,-0.938449297,-0.770914358,-0.818298625,-0.966811902,-0.923061621,-0.795491565,-0.648027599
f402,-0.700206501,-0.506315376,-1,-0.367431571,-0.942955961,-0.914065529,-0.320557594,-0.713343446,-0.625764876,-0.602462807,-0.582120993,-0.669184934,-0.324383559,-0.975047076,-0.093753035,-0.576451902,-0.793471129,-0.75007918,0.033491974,-0.833883805,-0.514366071
f403,-0.741741888,-0.564024464,-1,-0.837960888,-0.984587743,-0.985708882,-0.366177078,-0.732692826,-0.66727214,-0.350562118,-0.881084931,-0.059768207,-0.777861903,-0.988319132,-0.053106842,-0.739961623,-0.926226095,-0.544922533,-0.246411442,-0.958626797,-0.758935101
f404,-0.821692848,-0.658232738,-1,-0.083254717,-0.78134069,-0.721583459,-0.52381292,0.468779204,-0.720961194,-0.464519849,0.153382917,0.12124292,-0.918834584,-0.825113955,-0.274075923,-0.386792791,-0.357063516,-0.583379396,-0.604776254,-0.701082506,0.073839599
f405,-0.94759165,-0.923847217,-1,-0.239476665,-0.845064172,-0.801990206,-0.911869853,0.079201523,-0.942279929,-0.88649977,-0.146728183,-0.913197784,-0.96017627,-0.880344707,-0.828016493,-0.438130759,-0.526895171,-0.939853266,-0.848885318,-0.763873464,-0.141089235
f406,-1,-0.944613285,-1,-0.589619794,-1,-0.68063708,-0.569186876,-0.529753641,-1,-0.987161198,-0.740989542,-0.866650127,-0.742665757,-0.473345403,-0.92355641,-0.384429692,-0.435250771,-0.844569869,-0.649910066,-0.628147667,-0.571028745
f407,-0.768115942,-0.623188406,-1,-0.631415456,-1,-0.709994088,-0.623188406,-0.52992918,-0.739130435,-0.420289855,-0.722323222,-0.594202899,-0.68115942,-0.438200091,-0.101449275,-0.395080762,-0.518025465,-0.68115942,-0.420289855,-0.548948691,-0.494051078
f408,-0.76119403,-0.641791045,-1,-0.787833775,-1,-0.796005326,-0.671641791,-0.867999469,-0.76119403,-0.402985075,-0.862854785,-0.582089552,-0.671641791,-0.67668299,-0.074626866,-0.734609576,-0.720482047,-0.671641791,-0.402985075,-0.685163338,-0.834146754
f409,-0.772264174,-0.668224859,-1,-0.33361754,-1,-0.35181442,-0.384154381,-0.322526962,-0.528946422,-0.539733909,-0.432182509,-0.653601822,-0.47261177,0.136778485,-0.248471773,-0.316704118,-0.039957782,-0.784729714,-0.19453434,-0.316815709,-0.177194305
f410,-0.772264174,-0.744935874,-1,0.043964969,-1,0.049912673,-0.422509889,0.154184563,-0.576890807,-0.539733909,-0.08526168,-0.653601822,-0.47261177,0.286652388,-0.248471773,0.410592179,0.44370698,-0.784729714,-0.19453434,0.332185733,0.167764355
f411,-0.702899761,-0.575514332,-1,-0.933494545,-1,-0.959730801,-0.302531366,-0.906727494,-0.607703803,-0.585563948,-0.989620653,-0.656091846,-0.295298893,-0.954410058,-0.082008659,-0.652103221,-0.857621545,-0.761265186,0.050288712,-0.946918671,-0.929958207
f412,-0.695567296,-0.662555629,-1,-0.834624533,-1,-0.727323787,-0.330181435,-0.798573056,-0.625954128,-0.575335622,-0.928265246,-0.647604156,-0.277906794,-0.736149003,-0.059352535,-0.527549235,-0.711070262,-0.755373185,0.07620995,-0.836941062,-0.798505365
f413,-0.943667998,-0.944827496,-1,-0.667684137,-1,-0.578854832,-0.718747176,-0.81258395,-0.861539617,-0.847352371,-0.798362224,-0.975605906,-0.895077959,-0.280627405,-0.771729154,-0.702421675,-0.436255985,-0.945721344,-0.869737757,-0.478687107,-0.761850279
f414,-0.943638022,-0.944798137,-1,-0.976761604,-1,-0.981985534,-0.718597514,-0.983068152,-0.861465939,-0.847271143,-0.989889836,-0.975592925,-0.895022127,-0.959350222,-0.781554173,-0.97175217,-0.968366129,-0.945692461,-0.874185809,-0.967367473,-0.970835212
f415,-0.95845326,-0.874859217,-1,-0.667139421,-1,-0.617644855,-1,-0.622709531,-1,-1,-0.909942181,-0.972969591,-1,-0.431695419,-0.984983106,-0.232087803,-0.320375747,-0.969966212,-0.876861469,-0.633344317,-0.586221257
f416,-0.917666804,-0.319611134,-1,-0.726028591,-1,-0.869422698,-1,-0.574391748,-1,-1,-0.75539296,-0.968333386,-1,-0.674810395,-0.88207353,-0.667929985,-0.577158057,-0.849076918,-0.289527851,-0.786875366,-0.390773367
f417,-0.692894757,-0.481447895,-1,-0.904237022,-1,-0.940834179,-0.306445313,-0.961185688,-0.609905231,-0.587889617,-0.948301166,-0.65353242,-0.299253426,-0.933174791,-0.070441884,-0.837414047,-0.882491333,-0.741208794,0.145117194,-0.915046977,-0.956991301
f418,-0.948468787,-0.866902238,-1,-0.887038671,-1,-0.890087985,-0.886042403,-0.915729158,-0.811542992,-0.881625442,-0.965887104,-0.88221437,-0.870435807,-0.884967349,-0.804475854,-0.847378195,-0.86410322,-0.918433451,-0.782096584,-0.881221258,-0.87578715
f419,-0.922671482,-0.887742794,-1,-0.647412655,-1,-0.652006364,-0.935523017,-0.905090681,-0.658505918,-0.630200376,-0.91895072,-0.801407967,-0.790632562,-0.384176659,-0.78225494,-0.557879007,-0.102321373,-0.896778344,-0.616939463,-0.203127723,-0.823172035
f420,-0.9964,-0.979714286,-1,-0.802337727,-1,-0.695356975,-0.993885714,-0.757492247,-0.917028571,-0.791657143,-0.878783045,-0.966514286,-0.974857143,-0.559680888,-0.9868,-0.258677384,-0.623120664,-0.984228571,-1,-0.626820585,-0.497409271
f421,-0.6943492,-0.789659927,-1,-0.9218397,-1,-0.635040389,-0.370285407,-0.950311619,-0.673044306,-0.461044745,-0.915061914,-0.751955389,-0.809244323,-0.43439116,-0.496467487,-0.256613572,-0.200559552,-0.839822825,-0.603272607,-0.709111233,-0.805129723
f422,-0.615722954,-0.683443383,-1,-0.876851875,-1,-0.902721369,-0.43683315,-0.845363594,-0.489763813,-0.347324037,-0.886219859,-0.67879884,-0.665400298,-0.799281076,-0.116766371,-0.810735179,-0.867976933,-0.747439616,-0.304110527,-0.874746365,-0.828715232
f423,-0.704306493,-0.798954273,-1,-0.641547107,-1,-0.888611623,-0.400399277,-0.5617363,-0.706005007,-0.482282853,-0.787654383,-0.752346548,-0.831111956,-0.770641206,-0.554900656,-0.60909328,-0.800940153,-0.848730868,-0.631967551,-0.866418337,-0.673797982
f424,-0.633567821,-0.694737554,-1,-1,-1,-0.998617776,-0.459190115,-0.999832825,-0.527732684,-0.370355339,-1,-0.685763889,-0.699585137,-0.979531838,-0.208265693,-1,-0.998733252,-0.75813943,-0.34535083,-0.99755183,-1
f425,-0.702079245,-0.740819751,-1,-0.999178329,-1,-0.996179348,-0.474016554,-0.998611578,-0.447961999,-0.492448161,-0.999749164,-0.776203885,-0.746849845,-0.999430086,-0.3224109,-0.999377522,-0.999353545,-0.826663253,-0.457860455,-0.999024028,-0.998879751
f426,-0.724770642,-0.656880734,-1,-0.999194127,-1,-0.999263211,-0.52293578,-0.999585342,-0.667889908,-0.647706422,-0.999334426,-0.911926606,-0.92293578,-0.999291096,-0.779816514,-0.999260413,-0.999432358,-0.921100917,-0.844036697,-0.999352651,-0.999057797
f427,-0.787183207,-0.87103564,-0.104247104,-0.534105534,-0.199485199,-0.593307593,-0.817504338,-0.734877735,-0.736723839,-0.671587451,-0.732303732,-0.769377364,-0.859146116,-0.616473616,-0.805614814,-0.794079794,-0.150579151,-0.922234548,-0.838894104,-0.552123552,-0.428571429
f428,-0.922685036,-0.915491694,-0.085714286,-0.575510204,-0.248979592,-0.640816327,-0.840975137,-0.771428571,-0.887041223,-0.849442112,-0.73877551,-0.916675636,-0.900548918,-0.640816327,-0.700696014,-0.812244898,-0.2,-0.937520181,-0.736752413,-0.583673469,-0.493877551
f429,-0.591595608,-0.625257761,-0.652568038,-0.626265846,-0.658749138,-0.856972157,-0.196232514,-0.716688821,-0.367998662,-0.360530569,-0.863190575,-0.543888982,-0.431421724,-0.757933493,0.30100875,-0.623863523,-0.67194212,-0.638521986,0.238031544,-0.717121698,-0.462517285
