,or2098,or2073,or4374,or4315,or4468,or4407,or2063,or4436,or2126,or2110,or4317,or2051,or2155,or4390,or2204,or4362,or4327,or2053,or2143,or4314,or4337
f526,-0.982954343,-0.986615564,-1,-1,-1,-1,-0.977439003,-1,-0.958485687,-0.981954284,-1,-0.99109726,-0.970828971,-1,-0.98100243,-1,-1,-0.994231582,-0.975811486,-1,-1
f527,-1,-0.997086727,-1,-1,-1,-1,-0.996587238,-1,-0.940532838,-0.995816729,-1,-0.996741697,-0.997584787,-1,-0.995976194,-1,-1,-0.993004641,-1,-1,-1
f528,-0.967326733,-0.578217822,-1,-1,-1,-1,-0.591089109,-1,-0.615346535,-0.687128713,-1,-0.813366337,-0.801980198,-1,-0.524257426,-1,-1,-0.683168317,-0.8,-1,-1
f529,-0.998106322,-0.981374022,-1,-1,-1,-1,-0.985554392,-1,-0.972917539,-0.983742407,-1,-0.988593946,-0.988489038,-1,-0.982542941,-1,-1,-0.983654605,-0.982777021,-1,-1
f530,-0.998141913,-0.989986995,-1,-1,-1,-1,-0.988764043,-1,-0.961334049,-0.984610976,-1,-0.987771222,-0.985620844,-1,-0.975502913,-1,-1,-0.985593511,-0.976562011,-1,-1
f531,-0.925745456,-0.889332755,-1,-1,-1,-1,-0.630383218,-1,-0.821410082,-0.925895542,-1,-0.922211679,-0.957438738,-1,-0.81157283,-1,-1,-0.887743842,-0.82115101,-1,-1
f532,-0.997128912,-0.901808786,-1,-1,-1,-1,-0.817398794,-1,-0.982199254,-0.909847832,-1,-0.981050818,-0.953488372,-1,-0.693942004,-1,-1,-0.96841803,-0.976457077,-1,-1
f533,-0.999696991,-0.993027398,-0.872731062,-0.69123449,-0.69123449,-0.739928693,-0.995491115,-0.739928693,-0.998844602,-0.995431646,-0.776449344,-0.998639575,-0.998136637,-0.777924926,-0.996836248,-0.5193292,-0.752471139,-0.997689204,-0.996552496,-0.745462125,-0.755422302
f534,-1,-0.781874472,-0.875682226,-0.7148438,-0.788622895,-0.841374947,-0.965897364,-0.759849048,-0.936227601,-0.752603434,-0.781982776,-0.901866967,-0.906229477,-0.829570292,-0.841753448,-0.53888066,-0.828463606,-0.97825781,-0.828642462,-0.767226957,-0.808912146
f535,-0.997762829,-0.971188223,-1,-1,-1,-1,-0.98484706,-1,-0.966438319,-0.944150237,-1,-0.99132655,-0.978155766,-1,-0.837667723,-1,-1,-0.975865111,-0.962355145,-1,-1
f536,-0.946136865,-0.398675497,-1,-1,-1,-1,-0.551434879,-1,-0.341280353,-0.580573951,-1,-0.696247241,-0.718322296,-1,-0.622075055,-1,-1,-0.483443709,-0.679470199,-1,-1
f537,-0.996075197,-0.964078546,-1,-1,0.565217391,-1,-0.971536756,-1,-0.941733976,-0.967626414,-1,-0.976047797,-0.976156825,-1,-0.9640677,-1,-1,-0.965918315,-0.964768673,-1,-1
f538,-0.95615743,-0.795985028,-1,-1,-1,-1,-0.739923126,-1,-0.097083692,-0.673462311,-1,-0.72596313,-0.674578834,-1,-0.445372761,-1,-1,-0.663285315,-0.472301059,-1,-1
f539,-0.995040632,-0.992713732,-1,-1,-1,-1,-0.975330322,-0.961904762,-0.98818841,-0.99527175,-1,-0.994830717,-0.997242175,-1,-0.988061165,-1,-1,-0.992588127,-0.988187912,-1,-1
f540,-0.727810651,-0.73964497,-0.944572748,-0.980794943,-0.860216361,-0.982739759,-0.112426036,-0.996880191,0.124260355,-0.538461538,-0.986143187,-0.810650888,-0.017751479,-0.99432762,0.195266272,-0.994489688,-0.918317734,-0.846153846,0.573964497,-0.951339087,-0.973258782
f541,-0.777777778,-1,-0.944572748,-0.980794943,-0.852923301,-0.982739759,-0.777777778,-0.996231919,-1,-0.777777778,-0.986143187,-1,-0.333333333,-0.99432762,-0.333333333,-0.994489688,-0.918317734,-1,-0.555555556,-0.951339087,-0.973258782
f542,-0.925925926,-1,-0.214814815,-0.822222222,1,-0.688888889,-0.925925926,-0.644444444,-0.925925926,-0.851851852,-0.955555556,-0.925925926,-0.703703704,-0.422222222,-0.481481481,-0.540740741,-0.125925926,-1,-0.481481481,-0.288888889,-0.674074074
f543,-0.941176471,-0.941176471,-0.301886792,-1,-0.716981132,-0.886792453,-0.882352941,-0.754716981,-0.941176471,-0.882352941,-0.943396226,-0.941176471,-0.764705882,-1,-0.470588235,-0.849056604,-0.924528302,-1,-0.588235294,-0.924528302,-0.679245283
f544,-0.80141844,-0.829787234,-0.048780488,-0.658536585,0.691056911,-0.520325203,-0.418439716,-0.528455285,-0.304964539,-0.666666667,-0.666666667,-0.865248227,-0.283687943,-0.235772358,-0.063829787,-0.390243902,0.284552846,-0.907801418,0.120567376,0,-0.520325203
f545,-0.687269329,-0.625163995,-1,-1,1,-1,-0.526385158,-0.866666667,-0.202935635,-0.49843231,-1,-0.408795557,-0.444734393,-1,-0.579452822,-1,-1,-0.404382268,-0.386307682,-0.733333333,-1
f546,-0.981529184,-0.976538957,0.149253731,-0.686567164,1,-0.514925373,-0.970264713,-0.447761194,-0.971707251,-0.979921786,-0.671641791,-0.968689019,-0.971108043,-0.298507463,-0.976592854,-0.380597015,0.208955224,-0.976107781,-0.96075665,-0.007462687,-0.432835821
f547,-0.99207939,-0.989735205,-0.968770344,-1,-0.986564195,-0.997510549,-0.988637003,-0.992549729,-0.985323417,-0.987895378,-0.998966245,-0.98676057,-0.987197139,-0.999156118,-0.988985445,-0.991693791,-0.996368294,-0.988063498,-0.982937201,-0.986811332,-0.989439421
f548,-0.755401557,-0.548660065,0.09447074,-0.681376707,1,-0.440234193,-0.456007179,-0.441437991,-0.546067567,-0.565773294,-0.727121009,-0.556092807,-0.72670734,-0.319361987,-0.508902613,-0.387102952,0.590654154,-0.532929586,-0.582540524,-0.006046346,-0.586003119
f549,-0.566014738,-0.112590069,-0.953787466,-1,-0.950081744,-1,-0.155360212,-0.95880109,0.010039495,-0.05964907,-0.984087193,-0.167023425,-0.479576455,-1,-0.140105003,-0.953569482,-1,-0.079689297,-0.180482637,-0.918256131,-1
f550,0.219545988,0.041444829,-1,-1,-1,-1,-0.298951452,-1,0.069604725,0.049101517,-1,0.035515119,0.000191195,-1,-0.231268458,-1,-1,0.030574287,-0.241148343,-1,-1
f551,-0.111932357,-0.182289237,-1,-1,-0.969264919,-1,-0.074002757,-1,-0.204297677,-0.228881958,-1,-0.004582317,-0.300526758,-1,-0.200786238,-1,-1,-0.061944516,-0.395233598,-1,-1
f552,0.128279554,-0.130947808,-1,-1,-1,-1,-0.334610546,-1,-0.020282242,-0.041439116,-1,-0.035859888,-0.087006995,-1,-0.279974958,-1,-1,-0.045856632,-0.292064122,-1,-1
f553,-0.185478781,-0.330373663,-1,-1,-1,-1,-0.423271709,-0.809469399,-0.253328631,-0.276950067,-1,-0.269022989,-0.312460407,-1,-0.446417178,-1,-1,-0.284083866,-0.443722314,-1,-1
f554,-0.863411118,-0.836713477,0.489405232,-0.716352477,1,-0.461444785,-0.793009208,-0.438111939,-0.516972877,-0.737966604,-0.73681134,-0.719118337,-0.834540073,-0.38043743,-0.786080478,-0.309756929,0.474743046,-0.733896442,-0.744556241,0.116274538,-0.460762823
f555,-0.793915617,-0.715869995,0.482904118,-0.717590572,1,-0.463795528,-0.692492147,-0.375866919,-0.065535556,-0.429797835,-0.737960134,-0.61250437,-0.587745262,-0.383141762,-0.61653214,-0.312769775,0.468305931,-0.569920423,-0.579703187,0.111402105,-0.463116543
f556,-0.787216243,-0.732367408,-1,-1,-1,-1,-0.640528275,-1,-0.466242648,-0.696420737,-1,-0.565387167,-0.566546844,-1,-0.698624041,-1,-1,-0.532223221,-0.513670046,-1,-1
f557,-0.791242372,-0.697028221,-0.890625,-1,-1,-0.015625,-0.643938611,-0.921875,-0.175540237,-0.464803835,-1,-0.616986467,-0.570866792,-1,-0.618264525,-1,-1,-0.499886873,-0.52811624,-0.765625,-1
f558,-0.949928773,-0.918006718,-1,-1,-1,-1,-0.92562293,-1,-0.894025217,-0.905205695,-1,-0.894834906,-0.928701849,-1,-0.933401313,-1,-1,-0.868908518,-0.919789434,-1,-1
f559,-0.943158954,-0.914662316,-1,-1,-1,-1,-0.934578965,-1,-0.881569019,-0.905316769,-1,-0.901792333,-0.930290074,-1,-0.929983409,-1,-1,-0.862264596,-0.920024533,-1,-1
f560,0.351627751,-0.524060714,-0.95743423,-0.918415607,-0.453739285,-0.368607745,-0.290654979,-0.990245344,-0.816267163,-0.506412743,-1,-0.829364156,-0.775101492,-0.957138634,-0.636180281,-0.988176175,-0.58853089,-0.930080418,-0.734401262,-0.529411765,-0.891812001
f561,-0.599356651,-0.661063791,-0.955983093,-0.919545256,-0.461303017,-0.358985571,-0.678461399,-0.988922898,-0.65281805,-0.605382385,-1,-0.791228706,-0.75194817,-0.957732109,-0.697444726,-0.988339892,-0.594228247,-0.795215658,-0.712441102,-0.531555167,-0.893310013
f562,0.058688913,-0.615654632,-0.910447761,-0.865671642,-0.074626866,0.313432836,-0.337755288,-0.940298507,-0.846097739,-0.400428519,-1,-0.643344274,-0.730479577,-0.52238806,-0.617149891,-0.925373134,-0.791044776,-0.818316922,-0.631044858,-0.597014925,-0.820895522
f563,-0.841808408,-0.792852736,-1,-0.902702703,-0.913513514,-0.448648649,-0.723671455,-1,-0.654402045,-0.704459328,-1,-0.889574337,-0.752577774,-0.924324324,-0.802414735,-0.989189189,-0.891891892,-0.797876091,-0.768440998,-0.481081081,-0.816216216
f564,-0.093280163,-0.547928025,-0.86377709,-0.770897833,0.003095975,0.102167183,-0.402424188,-0.907120743,-0.853226993,-0.555280193,-1,-0.844830953,-0.851664939,-0.473684211,-0.766495442,-0.857585139,-0.250773994,-0.905353039,-0.777925472,-0.306501548,-0.789473684
f565,-0.601245633,-0.649096157,-0.266666667,-1,-0.966666667,1,-0.694592131,-0.666666667,-0.669261735,-0.586700592,-1,-0.774456935,-0.755012912,-1,-0.673401185,-1,-1,-0.790710922,-0.703364727,0,-1
f566,-0.54670126,-0.233629849,-0.789976134,-0.780429594,-0.183770883,0.37947494,-0.555967383,-0.880668258,-0.632320237,-0.671979244,-1,-0.638003459,-0.572646405,-0.560859189,-0.653323449,-0.885441527,-0.374701671,-0.811835928,-0.558932543,-0.093078759,-0.756563246
f567,-0.201235277,-0.181461266,-1,-0.997900544,-0.997362455,-0.98786578,-0.150531456,-1,-0.19558556,-0.132768362,-1,-0.236330556,-0.255960931,-0.997577086,-0.219237767,-0.999576784,-0.99885127,-0.244853012,-0.216460787,-0.97709341,-0.994703748
f568,0.563632453,-0.274333746,-0.90487524,-0.839808061,-0.198925144,-0.007907869,0.011667294,-0.917543186,-0.513450544,-0.341362439,-1,-0.599799272,-0.620732297,-0.517082534,-0.532627202,-0.900575816,-0.358848369,-0.526426152,-0.372045092,-0.277236084,-0.848483685
f569,0.572701041,-0.26927971,-0.959303944,-0.999535963,-0.961206497,-0.793735499,0.010627812,-0.969837587,-0.509400147,-0.340968152,-1,-0.595354589,-0.618438267,-0.994106729,-0.526390308,-0.992575406,-0.999071926,-0.526569529,-0.373801459,-0.887331787,-1
f570,0.591160815,-0.261644891,-1,-1,-1,-1,0.003136369,-1,-0.510367941,-0.342186856,-1,-0.590802373,-0.623277237,-1,-0.526390308,-1,-1,-0.520834453,-0.374016524,-1,-1
f571,0.594458483,-0.254906178,-0.722863012,-1,-1,0.552535946,-0.0106995,-0.794596303,-0.507285338,-0.347491801,-1,-0.585891715,-0.624854383,-1,-0.524633941,-1,-1,-0.520440167,-0.376418087,-0.477010586,-1
f572,0.601233041,-0.252397082,-1,-1,-1,-1,0.005717153,-1,-0.505994946,-0.353191032,-1,-0.581303654,-0.627650232,-1,-0.518970554,-1,-1,-0.514597559,-0.379429002,-1,-1
f573,0.608724483,-0.24515655,-1,-1,-1,-1,0.01876445,-1,-0.505206373,-0.353370253,-1,-0.576321308,-0.626574905,-1,-0.515099378,-1,-1,-0.502195459,-0.382762514,-1,-1
f574,0.615857483,-0.230066133,-0.930339448,-0.843362148,-0.34081102,-0.060960011,0.03116655,-0.939616277,-0.503808448,-0.368532358,-1,-0.57158987,-0.627865297,-0.59772296,-0.522017313,-0.914821843,-0.508552955,-0.496818825,-0.382834203,-0.022953124,-0.790540446
f575,0.648045594,-0.217592344,-0.911878653,-0.853647646,-0.384096132,0.006421958,0.017904188,-0.926508635,-0.507787157,-0.376704841,-1,-0.566822589,-0.628474649,-0.624138157,-0.520081725,-0.920414998,-0.540823429,-0.498933634,-0.378927182,-0.043640423,-0.804294438
f576,0.655644569,-0.208201158,-0.144484887,-0.824022788,-0.083557525,-0.04272828,0.005573776,-0.804874189,-0.513056258,-0.388891876,-0.852508308,-0.562126996,-0.629012312,0.217597721,-0.523701991,-0.674473809,-0.683177718,-0.495528433,-0.378640429,-0.625573667,-0.824497547
f577,0.665179131,-0.200888937,-0.681380684,-0.231662795,-0.463657484,-0.550282111,-0.015323404,-0.841022237,-0.516425614,-0.397530333,-0.61566545,-0.542771117,-0.635034142,-0.368403584,-0.527537323,-0.633587786,-0.443743777,-0.497607398,-0.384698102,-0.737802854,-0.77962164
f578,0.659945875,-0.195153861,-0.695583596,-0.269085174,-0.393690852,-0.572555205,-0.026650178,-0.848895899,-0.520332634,-0.407817625,-0.634700315,-0.544527484,-0.638797785,-0.399684543,-0.532842268,-0.449842271,-0.458675079,-0.496675449,-0.390038891,-0.658359621,-0.790536278
f579,0.648941699,-0.182249942,-0.999414357,-1,-0.999913876,-1,-0.032134344,-0.999931101,-0.524490564,-0.414305429,-0.999823699,-0.541193971,-0.638761941,-1,-0.52929369,-1,-0.999901717,-0.493807911,-0.397171891,-0.999876387,-0.998338315
f580,0.870469155,0.790044147,-0.947927928,-0.882162162,-0.974864865,-1,1,-0.993783784,0.787792722,0.705188379,-0.984324324,0.793508308,0.745089101,-1,0.739647313,-1,-0.889459459,0.819145759,0.834852308,-0.956036036,-0.852252252
f581,0.925752444,0.81271422,-0.809151478,-1,-0.901327019,-0.522823633,0.996797535,-1,0.911429109,0.74652239,-0.872804361,0.856959599,0.798716876,-1,0.782321973,-0.692527944,-0.950443258,0.850826261,0.887095138,-0.947139475,-0.862782886
f582,0.79008755,0.735229639,-0.327188269,-0.429091903,-0.026104381,-0.065707259,1,-0.881737863,0.593681094,0.633102024,-0.693050369,0.69200933,0.640992315,-0.672101284,0.665184646,-0.644157027,-0.188195646,0.73204452,0.741410849,0.111030148,-0.498096366
f583,0.609698713,0.592781814,-0.708144796,-0.929061451,-0.084221282,-0.532075609,0.790285478,-0.655926142,0.545862414,0.441869388,-0.946723106,0.519535344,0.465310088,-0.347175595,0.478711591,-0.528061597,-0.432491607,0.536968926,0.640285267,-0.942052255,-0.959896365
f584,0.67858753,0.597874762,-0.442126401,-0.651502112,0.043060213,-0.153238172,1,-0.749235837,0.461135005,0.531945049,-0.78158293,0.528614052,0.560978411,-0.468004076,0.570348318,-0.495662324,-0.242583415,0.623843622,0.571987766,-0.355768565,-0.681059639
f585,0.48309344,0.500515693,-0.729397294,-1,-0.87699877,-0.26199262,0.712855332,-1,0.45439422,0.357893305,-0.945879459,0.490549037,0.351236766,-1,0.359691381,-0.606396064,-0.901599016,0.520509208,0.55392816,-0.926199262,-0.75399754
f586,0.697341345,0.662227135,-0.284974093,-0.564766839,-0.222797927,-0.238341969,0.882761255,-0.347150259,0.35202238,0.508470146,-0.626943005,0.649792911,0.490136468,-0.347150259,0.598229315,-0.704663212,-0.191709845,0.654202344,0.662718025,-0.274611399,-0.487046632
f587,0.911820659,0.862160369,-0.543973941,-0.895765472,-0.674267101,-0.530944625,1,-0.3447557,0.838447005,0.777606581,-0.817589577,0.82284557,0.769692431,-0.687296417,0.745982461,-0.783713355,-0.444820847,0.844793792,0.879658046,-0.96742671,-0.928338762
f588,0.379555924,0.271796876,-0.371584699,-0.726775956,-0.426229508,-0.237704918,0.407518279,-0.380928962,0.258866561,0.26152105,-0.714754098,0.268518483,0.257075564,-0.524590164,0.33298269,-0.666120219,-0.319071038,0.268143695,0.340653144,-0.587431694,-0.644808743
f589,0.439785953,0.42864263,-0.739130435,-1,-0.826086957,-0.826086957,0.551240072,-1,0.381554248,0.353152455,-0.913043478,0.39933786,0.39430804,-1,0.375777376,-0.739130435,-0.826086957,0.47082176,0.441568246,-0.913043478,-0.739130435
f590,0.598341582,0.757261439,-0.272727273,-0.454545455,-0.272727273,-0.090909091,0.789272705,-0.454545455,0.139823153,0.475551463,-0.454545455,0.676799957,0.495240288,-0.636363636,0.242485181,-0.454545455,0.090909091,0.580116183,0.400316863,-0.272727273,-0.454545455
f591,0.592724561,0.585764004,-0.909090909,-0.909090909,-0.909090909,-0.818181818,0.826151806,-0.818181818,0.087835598,0.36269473,-0.818181818,0.450778919,0.43540769,-0.909090909,0.231355651,-0.909090909,-0.909090909,0.257499171,0.408891283,-0.909090909,-0.909090909
f592,0.325865801,0.958249806,-0.627906977,-0.813953488,-0.674418605,-0.581395349,0.938096384,-0.76744186,0.258145564,0.206692861,-0.720930233,0.794777216,0.72822281,-0.860465116,0.302065479,-0.674418605,-0.581395349,0.629968193,0.324459413,-0.720930233,-0.674418605
f593,0.574155765,0.733875875,-0.442126401,-0.651502112,0.043060213,-0.153238172,1,-0.749235837,0.148843931,0.056054153,-0.78158293,0.632187405,0.459461515,-0.468004076,0.336477031,-0.495662324,-0.242583415,0.45390934,0.456495284,-0.355768565,-0.681059639
f594,-0.713770784,-0.613346527,-0.55700714,-0.67359989,-0.195608577,-0.183392352,-0.392879258,-0.81189764,-0.411075454,-0.31732467,-0.808551357,-0.728224396,-0.558711915,-0.488706295,0.1336138,-0.619050893,-0.215067441,-0.79846531,-0.53267282,-0.512451152,-0.654897377
f595,-0.653847544,-0.505363151,-0.44226433,-0.651588275,0.042802326,-0.153447526,-0.698093517,-0.749297836,-0.777230019,-0.680263856,-0.781636932,-0.656058364,-0.892136472,-0.468135607,-0.685952224,-0.495787017,-0.242770679,-0.874096449,-0.868373736,-0.355927845,-0.681138494
f596,-0.623863523,-0.462517285,-0.360530569,-0.543888982,0.30100875,0.238031544,-0.67194212,-0.772613275,-0.757933493,-0.652568038,-0.638521986,-0.626265846,-0.882793241,-0.367998662,-0.658749138,-0.591595608,-0.196232514,-0.863190575,-0.856972157,-0.029928106,-0.625257761
f597,-0.812244898,-0.493877551,-0.849442112,-0.916675636,-0.700696014,-0.736752413,-0.2,-0.925806336,-0.640816327,-0.085714286,-0.937520181,-0.575510204,-0.681632653,-0.887041223,-0.248979592,-0.922685036,-0.840975137,-0.73877551,-0.640816327,-0.835252754,-0.915491694
f598,-0.794079794,-0.428571429,-0.671587451,-0.769377364,-0.805614814,-0.838894104,-0.150579151,-0.864322894,-0.616473616,-0.104247104,-0.922234548,-0.534105534,-0.644787645,-0.736723839,-0.199485199,-0.787183207,-0.817504338,-0.732303732,-0.593307593,-0.573740649,-0.87103564
f599,-0.999260413,-0.999057797,-0.647706422,-0.911926606,-0.779816514,-0.844036697,-0.999432358,-0.590825688,-0.999291096,-1,-0.921100917,-0.999194127,-0.999258759,-0.667889908,-1,-0.724770642,-0.52293578,-0.999334426,-0.999263211,-0.71559633,-0.656880734
f600,-0.999377522,-0.998879751,-0.492448161,-0.776203885,-0.3224109,-0.457860455,-0.999353545,-0.805614814,-0.999430086,-1,-0.826663253,-0.999178329,-0.999443919,-0.447961999,-1,-0.702079245,-0.474016554,-0.999749164,-0.996179348,-0.400233239,-0.740819751
f601,-1,-1,-0.370355339,-0.685763889,-0.208265693,-0.34535083,-0.998733252,-0.845463564,-0.979531838,-1,-0.75813943,-1,-0.999674846,-0.527732684,-1,-0.633567821,-0.459190115,-1,-0.998617776,-0.243033009,-0.694737554
f602,-0.60909328,-0.673797982,-0.482282853,-0.752346548,-0.554900656,-0.631967551,-0.800940153,-0.909623855,-0.770641206,-1,-0.848730868,-0.641547107,-0.937944659,-0.706005007,-1,-0.704306493,-0.400399277,-0.787654383,-0.888611623,0.173153342,-0.798954273
f603,-0.810735179,-0.828715232,-0.347324037,-0.67879884,-0.116766371,-0.304110527,-0.867976933,-0.844375716,-0.799281076,-1,-0.747439616,-0.876851875,-0.889149669,-0.489763813,-1,-0.615722954,-0.43683315,-0.886219859,-0.902721369,-0.204520403,-0.683443383
f604,-0.256613572,-0.805129723,-0.461044745,-0.751955389,-0.496467487,-0.603272607,-0.200559552,-0.907813015,-0.43439116,-1,-0.839822825,-0.9218397,-0.590974556,-0.673044306,-1,-0.6943492,-0.370285407,-0.915061914,-0.635040389,0.236403792,-0.789659927
f605,-0.258677384,-0.497409271,-0.791657143,-0.966514286,-0.9868,-1,-0.623120664,-1,-0.559680888,-1,-0.984228571,-0.802337727,-0.659873838,-0.917028571,-1,-0.9964,-0.993885714,-0.878783045,-0.695356975,-0.713771429,-0.979714286
f606,-0.557879007,-0.823172035,-0.630200376,-0.801407967,-0.78225494,-0.616939463,-0.102321373,-0.746229705,-0.384176659,-1,-0.896778344,-0.647412655,-0.730481222,-0.658505918,-1,-0.922671482,-0.935523017,-0.91895072,-0.652006364,-0.926940706,-0.887742794
f607,-0.847378195,-0.87578715,-0.881625442,-0.88221437,-0.804475854,-0.782096584,-0.86410322,-0.848056537,-0.884967349,-1,-0.918433451,-0.887038671,-0.895280316,-0.811542992,-1,-0.948468787,-0.886042403,-0.965887104,-0.890087985,-0.959069494,-0.866902238
f608,-0.837414047,-0.956991301,-0.587889617,-0.65353242,-0.070441884,0.145117194,-0.882491333,-0.663651342,-0.933174791,-1,-0.741208794,-0.904237022,-0.919770144,-0.609905231,-1,-0.692894757,-0.306445313,-0.948301166,-0.940834179,-0.090051223,-0.481447895
f609,-0.667929985,-0.390773367,-1,-0.968333386,-0.88207353,-0.289527851,-0.577158057,-0.984673359,-0.674810395,-1,-0.849076918,-0.726028591,-0.397322736,-1,-1,-0.917666804,-1,-0.75539296,-0.869422698,-0.073181545,-0.319611134
f610,-0.232087803,-0.586221257,-1,-0.972969591,-0.984983106,-0.876861469,-0.320375747,-0.997747466,-0.431695419,-1,-0.969966212,-0.667139421,-0.575435296,-1,-1,-0.95845326,-1,-0.909942181,-0.617644855,-0.416343386,-0.874859217
f611,-0.97175217,-0.970835212,-0.847271143,-0.975592925,-0.781554173,-0.874185809,-0.968366129,-0.962371972,-0.959350222,-1,-0.945692461,-0.976761604,-0.981889074,-0.861465939,-1,-0.943638022,-0.718597514,-0.989889836,-0.981985534,-0.943901635,-0.944798137
f612,-0.702421675,-0.761850279,-0.847352371,-0.975605906,-0.771729154,-0.869737757,-0.436255985,-0.962391984,-0.280627405,-1,-0.945721344,-0.667684137,-0.356359715,-0.861539617,-1,-0.943667998,-0.718747176,-0.798362224,-0.578854832,-0.943931471,-0.944827496
f613,-0.527549235,-0.798505365,-0.575335622,-0.647604156,-0.059352535,0.07620995,-0.711070262,-0.655635021,-0.736149003,-1,-0.755373185,-0.834624533,-0.85771562,-0.625954128,-1,-0.695567296,-0.330181435,-0.928265246,-0.727323787,-0.197727672,-0.662555629
f614,-0.652103221,-0.929958207,-0.585563948,-0.656091846,-0.082008659,0.050288712,-0.857621545,-0.663929282,-0.954410058,-1,-0.761265186,-0.933494545,-0.930137719,-0.607703803,-1,-0.702899761,-0.302531366,-0.989620653,-0.959730801,-0.217050939,-0.575514332
f615,0.410592179,0.167764355,-0.539733909,-0.653601822,-0.248471773,-0.19453434,0.44370698,-0.677813736,0.286652388,-1,-0.784729714,0.043964969,0.432861604,-0.576890807,-1,-0.772264174,-0.422509889,-0.08526168,0.049912673,-0.379599664,-0.744935874
f616,-0.316704118,-0.177194305,-0.539733909,-0.653601822,-0.248471773,-0.19453434,-0.039957782,-0.677813736,0.136778485,-1,-0.784729714,-0.33361754,-0.091650665,-0.528946422,-1,-0.772264174,-0.384154381,-0.432182509,-0.35181442,-0.379599664,-0.668224859
f617,-0.734609576,-0.834146754,-0.402985075,-0.582089552,-0.074626866,-0.402985075,-0.720482047,-0.492537313,-0.67668299,-1,-0.671641791,-0.787833775,-0.515247791,-0.76119403,-1,-0.76119403,-0.671641791,-0.862854785,-0.796005326,-0.194029851,-0.641791045
f618,-0.395080762,-0.494051078,-0.420289855,-0.594202899,-0.101449275,-0.420289855,-0.518025465,-0.507246377,-0.438200091,-1,-0.68115942,-0.631415456,-0.42745117,-0.739130435,-1,-0.768115942,-0.623188406,-0.722323222,-0.709994088,-0.217391304,-0.623188406
f619,-0.384429692,-0.571028745,-0.987161198,-0.866650127,-0.92355641,-0.649910066,-0.435250771,-0.642839422,-0.473345403,-1,-0.844569869,-0.589619794,-0.640917321,-1,-1,-1,-0.569186876,-0.740989542,-0.68063708,-0.282577684,-0.944613285
f620,-0.438130759,-0.141089235,-0.88649977,-0.913197784,-0.828016493,-0.848885318,-0.526895171,-0.956017627,-0.880344707,-1,-0.939853266,-0.239476665,-0.842949152,-0.942279929,-0.845064172,-0.94759165,-0.911869853,-0.146728183,-0.801990206,-0.905253831,-0.923847217
f621,-0.386792791,0.073839599,-0.464519849,0.12124292,-0.274075923,-0.604776254,-0.357063516,-0.832866763,-0.825113955,-1,-0.583379396,-0.083254717,-0.766135458,-0.720961194,-0.78134069,-0.821692848,-0.52381292,0.153382917,-0.721583459,-0.536698584,-0.658232738
f622,-0.739961623,-0.758935101,-0.350562118,-0.059768207,-0.053106842,-0.246411442,-0.926226095,-0.693042382,-0.988319132,-1,-0.544922533,-0.837960888,-0.985398915,-0.66727214,-0.984587743,-0.741741888,-0.366177078,-0.881084931,-0.985708882,-0.290047199,-0.564024464
f623,-0.576451902,-0.514366071,-0.602462807,-0.669184934,-0.093753035,0.033491974,-0.793471129,-0.669776143,-0.975047076,-1,-0.75007918,-0.367431571,-0.979943752,-0.625764876,-0.942955961,-0.700206501,-0.320557594,-0.582120993,-0.914065529,-0.121522954,-0.506315376
f624,-0.770914358,-0.648027599,-0.937422596,-0.949563331,-0.938449297,-0.923061621,-0.818298625,-0.97520518,-0.838010355,-1,-0.966811902,-0.733281259,-0.849233475,-0.973100443,-0.88503388,-0.968865303,-0.953490461,-0.609158114,-0.87925547,-0.91919866,-0.973973139
f625,-0.919882336,-0.777682298,-0.49725392,-0.268084217,-0.014433846,-0.519423729,-0.869556548,-0.595635673,-0.925356702,-1,-0.257422283,-0.881017698,-0.857677867,-0.713780951,-0.934677892,-0.309785433,-0.04284504,-0.736354893,-0.918922324,0.356845986,-0.629522263
f626,-0.430015003,-0.229184231,-0.786720322,-0.561368209,-0.319919517,-0.404426559,-0.808495071,-0.971830986,-0.30566465,-1,-0.99195171,-0.707461581,-0.940261686,-0.726358149,-0.835369811,-0.951710262,-0.730382294,-0.499072388,-0.957054644,-0.23138833,-0.903420523
f627,-0.452061571,-0.719008538,-0.871198569,-0.82647585,-0.627906977,-0.404293381,-0.797356815,-0.935599284,-0.953198605,-1,-0.915921288,-0.242521125,-0.975934216,-0.978533095,-0.793941305,-0.733452594,-0.772808587,-0.523092557,-0.764167624,-0.627906977,-0.914132379
f628,-0.637323828,-0.5493015,-0.636363636,0.515316206,-0.200592885,-0.544960474,-0.766395729,-0.865612648,-0.925870584,-1,-0.459486166,-0.597079748,-0.944004393,-0.85770751,-0.912535925,-0.855731225,-0.236660079,-0.629972302,-0.903510192,0.084486166,-0.364624506
f629,-0.823035457,-0.685924753,-0.349318454,-0.77262569,-0.058561132,-0.048648009,-0.733152041,-0.790684802,-0.967912035,-0.967912035,-0.802288099,-0.777398242,-0.967912035,-0.604881081,-0.870337771,-0.50233398,-0.436135984,-0.694398094,-0.812814926,-0.372033685,-0.759178297
