,or2228,or2334,or3469,or4334,or1995,or4411,or4333,or1205,or4412,or3680,or2123,or757,or4486,or285,or1134,or2738,or4413,or2900,or1417,or4379,or4360,or2099,or636,or4249,or2548,or356,or2115,or1416,or2052,or2065,or1133,or2128,or4380,or2066,or4293,or4492,or4332,or2112,or4259,or3398,or2057,or2124,or2147,or4392,or3115,or191,or474,or922,or4322,or2337,or3021,or2,or2222,or2549,or2086,or2617,or4256,or639,or4358,or2266,or2831,or1885,or1983,or4399,or2068,or70,or2620,or2148,or4376,or3186,or2029,or4149,or4387,or2832,or4247,or2135,or4363,or2094,or4316,or4321,or568,or1992,or1985,or353,or284,or2096
f591,-0.313970832,-0.909090909,-0.727272727,-0.909090909,-0.117293669,-0.727272727,-1,0.379888963,-1,0.181818182,0.197381505,0.145568114,-0.814471243,-0.070699062,0.174386808,-0.816992268,-0.909090909,-0.909090909,0.254723235,-0.909090909,-1,0.080585018,0.133493537,-0.727272727,0.545454545,0.107827021,0.01164236,0.671610872,-0.193611203,0.446632416,0.58501823,0.040665883,-1,0.505344713,-0.727272727,-0.818181818,-1,0.117542261,-0.909090909,-0.636363636,-0.212172688,0.241920782,-0.073085847,-1,-0.620339154,0.084013921,0.180576812,0.290023133,-0.909090909,-0.818181818,-0.710449864,-0.168778651,0.19433753,-0.436513899,-0.062437852,-0.909090909,-1,0.200397746,-1,-0.453507118,0.454545455,0.747636792,0.442285383,-0.818181818,0.488427246,-0.047066622,-0.818181818,-0.166100431,-1,-0.727272727,0.071992045,-0.545454545,-1,-0.623837423,-0.636363636,-0.207946636,-0.909090909,0.010646537,-0.909090909,-0.818181818,0.040920399,0.079756381,0.100803779,0.060330717,0.088618247,0.002734504
f592,-0.125651512,-0.860465116,-0.76744186,-0.906976744,-0.017614198,-0.813953488,-0.76744186,0.480287601,-0.906976744,0.11627907,0.016384679,0.140431128,-0.810156621,-0.151994298,0.073209847,-0.859552206,-0.906976744,-0.860465116,0.162911288,-0.813953488,-0.906976744,0.042311496,0.190281453,-0.76744186,0.11627907,0.144959336,0.088872852,0.295806271,0.062358004,0.860476305,0.192633577,-0.199481598,-0.76744186,0.966375324,-0.76744186,-0.674418605,-0.76744186,0.06465667,-0.813953488,-0.581395349,-0.007457301,0.185203004,-0.11720525,-0.95348372,-0.562948561,-0.074515268,-0.01350376,0.36742715,-0.953488372,-0.860465116,-0.753096784,-0.223384548,-0.057677762,-0.519507976,0.215887526,-0.860465116,-0.953488372,0.25945527,-0.953254645,-0.580598486,0.162790698,0.39096781,0.325956218,-0.860465116,0.930879641,0.020864967,-0.860465116,-0.074920482,-0.906976744,-0.813953488,-0.238927645,-0.395348837,-0.860465116,-0.615089456,-0.395348837,-0.007965146,-0.906976744,0.057700767,-0.860465116,-0.813953488,-0.059146139,-0.012803036,0.032582258,0.081091238,0.008774608,0.06299269
f593,-0.361347733,-0.784590122,-0.512953675,-0.840421007,0.006084576,-0.904798647,-0.693583009,0.43139641,-0.888318446,0.827462385,0.008366291,0.088007905,-0.69837239,-0.202105024,0.210222087,-0.852659324,-0.978375919,-0.757940865,0.246273197,-0.83039044,-0.885944347,-0.136598722,0.149528445,-0.824118863,0.319523993,0.236020498,-0.077730453,0.430635838,-0.01871007,0.719849407,0.317995132,-0.182683708,-0.838264534,0.817082446,-0.628532708,-0.624120842,-0.824455194,-0.008594463,-0.660622607,-0.498867357,-0.147398844,-0.033769395,0.008746577,-0.861398135,-0.538978967,-0.128528293,-0.067360406,0.274816088,-0.889584632,-0.638128023,-0.823373014,-0.364704103,0.021648361,-0.604419093,-0.033389109,-0.773847326,-0.901178146,0.170520231,-0.808501311,-0.632483704,0.44588539,0.569359545,0.357088531,-0.928539633,0.723323699,-0.02684819,-0.711922921,-0.46067843,-0.806332908,-0.525457261,-0.410404624,0.103085339,-0.913800437,-0.572861181,-0.406020318,-0.195847277,-0.751807777,0.145214971,-0.742984044,-0.856169194,0.080729193,0.002814116,0.07780651,0.047883725,0.030819897,-0.030118649
f594,-0.66080977,-0.75047272,-0.4357846,-0.843710249,-0.784653942,-0.92672557,-0.728561442,-0.577874614,-0.914234309,1,-0.869323364,-0.828071505,-0.773234835,-0.791033636,-0.630885836,-0.828199947,-0.963534683,-0.719576901,-0.490180163,-0.872978765,-0.937956246,-0.786674812,-0.85136984,-1,0.539496453,-0.756271809,-0.603903249,-0.561339464,-0.600171125,-0.856976394,-0.480255726,-0.805751142,-0.887120248,-0.952126725,-0.60759102,-0.539473533,-0.773805022,-0.808086408,-0.585198428,-0.38339006,-0.756020769,-0.852164799,-0.8366359,-0.845551303,-0.424010714,-0.889324954,-0.878049274,-0.650015062,-0.894958802,-0.580797836,-0.782774629,-0.827800567,-0.703527638,-0.526569906,-0.770185686,-0.738004378,-0.929567619,-0.701017966,-0.887244061,-0.573409347,0.681942678,-0.114225166,-0.372595249,-0.949622397,-0.80070584,-0.901757696,-0.666265571,-0.823876806,-0.874628987,-0.45024696,-0.646805938,0.155980335,-0.938391721,-0.488140677,-0.38339006,-0.892130323,-0.786479642,-0.75153375,-0.788313221,-0.874376869,-0.703097334,-0.807527844,-0.609545367,-0.892494331,-0.654692769,-0.82834113
f595,-0.950929802,-0.78464338,-0.513074093,-0.840460461,-0.939609938,-0.904822184,-0.693658768,0.01868197,-0.888346058,0.829126943,-0.912037322,-0.728166346,-0.692291173,-0.505923506,-0.617842626,-0.851740136,-0.978381265,-0.758000712,-0.579887366,-0.830432375,-0.885972546,-0.94272731,-0.724005721,-0.824162348,0.328553345,0.151116059,-0.903629653,0.205637673,-0.949694396,-0.949284889,0.05046764,-0.991659923,-0.838304522,-0.926041812,-0.613552751,-0.624213774,-0.824498596,-0.952424877,-0.660706515,-0.467878476,-0.982492206,-0.924269306,-0.988100666,-0.861412622,-0.502933254,-0.772796686,-0.76051653,0.136239085,-0.889611931,-0.638217493,-0.812539033,-0.568935778,-0.984238467,-0.591439698,-0.973194432,-0.77390324,-0.901202579,0.15840198,-0.807594482,-0.63186116,0.451481467,-0.447396366,-0.603749495,-0.928557301,-0.86735965,-0.736650033,-0.711994145,-0.987720357,-0.80638079,-0.525574588,-0.946288361,0.102812611,-0.913821749,-0.558276075,-0.406167174,-0.990861894,-0.75186914,-0.978696886,-0.743047589,-0.856204755,-0.48453453,-1,-0.958978045,-0.738142195,0.599851424,-0.960815287
f596,-0.9466793,-0.593601962,-0.076520091,-0.8563228,-0.934378899,-0.865685783,-0.559048097,0.065811673,-0.725352505,0.144847573,-0.90441792,-0.736977461,-0.50307493,-0.518015953,-0.600161972,-0.850221895,-0.95630608,-0.532742574,-0.553204616,-0.551691467,-0.86969849,-0.937766301,-0.732951698,-0.58234409,0.037061807,0.122942669,-0.895281971,0.282211731,-0.945336882,-0.944891903,0.099067919,-0.990937499,-0.678649055,-0.919635491,-0.349272697,-0.425514128,-0.828679708,-0.948303879,-0.380928496,0.180627543,-0.980975666,-0.917709449,-0.987069936,-0.675607086,0.181914703,-0.774087938,-0.766377852,0.114729738,-0.675193669,-0.48347545,-0.797520924,-0.571385622,-0.982873189,-0.30691911,-0.970872511,-0.577774062,-0.883074179,0.120853968,-0.75365878,-0.383882043,0.034609597,-0.423997339,-0.569425938,-0.85576548,-0.855870229,-0.738146715,-0.439670066,-0.986656684,-0.73259767,-0.094800201,-0.941635813,0.062587081,-0.761355403,-0.170159316,0.362871315,-0.990070344,-0.56105445,-0.976851592,-0.688792287,-0.720448086,-0.501242637,-1,-0.955424689,-0.744551125,0.560695305,-0.957421074
f597,-0.795918367,-0.91326732,-0.794837298,-0.960786424,-0.730612245,-0.970652603,-0.908513615,-0.567346939,-0.942238008,-0.73341585,-0.542857143,-0.75732941,-0.910673558,-0.181986844,-0.208163265,-0.940397573,-0.991138378,-0.911545223,-0.208163265,-0.913895167,-0.976715818,-0.6,-0.575510204,-0.92539375,-0.744663294,-0.567346939,-0.232653061,1,-0.47755102,-0.387755102,1,-0.42851428,-0.938040398,-0.697959184,-0.874968608,-0.855110681,-0.967603057,-0.493877551,-0.884296631,-0.764575037,-0.714285714,-0.632653061,-1,-0.9439545,-0.779578295,-0.771428571,-0.769933137,-0.567346939,-0.940928497,-0.844867793,-0.926714753,-0.206655912,-0.758433986,-0.812868759,-0.714285714,-0.911742547,-0.978150899,-0.567346939,-0.957830988,-0.843224532,-0.729056793,-0.46122449,-0.208163265,-0.967997704,-0.346938776,-0.575510204,-0.839288918,-0.787755102,-0.928317727,-0.79216446,-0.697959184,-0.597926309,-0.958849065,-0.798124531,-0.761489614,-0.779591837,-0.91206544,-0.819505692,-0.94557457,-0.948875256,-0.180886796,-0.665306122,-0.657142857,-0.575510204,1,-0.910204082
f598,-0.781209781,-0.926614899,-0.879967005,-0.929402395,-0.722007722,-0.940097278,-0.889865461,-0.472329472,-0.886167762,0.7645988,-0.577863578,-0.718523978,-0.810877504,-0.188976462,-0.214929215,-0.888056965,-0.971840601,-0.926614899,-0.214929215,-0.909776147,-0.958415109,-0.588159588,-0.534105534,-0.775521233,-0.243735245,-0.472329472,-0.279279279,1,-0.49034749,-0.356499356,1,-0.3950489,-0.891060102,-0.760617761,-0.726996046,-0.805501038,-0.826833916,-0.521235521,-0.785817903,-0.87422135,-0.706563707,-0.621621622,-0.590733591,-0.909311977,-0.8634519,-0.734877735,-0.733143165,-0.472329472,-0.927240663,-0.891685866,-0.881562022,-0.213434741,-0.711081344,-0.880700433,-0.714285714,-0.926614899,-0.978837785,-0.472329472,-0.967068039,-0.897350262,0.638251273,-0.415701416,-0.214929215,-0.983900788,-0.405405405,-0.534105534,-0.891287653,-0.724581725,-0.917569759,-0.879967005,-0.696267696,-0.704297864,-0.854538214,-0.875008356,-0.838154564,-0.788931789,-0.910970788,-0.826675204,-0.89600933,-0.933100094,-0.187885812,-0.711711712,-0.673101673,-0.534105534,1,-0.889317889
f599,-0.998261145,-0.930275229,-0.693577982,-0.860550459,-1,-0.939449541,-0.842201835,-0.999544002,-0.963302752,-0.449541284,-0.999218251,-0.999545966,-0.964426137,-0.997947423,-0.998138148,-0.658329601,-0.950458716,-0.930275229,-0.998141088,-0.917431193,-0.932110092,-0.999300908,-0.999076455,-0.899082569,-0.550458716,-0.999456446,-0.999334528,-0.999554531,-0.999573967,-0.99950245,-0.99949462,-0.997675647,-0.926605505,-0.999303273,-0.768807339,-0.108256881,-0.8,-0.999441864,-0.88440367,-0.788990826,-0.999702797,-0.999616955,-0.998997838,-0.963299082,-0.804596574,-0.999540695,-0.9995717,-0.999545207,-0.886238532,-0.711926606,-0.629871692,-0.998121511,-0.999182821,-0.827507772,-0.999592738,-0.930275229,-0.977981651,-0.999535516,-0.898575446,-0.845578158,-0.482568807,-0.998517081,-0.998203468,-0.983486239,-0.999269325,-0.998861586,-0.708256881,-0.999318276,-0.91559633,-0.693577982,-1,-0.546788991,-0.897247706,-0.821581603,-0.759633028,-0.999380981,-0.820183486,-0.999805153,-0.860550459,-0.963302752,-0.999766152,-0.999728585,-0.9996882,-0.999005541,-0.999610436,-0.999498857
f600,-0.995154933,-0.797821202,-0.738771795,-0.913758284,-0.999684611,-0.932588105,-0.833887988,-0.999646801,-0.866996615,0.7645988,-0.999942916,-0.999525149,-0.698379224,-0.995103122,-0.992456023,-0.850265455,-0.971840601,-0.792473761,-0.994516187,-0.828881873,-0.952214353,-0.998397215,-0.998799115,-0.815399494,0.321102483,-0.999721499,-0.999976392,-0.976883587,-0.998566972,-0.999390432,-0.974890412,-0.999946784,-0.836846147,-0.994287548,-0.698950422,-0.744062349,-0.866655289,-0.995778352,-0.738259806,-0.433455642,-0.999317579,-0.997482485,-0.962909077,-0.838650418,-0.473467199,-0.999265014,-0.999510826,-0.999546282,-0.886053986,-0.757032739,-0.841941771,-0.995121604,-0.997502568,-0.572225838,-0.997929655,-0.794294166,-0.949142418,-0.999625591,-0.929104807,-0.609805606,0.638251273,-0.998623281,-0.997863774,-0.948175328,-0.999868127,-0.998464931,-0.753050602,-0.998208203,-0.791449782,-0.741729954,-1,0.717382029,-0.851636943,-0.549700537,-0.317234121,-0.999201383,-0.799812271,-0.99968488,-0.818300765,-0.86125096,-0.995502379,-0.999433775,-0.963517058,-0.998475085,-0.979175147,-0.998227661
f601,-0.980780105,-0.716946248,-0.605113636,-0.869543651,-0.830413232,-0.854595058,-0.797912157,-0.998788587,-0.833333333,0.882688492,-0.325169745,-0.999172026,-0.675692788,-0.920106522,-0.964508499,-0.866761112,-0.96911075,-0.705537518,-0.947320067,-0.837166306,-0.936011905,-0.999975927,-1,-0.78088925,0.543064574,-0.998232297,-0.997050866,-0.974696582,-0.981330552,-0.994760868,-0.972016173,-1,-0.795544733,-0.999430771,-0.56315386,-0.612734488,-0.796085859,-0.985949241,-0.689123377,-0.254396645,-0.994284036,-1,-0.989528556,-0.807588082,-0.331309153,-0.999555316,-0.999113445,-0.997741481,-0.849341631,-0.627998737,-0.858624082,-0.929457254,-0.995203482,-0.45971298,-0.999601289,-0.707972583,-0.928932179,-0.997441511,-0.90874738,-0.495817848,0.808779762,-1,-0.955061275,-0.908008658,-0.998302017,-1,-0.622812951,-0.999915577,-0.735772908,-0.604775433,-1,0.149576118,-0.867040945,-0.40975035,-0.11002886,-0.99977515,-0.691197691,-0.999742098,-0.739921537,-0.824765512,-0.931115228,-1,-0.809091694,-1,-0.95758057,-1
f602,-0.928698827,-0.7723738,-0.718807238,-0.921412048,-0.872630682,-0.918255854,-0.880799823,-0.347490196,-0.906302881,0.058414932,-0.911018225,-0.211395743,-0.744136461,-0.662637063,-0.775659383,-0.886769149,-0.982393764,-0.764958646,-0.825299157,-0.858414932,-0.963849542,-0.847879973,-0.543137225,-0.876819723,-0.132515765,-0.305859762,-0.846940281,-0.858495054,-0.945682956,-0.880080547,-0.849984992,-0.882408529,-0.881053332,-0.928287537,-0.466793421,-0.781246633,-0.882232151,-0.901687212,-0.825230535,-0.576664448,-0.9382166,-0.707257832,-0.913165835,-0.891816668,-0.624073563,-0.803255688,-0.232945711,-0.284281415,-0.899217289,-0.735031847,-0.876811436,-0.675522684,-0.945555604,-0.696259975,-0.770034905,-0.767620496,-0.938460563,-0.244906808,-0.947017784,-0.716557508,0.016864721,-0.809543904,-0.855196367,-0.94634471,-0.826872773,-0.676519619,-0.729822226,-0.864831251,-0.747935482,-0.719453687,-1,0.863903413,-0.877554901,-0.668171848,-0.455955889,-0.908533876,-0.821072979,-0.871730262,-0.787140729,-0.886529138,-0.675838794,-0.875359945,-0.918824795,-0.536206189,-0.811612447,-0.870550822
f603,0.44535969,-0.711417656,-0.585094657,-0.864088268,0.179602647,-0.84540308,-0.780743341,-0.884330103,-0.821474054,0.90156566,-0.791220802,-0.74128725,-0.674471417,-0.668221431,-0.728760616,-0.865482668,-0.966546451,-0.699153495,-0.74821068,-0.837590831,-0.933178515,-0.806918761,-0.817024174,-0.774514945,0.500615348,-0.882835466,-0.85945865,-0.570858424,-0.897713455,-0.893985781,-0.565875847,-0.76902835,-0.784917008,-0.762912407,-0.525742966,-0.599413546,-0.773187933,-0.703570121,-0.665742752,-0.197093415,-0.918915019,-0.691588331,-0.673411268,-0.780357518,-0.280260256,-0.804134058,-0.737777367,-0.883081211,-0.845702728,-0.608617018,-0.85718175,-0.688292567,0.333491887,-0.422881479,-0.849069098,-0.702321201,-0.927806256,-0.849960942,-0.903738377,-0.459800006,0.860920561,-0.755077907,-0.751892656,-0.900431279,-0.796208938,-0.82247355,-0.602987918,-0.916058571,-0.722162174,-0.58436694,-1,0.255717389,-0.861691084,-0.383536268,-0.076699164,-0.900152227,-0.692304399,-0.958867166,-0.736138609,-0.820232655,-0.674256556,-0.26586993,-0.548726622,-0.81028777,-0.55793431,-0.922538047
f604,-0.624762148,-0.771490977,-0.665906068,-0.918148207,-0.626345646,-0.911864117,-0.869473967,-0.849222395,-0.898222152,0.08408478,-0.808356678,-0.871503484,-0.745934516,-0.836093281,-0.790064665,-0.884819887,-0.980659646,-0.764255122,-0.79274642,-0.850902346,-0.961087453,-0.198190961,-0.854843631,-0.87145071,-0.144497456,-0.782950032,-0.864195939,-0.735689191,-0.938641203,-0.400052147,-0.738154929,-0.794586063,-0.857125426,-0.816532743,-0.456590973,-0.770575818,-0.843166205,-0.831698683,-0.809439557,-0.542262028,-0.857724125,-0.901067063,-0.330933985,-0.874683941,-0.58967554,-0.902565475,-0.866384408,-0.778845899,-0.897795078,-0.681353947,-0.876009714,-0.730574551,-0.02652991,-0.670984064,-0.845546174,-0.766866375,-0.930020866,-0.766686083,-0.944409858,-0.67144388,0.060912962,-0.76405228,-0.822129918,-0.942003343,0.36516325,-0.891778349,-0.675924005,-0.807682098,-0.731785292,-0.665137335,-1,0.912047149,-0.874830696,-0.648553314,-0.429917148,-0.878759636,-0.819115835,-0.589678324,-0.787378131,-0.859541444,-0.972979472,-0.654988254,-0.936420366,-0.839538758,-0.734236794,-0.778322452
f605,-0.462812115,-0.952,-0.989142857,-0.998,-0.778212949,-0.998857143,-0.985714286,-0.725454237,-1,-0.017942857,-0.811844675,-0.724998456,-1,-0.555360058,-0.645522565,-1,-1,-0.942857143,-0.652483859,-0.9968,-1,-0.654176748,-0.748631607,-0.972171429,-0.325714286,-0.747418717,-0.845730417,0.061088177,-0.820760134,-0.889124935,0.076503178,-0.837557362,-0.931085714,-0.373314597,-0.982857143,-0.753657143,-1,-0.922238539,-0.926857143,-0.272571429,-0.878920642,-0.764285931,-0.840174429,-1,-0.349098599,-0.898863597,-0.763049936,-0.725436465,-1,-0.990857143,-1,-0.573806347,-0.138017171,-0.452774498,-0.645832527,-0.945714286,-0.986,-0.712543764,-1,-0.537979304,-0.222285714,-0.106011153,-0.656099975,-0.9984,-0.861272952,-0.844791595,-0.990857143,-0.848121729,-0.986514286,-0.990857143,-1,-1,-0.998285714,-0.36632727,0.053428571,-0.941662221,-1,-0.931405819,-0.986171429,-0.992571429,-0.560198406,-0.829417645,-0.791792232,-0.751653481,0.193112829,-0.784066259
f606,-0.72692775,-0.998391731,-0.687323182,-0.936078601,-0.80028841,-0.980832353,-0.994648849,-0.720840701,-0.999415175,0.536409027,-0.878418298,-0.88395163,-1,-0.854672933,-0.848920645,-1,-0.960012574,-0.822183884,-0.835122342,-0.898810612,-1,-0.724465111,-0.703863956,-0.889073271,0.171229522,-0.721987748,-0.845744044,0.837190901,-0.934171103,-0.906565326,0.650731003,-0.74831127,-0.858793944,-0.890936817,-0.804756091,-0.348607019,-1,-0.826904901,-0.896178898,-0.961869394,-0.948783172,-0.904242399,-0.855490148,-1,-0.967241475,-0.911597318,-0.874145055,-0.692014454,-0.977776641,-0.772707668,-1,-0.922144131,-0.708334204,-0.965381729,-0.884638311,-0.818879621,-0.970627152,-0.710348024,-1,-0.972475538,-0.001995716,-0.228766036,-0.804760391,-0.952599914,-0.944472569,-0.916692337,-0.772546841,-0.926897841,-0.843515385,-0.702440914,-1,-0.333284598,-0.95251219,-0.960722273,-0.619527315,-0.730897549,-1,-0.95468874,-0.898737508,-0.986987638,-0.844948486,-0.855949516,-0.943528971,-0.72636916,0.522038644,-0.850060556
f607,-0.898289807,-0.869552415,-0.803886926,-0.949941107,-0.919814328,-0.969081272,-0.994110718,-0.925144465,-0.88221437,0.959952886,-0.950984261,-0.911993333,-1,-0.889792579,-0.90741822,-1,-1,-0.88221437,-0.922940804,-0.942579505,-1,-0.896654034,-0.906796514,-0.84540636,-0.515606596,-0.914232218,-0.924911474,-0.702798342,-0.965394423,-0.964447743,-0.695148782,-0.961217827,-0.9204947,-0.956737438,-0.870435807,-0.948468787,-1,-0.969549808,-0.705535925,-0.896054181,-0.978468373,-0.921033428,-0.833011186,-0.99411013,-0.906845583,-0.982919347,-0.920533953,-0.927267956,-0.970553592,-0.817432273,-1,-0.889327569,-0.907262445,-0.923950394,-0.910558648,-0.88221437,-0.958775029,-0.918067648,-1,-0.929194091,0.252944641,-0.820005864,-0.90321607,-0.973498233,-0.966624221,-0.944107981,-0.835100118,-0.948046117,-0.854829211,-0.81861013,-1,-1,-0.949941107,-0.916232936,-0.610129564,-0.959503051,-1,-0.970193866,-0.938162544,-0.971436985,-0.889279286,-0.961850153,-0.96723139,-0.905938635,-0.709387729,-0.946432951
f608,-0.913812122,-0.670098002,-0.44845141,-0.844876117,-0.94184681,-0.875439392,-0.758896705,-0.909859554,-0.853513564,0.555880782,-0.975270968,-0.939190367,-0.67041995,-0.919483275,-0.950085568,-0.66490305,-0.939564806,-0.699161844,-0.951962978,-0.85222962,-0.949809428,-0.965707461,-0.924304021,-0.782411751,0.179837576,-0.900407506,-0.976474052,-0.766747146,-0.986274081,-0.951895496,-0.778304696,-0.977441685,-0.869405749,-0.951394314,-0.502421987,-0.477569124,-0.68010918,-0.991701068,-0.72722008,-0.175779233,-0.989522125,-0.966365172,-0.86423718,-0.844456524,-0.193528989,-0.977211664,-0.935322101,-0.906673797,-0.923555899,-0.515252457,-0.649977162,-0.917258061,-0.964686742,-0.342815836,-0.973559242,-0.684418925,-0.942572648,-0.905930173,-0.9232259,-0.408872773,0.249000004,-0.85537331,-0.940561559,-0.960018137,-0.974869641,-0.922277023,-0.500859704,-0.984346448,-0.802514916,-0.460994563,-1,0.617905195,-0.878662722,-0.303925885,-0.050895394,-0.984736825,-0.692697227,-0.989595666,-0.771089692,-0.863075811,-0.927379016,-0.991023436,-0.987588389,-0.919415855,-0.74747477,-0.975792838
f609,-0.701719543,-0.846733589,-0.568194053,-1,-0.442573285,-1,-1,-0.744109631,-1,-0.712973812,-0.771409354,-0.822750562,-1,-0.778947427,-0.662312875,-1,-1,-0.848000253,-0.599944186,-1,-1,-0.557559978,-0.804197547,-1,-0.831786947,-0.711457617,-0.753584633,-0.125631837,-0.919046289,-0.562465305,-0.170075992,-0.844612399,-1,-0.640055862,-1,-0.954400076,-1,-0.778732421,-1,-0.952816745,-0.845822197,-0.827088123,-0.921751251,-1,-0.947431298,-0.829201243,-0.832521166,-0.722349584,-0.975490041,-0.25792457,-1,-0.796195593,-0.719113912,-0.957014534,-0.809120993,-0.848000253,-1,-0.71266711,-1,-0.960722104,-0.836916938,-0.754323319,-0.60186616,-1,-0.76742269,-0.840837622,-0.312707812,-0.825924701,-1,-0.492637512,-1,-1,-1,-0.956236065,-0.952943412,-0.899074332,-0.979353368,-0.869487732,-0.834826942,-0.903163495,-0.759214773,-0.68111175,-0.694411141,-0.803944048,-0.308343967,-0.169738787
f610,-0.602103713,-0.938180453,-0.793517707,-1,-0.717044198,-1,-1,-0.592265452,-1,-0.944938055,-0.818043164,-0.713022288,-1,-0.624558452,-0.741085881,-1,-1,-0.938180453,-0.736671981,-1,-1,-0.625090374,-0.772900376,-1,-0.968714804,-0.629327482,-0.814336263,0.096606419,-0.911880893,-0.866346668,0.092499789,-0.706462573,-1,-0.778097183,-1,-0.986234514,-1,-0.923325888,-1,-0.993492679,-0.929367184,-0.741392882,-0.466159265,-1,-0.993205919,-0.935489443,-0.730083231,-0.579902048,-0.982980853,-0.788011513,-1,-0.778564933,-0.357186178,-0.993277561,-0.773361114,-0.938180453,-1,-0.607354484,-1,-0.993480292,-0.968714804,-0.181915191,-0.665177452,-1,-0.923305798,-0.915838302,-0.79551996,-0.817480868,-1,-0.79551996,-1,-1,-1,-0.993268521,-0.991490427,-0.83531481,-0.997497184,-0.92706911,-0.969966212,-0.601551746,-0.731915402,-0.59544228,-0.911839231,-0.782626933,0.094276068,-0.435517125
f611,-0.974780269,-0.938076007,-0.892326085,-0.964413339,-0.978096017,-0.980763878,-0.940377718,-0.986187091,-0.985014365,0.495083128,-0.954000708,-0.99004844,-0.949763923,-0.988385317,-0.984479974,-0.93333446,-0.992688553,-0.950075843,-0.978950182,-0.958771803,-0.984511104,-0.98437951,-0.991418509,-0.925806021,0.29223186,-0.997015106,-0.990286221,-0.887582316,-0.987999572,-0.990681785,-0.897426608,-0.996058772,-0.977896815,-0.980935741,-0.896976348,-0.930121867,-0.671170055,-0.990569828,-0.93753462,-0.884185673,-0.995357365,-0.991623065,-0.966130395,-0.96277892,-0.896005259,-0.997235514,-0.99724235,-0.98386383,-0.986268161,-0.911338898,-0.931117549,-0.988698238,-0.979309485,-0.907740638,-0.986252715,-0.928303808,-0.981335766,-0.98324117,-0.989208717,-0.922472488,0.355468471,-0.954501804,-0.975611984,-0.985510001,-0.994575367,-0.994950757,-0.914696151,-0.991990175,-0.931479147,-0.899107038,-1,-0.703255675,-0.972041775,-0.908498879,-0.828609088,-0.996050846,-0.980941436,-0.990215999,-0.939730668,-0.993945616,-0.985997281,-0.993868333,-0.99322189,-0.994984153,-0.915122083,-0.961078541
f612,-0.489248161,-0.932592343,-0.892383351,-0.964461661,-0.47441144,-0.980774109,-0.940409428,-0.804511719,-0.985022335,0.502409905,-0.752895881,-0.869881287,-0.94979064,-0.49112798,-0.576987147,-0.932317897,-0.992604254,-0.949935819,-0.56477541,-0.957411043,-0.984519342,-0.6314217,-0.803511054,-0.925845481,0.314434062,-0.820194363,-0.889244514,0.997201352,-0.924265134,-0.879585694,0.943481292,-0.612214299,-0.977908571,-0.862497182,-0.894197176,-0.930157942,-0.671344941,-0.921189662,-0.937567842,-0.884247268,-0.920054095,-0.868114278,-0.748142868,-0.962798716,-0.896050338,-0.91582833,-0.884676601,-0.806917677,-0.986275464,-0.911386052,-0.931154184,-0.620297537,-0.565038748,-0.907339817,-0.829507687,-0.92834194,-0.981345693,-0.821354652,-0.989214456,-0.92251372,0.385880908,-0.397468024,-0.61098196,-0.985517708,-0.901850809,-0.850761533,-0.914741519,-0.717414358,-0.931515589,-0.899160698,-1,-0.703413497,-0.972056644,-0.908547544,-0.828698063,-0.932210666,-0.975425176,-0.97078721,-0.939762722,-0.993948836,-0.498096525,-0.821990592,-0.918231428,-0.791817256,0.831745286,-0.865219414
f613,-0.745840303,-0.682438496,-0.583884607,-0.846247791,-0.827587467,-0.87164494,-0.751552048,-0.814665776,-0.849051192,0.561346373,-0.777785473,-0.807539467,-0.660380052,-0.706282506,-0.732702513,-0.654695092,-0.937723786,-0.74294755,-0.757245047,-0.847728135,-0.948280488,-0.87688256,-0.84101631,-0.775783426,0.180888761,-0.791900433,-0.930412578,-0.509353767,-0.923487914,-0.931678172,-0.523045422,-0.852619785,-0.865427496,-0.718649108,-0.487264417,-0.468316016,-0.670364442,-0.743998614,-0.718910467,-0.157564094,-0.915576748,-0.887651345,-0.803464919,-0.83971825,-0.176641299,-0.840206583,-0.84392251,-0.798902432,-0.932884913,-0.658891778,-0.639314521,-0.743469564,-0.760131217,-0.329075841,-0.954715219,-0.723499533,-0.940823256,-0.810461533,-0.920887154,-0.396603424,0.227880425,-0.511667416,-0.787953554,-0.958800181,-0.794789237,-0.880129983,-0.645050563,-0.897914482,-0.796498987,-0.777957681,-1,0.666034436,-0.874966461,-0.289114922,-0.028857452,-0.898360893,-0.689377608,-0.869773651,-0.78824607,-0.873051266,-0.710261656,-0.960578491,-0.775655549,-0.839504686,-0.542331025,-0.837777527
