,or2228,or2334,or3469,or4334,or1995,or4411,or4333,or1205,or4412,or3680,or2123,or757,or4486,or285,or1134,or2738,or4413,or2900,or1417,or4379,or4360,or2099,or636,or4249,or2548,or356,or2115,or1416,or2052,or2065,or1133,or2128,or4380,or2066,or4293,or4492,or4332,or2112,or4259,or3398,or2057,or2124,or2147,or4392,or3115,or191,or474,or922,or4322,or2337,or3021,or2,or2222,or2549,or2086,or2617,or4256,or639,or4358,or2266,or2831,or1885,or1983,or4399,or2068,or70,or2620,or2148,or4376,or3186,or2029,or4149,or4387,or2832,or4247,or2135,or4363,or2094,or4316,or4321,or568,or1992,or1985,or353,or284,or2096
f955,-1,-0.901313822,-0.787172667,-0.932650284,-1,-0.931896506,-0.913006976,-0.413548168,-0.906696616,0.633111168,-1,-1,-0.854944787,-1,-1,-0.882275399,-0.969991749,-0.889723619,-1,-0.925037936,-0.968766705,-1,-1,-0.876040196,-0.040896272,-0.612251353,-1,-0.910300569,-1,-1,-0.907377841,-1,-0.937757176,-1,-0.839169782,-0.859164714,-0.906586576,-1,-0.953796884,-0.114071982,-1,-1,-1,-0.926534408,-0.191815518,-1,-1,-0.394980381,-0.916716641,-0.865659064,-0.866516381,-1,-1,-0.664071185,-1,-0.892407915,-0.957069216,-1,-0.956867563,-0.513370636,0.042916906,-1,-1,-0.96206013,-1,-1,-0.850203944,-1,-0.907200595,-0.799763667,-1,-0.399827359,-0.945885549,-0.599796723,-0.159744345,-1,-0.916944838,-1,-0.904045487,-0.915860582,-1,-1,-1,-1,-0.904039788,-1
f956,-1,-0.884870472,-0.743248746,-0.950113093,-1,-0.960090374,-0.927454032,-1,-0.944365119,0.515900326,-1,-1,-0.892328123,-1,-1,-0.876881016,-0.983238444,-0.868000194,-1,-0.94157127,-0.976818323,-1,-1,-0.908557153,0.012036625,-1,-1,-0.935713528,-1,-1,-1,-1,-0.947579003,-1,-0.889089199,-0.856603198,-0.902546237,-1,-0.971136195,-0.239787133,-1,-1,-1,-0.941995499,-0.222720401,-1,-1,-1,-0.944361015,-0.828015342,-0.851472339,-1,-1,-0.649574778,-1,-0.876617801,-0.961864362,-1,-0.967199993,-0.528487393,0.113270657,-1,-1,-0.974533916,-1,-1,-0.806113395,-1,-0.917833285,-0.768448037,-1,-0.543837611,-0.948693042,-0.880327449,-0.327224313,-1,-0.947659337,-1,-0.922280286,-0.946185833,-1,-1,-1,-1,-1,-1
f957,-0.992762002,-0.822114909,-0.785106744,-0.981884555,-1,-0.990407333,-0.968879144,-0.582784362,-0.962638233,0.578556545,-1,-1,-0.896587512,-0.966560928,-0.99169772,-0.835371865,-0.997145233,-0.863255998,-0.991784953,-0.980379963,-0.99583723,-0.987530044,-1,-0.951168557,-0.460618972,-0.672790452,-1,-0.914377822,-1,-1,-0.992315644,-1,-0.981783341,-1,-1,-0.958877726,-0.962679108,-1,-0.993695506,1,-1,-1,-1,-0.885205465,0.431651405,-1,-1,-0.617893351,-0.962617471,-0.695539069,-0.817054519,-0.96744549,-1,0.08890551,-1,-0.857184427,-0.945161867,-1,-0.991282461,-0.056927156,-0.414877166,-1,-1,-0.98074719,-0.967175894,-0.997042035,-0.697708692,-1,-0.982240103,-0.74289901,-1,-0.571066025,-0.989482129,0.220495768,-0.693008059,-1,-1,-1,-0.909471437,-0.956258477,-0.965767383,-1,-1,-0.997055852,-0.927180629,-1
f958,-0.556879756,-0.981798571,-0.940272347,-0.996090063,-0.836587153,-0.999325873,-0.991236349,-0.444436668,-0.99676419,-1,-1,-0.951311088,-0.994221769,-0.750511295,-0.605897412,-0.972179963,-0.999730349,-0.976675206,-0.613272991,-0.991371174,-0.997573143,-0.697753969,-1,-0.996224889,-0.842119455,-0.737958389,-1,-0.475446569,-0.893009979,-1,-0.435114445,-0.856369402,-0.995955238,-1,-1,-0.985843333,-0.969664285,-1,-0.997303492,-0.850883106,-1,-1,-1,-0.998651611,-0.854306366,-0.728779412,-0.953353466,-0.553506359,-0.990157746,-0.925306728,-0.966361642,-0.757110926,-0.498987352,-0.923951788,-0.989402859,-0.97802346,-0.997573143,-0.561844072,-0.994037872,-0.916114043,-0.824996629,-0.007540414,-0.574507653,-0.998651746,-0.74229841,-0.766377756,-0.934474855,-1,-0.988674666,-0.935823109,-1,-0.275178644,-0.996224889,-0.90753156,-0.90413914,-1,-1,-1,-0.984629904,-0.987461238,-0.67531992,-1,-1,-0.767468521,-0.623499224,-1
f959,-0.96721996,-0.790367776,-0.698598949,-0.905429072,-1,-0.941330998,-0.747810858,-0.991081829,-0.938353765,0.110507881,-1,-1,-0.912434326,-1,-1,-0.709142703,-0.989316988,-0.802977233,-1,-0.941155867,-0.935901926,-0.987355487,-1,-0.923817863,0.253590193,-0.996036269,-1,-0.91625644,-1,-1,-0.936013714,-1,-0.908581436,-1,-0.8117338,-0.900525394,-0.657443082,-1,-0.860245184,-0.068301226,-1,-1,-1,-0.896837319,-0.056865277,-1,-1,-0.988438762,-0.900875657,-0.726970228,-0.662157702,-0.995756229,-0.988769224,-0.153471509,-0.88195664,-0.776707531,-0.970052539,-1,-0.721197934,-0.271821364,0.476707531,-1,-1,-0.975481611,-0.983161785,-0.96956261,-0.70647986,-1,-0.839054291,-0.690542907,-1,0.210157618,-0.958318739,-0.139651625,0.12854641,-1,-0.842031524,-1,-0.827495622,-1,-0.99924235,-1,-1,-0.96970472,-0.981928855,-1
f960,-0.515287517,-0.948214303,-0.961879065,-0.976833662,-0.789134125,-0.989426229,-0.913699085,-0.275272013,-0.987581992,0.052325582,-1,-0.961430974,-0.960319885,-0.72248538,-0.559471916,-0.939166933,-0.994997901,-0.942268339,-0.570755153,-0.976450326,-0.985143358,-0.66727075,-1,-0.974239252,-0.13947615,-0.684160438,-1,-0.5443578,-0.879751337,-1,-0.554867297,-0.845250012,-0.987145673,-1,-0.962664542,-0.90433883,-0.94940689,-1,-0.931380239,-0.414437997,-1,-1,-1,-0.98261012,-0.425285897,-0.833307609,-0.963048848,-0.454366333,-0.984594549,-0.946250189,-0.91888236,-0.719300125,-0.487344697,-0.528418084,-0.677585207,-0.941147793,-0.987373278,-0.554912302,-0.971365059,-0.627282797,-0.006344975,-0.343673817,-0.5448853,-0.996177868,-0.735599079,-0.658298371,-0.930308232,-1,-0.968203846,-0.922171722,-1,-0.481231851,-0.979876161,-0.464999756,-0.490320513,-1,-0.955489163,-1,-0.976279957,-1,-0.643286134,-1,-1,-0.659893751,-0.602802989,-1
f961,-1,-0.803568223,-0.677111009,-0.873736267,-1,-0.887589321,-0.7920746,-0.661020306,-0.883619231,0.460843829,-1,-1,-0.832193291,-0.991861885,-0.992406692,-0.712395518,-0.946759629,-0.810645,-0.992486468,-0.892313394,-0.930844831,-1,-1,-0.844591137,0.030656001,-0.879123128,-1,-0.959539554,-1,-1,-0.953520437,-1,-0.900026294,-1,-0.670473997,-0.66451295,-0.82070832,-1,-0.767772804,-0.288747253,-1,-1,-1,-0.844967757,-0.30728008,-1,-1,-0.810453186,-0.872333603,-0.787725247,-0.678352659,-0.992077161,-1,-0.461164798,-1,-0.77802881,-0.944195233,-0.988035484,-0.839730272,-0.551689552,0.192928157,-1,-1,-0.934773791,-1,-1,-0.760798718,-1,-0.778111838,-0.708255085,-1,0.168153506,-0.913851394,-0.430066241,-0.467651605,-1,-0.746542043,-1,-0.804781218,-0.84181154,-0.991945313,-1,-1,-1,-0.95786467,-1
f962,-0.527196401,-0.720033204,-0.299500052,-0.819010266,-0.774591651,-0.890037652,-0.705010158,-0.402367167,-0.927373923,0.119711319,-1,-0.958771041,-1,-0.711051729,-0.532685397,-0.66415391,-0.963875896,-0.647401841,-0.544709022,-0.793933755,-0.869961907,-0.679194111,-1,-0.839030047,0.113433568,-0.719602401,-1,-0.597760268,-0.871458326,-1,-0.61768451,-0.8345776,-0.890704918,-1,-0.614276637,-0.168338858,-0.720682763,-1,-0.670826274,0.056017588,-1,-1,-1,-0.870198813,-0.13733213,-0.821811582,-0.960500492,-0.523294193,-0.858269776,-0.642981654,-0.59050142,-0.718695169,-0.46995673,-0.208729524,-0.990426381,-0.682500896,-0.937080309,-0.529880689,-0.842013584,-0.471728692,0.26958756,-0.298409942,-0.513498079,-0.830964704,-0.750615762,-0.706198074,-0.607885639,-1,-0.873678025,-0.476143601,-1,0.15406382,-0.92381334,-0.292485302,0.453602161,-1,-0.69525838,-1,-0.701678186,-0.99635273,-0.626311475,-1,-1,-0.707569815,-0.646650009,-1
f963,-0.921328958,-0.676385928,-0.347930988,-0.819402578,-1,-0.902954085,-0.727241201,-0.971193475,-0.93430024,0.743247066,-1,-1,-1,-0.993314748,-1,-0.645804816,-0.971950317,-0.619416708,-1,-0.819883653,-0.85645497,-0.939491908,-1,-0.868481416,0.621650992,-1,-1,-0.886043833,-1,-1,-0.875909258,-1,-0.909449917,-1,-0.613793137,-0.15871567,-0.734295392,-1,-0.67544153,0.085845818,-1,-1,-1,-0.873593662,-0.077495746,-1,-1,-0.970804783,-0.872834647,-0.632375089,-0.58262856,-0.97396636,-0.968822002,-0.337196478,-0.418562352,-0.638872715,-0.936376274,-1,-0.84894292,-0.435553203,0.813247276,-1,-1,-0.869276771,-0.942301216,-0.87599067,-0.589527988,-1,-0.883246541,-0.493264964,-1,0.275595275,-0.935836564,-0.223205842,0.287816936,-1,-0.690321707,-1,-0.742062838,-0.995298591,-0.993383282,-1,-1,-0.876569656,-0.910994906,-1
f964,-0.452598087,-0.687340852,-0.57152573,-0.89522149,-0.800064181,-0.818893532,-0.80848128,-0.467799808,-0.795779147,0.070876678,-1,-1,-0.687116884,-0.921402761,-0.591416326,-0.674307361,-0.884171765,-0.594644094,-0.471311759,-0.829736133,-0.936361266,-0.735772361,-1,-0.636274436,-0.083489435,-0.783193667,-1,-0.35404384,-0.875125696,-1,-0.398800301,-0.912343926,-0.841026174,-1,-0.492919226,-0.647414122,-0.769061502,-1,-0.753299251,0.731652574,-1,-1,-1,-0.836512148,0.849296179,-1,-1,-0.607722721,-0.77488966,-0.644100197,-0.623489946,-0.92348187,-0.502534102,0.186695946,-0.94419713,-0.659047904,-0.940455377,-0.62032829,-0.780352758,-0.009774181,-0.012523856,-0.952448375,-0.440841882,-0.907561557,-0.830411585,-0.791720843,-0.583804235,-1,-0.687513442,-0.548426046,-1,-0.225748574,-0.770870591,-0.261962499,0.731652574,-1,-0.534250746,-1,-0.680689599,-0.775512405,-0.85553008,-1,-1,-0.792693277,-0.667804472,-1
f965,-0.966949405,-0.962153296,-1,-0.982129227,-0.984032038,-0.975704125,-0.97887454,-0.945715653,-0.965269718,-0.382154673,-1,-1,-0.537432934,-0.986835311,-0.970959169,-0.846075163,-0.982008474,-0.955018083,-0.964261455,-0.956395073,-0.992245151,-0.963070351,-1,-0.921426203,-0.49197788,-0.984072114,-1,-0.874670598,-0.990950298,-1,-0.890547851,-0.997674539,-0.971912979,-1,-1,-0.646946257,-0.958224615,-1,-0.913778792,-0.39081499,-1,-1,-1,-1,-0.319896833,-0.996975765,-1,-0.981089953,-0.968466765,-0.936922403,-0.847268512,-0.987183551,-0.943279723,-0.412537339,-0.974002462,-0.955921363,-0.990978335,-0.982632228,-0.965308583,-0.437015896,-0.448750535,-1,-0.964646218,-0.900542797,-0.983069683,-0.975202561,-0.936947757,-1,-0.742270848,-0.922888377,-1,-0.216186427,-0.756152928,-0.384764613,-0.429804291,-1,-0.72526213,-1,-0.699975968,-0.807381188,-0.982051761,-1,-1,-0.975318339,-0.95695631,-1
f966,-0.966949405,-0.641676953,-0.360780507,-0.89796122,-0.984032038,-0.713887496,-0.914220438,-1,-0.899771615,0.579323557,-1,-1,-0.900508429,-0.986835311,-0.970959169,-0.311605222,-0.934440814,-0.633215875,-0.964261455,-0.8673653,-0.950689219,-0.963070351,-1,-0.42044107,0.296463341,-1,-1,-0.878447819,-0.990950298,-1,-0.891512599,-0.997674539,-0.882102881,-1,-0.540320215,-0.734299804,-0.716885079,-1,-0.722122504,1,-1,-1,-1,-0.843179225,0.920198536,-0.996975765,-1,-1,-0.804655217,-0.397714441,-0.213766169,-0.987183551,-0.943279723,-1,-1,-0.628636449,-0.939238326,-1,-0.863848758,0.457766774,0.343155377,-1,-0.964646218,-0.941722516,-0.983069683,-0.975202561,-0.375817028,-1,-0.804533631,-0.357000837,-1,-1,-0.635409959,0.725690276,-1,-1,-0.655511512,-1,-0.845995161,-0.9006769,-0.982051761,-1,-1,-0.975318339,-0.957955826,-1
f967,-1,-0.77927863,-0.46662765,-0.918839373,-1,-0.956447662,-0.928363439,1,-0.90660598,0.231866318,-1,-1,-0.912778447,-1,-1,-0.637084919,-0.978031274,-0.753203499,-1,-0.877819903,-0.978505423,-1,-1,-0.81347669,-0.130531863,-0.43862499,-1,-1,-1,-1,-1,-1,-0.920842668,-1,-0.666863752,-0.836614376,-0.807674754,-1,-0.805824551,-0.142174371,-1,-1,-1,-0.916649471,-0.044820624,-1,-1,-0.346055602,-0.912179469,-0.571591763,-0.592567502,-1,-1,-0.184634735,-1,-0.763111804,-0.965068521,-0.339550969,-0.944329522,-0.296186342,-0.040185023,-1,-1,-0.953684268,-1,-1,-0.536900891,-1,-0.878833518,-0.497445044,-1,-0.306462579,-0.827306834,-0.145625522,-0.2603398,-1,-0.783377986,-1,-0.863328488,-0.948821103,-1,-1,-1,-1,-1,-1
f968,-1,-0.690249973,-0.463827696,-0.836552003,-1,-0.760273,-0.833926964,-1,-0.787296111,0.250731997,-1,-1,-0.784575244,-1,-1,-0.160798403,-0.836031773,-0.659704296,-1,-0.802023956,-0.82619879,-1,-1,-0.751140622,-0.185119858,-1,-1,-1,-1,-1,-1,-1,-0.828716022,-1,-0.510357124,-0.775593587,-0.697057184,-1,-0.860170916,0.263730805,-1,-1,-1,-0.839376538,0.422680993,-1,-1,-1,-0.874164611,-0.60527993,-0.066840252,-1,-1,0.169322039,0.994858612,-0.709881152,-0.874525474,-1,-0.746526092,0.189756841,-0.058069055,-1,-1,-0.861708679,-1,-1,-0.571490155,-1,-0.815182922,-0.502450664,-1,-0.101775675,-0.84606789,0.336307127,-0.207627889,-1,-0.743868525,-1,-0.791024239,-0.842510706,-1,-1,-1,-1,-1,-1
f969,-1,-0.764509461,-0.993599733,-0.904027676,-1,-0.887715872,-0.899488599,-0.661855231,-0.868845424,0.072361718,-1,-1,-0.830155093,-1,-1,-0.197590806,-0.917358426,-0.745160732,-1,-0.915138572,-0.947278836,-1,-1,-0.805929429,-0.010347164,-0.766880321,-1,-0.616038629,-1,-1,-0.807026795,-1,-0.934120013,-1,-0.993599733,-0.820522346,-0.76060653,-1,-0.897202937,0.586459901,-1,-1,-1,-0.993599093,0.839205931,-1,-1,-0.657292592,-0.954924022,-0.63419858,-0.085759343,-1,-1,0.558907462,-1,-0.754582176,-0.969178149,-1,-0.90443385,0.617318107,0.035926672,-1,-1,-0.943799627,-1,-1,-0.65201741,-1,-0.848552506,-0.698599476,-1,-0.140630485,-0.731554938,0.801116293,-0.353487323,-1,-0.797012327,-1,-0.844590516,-0.909529877,-1,-1,-1,-1,-0.800072145,-1
f970,-1,-0.576242342,-0.361924211,-0.842636714,-1,-0.940265487,-0.732187429,-1,-0.915588836,-0.326639437,-1,-1,-0.919538952,-1,-1,0.035320461,-0.959326072,-0.576242342,-1,-0.885636487,-0.952632176,-1,-1,-0.746596324,-0.326639437,-1,-1,1,-1,-1,-1,-1,-0.905774904,-1,-0.788745178,-0.920013615,-0.920580894,-1,-0.832425686,-0.232017245,-1,-1,-1,-0.904006738,-0.198174299,-1,-1,-1,-0.913773542,-0.361924211,0.092038304,-1,-1,-0.206629386,-1,-0.576242342,-0.952915816,-1,-0.845608802,-0.2305553,-0.326639437,-1,-1,-0.962219197,-1,-1,-0.361924211,-1,-0.691910597,-0.361924211,-1,-0.21102791,-0.898343544,-0.205562476,-0.232017245,-1,-0.899761743,-1,-0.805820286,-0.899648287,-1,-1,-1,-1,-1,-1
f971,0.612899917,-0.654046015,-0.163725819,-0.987390723,-0.225279544,-0.989793151,-0.988719578,-0.532791908,-0.946277353,-0.258616183,-0.796575913,-0.963739751,-0.991297922,-0.148130902,-0.02733384,-0.674650137,-0.99458286,-0.653398712,-0.489168058,-0.982339481,-0.992871107,0.005904563,-0.722710202,-0.9529578,-0.272975581,-0.976316401,-0.796733076,-0.509430536,-0.88118617,0.257164225,-0.290522094,-0.826764719,-0.983959816,0.509548684,-0.867450554,-0.989178099,-0.938943157,-0.828287464,-0.982869985,-0.124443569,-0.501609594,-0.769610349,-0.748696414,-0.990672799,-0.011542673,-0.983611604,-0.955043358,-0.780652434,-0.819480601,-0.206246408,-0.649200961,-0.596392927,-0.235359101,0.055119789,-0.778904527,-0.666802779,-0.975494998,-0.670636234,-0.961001908,-0.092511359,-0.292544392,-0.548490308,0.193076293,-0.994697302,-0.216777972,-0.786383022,-0.16858767,-0.840911932,-0.932636168,-0.163715399,-1,0.049745779,-0.945993248,0.035326168,-0.124443569,-1,-0.954851833,-0.973682858,-0.961474185,-0.966692058,0.098325888,-0.991988937,-0.875797823,-0.841353057,-0.635867149,-0.594736862
f972,-0.488843719,-0.794897192,-0.424658807,-0.987621537,-0.877316143,-0.974066453,-0.990627049,-0.743766555,-0.979924268,-0.53664842,-0.771539485,0.001426437,-0.992109149,-0.7346596,-0.700416089,-0.139247965,-0.9785148,-0.802959671,-0.800937705,-0.970742416,-0.868132069,-0.848956541,-0.609542319,-0.972199369,-0.692549309,-0.561020549,-0.795187049,-0.951522707,-0.801566258,-0.432076596,-0.831894655,-0.942893763,-0.979654635,-0.747218651,-0.953327392,-0.979619007,-0.710422032,-0.840172355,-0.852138619,-0.435913375,-0.71043919,-0.60769841,-0.739256498,-0.987708604,-0.096148969,0.064709435,-0.040580873,-0.678605251,-0.967387604,-0.34356984,-0.002955658,-0.565565062,-0.864189872,-0.216266777,-0.871031407,-0.806267218,-0.972893831,-0.5654938,-0.889858919,-0.30593972,-0.515572055,-0.873139377,-0.840911636,-0.995584771,-0.729582311,-0.565930085,-0.378716951,-0.771266534,-0.944490454,-0.364722093,-1,-0.157211113,-0.907254028,-0.138900944,-0.435913375,-0.916179765,-0.911577292,-0.875942995,-0.886717674,-0.783983375,-0.73737974,-0.849417522,-0.778379141,-0.60664206,-0.913596993,-0.8309598
f973,-0.983798268,-0.735621207,-0.611439477,-0.863552364,-0.989182766,-0.772786447,-0.823236766,-0.980906613,-0.731091677,0.153080917,-0.97553942,-0.971402346,-0.817764901,-0.976985642,-0.97081007,0.243567588,-0.860968364,-0.717301126,-0.980342507,-0.724116535,-0.947952784,-0.978400394,-0.960409497,-0.447799903,0.11032135,-0.964644853,-0.985933293,-0.996561491,-0.98043325,-0.967378951,-0.982774803,-0.991158382,-0.701452879,-0.964366457,-0.267250871,-0.810762899,-0.474525653,-0.991496223,-0.862940382,1,-0.9859188,-0.961061675,-0.984021232,-0.743975339,1,-0.989772641,-0.972601945,-0.978431361,-0.738757264,-0.703248825,0.460809679,-0.934371792,-0.980644807,0.491679636,-0.987525313,-0.722178498,-0.95283625,-0.965005126,-0.821318572,0.290933915,0.17092275,-0.982994776,-0.986316283,-0.854465706,-0.975100083,-0.966550407,-0.670820414,-0.98292004,-0.085449828,-0.65167897,-1,-0.0840531,-0.303158529,0.633016912,1,-0.987541032,-0.57476051,-0.986632207,-0.466733642,-0.624397908,-0.977221574,-0.992260762,-0.977580136,-0.960115424,-0.993684148,-0.984923648
f974,-0.98472683,-0.635494245,-0.247520186,-0.911364635,-0.993596276,-0.856290258,-0.889070831,-0.986226744,-0.812672512,0.129897559,-0.981620932,-0.978045922,-0.887420007,-0.978455847,-0.984362019,0.076579143,-0.911182616,-0.626290426,-0.985220703,-0.823526911,-0.936288198,-0.979513858,-0.957212829,-0.648227939,0.062765619,-0.972054256,-0.989412032,-0.99691744,-0.986830198,-0.969019748,-0.996564682,-0.997159364,-0.813042898,-0.971401899,-0.497901607,-0.879490541,-0.597948612,-0.990193786,-0.878176221,0.711849304,-0.985631627,-0.973822076,-0.987115622,-0.84292949,0.842110125,-0.997692758,-0.97896684,-0.98546941,-0.754482611,-0.302961419,0.246648666,-0.961958564,-0.979371673,0.548768671,-0.993257064,-0.636220734,-0.954683265,-0.972339026,-0.852036208,0.341259959,0.129106823,-0.977879535,-0.990274526,-0.911297377,-0.973147844,-0.962146461,-0.274168641,-0.985453497,-0.420229954,-0.257492561,-1,0.222562997,-0.545549327,0.639699578,0.711849304,-0.9960474,-0.709712727,-0.982564822,-0.643963446,-0.715450092,-0.978676708,-0.991808389,-0.988754559,-0.956895012,-0.993751378,-0.979954496
f975,-0.989229522,-0.733010776,-0.378491313,-0.990763141,-0.988689759,-0.995161645,-0.984165384,-0.983154594,-0.985484935,-0.760721355,-0.982649704,-0.987823802,-0.992369941,-0.985331056,-0.961683133,-0.777307723,-0.995601495,-0.750164944,-0.984388229,-0.978447328,-0.988124038,-0.988782819,-0.966065656,-0.982405982,-0.719815263,-0.977327956,-0.993534616,-0.99370908,-0.988351718,-0.982128558,-0.970182343,-0.996811368,-0.982405982,-0.975578179,-0.950296899,-0.991642841,-0.949417198,-0.989473215,-0.994281944,-0.526720915,-0.993243732,-0.991572503,-0.985892093,-0.995161161,-0.447542119,-0.993972909,-0.988334563,-0.981908031,-0.943259292,-0.283923466,-0.776782551,-0.956611933,-0.990938329,-0.427012997,-0.993736247,-0.736089729,-0.972729272,-0.977558987,-0.984085813,-0.44781824,-0.729491973,-0.982208106,-0.988729822,-0.997800748,-0.983456864,-0.972580313,-0.289201671,-0.979786619,-0.979766879,-0.340664174,-1,-0.718495711,-0.994721795,-0.464917627,-0.587860128,-0.99369616,-0.978447328,-0.985624879,-0.982405982,-0.988124038,-0.985481435,-0.997818936,-0.994501288,-0.965813597,-0.996115808,-0.983857136
f976,-0.994379522,-0.788402848,-0.580874873,-0.9830451,-0.99629417,-0.990505256,-0.985757884,-0.99490564,-0.992539844,-0.8813157,-0.990281692,-0.98738944,-0.992387596,-0.994598191,-0.98287322,-0.400648126,-0.99660902,-0.799253984,-0.991036099,-0.985757884,-0.972193964,-0.992003961,-0.980960395,-0.995252628,-0.85757884,-0.990693055,-0.997499532,-0.998737835,-0.993495479,-0.992591146,-0.987692531,-0.995221512,-0.988470668,-0.992805057,-0.985757884,-0.9830451,-0.883350288,-0.997718369,-0.997965412,-0.811461512,-0.997405455,-0.988421948,-0.994338667,-0.995930417,-0.784742986,-0.99878538,-0.987918421,-0.99459806,-0.966768396,-0.496100373,-0.421096101,-0.96528499,-0.993454903,-0.783509748,-0.9975967,-0.78975924,-0.98982706,-0.990787894,-0.938655638,-0.792076971,-0.867073584,-0.990061532,-0.994490544,-0.99660902,-0.987910299,-0.98885838,-0.499491353,-0.989775047,-0.976941336,-0.559850797,-1,-0.490674805,-0.988470668,-0.793741984,-0.848762292,-0.993181482,-0.974228552,-0.991078719,-0.9830451,-0.974228552,-0.994653568,-0.999779773,-0.995847268,-0.980818972,-0.999188407,-0.99305854
f977,-0.990784261,-0.639863285,-0.581399532,-0.769742759,-0.998764276,-0.941716136,-0.656413024,-0.992595617,-0.885950711,-0.548120165,-0.994514836,-0.972427511,-0.922904942,-0.995475153,-0.987164982,-0.134145285,-0.911135096,-0.650116928,-0.989382142,-0.88127361,-0.943155244,-0.988885461,-0.958590231,-0.831804281,-0.52761288,-0.980373912,-0.997598193,-0.998611761,-0.990931578,-0.982155574,-0.999043269,-0.999846236,-0.889908257,-0.982901715,-0.900881453,-0.902320561,-0.59111351,-0.995799378,-0.93542004,-0.307609282,-0.994004427,-0.979325379,-0.993218402,-0.915084151,-0.245356626,-0.999924649,-0.973584108,-0.992069865,-0.822090304,-0.579600648,-0.121279492,-0.983279242,-0.990595624,-0.463493791,-1,-0.635545962,-0.973556395,-0.980573904,-0.864948054,-0.482917525,-0.515560353,-0.975554734,-0.99512266,-0.941896024,-0.971887649,-0.974905783,-0.55585537,-0.985489288,-0.778197518,-0.563770462,-1,-0.409246267,-0.92246807,-0.438767329,-0.378665228,-1,-0.862924987,-0.977495785,-0.891167476,-0.876776399,-0.99552154,-0.999782522,-0.996446137,-0.958282646,-0.999989214,-0.982333855
f978,-0.764531234,-0.66827551,-0.505082051,-0.849412299,-0.964782898,-0.960365681,-0.776616887,-0.90990448,-0.923002669,-0.63307024,-0.925359253,-0.516898594,-0.948084395,-0.899928093,-0.940117161,-0.295517394,-0.942195219,-0.680994833,-0.936170118,-0.917097269,-0.956390892,-0.950651765,-0.88462373,-0.888478792,-0.605587417,-0.830544402,-0.910988959,-0.990531337,-0.926817058,-0.752794734,-0.986699743,-0.978539782,-0.924024757,-0.930166418,-0.922207711,-0.933337119,-0.709272614,-0.943849389,-0.957412981,-0.4091193,-0.869535288,-0.820319526,-0.901123908,-0.944460973,-0.344901258,-0.469481738,-0.537163478,-0.879578699,-0.867469195,-0.465334166,-0.290683553,-0.883522939,-0.952572229,-0.477106485,-0.949458334,-0.666572029,-0.974561354,-0.832271174,-0.900359215,-0.496175207,-0.60206689,-0.978465818,-0.946042601,-0.962182727,-0.901902979,-0.852221478,-0.452274147,-0.932208311,-0.850888649,-0.480665493,-1,-0.469081824,-0.947759923,-0.472996464,-0.476009312,-0.972463994,-0.903582988,-0.971561137,-0.923911192,-0.914825961,-0.900953981,-0.928211744,-0.8999319,-0.883766733,-0.965234976,-0.95315714
f979,-0.992356288,0.163793103,0.268438697,0.279693487,-0.994849413,0.151340996,0.477969349,-0.989447756,0.058429119,0.929118774,-0.989704663,-0.989224504,0.523281726,-0.986534788,-0.993298193,-0.129880623,0.027777778,0.273706897,-0.992891587,0.260536398,0.356800766,-0.990342057,-0.986689592,0.10704023,0.850095785,-0.98033295,-0.990969405,-0.998447775,-0.990482638,-0.980664005,-0.998267677,-0.997556743,0.215277778,-0.977971298,0.250239464,0.642001916,0.19683908,-0.995313101,0.513170498,0.351532567,-0.991221339,-0.97969509,-0.99258259,0.361247236,0.303834077,-0.992818709,-0.989676509,-0.98772345,0.165708812,0.090517241,-0.075602872,-0.981407873,-0.990697535,0.206223679,-0.992215701,0.186781609,0.593630268,-0.980533359,0.015373804,0.145615367,0.863505747,-0.996056241,-0.994314268,0.02394636,-0.991738358,-0.984010491,0.128831418,-0.996284072,0.146551724,0.228927203,-1,0.718151341,-0.070641762,0.230635329,0.519636015,-0.996643052,0.245210728,-0.998019355,0.325670498,0.188936782,-0.986672827,-0.993860006,-0.985762197,-0.986590724,-0.995627299,-0.994620217
