,or3867,or4150,or2169,or3018,or3584,or2735,or68,or3301,or351,or2452,or2615,or188,or1603,or4433,or2049,or1982,or754
f517,-0.991290323,-0.993133243,-0.999164876,-0.999008025,-0.999810106,-0.999008025,-0.993678005,-0.999477197,-0.996359425,-1,-1,-0.999441543,-0.999114424,-0.993133243,-0.995915036,-0.99660037,-0.998741906
f518,-0.993286008,-0.994122497,-0.995798225,-0.998437794,-0.999540951,-0.998437794,-0.979216368,-0.999746053,-0.98496359,-0.999963636,-0.988861619,-0.998199239,-0.998374362,-0.994122497,-0.980628556,-0.997020549,-0.994871311
f519,-0.995960865,-0.995197918,-0.999434466,-0.998833139,-0.99878826,-0.998833139,-0.983362489,-0.999730724,-0.999556654,-0.999955121,-0.978278431,-0.999963277,-1,-0.995197918,-0.996190826,-0.984063564,-1
f520,-0.99652134,-0.995554806,-1,-0.998634037,-0.999448589,-0.998634037,-0.99500761,-0.999374672,-1,-0.999647491,-0.995829088,-1,-1,-0.995554806,-1,-1,-1
f521,-0.988224902,-0.987482689,-0.988132341,-0.993148858,-0.99512306,-0.993148858,-1,-0.994159519,-0.997129992,-0.997561376,-0.976742068,-1,-0.999420517,-0.987482689,-0.995974941,-0.980700861,-0.999079875
f522,-0.90403286,-0.879761016,-1,-0.914115011,-0.91150112,-0.914115011,-1,-0.915982076,-1,-0.968259895,-0.673637043,-1,-1,-0.879761016,-1,-0.898145533,-1
f523,-0.674032116,-0.628075988,-0.992006606,-0.601891682,-0.893125284,-0.773639351,-0.986572628,-0.709300772,-0.991123283,-0.909156491,-0.509658802,-0.999325489,-0.993239294,-0.501963823,-0.98145985,-0.992981123,-0.997429299
f524,-0.278440458,-0.325659078,-0.988652487,-0.358121879,-0.359228566,-0.24155091,-0.98295354,-0.281760517,-0.984235716,1,-0.430794287,-0.997737614,-0.994303257,-1,-0.97110002,-0.983987594,-0.996340822
f525,-0.462150402,-0.278440458,-0.999287642,-0.313116632,-0.356277402,-0.362548625,-0.998453809,-0.330823614,-0.996472705,1,-0.421940796,-0.999880024,-0.999832034,-1,-0.999794541,-1,-1
f526,-0.237861956,-0.25298667,-0.991835352,-0.335619256,-0.364024207,-0.286556158,-0.983863129,-0.318650064,-0.9913533,1,-0.422309691,-0.999982812,-0.989052295,-1,-0.980040303,-0.996224391,-0.997267321
f527,-0.248559924,-0.295778545,-0.996680199,-0.32713466,-0.437434406,-0.322707914,-0.996600824,-0.347792806,-0.9997962,1,-0.435958824,-1,-0.999974257,-1,-0.996733831,-0.997661659,-0.999082183
f528,-0.288400635,-0.313854423,-0.894059406,-0.279178248,-0.374722176,-0.241182015,-0.671782178,-0.33119251,-0.806930693,1,-0.426736437,-0.958415842,-0.917326733,-1,-0.869306931,-0.888118812,-0.899009901
f529,-0.232697419,-0.281760517,-0.994418901,-0.329348033,-0.333405883,-0.289507322,-0.977497818,-0.39796259,-0.988326613,1,-0.446287897,-0.997953149,-0.994871614,-1,-0.99122338,-0.992031228,-0.995311322
f530,-0.278440458,-1,-0.995426644,-0.340414897,-0.355539611,-0.53814287,-0.980520511,-0.31164105,-0.992462435,1,-0.622619933,-0.999362954,-0.996935274,-1,-0.989213429,-0.989219454,-0.997898411
f531,-0.326027973,-0.233066314,-0.843847211,-0.347792806,-0.354064029,-0.647704825,-0.857747632,-0.359597461,-0.836383612,1,-0.424154169,-0.99343197,-0.843934689,-1,-0.777262975,-0.592167912,-0.917708161
f532,-0.302418663,-0.292458485,-0.902383003,-0.424154169,-0.521173678,-0.429687601,-0.985070342,-0.288769531,-0.97588286,1,-0.445919002,-0.96841803,-0.931093885,-1,-0.990812518,-0.924203273,-0.909847832
f533,-0.36623758,-0.244502074,-0.985384779,-0.518960305,-0.545520779,-0.37435328,-0.995213027,-0.448870165,-0.997097062,1,-0.496457681,-0.995472991,-0.989728283,-0.282498308,-0.998957593,-0.995011965,-0.989373735
f534,-0.438172197,-0.302418663,-0.338422929,-0.339677106,-0.399069277,-0.430794287,-0.803475936,-0.389477994,-0.839009288,1,-0.536298392,-0.932310723,-0.696477155,-0.312747736,-0.936039966,-0.845975232,-0.832090252
f535,-0.314223318,-0.246346551,-0.403546387,-0.263684639,-0.323814601,-0.26110237,-0.945775885,-0.251511088,-0.955456904,1,-0.470266103,-0.964375086,-0.340775347,-1,-0.963076003,-0.786676132,-0.523722227
f536,-1,-1,-0.961147903,-1,-1,-1,-0.437527594,-1,-0.692715232,-1,-1,-0.974392936,-0.958498896,-1,-0.781015453,-0.916997792,-0.958498896
f537,-1,-1,-0.997652767,-1,-0.869565217,-1,-0.954159317,-0.869565217,-0.976501413,-1,-1,-0.998579407,-0.995721285,-1,-0.981566534,-0.985978822,-0.996918115
f538,-1,-1,-0.98989582,-1,-1,-1,-0.569424627,-1,-0.845947666,-1,-1,-0.99497565,-0.972558518,-1,-0.75493723,-0.768397912,-0.975235397
f539,-1,-1,-0.992010871,-1,-1,-1,-0.990705067,-1,-0.989235616,-1,-1,-0.999707415,-0.992275566,-1,-0.98524826,-0.973590394,-0.996457574
f540,-0.994165552,-0.994165552,-0.822485207,-0.965722621,-0.917102224,-0.965722621,0.230769231,-0.927312508,0.230769231,-0.965722621,-0.967181233,-0.822485207,-0.822485207,-0.994165552,0.230769231,1,-0.822485207
f541,-0.994165552,-0.994165552,-0.777777778,-0.965722621,-0.916494469,-0.965722621,0.111111111,-0.926704753,0.111111111,-0.965722621,-0.967181233,-0.777777778,-0.777777778,-0.994165552,0.111111111,1,-0.777777778
f542,-0.6,0.214814815,-0.925925926,-0.540740741,-0.6,-0.540740741,-0.185185185,-0.2,-0.185185185,-0.540740741,-0.57037037,-0.925925926,-0.925925926,0.096296296,-0.185185185,1,-0.925925926
f543,-0.509433962,-0.622641509,-0.941176471,-0.924528302,-0.528301887,-0.924528302,-0.176470588,-0.58490566,-0.176470588,-0.924528302,-0.830188679,-0.941176471,-0.941176471,-0.622641509,-0.176470588,1,-0.941176471
f544,-0.447154472,0.268292683,-0.858156028,-0.487804878,-0.504065041,-0.487804878,0.085106383,-0.138211382,0.085106383,-0.487804878,-0.430894309,-0.858156028,-0.858156028,0.18699187,0.085106383,1,-0.858156028
f545,-1,-1,-0.733926261,-1,-0.111111111,-1,-0.593582585,-0.111111111,-0.593582585,-1,-1,-0.702740053,-0.593008194,-1,-0.498117562,-0.402805499,-0.677855624
f546,-0.298507463,0.313432836,-0.978954811,-0.5,-0.208955224,-0.5,-0.757013346,0.104477612,-0.757013346,-0.5,-0.410447761,-0.757453505,-0.968115175,0.23880597,-0.974164319,-0.979265511,-0.968933141
f547,-0.989065702,-0.991886679,-0.991503174,-0.99668475,-0.989590115,-0.99668475,-0.796910212,-0.989303797,-0.796910212,-0.99668475,-0.997778782,-0.782961244,-0.98646636,-0.991886679,-0.990230073,-0.990193467,-0.98731645
f548,-0.475363191,0.357828787,-0.680552651,-0.480233099,-0.524390578,-0.480233099,-0.564495299,-0.152362452,-0.564495299,-0.480233099,-0.512790348,-0.578224257,-0.554883058,0.316844956,-0.581330774,-0.564044547,-0.50759454
f549,-0.97253406,-0.97253406,-0.461032892,-0.971662125,-0.718583106,-0.971662125,-0.258604204,-0.690245232,-0.258604204,-0.971662125,-0.993242507,-0.369589936,-0.202017374,-0.97253406,-0.22086027,-0.119767597,-0.310888394
f550,-1,-1,-0.126531004,-1,-1,-1,0.167180225,-1,0.167180225,-1,-1,-0.076016127,0.335893863,-1,0.314403556,0.382828208,-0.248997116
f551,-1,-1,-0.278049677,-1,-0.799880475,-1,-0.109024421,-0.799880475,-0.109024421,-1,-1,-0.187816001,0.296045165,-1,-0.151149878,0.098202685,-0.305989463
f552,-1,-1,-0.178144426,-1,-1,-1,0.102342199,-1,0.102342199,-1,-1,-0.132018289,0.235225634,-1,0.233829572,0.212209018,-0.243663944
f553,-1,-1,-0.325618557,-1,-1,-1,-0.062337801,-1,-0.062337801,-1,-1,-0.2783715,-0.051680666,-1,-0.076886376,-0.077203688,-0.25872749
f554,-0.350090116,0.346047055,-0.879642927,-0.477373472,-0.402552487,-0.477373472,-0.802700336,-0.060402358,-0.802700336,-0.477373472,-0.52886161,-0.852637416,-0.810791355,0.309562083,-0.825347932,-0.621921802,-0.841194598
f555,-0.352926912,0.340171686,-0.820602379,-0.479654687,-0.348319511,-0.479654687,-0.708146088,-0.007662835,-0.708146088,-0.479654687,-0.530918085,-0.770341137,-0.72421401,0.303845967,-0.76773278,-0.455549254,-0.78021747
f556,-1,-1,-0.814698686,-1,-1,-1,-0.636315364,-1,-0.636315364,-1,1,-0.748749979,-0.704769749,-1,-0.613162718,-0.635426194,-0.808090443
f557,-0.0625,-0.0625,-0.817380674,-1,-1,-1,-0.6228618,-1,-0.6228618,-1,-1,-0.745129668,-0.712478676,-0.0625,-0.675072048,-0.595611609,-0.816811069
f558,-1,-1,-0.94539148,-1,-1,-1,-0.733241825,-1,-0.733241825,-1,-1,-0.842830264,-0.904071663,-1,-0.919789434,-0.939720156,-0.911101026
f559,-1,-1,-0.947448948,-1,-1,-1,-0.7502778,-1,-0.7502778,-1,-0.067567568,-0.850996145,-0.913743425,-1,-0.92538675,-0.939022292,-0.917034002
f560,-0.21489802,-0.21489802,0.539122902,-0.684895064,-0.340821756,-0.684895064,-0.270136788,-0.590895655,-0.15982727,-0.684895064,0.037245049,-0.069635146,0.565536679,-0.163464381,0.371408993,0.946241564,0.177203734
f561,-0.208278677,-0.208278677,-0.686616528,-0.689258126,-0.349948987,-0.689258126,-0.71076477,-0.596560268,-0.549111997,-0.689258126,0.067191372,-0.748822037,-0.691917361,-0.157557207,-0.588211308,-0.579240667,-0.707321493
f562,-0.164179104,-0.194029851,0.6240062,-0.492537313,-0.179104478,-0.492537313,0.244274252,-0.492537313,0.338913202,-0.492537313,0.52238806,0.143398979,0.642851933,-0.059701493,0.57805434,0.962773523,0.335995624
f563,-0.664864865,-0.675675676,-0.734907905,-0.718918919,-0.675675676,-0.718918919,-0.640962369,-0.718918919,-0.691900943,-0.718918919,0.978378378,-0.818982991,-0.741253195,-0.675675676,-0.745483388,-0.678637525,-0.839957698
f564,0.058823529,0.034055728,0.483883807,-0.356037152,0.034055728,-0.356037152,-0.28466934,-0.356037152,-0.156911338,-0.356037152,-0.442724458,-0.19181724,0.51390078,0.139318885,0.493556527,0.941332853,0.080310608
f565,-0.3,-0.3,-0.684338448,-0.966666667,-0.966666667,-0.966666667,-0.748442959,-0.966666667,-0.548534103,-0.966666667,0.233333333,-0.721099803,-0.68889564,-0.3,-0.590460276,-0.590384323,-0.654412882
f566,0.064439141,0.040572792,0.962317766,-0.374701671,-0.054892601,-0.374701671,-0.187546331,-0.374701671,-0.120336051,-0.374701671,0.479713604,0.219668891,1,0.121718377,0.22041018,0.309859155,0.564615765
f567,-0.992252116,-0.992252116,-0.095997319,-0.993919287,-0.992256651,-0.993919287,-0.050655942,-0.993919287,-0.092023365,-0.993919287,-0.966751814,-0.058316576,-0.093747008,-0.992252116,-0.113042229,-0.123958633,0.031121325
f568,-0.102571977,-0.120038388,1,-0.484644914,-0.12,-0.484644914,-0.495982221,-0.484644914,-0.411438249,-0.484644914,0.191247601,-0.297812427,0.718228579,-0.049443378,0.099593168,0.286986756,-0.11381508
f569,-0.919164733,-0.919164733,1,-0.979675174,-0.973642691,-0.979675174,-0.495982221,-0.979675174,-0.411438249,-0.979675174,-0.916983759,-0.297812427,0.718228579,-0.919164733,0.099593168,0.286986756,-0.11381508
f570,-1,-1,1,-1,-1,-1,-0.495982221,-1,-0.411438249,-1,1,-0.297812427,0.718228579,-1,0.099593168,0.286986756,-0.11381508
f571,-0.629641334,-0.629641334,1,-1,-1,-1,-0.495982221,-1,-0.411438249,-1,-1,-0.297812427,0.718228579,-0.629641334,0.099593168,0.286986756,-0.11381508
f572,-1,-1,1,-1,-1,-1,-0.495982221,-1,-0.411438249,-1,-1,-0.297812427,0.718228579,-1,0.099593168,0.286986756,-0.11381508
f573,-1,-1,1,-1,-1,-1,-0.495982221,-1,-0.411438249,-1,-0.489413293,-0.297812427,0.718228579,-1,0.099593168,0.286986756,-0.11381508
f574,-0.182683253,-0.195474032,1,-0.497195868,-0.195586478,-0.497195868,-0.495982221,-0.497195868,-0.411438249,-0.497195868,0.291222152,-0.297812427,0.718228579,-0.143776794,0.099593168,0.286986756,-0.11381508
f575,-0.205568324,-0.217519207,1,-0.530212095,-0.248407643,-0.530212095,-0.495982221,-0.530212095,-0.411438249,-0.530212095,0.4398319,-0.297812427,0.718228579,-0.169216626,0.099593168,0.286986756,-0.11381508
f576,-0.552935591,-0.470169331,1,-0.790314923,-0.611330907,-0.707548663,-0.495982221,-0.727172021,-0.411438249,-0.825288812,-0.171229625,-0.297812427,0.718228579,-0.412407026,0.099593168,0.286986756,-0.11381508
f577,0.10952539,0.10952539,1,-0.140391636,0.10952539,-0.140391636,-0.495982221,-0.133753734,-0.411438249,-0.140391636,0.483571192,-0.297812427,0.718228579,0.143710587,0.099593168,0.286986756,-0.11381508
f578,0.054574132,0.054574132,1,-0.1829653,0.054574132,-0.1829653,-0.495982221,-0.176656151,-0.411438249,-0.1829653,0.963091483,-0.297812427,0.718228579,0.087066246,0.099593168,0.286986756,-0.11381508
f579,-0.999164091,-0.999164091,1,-0.999164091,-0.999164091,-0.999214753,-0.495982221,-0.999164091,-0.411438249,-1,-0.993537667,-0.297812427,0.718228579,-0.999164091,0.099593168,0.286986756,-0.11381508
f580,-0.925675676,-0.925675676,0.903891487,-0.925675676,-0.925675676,-0.93018018,-0.197887316,-0.925675676,0.103806023,-1,1,-0.160592884,0.685936034,-0.925675676,0.916519213,0.869575057,0.150215445
f581,-0.836572876,-0.663785034,1,-1,-1,-1,-0.047682046,-1,0.126488517,-1,-0.154892352,0.016873388,0.755364826,-0.474147899,0.883677418,0.913161444,0.412985536
f582,-0.098132799,-0.077948811,0.743391864,-0.041552054,-0.094780945,-0.06971491,-0.186559045,-0.0211859,0.218638939,-0.367665543,-0.380672192,-0.230090204,0.723635259,0.614828309,0.93924923,0.791894396,-0.081707844
f583,0.300722522,0.527696687,0.587969281,0.014705882,0.181652314,-0.059334404,-0.196948503,0.117245658,-0.068036079,0.067070501,0.529083345,-0.34495753,0.463242647,-0.017625164,0.674602282,0.542402732,-0.088458259
f584,0.224302856,0.389381844,0.535787419,0.070599757,0.132207615,0.015164555,-0.519748915,0.137252574,0.222526987,-0.078097951,0.31713011,-0.62398946,0.317118639,0.503991453,0.829526141,0.581846326,-0.059590414
f585,-0.886838868,-0.787453875,0.434891582,-1,-1,-1,-0.607949075,-1,-0.439367177,-1,-0.26199262,-0.613476993,0.624302232,-0.616236162,0.606868886,0.440208071,0.130572151
f586,-0.261658031,-0.261658031,0.690727688,-0.230569948,-0.261658031,-0.183937824,-0.722861401,-0.237305699,-0.59773473,-0.494818653,-0.347150259,-0.76223456,0.615276492,0.80134715,1,0.950962893,-0.499317765
f587,-0.226058632,-0.083127036,0.937259748,-0.19218241,-0.100977199,-0.071530945,0.214191236,0.092899023,0.242222011,-0.283387622,0.463192182,0.305112877,0.910766289,-0.140586319,0.954566189,0.833672201,0.164551282
f588,-0.260928962,-0.178907104,0.379572585,-0.255464481,-0.233606557,-0.180273224,-0.869820664,-0.139453552,-0.81382733,-0.433060109,0.121857923,-0.889652721,0.690197028,0.39557377,0.362515732,0.368224882,-0.774311438
f589,-0.739130435,-0.565217391,0.475816313,-1,-1,-1,-0.606506689,-1,-0.252445817,-1,-0.652173913,-0.535226957,0.124081292,-0.47826087,0.535020467,0.46292142,-0.309377925
f590,-0.090909091,-0.090909091,0.693238906,0.090909091,-0.090909091,0.272727273,0.08839226,0.090909091,0.21540765,0.272727273,-0.272727273,0.10338339,0.433683042,0.636363636,0.993662744,1,0.108965592
f591,-0.727272727,-0.727272727,0.7862529,-0.636363636,-0.727272727,-0.636363636,0.087730776,-0.636363636,0.344348205,-0.727272727,-0.545454545,0.10737819,0.587674843,-0.727272727,1,0.92069937,0.195424512
f592,-0.488372093,-0.395348837,-1,-0.534883721,-0.627906977,-0.488372093,-0.030393403,-0.534883721,0.026808863,-0.534883721,-0.395348837,-1,-1,-0.162790698,0.774516879,0.416085318,-1
f593,0.224302856,0.389381844,-1,0.070599757,0.132207615,0.015164555,-0.080012169,0.137252574,0.021067843,-0.078097951,0.31713011,-1,-1,0.503991453,0.707407971,0.535975053,-1
f594,0.311651253,0.311651253,0.07811101,0.240279163,0.311651253,0.195700256,-0.622419521,0.317449949,-0.588849234,0.122700863,0.684601368,-0.641243316,0.163110968,0.311651253,-0.090587684,-0.539576412,-0.031087086
f595,0.224000158,0.389038332,0.605917451,0.070335061,0.131927687,0.031864393,0.62522191,0.136971399,0.642487833,-0.031132561,0.453775861,0.737021952,0.541080308,0.503619605,0.837492284,0.546131224,0.814933352
f596,0.035389846,0.122666221,0.74502339,0.002619406,-0.012205317,-0.047985287,0.615985376,-0.040182801,0.602288194,-0.052220922,0.312378086,0.727150031,0.638959444,0.170818704,0.996657434,0.68005843,0.756104774
f597,-0.534280486,-0.494779895,-0.869387755,-0.610016862,-0.583055286,-0.680407563,-0.069387755,-0.602859398,-0.069387755,-0.693484734,-0.688139059,-0.869387755,-0.869387755,-0.508251713,-0.069387755,1,-0.869387755
f598,0.249708451,0.76238018,-0.845559846,0.248855136,0.249139574,0.248684473,0.160875161,0.248968911,0.160875161,0.169553716,-0.873595586,-0.845559846,-0.845559846,0.768353386,0.160875161,1,-0.845559846
f599,0.728440367,0.785321101,-0.999288557,0.631192661,0.689908257,0.594495413,-0.99854666,0.671559633,-0.998590759,0.543119266,-0.710091743,-0.998971691,-0.999244748,1,-0.999012555,-0.999495425,-0.999097237
f600,0.136615752,0.137298404,-0.999395043,0.032625082,0.114315783,0.009756236,-0.992987407,0.09457576,-0.992345001,-0.004010581,-0.02483147,-0.997344304,-0.99887988,0.142133857,-0.952002702,-0.997616397,-0.998076975
f601,-0.18226912,-0.190295815,-0.994137767,-0.213541667,-0.184005231,-0.230339105,-0.999691563,-0.204342532,-0.999693235,-0.237463925,-0.237757035,-0.994884869,-0.992552576,-0.190521284,-0.999323779,-0.980845437,-0.989989297
f602,0.240789682,0.240941788,-0.067431089,0.235123744,0.240295339,0.225680515,-0.628745721,0.240295339,-0.643652003,0.22168774,0.575498305,0.063545748,0.320321279,0.238508096,-0.771185996,-0.889789991,0.883045268
f603,-0.106899393,-0.106663956,-0.713747151,-0.141230483,-0.108782894,-0.159551812,-0.732772041,-0.131235084,-0.762120619,-0.167278448,-0.179992081,-0.648668117,-0.667646082,-0.107798337,-0.846778859,-0.554730897,-0.649623046
f604,0.24290752,0.242687882,-0.562064932,0.205630056,0.221712445,0.203555697,-0.726478958,0.218271448,-0.792128427,0.191780655,0.646114236,-0.512490682,-0.378017247,0.24244384,-0.829564212,-0.748989892,-0.270776673
f605,1,-1,-0.080396239,-1,-1,-1,-0.30404041,-1,0.225176571,-1,-1,0.796700237,0.600651403,-1,-0.138878549,0.063918787,1
f606,0.508834516,0.754475741,0.864117232,-1,-1,-1,-0.796424291,-1,0.166017553,-1,-1,-0.392121876,0.515713888,1,-0.08006579,1,0.333242258
f607,-0.060070671,-1,-0.684606768,-1,-1,-1,-0.768049749,-0.999411072,-0.918632903,-1,-1,-0.685458795,-0.640456522,-1,-0.644364616,-0.773574016,-0.577826834
f608,0.449178679,0.561321835,-0.769788633,0.372177903,0.51509982,0.291199591,-0.848625402,0.457762255,-0.837835878,0.176353866,0.8273588,-0.667517779,-0.7353705,0.75458696,-0.791788826,-0.775587533,-0.672003454
f609,-1,-1,-0.010974263,-1,-1,-1,-0.524815298,-1,-0.517877212,-1,-1,0.001503173,-0.481822224,-1,-0.435154579,0.015987971,-0.373686328
f610,-1,-1,0.761543423,-1,-1,-1,-0.624236211,-1,-0.40970459,-1,-1,0.645297509,0.799094134,-1,-0.307418094,0.152389621,0.781265281
f611,-0.095187702,-0.115431435,-0.888835995,-0.540648956,-0.330041802,-0.744025272,-0.978066199,-0.576100543,-0.978175763,-0.795080132,-0.697665337,-0.894552436,-0.86877948,-0.644697648,-0.909677844,-0.907889268,-0.876969479
f612,-0.085090816,-0.104706473,0.027366161,-0.540891082,-0.330329526,-0.739710681,-0.656936142,-0.544645025,-0.432484295,-0.795189118,-0.697826132,-0.165016242,-0.040789118,-0.644884437,-0.05780396,0.896407873,-0.072441037
f613,-0.308087303,-0.149523977,-0.764750003,0.215750858,0.207035334,0.306958541,-0.722155399,0.383862402,-0.635684379,0.17145157,0.883025083,-0.682171133,-0.799970337,0.73877483,-0.546374963,-0.441083224,-0.7595803
f614,0.457356852,0.570132866,-0.723368393,0.379921535,0.523650006,0.298486237,-0.90103856,0.465988867,-0.851551138,0.182992402,0.837671162,-0.640678784,-0.759290557,0.764488648,-0.696300661,-0.799300714,-0.759817563
f615,-0.346757761,-0.219705142,0.90350412,-0.012345679,0.003236246,-0.051899796,-0.030267892,0.048783411,0.018316082,-0.026728994,0.880858204,0.53619781,0.300638176,0.450557353,0.315939392,0.999468,0.388015499
f616,0.294738104,0.359463023,0.05621035,0.149466619,0.245355388,0.005633465,-0.355739897,0.149466619,-0.304207259,0.009229294,0.880858204,0.034054452,-0.158152413,0.498501738,0.002447173,0.213946649,-0.012865096
f617,-0.313432836,-0.253731343,-0.548758314,-0.194029851,-0.134328358,-0.253731343,-0.717681666,-0.134328358,-0.675147861,-0.194029851,0.462686567,-0.465742566,-0.456070113,0.044776119,-0.612341546,0.015772115,-0.392614929
f618,-0.072463768,-0.043478261,-0.032885015,-0.101449275,-0.072463768,-0.217391304,-0.638236191,-0.101449275,-0.640043268,-0.188405797,0.420289855,0.217694064,-0.090171882,0.043478261,-0.502218076,-0.112099066,0.08393026
f619,-0.589468461,-0.509489549,0.305258713,-0.280530919,-0.47497364,-1,-0.462051994,-0.426595547,-0.391598459,-0.433418098,-0.457607145,0.438864203,0.562447561,-0.648886684,-0.416062,-0.245072031,1
f620,-0.834568718,-0.813232045,0.205093204,-0.882801886,-0.833252602,-1,-0.563936908,-0.840719256,-0.56566468,-0.890410312,-0.763075505,0.288013705,0.187989415,-0.798034096,-0.632908347,-0.862015859,0.212876816
f621,-0.347360163,-0.226622446,0.472583158,-0.482433774,-0.434528586,-1,-0.622410631,-0.468525816,-0.623869759,-0.529863476,-0.1639772,0.068222843,0.301066382,-0.34371081,-0.632624822,-0.827398967,0.082808821
f622,-0.040360644,0.110829406,-0.425394551,-0.19188411,-0.061782592,-1,-0.844384446,-0.092831913,-0.845033071,-0.276210455,0.306502645,0.260171424,-0.222652462,0.055864467,-0.899963642,-0.980419597,0.109191692
f623,0.408098715,0.511594025,-0.63176609,0.33617395,0.459939274,0.262289751,-0.269944455,0.419061414,-0.272899429,0.151505682,0.972947978,-0.12535246,-0.526817169,0.688981981,-0.490355495,-0.88796516,-0.286758681
f624,-0.917093924,-0.905941388,-0.423740464,-0.913923986,-0.917222261,-0.918197627,-0.741575722,-0.910163695,-0.740808509,-0.934547835,-0.937563768,-0.14592721,-0.260701181,-0.900974724,-0.76411894,-0.855169366,-0.143529952
f625,0.048542237,0.116650698,-0.655820895,-0.288771053,0.045818724,-0.353240426,-0.898993585,-0.213219355,-0.90267518,-0.379167962,0.314706326,-0.613065508,-0.558443392,0.23630216,-0.907851632,-0.912091637,-0.553893422
f626,-0.054325956,1,0.303172143,-0.154929577,-0.102615694,-0.521126761,-0.655522804,-0.142857143,-0.649773513,-0.561368209,-0.782696177,0.785547859,0.671874505,0.99195171,-0.724847268,-0.885214417,0.687273904
f627,-0.223613596,0.549194991,-0.443571604,0.296958855,-0.273703041,0.296958855,-0.220757671,-0.322003578,-0.196336119,0.296958855,-0.994633274,0.733562729,-0.286143082,0.381037567,-0.258187013,-0.705428828,0.442325265
f628,0.20256917,0.567687747,-0.038326996,0.123023715,0.151185771,0.081521739,-0.697381022,0.135869565,-0.698892671,0.008399209,0.153656126,0.82087833,0.233756098,0.620059289,-0.720397403,-0.877212435,0.574354186
f629,-0.213225391,-0.226071899,-0.436805588,-0.298178105,-0.211449376,-0.319490284,-0.732227345,-0.245489662,-0.719487997,-0.350866547,-0.259993784,-0.106082789,-0.967912035,-0.231695946,-0.775646936,-0.842651889,-0.097903613
f630,0.096649385,0.069419744,0.380633494,0.049890322,0.07579237,0.03752593,-0.224187176,0.068391785,-0.188695367,-0.040721719,-0.103626693,0.2476379,0.442952471,0.026479203,-0.146560857,-0.29044249,0.354655793
f631,-0.049288029,-0.081415317,0.879912678,-0.091100268,-0.065294644,-0.092668565,-0.544135209,-0.080835047,-0.505940468,0.584693416,-0.306384753,0.565699656,0.94870178,-0.126885967,-0.379237364,-0.524501245,0.767823892
f632,-1,-1,-0.745109119,-1,-1,-1,-0.825447474,-1,-0.821421351,-0.963636364,0.636363636,-0.605160337,-0.715531282,-1,-0.831740784,-1,-0.646108868
f633,-0.877114664,-0.896451549,-0.875387886,-0.88755674,-0.884503651,-0.879861851,-0.820215529,-0.885336491,-0.797398915,-0.891186106,-0.831158476,-0.836237581,-1,-0.895579238,-0.779397941,-0.918653174,-0.845971016
f634,0.364310407,0.050034087,-0.497194701,0.053505087,0.517400458,0.230765149,-0.748570056,0.49268434,-0.731116482,0.105304185,0.970150117,-0.459702336,-0.354937592,-0.098741956,-0.701325188,-0.631149901,-0.451511682
f635,0.266217786,-0.024191652,0.24862721,-0.040481052,0.394688976,0.119049451,-0.622643707,0.399505546,-0.555431821,0.019311366,0.806478664,-0.430690782,0.118134994,-0.159951413,-0.38048235,-1,-0.285552697
f636,-0.999977322,-1,0.034036259,-1,-0.999950108,-0.998979479,-0.616144321,-1,-0.575036467,-0.999546435,-0.998563711,-0.388226463,-0.114325375,-1,-0.433760783,-1,-0.186095455
f637,-1,-1,1,-1,-1,-1,-0.380780593,-1,-0.325902426,-1,-0.848827688,0.660114363,0.688088482,-1,0.243615162,0.249429023,0.734407017
f638,-0.238574099,-0.347441504,-0.830622697,-0.297834935,-0.065431554,-0.11264973,-0.142957518,-0.245475091,0.026417793,-0.056658233,-0.33015352,0.284183854,0.484164986,-0.344215076,1,0.296618571,0.382125872
f639,0.222749498,0.373457725,1,0.451726027,0.967294139,0.469368405,-0.427019494,0.066674715,-0.366401193,0.721870442,-0.47599769,-0.269802508,0.79684112,1,-0.086605045,-0.176603587,0.204651078
f640,0.222750289,0.373457725,-0.330790533,0.451726027,0.967295879,0.469404011,-0.820916133,0.066674715,-0.835164978,0.721886267,-0.476047802,-0.47561752,-0.011215172,1,-0.721704186,-0.929231731,-0.535034903
f641,-0.090867767,-0.090867767,-0.153573627,-1,-0.999090868,-1,-0.360887395,-1,-0.297280055,-1,-0.217797779,0.073193371,0.02914565,-1,-0.259255563,-0.415796671,0.02996708
f642,-0.985045815,-0.983700637,0.692515482,-0.631561018,-0.630001834,-0.629814034,-0.354348035,-0.633591887,-0.294796281,-0.635810557,-0.907715556,0.258713782,0.91745691,-0.634260108,0.153123128,-0.010496083,0.529147101
f643,-0.779904306,-0.818181818,0.403303653,-0.789473684,-0.799043062,-0.80861244,-0.512656004,-0.789473684,-0.47481401,-0.875598086,-0.90430622,-0.08621582,0.816575349,-0.799043062,-0.095421024,-0.134027008,0.093052339
f644,-0.329873721,-0.268323807,0.672024991,-0.459970756,-0.355980327,-0.517054367,-0.711125171,-0.407895786,-0.698401729,-0.558952546,0.539045594,-0.543241343,0.376114054,-0.153954539,-0.573879813,-0.49888163,-0.527837214
f645,-0.4912337,-0.444505923,1,-0.605600016,-0.529639686,-0.647287528,-0.315827969,-0.567558553,-0.286698686,-0.677883307,0.517313573,0.301192829,0.822993656,-0.382061504,-0.002848817,0.202478538,0.511552258
