,or3867,or4150,or2169,or3018,or3584,or2735,or68,or3301,or351,or2452,or2615,or188,or1603,or4433,or2049,or1982,or754
f646,-0.496869401,-0.450561736,0.962409602,-0.610453245,-0.53505734,-0.65192617,-0.50346783,-0.572650143,-0.399354436,-0.682112341,0.510135315,0.14829241,0.845425741,-0.388639374,-0.071754314,-0.022175994,0.300658262
f647,-0.953772151,-0.954654869,0.798792841,-0.930013577,-0.95442621,-0.92011814,-0.474092788,-0.946962891,-0.394910735,-0.888586128,-0.205200076,0.109310378,0.870702633,-0.939048209,0.000573172,0.409307556,0.202974576
f648,-0.942140258,-0.888614042,0.123208752,-0.886494152,-0.818094085,-0.928089587,-0.468578893,-0.789791171,-0.425721215,-0.928089587,-0.914065099,0.114333183,-0.024599746,-0.83339304,-0.20138211,-0.007389171,0.145494683
f649,-1,-1,-0.845294678,-1,-1,-1,-0.559431528,-1,-0.561632261,-1,-1,-0.707073436,-0.801524386,-1,-0.592939972,-0.419820962,-0.746732031
f650,-0.970823609,-0.972755983,-0.02884981,-0.948745242,-0.973628647,-0.983200267,-0.346124031,-0.980452862,-0.347590539,-0.97860278,-0.920842181,0.331713463,0.099512196,-0.971051117,-0.296418827,-0.422386445,0.239106753
f651,-0.342451998,-0.319615002,-0.952010374,-0.096536721,-0.355106996,-0.068524557,-0.960042095,-0.173441428,-0.960187155,-0.021736686,-0.296925344,-0.911004881,-0.938070661,0.107643762,-0.964651121,-0.949630533,-0.923515847
f652,-0.358868177,-0.336709897,-0.925403993,-0.118810048,-0.371196951,-0.091151378,-0.810740741,-0.19429843,-0.827058694,-0.044299245,-0.28195419,-0.8587563,-0.90429878,0.079252339,-0.839409958,-0.790657895,-0.869737524
f653,-0.610909975,-0.568536301,-0.866498838,-0.677115724,-0.63103747,-0.70114222,-0.591546464,-0.664064009,-0.591773431,-0.742100737,0.442939487,-0.806941869,-0.828727777,-0.607482692,-0.602011135,-0.342297916,-0.808485687
f654,-0.997296115,-0.997297342,-0.837641521,-0.986898978,-0.99699591,-0.988290389,-0.95028969,-0.988327607,-0.948578052,-0.989415133,0.510633947,-0.888499384,-0.819138638,-0.996962781,-0.940809993,-0.941324888,-0.822312937
f655,0.216096552,0.346524138,-0.801089486,-1,-1,-1,-0.765709286,-1,-0.772223595,-1,-0.887862069,-0.732919897,-0.755123915,0.411834483,-0.787997485,-0.790476422,-0.729841632
f656,-0.935967648,-0.925296973,-1,-1,-1,-1,-0.708621095,-1,-0.662742167,-1,-0.891715487,0.275737942,-1,-0.910731709,-0.780230684,-0.285718031,-1
f657,-0.774545666,-0.677222469,-0.059201424,-1,-1,-1,-0.429810818,-1,-0.429227207,-1,-0.864536407,0.049387041,0.074830882,-0.79230798,-1,-0.450477076,0.028730293
f658,0.84,0.854,-0.851540406,-1,-1,-1,-0.967216563,-1,-0.967318279,-1,-1,-0.715047293,-0.809537204,0.854,-0.96856867,-0.973097438,-0.758150342
f659,0.4706,0.5034,-0.67646042,-1,-1,-1,-0.763213531,-1,-0.764396331,-1,-1,-1,-1,0.7438,-0.687461241,-0.577636493,-1
f660,-0.08768822,0.181829685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.662153613,-1,-1,-1
f661,0.820383221,1,-0.954160403,-1,-1,-1,-0.928795488,-1,-0.927921156,-1,-1,-0.92947913,-0.944866704,0.942510279,-0.95579809,-0.91006187,-0.935378803
f662,0.820383221,1,-0.227091138,-1,-1,-1,-0.339942469,-1,-0.307313021,-1,-1,-0.190346415,-0.164732709,0.942510279,-0.199751857,-0.260041068,-0.170748455
f663,0.042402449,0.03715833,0.080519239,-1,-1,-1,-0.521944328,-1,-0.533352518,-1,-0.200325349,0.220084572,0.144982684,0.007341767,-0.252518077,0.176724803,0.178459137
f664,0.604069636,0.616916511,-0.038326996,-1,-1,-1,-0.707067838,-1,-0.7085311,-1,-0.284178456,0.82087833,0.233756098,-0.301257244,-0.729347467,-0.647359418,0.574354186
f665,0.834233501,1,-0.013307985,-1,-1,-1,-0.355886106,-1,-0.3591036,-1,-0.887430039,0.86825054,0.265853659,0.942509774,-0.40487567,-0.415132522,0.615312792
f666,0.861039001,1,-0.013307985,-1,-1,-1,-0.565874687,-1,-0.56804324,-1,-0.780137434,0.86825054,0.265853659,0.674771402,-0.598893086,-0.594318084,0.615312792
f667,-1,-1,-0.724269258,-1,-1,-1,-0.797429042,-1,-0.79844093,-1,-1,-0.477918034,-0.646257634,-1,-0.812836042,-0.809327603,-0.5486014
f668,-0.795491906,-0.795478438,-0.019729915,-1,-1,-1,-0.26512001,-1,-0.246673115,-1,-0.948328638,0.855292647,0.21894464,-0.838203945,-0.466126233,-0.731542407,0.641841213
f669,-1,-1,-0.181157137,-1,-1,-1,-0.517719425,-1,-0.506710027,-1,-1,0.273465162,0.016361087,-1,-0.526017158,-0.722297949,0.944895163
f670,-1,-1,-0.601632907,-1,-1,-1,-0.751358605,-1,-0.742154081,-1,-1,-0.353188137,-0.488924168,-1,-0.747767578,-0.816958716,-0.395971683
f671,-1,-1,-0.533612389,-1,-1,-1,-0.705396657,-1,-0.701947009,-1,-1,-0.226765899,-0.401658821,-1,-0.723673273,-0.885480669,-0.253975595
f672,-1,-1,0.344966739,-1,-1,-1,-0.263081874,-1,-0.197657564,-1,-1,1,0.725493913,-1,-0.208885455,-0.249427456,0.973549782
f673,-1,-1,-0.915555421,-1,-1,-1,-0.935246118,-1,-0.933009824,-1,-1,-0.877951797,-0.895014233,-1,-0.919273005,-0.831353673,-0.865868178
f674,-1,-1,-0.958464376,-1,-1,-1,-0.944482954,-1,-0.945738551,-1,-1,-0.941871519,-0.946295389,-1,-1,-0.942850094,-0.942096059
f675,-1,-1,-0.845343706,-1,-1,-1,-0.929771551,-1,-0.929267834,-1,-1,-0.634865326,-0.774435014,-1,-0.945776518,-0.924118431,-0.732816077
f676,-1,-1,-0.61450194,-1,-1,-1,-0.860694766,-1,-0.847851471,-1,-1,-0.034542296,-0.434222325,-1,-1,-0.927445449,-0.332339105
f677,-1,-1,-0.605225071,-1,-1,-1,-0.869028959,-1,-0.866799777,-1,-1,-0.301474523,-0.458933994,-1,-0.848130725,-0.862331118,-0.338997522
f678,-1,-1,-0.34931884,-1,-1,-1,-0.890734241,-1,-0.891136782,-1,-1,-0.047575486,-0.225743236,-1,-0.891764066,-0.85293246,-0.135052719
f679,-1,-1,-0.525089899,-1,-1,-1,-0.741888287,-1,-0.751707824,-1,-1,0.207927393,-0.384085511,-1,-0.822645276,-0.718261574,0.046283137
f680,-0.947527242,-0.945402347,-1,-0.954824392,-0.950090528,-0.95545306,-0.476068495,-0.952309723,-0.479415941,-0.955794635,-0.89877829,-0.228829514,-1,-0.943676446,-0.61831556,-0.278021877,-0.290746509
f681,-0.874193467,-0.850745445,-0.896420355,-0.888291835,-0.99998484,-0.999985638,-0.992944832,-0.888291835,-0.993002922,-0.888291835,0.180955418,-0.709548227,-0.8438818,-0.850745445,-0.993537398,-0.990766248,-0.771620201
f682,-0.836832854,-0.806131266,-0.487758275,-0.827363348,-0.999983293,-0.999981775,-0.747138506,-0.827362285,-0.748217268,-0.827363348,0.19474052,-0.043269058,-0.341620708,-0.806131266,-0.703204118,-0.823642932,-0.163700974
f683,-0.310644736,-0.308585125,-0.411532778,-0.23140393,-0.24238852,-0.26858532,-0.808230937,-0.212072498,-0.805859185,-0.262406489,0.650558525,-0.028341847,-0.248687128,-0.392631689,-0.774681909,-0.609209003,-0.128990364
f684,-0.980529595,-0.979361371,-0.511462358,-1,-0.88317757,-1,-0.826124413,-1,-0.82667628,-1,-1,-0.137495512,-0.373241952,-0.967873832,-0.838059242,-1,-0.230940937
f685,-0.980987557,-0.982137992,-0.971854768,-0.959916442,-0.974266598,-0.947443311,-0.989130657,-0.981350852,-1,-0.966879598,0.463938119,-0.944645554,-0.962477348,-0.976809664,-0.990762438,-0.988072041,-0.952139853
f686,-0.907198052,-0.931949735,0.552671162,-0.88285103,-0.869362374,-0.848994505,-0.341059776,-0.837461705,-0.336145713,-0.713028861,0.735484099,0.919513681,0.860399878,-0.915830792,-0.270369884,-0.19870653,0.823527382
f687,0.132166186,0.170212159,-0.380303843,0.007835154,0.072308377,-0.034861873,-0.681889472,0.059566985,-0.730704547,-0.038835761,0.824463186,-0.473632244,-0.261776704,0.240619485,-0.723669456,-0.681011404,-0.052399539
f688,0.123095289,0.157580727,0.42595531,-0.032089179,0.049513919,-0.095596751,-0.706973446,0.027287602,-0.70447474,-0.114545086,0.782155172,-0.211767774,0.708411993,0.18958769,-0.568088205,-0.399829896,0.885291349
f689,0.398103923,0.441681938,-0.997079622,0.373342376,0.363847564,0.376401495,-0.994160295,0.361250198,-0.994332583,0.384799642,0.565002814,-0.99577893,-0.996899789,0.438795977,-0.995946669,-0.997928787,-0.996294277
f690,0.232250627,0.268482105,-0.999567334,0.12687662,0.178790971,0.093822925,-0.994299828,0.169550835,-0.993817861,0.104703463,0.974938468,-0.998100644,-0.999198889,0.310411403,-0.965672288,-0.998295245,-0.998624651
f691,0.091738174,0.120516095,-0.993442341,0.024593854,0.062111274,-0.006581186,-0.999671804,0.059339604,-0.999672739,0.001053391,0.991805721,-0.994278072,-0.991669103,0.139574444,-0.99924356,-0.978573169,-0.988801748
f692,-0.137453651,-0.133591914,-0.067431089,-0.15731291,-0.141310243,-0.179541696,-0.640703916,-0.149800404,-0.6537431,-0.7246615,0.86357443,0.063545748,0.320321279,-0.1218086,-0.771185996,-0.889789991,0.883045268
f693,-1,-1,-0.731807419,-1,-1,-1,-0.751931066,-1,-0.778033944,-1,-1,-0.670834353,-0.688614959,-1,-0.856445889,-0.582823821,-0.671729033
f694,0.11827957,0.010752688,-0.47019256,0.11827957,0.11827957,0.182795699,-0.679495671,0.075268817,-0.757204171,0.182795699,0.440860215,-0.410218358,-0.247534363,-0.032258065,-0.793809277,-0.696331643,-0.117796285
f695,-1,-1,-0.080396239,-1,-1,-1,-0.332359025,-1,0.171720714,-1,-0.976440461,0.796700237,0.600651403,-1,-0.138878549,0.063918787,1
f696,0.1344,0.12,0.864117232,0.0792,0.1344,0.0784,-0.806024322,0.0784,0.116408496,0.1072,0.7984,-0.392121876,0.515713888,0.1152,-0.08006579,1,0.333242258
f697,0.031242021,0.07300238,-0.082406018,-0.112168162,-0.019133987,-0.124523298,-0.355701325,-0.062747618,-0.774154429,-0.131236255,0.989300452,-0.084884876,0.046043157,0.106921347,0.034673087,-0.341244202,0.22825577
f698,-0.874193467,-0.850745445,-0.65606344,-0.888291835,-0.99998484,-0.999985638,-0.784334091,-0.888291835,-0.769194383,-0.888291835,0.180955418,-0.50327044,-0.604642634,-0.850745445,-0.688931804,-0.664727017,-0.509972053
f699,-0.836832854,-0.806131266,0.83919547,-0.827363348,-0.999983293,-0.999981775,-0.158714773,-0.827362285,-0.146276452,-0.827363348,0.19474052,0.862398549,-0.036394926,-0.806131266,0.050388377,0.889334528,0.164694937
f700,-0.06868365,-0.06868365,0.761543423,-0.06868365,-0.06868365,-0.113736752,-0.640006525,-0.06868365,-0.43366231,-0.106249793,1,0.645297509,0.799094134,-0.06868365,-0.307418094,0.152389621,0.781265281
f701,-1,-1,0.520021121,-1,-1,-1,-0.713229328,-1,-0.302530055,-1,-1,0.441856326,0.794267497,-1,0.235036323,0.259492746,0.682280075
f702,-0.981350852,-0.981350852,0.027366161,-0.959916442,-0.981350852,-0.947443311,-0.672156014,-0.981350852,-0.458263391,-0.966879598,0.463938119,-0.165016242,-0.040789118,-0.981350852,-0.05780396,0.896407873,-0.072441037
f703,-0.907198052,-0.931949735,-0.535714429,-0.88285103,-0.869362374,-0.848994505,-0.464226436,-0.837461705,-0.298918709,-0.713028861,0.735484099,-0.372738113,-0.605224709,-0.915830792,-0.104732999,0.103069065,-0.525511587
f704,0.132166186,0.170212159,-0.506138344,0.007835154,0.072308377,-0.034861873,-0.831344511,0.059566985,-0.740517467,-0.038835761,0.824463186,-0.358515203,-0.570269047,0.240619485,-0.45781518,-0.641697915,-0.571209894
f705,0.123095289,0.157580727,0.904010586,-0.032089179,0.049513919,-0.095596751,-0.052458671,0.027287602,-0.005811638,-0.114545086,0.782155172,0.536606547,0.300984237,0.18958769,0.316289525,1,0.388384809
f706,-0.055322845,-0.025877856,0.740126471,-0.072053839,-0.078469336,-0.069986839,0.041350429,-0.080224336,0.123775086,-0.064312342,0.057448149,0.703624213,0.386959777,-0.027827855,0.651550625,1,0.626323372
f707,0.024566592,0.051573888,-0.147125312,-0.038446526,-0.003237448,-0.067703454,-0.486124797,-0.005838585,-0.410337472,-0.060538612,0.869255512,0.009779587,0.028061121,0.069459631,-0.26730155,0.919872107,0.147995343
f708,-0.137453651,-0.133591914,0.335901076,-0.15731291,-0.141310243,-0.179541696,-0.512512429,-0.149800404,-0.514694811,-0.7246615,0.86357443,0.682032474,0.256769237,-0.1218086,-0.312400884,0.226480648,0.497261052
f709,-1,-1,0.305258713,-1,-1,-1,-0.480621925,-1,-0.412386413,-1,-0.998076454,0.438864203,0.562447561,-1,-0.416062,-0.245072031,1
f710,-0.556722623,-0.562349558,0.205093204,-0.578292538,-0.556722623,-0.578605146,-0.578954153,-0.578605146,-0.58041014,-0.567351277,-0.297258433,0.288013705,0.187989415,-0.564225202,-0.632908347,-0.862015859,0.212876816
f711,-0.998244337,-0.999511911,0.758594617,-0.999859345,-0.999994396,-0.99997086,-0.560434651,-0.999996077,-0.561916896,-0.824344036,-0.805845411,0.275697696,0.553765113,-0.995601036,-0.561271629,-0.79387565,0.293116625
f712,-0.977347028,0.264334561,-0.425394551,-0.970822427,-0.215119158,-0.987793256,-0.851280682,-1,-0.851823905,-1,-0.99131038,0.260171424,-0.222652462,0.574254219,-0.899963642,-0.980419597,0.109191692
f713,-0.97532391,-1,-0.611956333,-0.901347172,-0.934237694,-0.941984838,-0.266179521,-0.922683147,-0.268770466,-0.956436805,-0.26604385,-0.078299337,-0.50136151,-0.845508003,-0.462938318,-0.881938059,-0.248388675
f714,-0.99274447,-1,-0.244385006,-0.460383159,-0.922318895,-0.603488092,-0.673616268,-0.399767488,-0.673121575,-0.989878133,-0.591822693,0.119895057,-0.030601252,-0.962643016,-0.690703139,-0.810092169,0.12303844
f715,-1,-1,-0.549976829,-1,-1,-1,-0.8706393,-1,-0.87582952,-1,-1,-0.494073044,-0.4226532,-1,-0.879513601,-0.885057519,-0.416703996
f716,-1,-1,0.303172143,-1,-1,-1,-0.670815461,-1,-0.66506321,-1,-0.932255761,0.785547859,0.671874505,-1,-0.724847268,-0.885214417,0.687273904
f717,-1,-1,-0.443571604,-1,-1,-1,-0.258078546,-1,-0.234359135,-1,-1,0.733562729,-0.286143082,-1,-0.258187013,-0.705428828,0.442325265
f718,-0.914984748,-1,-0.331151174,-0.999996195,-0.999708744,-0.999140324,-0.707342823,-0.999981964,-0.69271592,-0.843910458,-0.896672414,0.0769451,-0.98651138,-0.968480972,-0.749265352,-0.831946291,0.087037816
f719,-1,-0.999789315,-0.63759483,-0.976266348,-1,-1,-0.828611029,-1,-0.818191295,-1,-0.987702323,-0.678646315,-0.618358955,-1,-0.80032286,-0.844734518,-0.645613315
f720,-0.482954925,-0.86682064,0.5701505,-0.913001309,-0.863205864,-0.834713791,-0.630673061,-0.845158748,-0.600924132,-0.834713791,-0.9483299,0.307877592,0.627568609,-0.706130381,-0.480859226,-0.602110663,0.47659024
f721,-0.696812504,-0.536675959,-0.734001269,-0.661538152,-0.648080925,-0.712880887,-0.823217443,-0.610796386,-0.81846325,-0.754468739,-0.648245223,-0.587953682,-0.703134464,-0.319987752,-0.824408243,-1,-0.630686703
f722,-0.960990016,-0.923238265,-0.968295174,-0.812456748,-0.939478379,-0.867124023,-0.956437495,-0.875462787,-0.950889102,-0.923283372,-0.839725396,-0.958334236,-1,-0.939324068,-0.943872633,-0.97930308,-0.960810695
f723,-0.687550938,-0.518451551,-0.29729393,-0.617012519,-0.633712168,-0.681334101,-0.665570999,-0.58122935,-0.642169509,-0.73625504,-0.610193584,-0.244895691,-0.09847953,-0.305582359,-0.582580765,-0.484505824,-0.233448671
f724,-0.946553663,-0.947691984,0.24862721,-0.902997334,-0.981072491,-0.956974399,-0.640859262,-1,-0.576671333,-0.675186913,-0.314683416,-0.430690782,0.118134994,-0.935327047,-0.38048235,-1,-0.285552697
f725,-0.996732289,-0.999008489,-0.229481985,-1,-1,-0.999618258,-0.727774958,-0.998482194,-0.698464813,-0.88681504,-0.869756774,-0.54413346,-0.340034503,-0.992445581,-0.578063618,-1,-0.393514387
f726,-0.996237187,-0.999779727,1,-0.96801268,-0.999768372,-0.954591904,-0.400837232,-1,-0.352041709,-0.993484906,-0.922650002,0.660114363,0.688088482,0.043007798,0.243615162,0.249429023,0.734407017
f727,-0.99831945,-0.999901621,-0.830622697,-0.981841546,-0.99989655,-0.951097733,-0.183394486,-0.983478484,-0.021251864,-0.99430317,-0.937862264,0.284183854,0.484164986,-0.531899508,1,0.296618571,0.382125872
f728,-0.995292808,-0.997472909,1,-0.993739915,-0.992091142,-0.995286531,-0.451135467,-0.997891238,-0.392242757,-0.990411551,-0.815972092,-0.269802508,0.79684112,-0.998287879,-0.086605045,-0.176603587,0.204651078
f729,-1,-1,-0.330790533,-1,-1,-1,-0.82956078,-1,-0.843040071,-0.999272991,-1,-0.47561752,-0.011215172,-1,-0.721704186,-0.929231731,-0.535034903
f730,-1,-1,-0.002042748,-1,-1,-1,-0.282844706,-1,-0.211059345,-1,-0.916823188,0.265321049,0.213387716,-1,-0.126644318,-0.311210086,0.214356203
f731,-1,-0.7090618,0.692515482,-1,-1,-0.996283867,-0.379383649,-1,-0.321792077,-0.993766147,-1,0.258713782,0.91745691,-1,0.153123128,-0.010496083,0.529147101
f732,-1,-0.823108609,0.520997668,-1,-1,-0.997740579,-0.48338197,-1,-0.443336824,-0.995946459,-0.89280525,-0.009577432,0.968930149,-1,-0.01955467,-0.061398508,0.184725811
f733,-0.837912671,-0.880094268,0.672024991,-0.890879015,-0.84213965,-0.864157026,-0.723452753,-0.856738295,-0.710969075,-0.860419104,-0.807926941,-0.543241343,0.376114054,-0.792600157,-0.573879813,-0.49888163,-0.527837214
f734,-0.467198125,-0.13584507,1,-0.353509331,-0.363188777,-0.521023947,-0.330555111,-0.271956826,-0.302137644,-0.614436823,-0.611849012,0.301192829,0.822993656,0.073939276,-0.002848817,0.202478538,0.511552258
f735,-1,-1,0.962409602,-1,-1,-1,-0.527436183,-1,-0.428050639,-1,-1,0.14829241,0.845425741,-1,-0.071754314,-0.022175994,0.300658262
f736,-0.992622305,-1,0.798792841,-0.465433066,-0.877655362,-0.89946183,-0.499479119,-0.860989371,-0.423819239,-0.838401585,-0.495827632,0.109310378,0.870702633,-1,0.000573172,0.409307556,0.202974576
f737,-1,-1,0.123208752,-1,-0.960294614,-1,-0.494231388,-1,-0.45315773,-1,-0.648788844,0.114333183,-0.024599746,-1,-0.20138211,-0.007389171,0.145494683
f738,-0.66205903,-0.506787164,-0.99999828,-0.607278112,-0.612773481,-0.69340488,-0.999996724,-0.579785085,-0.99999669,-0.717834426,-0.570212367,-0.999997495,-0.999997963,-0.332107135,-0.999996962,-0.999995333,-0.999997834
f739,-1,-1,-0.11395661,-1,-1,-1,-0.403167675,-0.99679585,-0.40427598,-1,-0.679432408,0.215008682,0.003156385,-1,-0.358077201,-0.47300564,0.130517566
f740,-1,-1,-0.853812851,-1,-1,-1,-0.879069807,-0.990187958,-0.879927581,-1,-0.849166401,-0.728900938,-0.811349365,-1,-0.892319398,-0.846563323,-0.76701214
f741,-0.403654831,-0.394996462,-0.878089355,-0.534446156,-0.411480664,-1,-0.705628164,-0.531116014,-0.730868773,-1,0.578570537,-0.769168468,-0.84359756,-0.394996462,-0.737551158,-0.657876713,-0.787114845
f742,-0.807903669,-0.806044933,-0.681773273,-0.836592856,-0.813237433,-1,-0.325845028,-0.835380637,-0.325868565,-1,0.052852756,-0.665194869,-0.67497733,-0.806044933,-0.245034659,0.184327585,-0.667872189
f743,-0.620983078,-0.616631749,0.752333273,-0.789395649,-0.629460113,-1,-0.467968951,-0.787864625,-0.451551966,-1,-0.324963739,0.203424918,0.952034682,-0.616631749,-0.361162907,-0.366720168,0.9177745
f744,-0.815232334,-0.814499129,-0.517159138,-0.834387316,-0.813765924,-1,-0.458729413,-0.833195857,-0.473504921,-1,-0.21602053,-0.351682399,-0.405581044,-0.814499129,-0.485379254,-0.491396695,-0.344210134
f745,-0.258577633,-0.25781759,-0.739754959,-0.148099891,-0.25781759,-1,-1,-0.141938111,-1,-1,0.989983713,-0.507239425,-0.666124665,-0.25781759,-1,-1,-0.573953034
f746,-0.45819398,-0.118074742,-1,-0.268140177,-0.480442053,-1,-0.879946038,-0.262905337,-0.859960455,-1,1,-0.453289177,-1,-0.118074742,-0.904641747,-0.687676616,-1
f747,-0.517695738,-0.696942916,-0.004353393,-0.523078777,-0.520748805,-1,-0.42081641,-0.519623991,-0.420479259,-1,0.299401438,0.11056572,0.137492922,-0.696942916,-1,-0.418440197,0.088704695
f748,-0.602552672,-0.600337854,-0.851540406,-0.548646239,-0.608446342,-1,-0.970045325,-0.54538032,-0.970133934,-1,0.987499413,-0.715047293,-0.809537204,-0.600337854,-0.969782575,-0.973097438,-0.758150342
f749,-0.36004061,-0.355520037,-0.555840057,-0.39024407,-0.367908738,-1,-1,-0.385833253,-1,-1,1,-0.235380509,-0.430175293,-0.355520037,-1,-1,-0.272866075
f750,0.189868371,0.193417914,-0.952343805,0.144650286,0.187360542,0.12040794,-0.924287544,0.157459505,-0.923408827,0.110428067,0.284458534,-0.926684426,-0.942681802,0.235202202,-0.954046392,-0.906497671,-0.9328179
f751,-1,-1,0.378307596,-1,-1,-1,0.153519375,-1,0.210549832,-1,-1,0.443833472,0.489509706,-1,0.427061001,0.319548872,0.478781989
f752,0.031925672,0.072969433,0.755682067,-0.112168162,-0.019133987,-0.124523298,-0.241670042,-0.062747618,-0.25892502,-0.131236255,0.989300452,0.982454848,0.860425519,0.106921347,0.214546267,0.912001712,0.914819745
f753,-0.75655454,-0.75655454,0.010708168,-0.756638635,-0.756578915,-0.756638635,-0.999883277,-0.756578915,-0.999872342,-0.757265082,-0.227239488,-0.993642495,0.078959016,-0.75655454,-0.601343956,-0.363503008,-0.999550984
f754,-1,-1,-0.655459099,-1,-1,-1,-0.818601329,-1,-0.786973026,-1,-1,-0.659100681,-0.557979234,-1,-0.760418998,-0.652714995,-0.435952338
f755,-0.023728814,0.015156828,-0.983848587,-0.160023378,-0.072043639,-0.171720242,-0.996489362,-0.113267095,-0.996531188,-0.178071303,0.882057276,-0.139268917,-0.980488435,0.047262809,-0.997119263,-0.953721296,-0.973570981
