,or4378,or4319,or2451,or4434,or2061,or1,or4323,or2095,or3866,or2236,or2059,or4324,or470,or2060,or4359,or2064,or4500,or4354,or1602,or1036,or3583,or753,or2114,or4325,or1319,or2055,or2090,or2080,or2111,or4030,or2734,or1766
f515,-0.987459734,-0.974672025,-0.991084611,-0.994058411,-0.810601529,-0.620963783,-0.990280274,-0.889339477,-0.994858685,-0.820906852,-0.91347324,-0.989629524,-0.766401677,-0.863514288,-0.988209787,-0.814768213,-0.98804263,-0.990823352,-0.632209704,-0.822788048,-0.994419461,-0.766401677,-0.889124955,-0.987101448,-0.813811113,-0.659718068,-0.939001399,-0.88331635,-0.852466388,-0.991828325,-0.988548977,-0.901559
f516,-0.769458743,-0.562626735,-0.917641554,-0.938855093,-0.882982857,-0.455494152,-0.774762128,-0.781616253,-0.958820777,-0.588713577,-0.732831424,-0.868351271,-0.630610507,-0.728085241,-0.83715489,-0.63522617,-0.912338169,-0.912962096,-0.831605426,-0.805471756,-0.942286695,-0.630610507,-0.580965433,-0.815941351,-0.789014366,-0.538504893,-0.76097629,-0.595927775,-0.544152851,-0.917641554,-0.905786929,-0.619480708
f517,-0.985269744,-0.938794295,-0.998188066,-0.974918163,-0.998638938,-0.994157689,-0.960327348,-0.99741927,-0.861676863,-0.996163595,-0.997708176,-0.983806611,-0.996436348,-0.996752437,-0.921800413,-0.996078987,-0.984557445,-0.902172652,-0.998556109,-0.998226642,-0.961881058,-0.996436348,-0.994973956,-0.943410138,-0.998384971,-0.995091297,-0.997221519,-0.997284423,-0.994943784,-0.988540442,-0.951953758,-0.995915036
f518,-0.98924134,-0.977578383,-0.990593403,-0.987819069,-0.999270615,-0.997156166,-0.986115968,-0.986657626,-0.956065863,-1,-0.9939727,-0.994023486,-0.987165306,-0.983028981,-0.975480081,-0.967509655,-0.984844794,-0.968101219,-1,-0.996912055,-0.98594075,-0.987165306,-0.983416374,-0.982372171,-1,-0.993454406,-0.992516878,-0.997112533,-0.999294791,-0.975484521,-0.983202419,-0.980628556
f519,-0.993268109,-0.977380846,-0.99196661,-0.992639799,-0.999602056,-0.993730387,-0.989004578,-0.999805034,-0.982541962,-0.990135541,-0.99191961,-0.99690333,-0.992181345,-0.999998665,-0.97154654,-0.995738132,-0.989812405,-0.977515483,-0.997217066,-0.994778661,-0.992505161,-0.992181345,-1,-0.980881429,-0.991605796,-0.994120986,-1,-0.980590238,-0.996451225,-0.97459833,-0.991248541,-0.996190826
f520,-0.989091974,-0.977039248,-0.994188111,-0.99272782,-1,-0.995616438,-0.986696618,-0.998249619,-0.967773174,-0.991902588,-0.991354642,-0.992337092,-1,-1,-0.977551545,-1,-0.986666369,-0.974279999,-0.941628615,-1,-0.988589028,-1,-1,-0.980937341,-1,-1,-1,-0.996286149,-1,-0.991685498,-0.983822387,-1
f521,-0.974531241,-0.948823496,-0.980691089,-0.982074704,-1,-1,-0.975828419,-0.999463587,-0.955924403,-0.999584965,-0.999393109,-0.981786955,-0.998148003,-0.999244323,-0.96387521,-1,-0.971930932,-0.961121531,-0.999651527,-0.99981206,-0.980924121,-0.998148003,-1,-0.968619414,-0.998841034,-1,-0.995156617,-1,-0.998175411,-0.968706672,-0.971165725,-0.995974941
f522,-0.667289022,-0.287528006,-0.834578043,-0.865571322,-1,-1,-0.638162808,-1,-0.80545183,-1,-1,-0.81665422,-1,-1,-0.567587752,-1,-0.810306199,-0.708737864,-1,-1,-0.868558626,-1,-1,-0.620238984,-1,-1,-0.998870376,-0.880824626,-1,-0.690067214,-0.814413742,-1
f523,-1,-0.596462447,-0.744248804,-0.640900954,-0.986621987,-0.99552531,-0.733561333,-0.98209592,-0.626793491,-0.989095713,-0.989479575,-0.465359233,-0.988857543,-0.993674809,-0.921981457,-0.991366224,-0.116359847,-0.63854971,-0.970833276,-0.976958004,-0.211798969,-0.988857543,-0.989414344,-0.72152724,-0.990903369,-0.982665474,-0.974983096,-0.980838001,-0.991990183,-0.459213936,-0.765196249,-0.98145985
f524,-1,-1,0.098744095,-1,-0.978236063,-0.987956295,-1,-0.968429554,-0.691603386,-0.987581592,-0.990219941,-1,-0.989353087,-0.990969347,-1,-0.993713494,-1,-1,-0.939669065,-0.987540344,-0.710048159,-0.989353087,-0.99149645,-1,-0.990050223,-0.986595085,-0.96681046,-0.982226491,-0.988889903,-0.376197757,-0.688652222,-0.97110002
f525,-1,-1,0.098744095,-1,-0.998804739,-0.999653569,-1,-0.998224355,-0.795263013,-0.985088482,-0.999536593,-1,-0.994755549,-1,-1,-0.99970156,-1,-1,-0.991478704,-1,-0.734026365,-0.994755549,-0.999563587,-1,-0.996646671,-0.998497301,-0.999353629,-0.99119976,-0.999680564,-0.382468981,-0.696030131,-0.999794541
f526,-1,-1,0.098744095,-1,-0.989243732,-0.997966493,-1,-0.983510283,-0.682012103,-0.986274769,-0.984373234,-1,-0.983377126,-0.992052275,-1,-0.991953691,-1,-1,-0.978002252,-0.958208902,-0.74583102,-0.983377126,-0.983418614,-1,-0.987113618,-0.971396764,-0.971169172,-0.971161072,-0.992002292,-0.369926534,-0.703408041,-0.980040303
f527,-1,-1,0.098744095,-1,-0.996452801,-1,-1,-0.998108232,-0.712999323,-1,-0.998496883,-1,-1,-0.999988201,-1,-0.988124516,-1,-1,-0.996685205,-0.99998248,-0.795263013,-1,-0.999991776,-1,-0.999969609,-0.999790479,-0.992523744,-0.999795127,-0.995950451,-0.429687601,-0.759111257,-0.996733831
f528,-1,-1,0.098744095,-1,-0.707920792,-0.699009901,-1,-0.741584158,-0.721852814,-0.860891089,-0.642574257,-1,-0.85049505,-0.791089109,-1,-0.548514851,-1,-1,-0.934653465,-0.918811881,-0.75394672,-0.85049505,-0.634158416,-1,-0.908415842,-0.305940594,-0.861881188,-0.854950495,-0.812871287,-0.46067482,-0.714474905,-0.869306931
f529,-1,-1,0.098744095,-1,-0.986146575,-0.977824675,-1,-0.987336964,-0.715950487,-0.987157433,-0.989560728,-1,-0.987701264,-0.988861804,-1,-0.980491202,-1,-1,-0.994478076,-0.991385369,-0.729968515,-0.987701264,-0.986531385,-1,-0.994006336,-0.972797008,-0.990144009,-0.989992232,-0.987959171,-0.391691367,-0.723697292,-0.99122338
f530,-1,-1,0.098744095,-1,-0.986494339,-0.975187697,-1,-0.988725688,-0.698981295,-0.9816162,-0.990633886,-1,-0.988537146,-0.992141928,-1,-0.988005614,-1,-1,-0.992927985,-0.99070751,-0.763169107,-0.988537146,-0.985736203,-1,-0.993479063,-0.981146682,-0.989707194,-0.990982461,-0.982762588,-1,-0.781244985,-0.989213429
f531,-1,-1,0.098744095,-1,-0.966214719,-0.766627134,-1,-0.972383961,-0.750257766,-0.953231569,-0.958644752,-1,-0.885912482,-0.947985237,-1,-0.884133692,-1,-1,-0.895361427,-0.874957473,-0.74583102,-0.885912482,-0.978799257,-1,-0.856951201,-0.898787613,-0.905280992,-0.88453657,-0.846936521,-0.416407364,-0.847277275,-0.777262975
f532,-1,-1,0.098744095,-1,-0.990812518,-0.801320701,-1,-0.968992248,-0.701194668,-0.98794143,-0.843238587,-1,-0.953488372,-0.980476601,-1,-0.933390755,-1,-1,-0.97588286,-0.979328165,-0.817765637,-0.953488372,-0.822566753,-1,-0.977605512,-0.967269595,-0.966695378,-0.967269595,-0.986792995,-0.395011427,-0.775342658,-0.990812518
f533,-0.938025561,-0.853179602,0.098744095,-0.725172874,-0.998857628,-0.973268673,-0.872362167,-0.998460319,-0.728124037,-0.997590655,-0.998047434,-0.8126011,-0.992987469,-0.999885593,-0.817765637,-0.996818973,-0.684963267,-0.827725815,-0.998355257,-0.99010577,-0.801165341,-0.992987469,-0.991396248,-0.857606348,-0.997935009,-0.999829522,-0.993347115,-0.999004319,-0.998206018,-0.436696615,-0.72627956,-0.998957593
f534,-0.931754338,-0.856868557,0.098744095,-0.716319382,-1,0.079838634,-0.866090944,-0.953865278,-0.754315616,-0.840909091,-1,-0.812232205,-0.985552116,-0.999226006,-0.817765637,-0.855075523,-0.69123449,-0.863508675,-0.993878413,-0.357796229,-0.721852814,-0.985552116,-0.51533915,-0.850597334,-0.908410733,-0.99580167,-0.710455953,-1,-0.883384933,-0.416776259,-0.767964748,-0.936039966
f535,-1,-1,0.098744095,-1,-0.996434883,-0.788754296,-1,-0.983716961,-0.735870842,-0.984998897,-0.98339148,-1,-0.903464582,-0.999027121,-1,-0.966761652,-1,-1,-0.93593132,-0.932121281,-0.735133051,-0.903464582,-0.977094315,-1,-0.974054593,-0.999446892,-0.816847307,-0.977895595,-0.919209006,-0.357752984,-0.720746128,-0.963076003
f536,-1,-1,-1,-1,-0.493156733,-0.768653422,-1,-0.586754967,-1,-0.770419426,-0.603532009,-1,-0.804856512,-0.657395143,-1,-0.297130243,-1,-1,-0.920529801,-0.886975717,-1,-0.804856512,-0.620309051,-1,-0.871081678,0.187637969,-0.804856512,-0.791611479,-0.686534216,-1,-1,-0.781015453
f537,-1,-1,-1,-1,-0.970565973,-0.969616691,-1,-0.9734279,-1,-0.973620839,-0.978553339,-1,-0.977899554,-0.975794541,-1,-0.959606321,-1,-1,-0.989066796,-0.987867302,-1,-0.977899554,-0.976418263,-1,-0.988320728,-0.94080924,-0.982983132,-0.978851119,-0.974955238,-1,-1,-0.981566534
f538,-1,-1,-1,-1,-0.681326512,-0.574178515,-1,-0.740796926,-1,-0.589743945,-0.779001406,-1,-0.731663636,-0.814702379,-1,-0.738411314,-1,-1,-0.834036939,-0.875681139,-1,-0.731663636,-0.735086019,-1,-0.859675342,-0.5557663,-0.799937932,-0.787226222,-0.610514034,-1,-1,-0.75493723
f539,-1,-1,-1,-1,-0.997754027,-0.985255412,-1,-0.998219273,-1,-0.996932443,-0.997301283,-1,-0.992764134,-0.996523549,-1,-0.9923841,-0.954761905,-1,-0.993262513,-0.991912934,-1,-0.992764134,-0.998675848,-1,-0.990535166,-0.993229858,-0.994417312,-0.992365146,-0.990091213,-1,-1,-0.98524826
f540,-1,-0.986386289,-0.983469065,-1,-0.857988166,1,-1,-0.704142012,-1,0.349112426,-0.857988166,-1,0.431952663,-0.857988166,-1,-0.881656805,-0.998541388,-0.995786232,0.431952663,0.431952663,-0.998906041,0.431952663,-0.715976331,-1,0.431952663,-0.857988166,-0.384615385,-0.112426036,-0.207100592,-0.955188201,-0.998906041,0.230769231
f541,-1,-0.986386289,-0.983469065,-1,-1,1,-1,-1,-1,-0.555555556,-1,-1,-0.555555556,-1,-1,-1,-0.997771565,-0.995786232,-0.555555556,-0.555555556,-0.998906041,-0.555555556,-1,-1,-0.555555556,-1,-1,-0.777777778,-0.777777778,-0.955188201,-0.998906041,0.111111111
f542,-1,-0.822222222,-0.896296296,-1,-1,1,-1,-1,-0.896296296,-0.481481481,-1,-1,-0.703703704,-1,-1,-1,-0.6,-0.614814815,-0.703703704,-0.703703704,-0.688888889,-0.703703704,-1,-1,-0.703703704,-1,-0.925925926,-0.777777778,-0.925925926,-0.614814815,-0.762962963,-0.185185185
f543,-1,-1,-0.867924528,-1,-1,1,-1,-1,-1,-0.647058824,-1,-1,-0.705882353,-1,-1,-1,-0.773584906,-0.981132075,-0.705882353,-0.705882353,-1,-0.705882353,-1,-1,-0.705882353,-1,-0.941176471,-0.823529412,-0.941176471,-0.905660377,-0.773584906,-0.176470588
f544,-1,-0.634146341,-0.642276423,-1,-0.914893617,1,-1,-0.822695035,-0.390243902,-0.028368794,-0.914893617,-1,-0.014184397,-0.914893617,-1,-0.929078014,-0.056910569,-0.300813008,-0.014184397,-0.014184397,-0.105691057,-0.014184397,-0.829787234,-1,-0.014184397,-0.914893617,-0.609929078,-0.390070922,-0.489361702,-0.268292683,-0.398373984,0.085106383
f545,-1,-1,-1,-1,-0.361928289,-0.430564278,-1,-0.660577745,-1,-0.482459578,-0.342067353,-1,-0.609361751,-0.330087237,-1,-0.51282903,-0.955555556,-1,-0.577561304,-0.560747225,-0.733333333,-0.484654495,-0.578086389,-1,-0.875841536,-0.487188372,-0.668248984,-0.249908072,-0.25421695,-1,0.688888889,-0.60228798
f546,-1,-0.664179104,-0.619402985,-1,-0.974605006,-0.711944894,-1,-0.981075816,-0.440298507,-0.97971888,-0.977429843,-1,-0.737782688,-0.9747128,-1,-0.972017951,-0.037313433,-0.350746269,-0.967379639,-0.968872903,-0.134328358,-0.96422191,-0.988634076,-1,0.416118053,-0.978656792,-0.97540395,-0.968600248,-0.971808704,-0.291044776,-0.074626866,-0.977902234
f547,-1,-1,-0.9973478,-1,-0.987666247,-0.926031829,-1,-0.991771623,-0.998191682,-0.988171962,-0.98893528,-1,-0.7658763,-0.987487281,-1,-0.989389474,-0.992929476,-0.997962628,-0.986276547,-0.986051484,-0.998191682,-0.985468488,-0.992257001,-1,0.338103053,-0.990750702,-0.989392186,-0.9848055,-0.982519613,-0.997136829,-0.988019892,-0.990239564
f548,-1,-0.671527455,-0.612048918,-1,-0.675021656,-0.311576093,-1,-0.725324591,-0.123963777,-0.517718103,-0.621953223,-1,-0.368064683,-0.595678505,-1,-0.627139465,-0.127137424,-0.398320155,-0.345549067,-0.424892218,0.366091215,-0.201878846,-0.76715679,-1,-0.476922656,-0.76698379,-0.693863632,-0.520137603,-0.578046279,-0.324779076,-0.095510383,-0.422975536
f549,-1,-1,-0.982561308,-1,-0.432919292,-0.044037462,-1,-0.523843262,-0.651226158,0.084213745,-0.316870744,-1,0.011475503,-0.25705155,-1,-0.313280903,-0.910626703,-0.985395095,0.144332272,0.017217023,0.703542234,0.291780621,-0.441294152,-1,-0.652412106,-0.548668507,-0.530422124,-0.210990899,0.023199373,-1,-0.099291553,0.048024619
f550,-1,-1,-1,-1,0.159766902,0.107473468,-1,0.234615703,-1,-0.194955656,0.057747084,-1,-0.26936041,0.040208731,-1,0.083438342,-1,-1,0.086401419,-0.424192113,-1,-0.37725421,0.3499747,-1,-0.584194674,0.321813026,0.105175868,-0.134434912,0.354173874,-1,-1,0.251175849
f551,-1,-1,-1,-1,-0.069671197,0.028254743,-1,0.091178123,-1,-0.368074318,-0.034433755,-1,-0.081616773,0.017777604,-1,-0.153842037,-1,-1,0.110494404,-0.166719557,-1,0.206030638,-0.045789878,-1,-0.819272198,-0.129960718,-0.145413237,-0.239652278,0.046926923,-1,-1,0.113578502
f552,-1,-1,-1,-1,0.059462382,0.055203053,-1,0.121536941,-1,-0.269745537,-0.027024855,-1,-0.337898435,-0.043764213,-1,-0.004240916,-1,-1,-0.10676948,-0.445276112,1,-0.400448113,0.273585545,-1,-0.582066792,0.245687732,-0.006566013,-0.185350719,0.204072016,-1,-1,0.113530506
f553,-1,-1,-1,-1,-0.226696161,0.021705203,-1,-0.177710359,-1,-0.450380146,-0.267280059,-1,-0.332126294,-0.281389002,-1,-0.246829454,-0.777761908,-1,-0.333227182,-0.170735215,-1,0.001223589,-0.064837675,-1,-0.693279733,-0.058021187,-0.253645942,-0.334971254,-0.093056702,-1,-0.413268585,-0.175539401
f554,-1,-0.707584393,-0.607871791,-1,-0.712964777,-0.682547695,-1,-0.843518013,-0.112962151,-0.687575365,-0.736483595,-1,-0.810339056,-0.703177479,-1,-0.76185382,-0.164499001,-0.428174777,-0.801294658,-0.804395685,0.384675337,-0.75491288,-0.783803113,-1,-0.905242004,-0.780023552,-0.844611343,-0.781729133,-0.556219748,-0.352623119,0,-0.835265704
f555,-1,-0.708860759,-0.609583394,-1,-0.562223793,-0.469611578,-1,-0.752626959,-0.116833988,-0.249824818,-0.564813333,-1,-0.709794762,-0.540284694,-1,-0.689111244,-0.092681507,-0.430670741,-0.733493367,-0.679760416,0.618943693,-0.653293247,-0.53827055,-1,-0.812466045,-0.68069524,-0.761690348,-0.567474862,0.00301526,-0.355448858,0.19486881,-0.744273621
f556,-1,-1,-1,-1,-0.515525197,-0.56466943,-1,-0.784780836,-1,-0.717293267,-0.516568823,-1,-0.677853925,-0.513321892,-1,-0.620003899,-1,-1,-0.698275887,-0.668706191,-1,-0.589605146,-0.780722382,-1,-0.712174488,-0.624873878,-0.802986692,-0.409307395,-0.543239742,1,-1,-0.710325181
f557,-1,-1,-1,-0.8125,-0.485714477,-0.436590082,-1,-0.773700017,-0.890625,-0.418567897,-0.433321609,-1,-0.668560613,-0.464920098,-1,-0.677743591,-1,-1,-0.733621844,-0.63638736,-1,-0.609118211,-0.638013372,-1,-0.654004158,-0.627441788,-0.783691121,-0.331208255,-0.169963787,-0.3125,-1,-0.710160104
f558,-1,-1,-1,-1,-0.902126776,-0.840393808,-1,-0.908932132,-1,-0.913146249,-0.899696542,-1,-0.779706396,-0.914442452,-1,-0.930160223,-1,-1,-0.885274973,-0.827749706,-1,-0.77438372,-0.912659736,-1,-0.408176694,-0.898400339,-0.950739629,-0.936803408,-0.855296639,-1,-1,-0.84815994
f559,-1,-1,0.135135135,-1,-0.910065657,-0.808208167,-1,-0.897655671,-1,-0.897809003,-0.899954552,-1,-0.795472947,-0.906542324,-1,-0.933966739,-1,-1,-0.897196777,-0.836984627,-1,-0.801595759,-0.897349006,-1,-0.440502665,-0.907307882,-0.955415608,-0.940861176,-0.832847965,-1,-1,-0.871943283
f560,-1,-1,-0.66420337,-1,-1,-0.530421741,-1,-0.798787268,-0.874963051,-0.73835751,-0.935704497,-1,-0.127918703,-1,-1,-0.914009774,-0.971031629,-0.990836536,0.184805937,0.084063817,-0.891516406,-0.00059473,-0.902645256,-1,0.224782148,-0.908902852,-0.351795827,-0.81571122,-0.85164068,0.549216672,-0.906591782,0.341219973
f561,-1,-1,-0.619880484,-0.996501968,-0.82312432,-0.803189561,-1,-0.671348315,-0.874653841,-0.628851033,-0.773740486,-1,-0.530808264,-0.82312432,-1,-0.516310257,-0.971432736,-0.990963416,-0.597317869,-0.669626676,-0.89301851,-0.558535701,-0.675199348,-1,-0.587894165,-0.754802465,-0.698441464,-0.703606379,-0.608055455,0.544672788,-0.907885148,-0.524193548
f562,-1,-1,-0.611940299,-1,-1,-0.527935813,-1,-0.749562363,-0.179104478,-0.719447484,-0.90174143,-1,-0.013238512,-1,-1,-0.874270605,-0.641791045,-0.910447761,0.123778264,0.182020423,-0.388059701,0.112436178,-0.786715901,-1,0.274981765,-0.869000729,-0.358460977,-0.765800511,-0.796061269,0.895522388,-0.671641791,0.560594457
f563,-1,-1,-0.859459459,-1,-0.826033313,-0.804882348,-1,-0.780602803,-1,-0.721908875,-0.811227637,-1,-0.664052172,-0.826033313,-1,-0.653741077,-0.816216216,-1,-0.743897065,-0.715695779,-1,-0.601480568,-0.753943774,-1,-0.687494492,-0.815678153,-0.826738345,-0.756587644,-0.665506301,0.135135135,-0.827027027,-0.745659646
f564,-1,-1,-0.250773994,-1,-1,-0.591853287,-1,-0.798344823,0.188854489,-0.810195407,-0.944622178,-1,-0.335285901,-1,-1,-0.940093723,-0.46749226,-0.86377709,0.378963337,-0.153006203,-0.046439628,-0.230237763,-0.855780351,-1,-0.013592875,-0.90411391,-0.58502681,-0.841789453,-0.845934904,0.845201238,-0.213622291,0.457141141
f565,-1,-1,-0.566666667,-0.533333333,-0.819838979,-0.806167401,-1,-0.669603524,0.233333333,-0.614727328,-0.766367917,-1,-0.488682971,-0.819838979,-1,-0.503076105,-0.966666667,-1,-0.577244417,-0.667476834,0.033333333,-0.579826827,-0.649475923,-1,-0.569801003,-0.723150539,-0.680198997,-0.706478809,-0.613663983,-0.6,-0.6,-0.520887134
f566,-1,-1,-0.298329356,-0.933174224,-1,-0.224610823,-1,-0.69125278,0.093078759,-0.624907339,-0.82629108,-1,-0.690140845,-1,-1,-0.67445021,-0.503579952,-0.894988067,-0.483568075,-0.599209291,-0.116945107,-0.626389918,-0.801952063,-1,-0.558685446,-0.710526316,-0.648752162,-0.797504324,-0.697677292,0.980906921,-0.260143198,0.202372128
f567,-1,-1,-0.9946448,-1,-0.249832424,-0.188547352,-1,-0.205975294,-0.999631197,-0.219525041,-0.23891602,-1,-0.083788183,-0.249832424,-1,-0.020252801,-0.993075877,-1,-0.042612276,-0.110408886,-0.999622128,0.144115676,-0.214210476,-1,-0.056209901,-0.247390597,-0.092885186,-0.244757254,-0.191946759,-0.960662031,-0.994206469,-0.094608829
f568,-1,-1,-0.244683301,-1,-0.637005574,-0.389873291,-1,-0.596429916,0.339884837,-0.555173217,-0.554743087,-1,-0.39054071,-0.656397297,-1,-0.602057458,-0.559692898,-0.884184261,-0.148914816,-0.326415399,-0.111631478,-0.322795132,-0.627076725,-1,-0.26078463,-0.581196122,-0.114755274,-0.492875961,-0.373658082,0.663800384,-0.236046065,-0.036148897
f569,-1,-1,-0.983851508,-0.958700696,-0.637435704,-0.389873291,-1,-0.596358227,-0.778143852,-0.546964891,-0.555459971,-1,-0.375486137,-0.658655483,-1,-0.595856408,-0.995823666,-1,-0.124433213,-0.32430059,-0.778468677,-0.319784218,-0.62313386,-1,-0.260067746,-0.5776117,-0.108195781,-0.491047906,-0.378425363,-0.923851508,-0.982923434,-0.036148897
f570,-1,-1,-1,-1,-0.631844006,-0.389873291,-1,-0.596573292,-1,-0.551624639,-0.554384644,-1,-0.366811836,-0.658547951,-1,-0.594458483,-1,-1,-0.099198882,-0.318099539,-1,-0.302471459,-0.6380809,-1,-0.254045916,-0.572450132,-0.102926681,-0.48878972,-0.3726186,1,-1,-0.036148897
f571,-1,-1,-1,-0.718754938,-0.625893865,-0.389873291,-1,-0.597182644,-0.75667562,-0.551660484,-0.553811137,-1,-0.367313655,-0.657544312,-1,-0.592881338,-1,-1,-0.090667957,-0.304012761,-0.75667562,-0.317526032,-0.642274674,-1,-0.242504077,-0.566213237,-0.098804595,-0.485599584,-0.369213399,-0.801232422,-1,-0.036148897
f572,-1,-1,-1,-1,-0.619764503,-0.389873291,-1,-0.596394071,-1,-0.552018926,-0.55137373,-1,-0.3797516,-0.654605086,-1,-0.588329122,-1,-1,-0.065863756,-0.298815348,-1,-0.327669946,-0.642668961,-1,-0.243436027,-0.563632453,-0.095757836,-0.484954388,-0.374052368,-1,-1,-0.036148897
f573,-1,-1,-0.83996536,-1,-0.619262684,-0.389873291,-1,-0.597863684,-1,-0.550047494,-0.545423589,-1,-0.372188469,-0.655321971,-1,-0.583705217,-0.746178827,-1,-0.020413284,-0.286628313,-1,-0.339032564,-0.642202986,-1,-0.242109791,-0.564241805,-0.097191605,-0.487499328,-0.379070559,-1,-1,-0.036148897
f574,-1,-1,-0.389444093,-1,-0.615749951,-0.389873291,-1,-0.601699016,0.100822264,-0.546355539,-0.544635016,-1,-0.363442479,-0.656719895,-1,-0.572055845,-0.628645724,-0.915187294,0.010663656,-0.282613761,-0.229854522,-0.363263258,-0.642131297,-1,-0.237808484,-0.560370629,-0.104898113,-0.486854132,-0.387709017,0.89444093,-0.322454143,-0.036148897
f575,-1,-1,-0.380996782,-0.976623547,-0.615749951,-0.389873291,-1,-0.6024159,0.04876223,-0.547036579,-0.537502016,-1,-0.344301665,-0.657078338,-1,-0.570693765,-0.576045702,-0.920756452,0.021847053,-0.283223112,-0.260200932,-0.374518343,-0.634568167,-1,-0.227449504,-0.551517107,-0.105292399,-0.4830188,-0.390469022,0.865099481,-0.366944645,-0.036148897
f576,-0.897293876,-0.74521285,-0.680803925,-0.856781136,-0.614531247,-0.389873291,-0.917708498,-0.602559277,-0.290552303,-0.547108267,-0.530548237,-0.950466846,-0.318565514,-0.657938599,-0.969140687,-0.570120257,-0.611805665,-0.835575249,0.032815384,-0.28354571,-0.279949359,-0.379464846,-0.632381669,-0.838582054,-0.22146352,-0.534992921,-0.117085148,-0.484703479,-0.401401509,0.357651527,-0.645513531,-0.036148897
f577,-0.921340856,-0.854961832,-0.649850647,-0.909060737,-0.611520333,-0.389873291,-0.828410222,-0.594816926,-0.538997677,-0.549330609,-0.531766941,-0.899103883,-0.303009122,-0.65811782,-0.847660139,-0.572987795,0.081314305,-0.784600066,0.012742621,-0.285947273,-0.584799203,-0.378532896,-0.631700629,-0.880849652,-0.202752836,-0.527250569,-0.124791655,-0.486854132,-0.40939477,0.147029539,-0.579820777,-0.036148897
f578,-0.925236593,-0.86214511,-0.667192429,-0.9,-0.609262147,-0.389873291,-0.836908517,-0.591555102,-0.561829653,-0.553990358,-0.531372654,-0.902839117,-0.297847555,-0.660376006,-0.855205047,-0.572020001,0.027760252,-0.794952681,0.003960786,-0.283258957,-0.605362776,-0.35190064,-0.631127122,-0.886750789,-0.190279047,-0.515565353,-0.122425937,-0.48810868,-0.416312705,0.911987382,-0.600630915,-0.036148897
f579,-0.999916916,-0.999749734,-0.996960332,-0.999987841,-0.608581107,-0.389873291,-0.999594711,-0.593419001,-0.997602715,-0.553882825,-0.531121745,-0.99991185,-0.311504203,-0.663315232,-1,-0.573274549,-0.999718324,-1,0.024356148,-0.282542072,-0.997602715,-0.334587881,-0.625356202,-0.999761893,-0.178235389,-0.508217288,-0.12966647,-0.490080112,-0.424771941,-0.994614722,-0.997628046,-0.036148897
