,or4378,or4319,or2451,or4434,or2061,or1,or4323,or2095,or3866,or2236,or2059,or4324,or470,or2060,or4359,or2064,or4500,or4354,or1602,or1036,or3583,or753,or2114,or4325,or1319,or2055,or2090,or2080,or2111,or4030,or2734,or1766
f442,0.350527153,0.496137092,-0.368445109,0.488420634,-1,0.617209167,0.466448648,-0.872865275,0.488539561,0.368340388,-0.955991826,0.464998417,0.067800321,-1,0.598838478,-1,0.469369559,0.546122319,0.520143045,0.222339804,0.406475088,0.025835644,-0.949824843,0.437459187,0.399394249,-0.969165085,-0.631696103,-0.76605605,-0.679499343,0.650506352,-0.287419176,0.438841045
f443,0.544266461,0.665149039,-0.283335429,0.700412771,-0.823043993,-0.655159851,0.648527394,-0.931797067,0.76748918,-0.948702068,-0.803625102,0.675194506,-0.815648055,-0.84173422,0.671922411,-0.84938519,0.584222747,0.72424995,-0.6680572,-0.638655615,0.347062602,-0.663685217,-0.723508516,0.635878989,-0.631332544,-0.873030331,-0.735385736,-0.598943437,-0.398961654,0.852837655,-0.004298879,0.406321159
f444,0.619514345,0.730925663,-0.062529796,0.890992056,-0.971367215,0.049501679,0.751409604,-1,0.649830364,-1,-0.95771158,0.771894069,-1,-0.911788998,0.703296808,-0.883706844,0.827881729,0.778760026,-1,-1,0.543177553,-1,-0.9421838,0.736307064,-1,-1,-1,-0.911348494,-0.815648918,0.751514052,0.132814949,-0.951104014
f445,0.611416306,0.73448979,-0.224654576,0.802245579,-0.978828829,0.866216216,0.714384961,-1,0.647864953,-0.974954955,-0.963963964,0.73685079,-0.789099099,-0.992162162,0.707874721,-0.954054054,0.737502513,0.765511472,-0.786846847,-0.778828829,0.428656831,-0.778108108,-0.992612613,0.699877845,-0.786846847,-0.968018018,-0.99981982,-0.976306306,-0.905405405,0.806130358,0.046548479,0.438918919
f446,-0.625356202,-0.508217288,-0.406598921,-0.242468233,-0.999761893,-0.981416485,-0.531121745,-1,0.024356148,-0.999718324,-0.999594711,-0.663315232,-0.997628046,-0.99991185,-0.593419001,-0.999483256,-0.553882825,-0.12966647,-0.997602715,-0.997512539,-0.178235389,-0.997504433,-0.999916916,-0.608581107,-0.997602715,-0.999749734,-1,-0.999733522,-0.998936116,-0.036148897,-0.311504203,-0.994614722
f447,-0.631127122,-0.515565353,-0.41907271,-0.24354356,-0.886750789,0.821135647,-0.531372654,-0.855205047,0.003960786,0.027760252,-0.836908517,-0.660376006,-0.600630915,-0.902839117,-0.591555102,-0.91829653,-0.553990358,-0.122425937,-0.561829653,-0.605362776,-0.190279047,-0.625867508,-0.925236593,-0.609262147,-0.605362776,-0.86214511,-0.794952681,-0.925236593,-0.67444795,-0.036148897,-0.297847555,0.911987382
f448,-0.631700629,-0.527250569,-0.430578705,-0.246482786,-0.880849652,0.916030534,-0.531766941,-0.847660139,0.012742621,0.081314305,-0.828410222,-0.65811782,-0.579820777,-0.899103883,-0.594816926,-0.914039164,-0.549330609,-0.124791655,-0.538997677,-0.584799203,-0.202752836,-0.606372386,-0.921340856,-0.611520333,-0.584799203,-0.854961832,-0.784600066,-0.921340856,-0.708264189,-0.036148897,-0.303009122,0.147029539
f449,-0.632381669,-0.534992921,-0.435310142,-0.245479148,-0.838582054,0.485045102,-0.530548237,-0.969140687,0.032815384,-0.611805665,-0.917708498,-0.657938599,-0.645513531,-0.950466846,-0.602559277,-0.924671625,-0.547108267,-0.117085148,-0.290552303,-0.31397373,-0.22146352,-0.586643456,-0.897293876,-0.614531247,-0.279949359,-0.74521285,-0.835575249,-0.829719892,-0.623516379,-0.036148897,-0.318565514,0.357651527
f450,-0.634568167,-0.551517107,-0.445597434,-0.242181479,-1,0.160942938,-0.537502016,-1,0.021847053,-0.576045702,-1,-0.657078338,-0.366944645,-1,-0.6024159,-1,-0.547036579,-0.105292399,0.04876223,-0.371567404,-0.227449504,-0.371567404,-1,-0.615749951,-0.260200932,-1,-0.920756452,-0.764817125,-0.874712719,-0.036148897,-0.344301665,0.865099481
f451,-0.642131297,-0.560370629,-0.453519006,-0.242754987,-1,0.242532855,-0.544635016,-1,0.010663656,-0.628645724,-1,-0.656719895,-0.322454143,-1,-0.601699016,-1,-0.546355539,-0.104898113,0.100822264,-0.327401785,-0.237808484,-0.327401785,-1,-0.615749951,-0.229854522,-1,-0.915187294,-0.748288706,-0.865907653,-0.036148897,-0.363442479,0.89444093
f452,-0.642202986,-0.564241805,-0.456888363,-0.242038102,-1,-1,-0.545423589,-1,-0.020413284,-0.746178827,-1,-0.655321971,-1,-1,-0.597863684,-1,-0.550047494,-0.097191605,-1,-1,-0.242109791,-1,-1,-0.619262684,-1,-1,-1,-1,-1,-0.036148897,-0.372188469,-1
f453,-0.642668961,-0.563632453,-0.45703174,-0.247773178,-1,-1,-0.55137373,-1,-0.065863756,-1,-1,-0.654605086,-1,-1,-0.596394071,-1,-0.552018926,-0.095757836,-1,-1,-0.243436027,-1,-1,-0.619764503,-1,-1,-1,-1,-1,-0.036148897,-0.3797516,-1
f454,-0.642274674,-0.566213237,-0.455060308,-0.246877072,-1,-1,-0.553811137,-1,-0.090667957,-1,-1,-0.657544312,-1,-1,-0.597182644,-1,-0.551660484,-0.098804595,-0.75667562,-1,-0.242504077,-1,-1,-0.625893865,-0.75667562,-1,-1,-1,-1,-0.036148897,-0.367313655,-0.801232422
f455,-0.6380809,-0.572450132,-0.454630177,-0.250246429,-1,-1,-0.554384644,-1,-0.099198882,-1,-1,-0.658547951,-1,-1,-0.596573292,-1,-0.551624639,-0.102926681,-1,-1,-0.254045916,-1,-1,-0.631844006,-1,-1,-1,-1,-1,-0.036148897,-0.366811836,1
f456,-0.62313386,-0.5776117,-0.455382906,-0.259099952,-1,-0.767981439,-0.555459971,-1,-0.124433213,-0.995823666,-1,-0.658655483,-0.982923434,-1,-0.596358227,-1,-0.546964891,-0.108195781,-0.778143852,-0.841577726,-0.260067746,-0.841577726,-1,-0.637435704,-0.778468677,-1,-1,-1,-0.999071926,-0.036148897,-0.375486137,-0.923851508
f457,-0.627076725,-0.581196122,-0.462587594,-0.252827213,-1,0.082533589,-0.554743087,-1,-0.148914816,-0.559692898,-1,-0.656397297,-0.236046065,-1,-0.596429916,-1,-0.555173217,-0.114755274,0.339884837,-0.219884837,-0.26078463,-0.219884837,-1,-0.637005574,-0.111631478,-1,-0.884184261,-0.672514395,-0.879846449,-0.036148897,-0.39054071,0.663800384
f458,-0.214210476,-0.247390597,-0.173226084,-0.186967347,-1,-0.98337364,-0.23891602,-1,-0.042612276,-0.993075877,-1,-0.249832424,-0.994206469,-1,-0.205975294,-1,-0.219525041,-0.092885186,-0.999631197,-0.999712817,-0.056209901,-0.999712817,-1,-0.249832424,-0.999622128,-1,-1,-0.999360641,-0.997551391,-0.094608829,-0.083788183,-0.960662031
f459,-0.801952063,-0.710526316,-0.714850507,-0.677538918,-1,0.245823389,-0.82629108,-1,-0.483568075,-0.503579952,-1,-1,-0.260143198,-1,-0.69125278,-1,-0.624907339,-0.648752162,0.093078759,-0.255369928,-0.558685446,-0.255369928,-1,-1,-0.116945107,-1,-0.894988067,-0.618138425,-0.885441527,0.202372128,-0.690140845,0.980906921
f460,-0.649475923,-0.723150539,-0.784900501,-0.636070181,-1,-0.266666667,-0.766367917,-1,-0.577244417,-0.966666667,-1,-0.819838979,-0.6,-1,-0.669603524,-1,-0.614727328,-0.680198997,0.233333333,-0.433333333,-0.569801003,-0.433333333,-1,-0.819838979,0.033333333,-1,-1,-1,-1,-0.520887134,-0.488682971,-0.6
f461,-0.855780351,-0.90411391,-0.454272368,-0.717868998,-1,0.232198142,-0.944622178,-1,0.378963337,-0.46749226,-1,-1,-0.213622291,-1,-0.798344823,-1,-0.810195407,-0.58502681,0.188854489,-0.139318885,-0.013592875,-0.139318885,-1,-1,-0.046439628,-1,-0.86377709,-0.529411765,-0.894736842,0.457141141,-0.335285901,0.845201238
f462,-0.753943774,-0.815678153,-0.757292676,-0.749669516,-1,-0.567567568,-0.811227637,-1,-0.743897065,-0.816216216,-1,-0.826033313,-0.827027027,-1,-0.780602803,-1,-0.721908875,-0.826738345,-1,-1,-0.687494492,-1,-1,-0.826033313,-1,-1,-1,-0.956756757,-0.924324324,-0.745659646,-0.664052172,0.135135135
f463,-0.786715901,-0.869000729,-0.096316557,-0.5845186,-1,-0.462686567,-0.90174143,-1,0.123778264,-0.641791045,-1,-1,-0.671641791,-1,-0.749562363,-1,-0.719447484,-0.358460977,-0.179104478,-0.462686567,0.274981765,-0.462686567,-1,-1,-0.388059701,-1,-0.910447761,-0.71641791,-0.835820896,0.560594457,-0.013238512,0.895522388
f464,-0.675199348,-0.754802465,-0.768756796,-0.652727437,-1,-0.018510421,-0.773740486,-1,-0.597317869,-0.971432736,-1,-0.82312432,-0.907885148,-1,-0.671348315,-1,-0.628851033,-0.698441464,-0.874653841,-0.905553126,-0.587894165,-0.905844629,-1,-0.82312432,-0.89301851,-1,-0.990963416,-0.826847398,-0.987756887,-0.524193548,-0.530808264,0.544672788
f465,-0.902645256,-0.908902852,-0.249036796,-0.698407157,-1,-0.00472953,-0.935704497,-1,0.184805937,-0.971031629,-1,-1,-0.906591782,-1,-0.798787268,-1,-0.73835751,-0.351795827,-0.874963051,-0.904227017,0.224782148,-0.904522613,-1,-1,-0.891516406,-1,-0.990836536,-0.824416199,-0.987584984,0.341219973,-0.127918703,0.549216672
f466,-0.897349006,-0.907307882,-0.795472947,-0.95158561,-1,-1,-0.899954552,-1,-0.897196777,-1,-1,-0.906542324,-1,-1,-0.897655671,-1,-0.897809003,-0.955415608,-1,-1,-0.440502665,-1,-1,-0.910065657,-1,-1,-1,-1,-1,-0.871943283,-0.795472947,-1
f467,-0.912659736,-0.898400339,-0.779706396,-0.943933106,-1,-1,-0.899696542,-1,-0.885274973,-1,-1,-0.914442452,-1,-1,-0.908932132,-1,-0.913146249,-0.950739629,-1,-1,-0.408176694,-1,-1,-0.902126776,-1,-1,-1,-1,-1,-0.84815994,-0.779706396,-1
f468,-0.638013372,-0.627441788,-0.668560613,-0.818077417,-1,-1,-0.433321609,-1,-0.733621844,-1,-1,-0.464920098,-1,-1,-0.773700017,-1,-0.418567897,-0.783691121,-0.890625,-1,-0.654004158,-1,-1,-0.485714477,-1,-1,-1,-1,-1,-0.710160104,-0.668560613,-0.3125
f469,-0.780722382,-0.624873878,-0.677853925,-0.785824463,-1,-1,-0.516568823,-1,-0.698275887,-1,-1,-0.513321892,-1,-1,-0.784780836,-1,-0.717293267,-0.802986692,-1,-1,-0.712174488,-1,-1,-0.515525197,-1,-1,-1,-1,-1,-0.710325181,-0.677853925,1
f470,-0.53827055,-0.68069524,-0.709794762,-0.818804202,-1,-0.44371696,-0.564813333,-1,-0.733493367,-0.092681507,-1,-0.540284694,0.19486881,-1,-0.752626959,-1,-0.249824818,-0.761690348,-0.116833988,0.485814055,-0.812466045,0.824579272,-1,-0.562223793,0.618943693,-0.708860759,-0.430670741,-0.582278481,-0.823463796,-0.744273621,-0.709794762,-0.355448858
f471,-0.783803113,-0.780023552,-0.810339056,-0.846646599,-1,-0.441278192,-0.736483595,-1,-0.801294658,-0.164499001,-1,-0.703177479,0,-1,-0.843518013,-1,-0.687575365,-0.844611343,-0.112962151,0.4143894,-0.905242004,0.553704516,-1,-0.712964777,0.384675337,-0.707584393,-0.428174777,-0.580447172,-0.822689853,-0.835265704,-0.810339056,-0.352623119
f472,-0.064837675,-0.058021187,-0.332126294,-0.27504734,-1,-1,-0.267280059,-1,-0.333227182,-0.777761908,-1,-0.281389002,-0.413268585,-1,-0.177710359,-1,-0.450380146,-0.253645942,-1,-0.771477541,-0.693279733,-1,-1,-0.226696161,-1,-1,-1,-1,-1,-0.175539401,-0.332126294,-1
f473,0.273585545,0.245687732,-0.337898435,-0.124903226,-1,-1,-0.027024855,-1,-0.10676948,-1,-1,-0.043764213,-1,-1,0.121536941,-1,-0.269745537,-0.006566013,-1,-1,-0.582066792,1,-1,0.059462382,1,-1,-1,-1,-1,0.113530506,-0.337898435,-1
f474,-0.045789878,-0.129960718,-0.081616773,-0.259319197,-1,-1,-0.034433755,-1,0.110494404,-1,-1,0.017777604,-1,-1,0.091178123,-1,-0.368074318,-0.145413237,-1,-1,-0.819272198,-0.868522155,-1,-0.069671197,-1,-1,-1,-1,-1,0.113578502,-0.081616773,-1
f475,0.3499747,0.321813026,-0.26936041,-0.087747786,-1,-1,0.057747084,-1,0.086401419,-1,-1,0.040208731,-1,-1,0.234615703,-1,-0.194955656,0.105175868,-1,-1,-0.584194674,-1,-1,0.159766902,-1,-1,-1,-1,-1,0.251175849,-0.26936041,-1
f476,-0.441294152,-0.548668507,0.011475503,-0.452658033,-1,-0.864850136,-0.316870744,-1,0.144332272,-0.910626703,-1,-0.25705155,-0.099291553,-1,-0.523843262,-1,0.084213745,-0.530422124,-0.651226158,-0.522615804,-0.652412106,1,-1,-0.432919292,0.703542234,-1,-0.985395095,-1,-1,0.048024619,0.011475503,-1
f477,-0.76715679,-0.76698379,-0.368064683,-0.601036502,-1,-0.442970097,-0.621953223,-1,-0.345549067,-0.127137424,-1,-0.595678505,-0.095510383,-1,-0.725324591,-1,-0.517718103,-0.693863632,-0.123963777,0.520396159,-0.476922656,0.520396159,-1,-0.675021656,0.366091215,-0.671527455,-0.398320155,-0.528713305,-0.809581133,-0.422975536,-0.368064683,-0.324779076
f478,-0.992257001,-0.990750702,-0.7658763,-0.991043556,-1,-0.997980711,-0.98893528,-1,-0.986276547,-0.992929476,-1,-0.987487281,-0.988019892,-1,-0.991771623,-1,-0.988171962,-0.989392186,-0.998191682,-0.99801085,0.338103053,-0.99801085,-1,-0.987666247,-0.998191682,-1,-0.997962628,-1,-0.999517782,-0.990239564,-0.7658763,-0.997136829
f479,-0.988634076,-0.978656792,-0.737782688,-0.97648506,-1,-0.350746269,-0.977429843,-1,-0.967379639,-0.037313433,-1,-0.9747128,-0.074626866,-1,-0.981075816,-1,-0.97971888,-0.97540395,-0.440298507,-0.037313433,0.416118053,0.082089552,-1,-0.974605006,-0.134328358,-0.664179104,-0.350746269,-0.5,-0.858208955,-0.977902234,-0.737782688,-0.291044776
f480,-0.578086389,-0.487188372,-0.609361751,-0.69420439,-1,-0.688888889,-0.342067353,-1,-0.577561304,-0.955555556,-1,-0.330087237,0.688888889,-1,-0.660577745,-1,-0.482459578,-0.668248984,-1,-0.822222222,-0.875841536,-0.111111111,-1,-0.361928289,-0.733333333,-1,-1,-1,-1,-0.60228798,-0.609361751,-1
f481,-0.829787234,-0.914893617,-0.014184397,-0.929078014,-1,-0.37398374,-0.914893617,-1,-0.014184397,-0.056910569,-1,-0.914893617,-0.398373984,-1,-0.822695035,-1,-0.028368794,-0.609929078,-0.390243902,0.016260163,-0.014184397,0.016260163,-1,-0.914893617,-0.105691057,-0.634146341,-0.300813008,-0.455284553,-0.853658537,0.085106383,-0.014184397,-0.268292683
f482,-1,-1,-0.705882353,-1,-1,-0.943396226,-1,-1,-0.705882353,-0.773584906,-1,-1,-0.773584906,-1,-1,-1,-0.647058824,-0.941176471,-1,-1,-0.705882353,-1,-1,-1,-1,-1,-0.981132075,-1,-0.981132075,-0.176470588,-0.705882353,-0.905660377
f483,-1,-1,-0.703703704,-1,-1,-0.57037037,-1,-1,-0.703703704,-0.6,-1,-1,-0.762962963,-1,-1,-1,-0.481481481,-0.925925926,-0.896296296,-0.62962963,-0.703703704,-0.614814815,-1,-1,-0.688888889,-0.822222222,-0.614814815,-0.659259259,-0.881481481,-0.185185185,-0.703703704,-0.614814815
f484,-1,-1,-0.555555556,-1,-1,-1,-1,-1,-0.555555556,-0.997771565,-1,-1,-0.998906041,-1,-1,-1,-0.555555556,-1,-1,-0.998906041,-0.555555556,-1,-1,-1,-0.998906041,-0.986386289,-0.995786232,-0.975203598,-1,0.111111111,-0.555555556,-0.955188201
f485,-0.715976331,-0.857988166,0.431952663,-0.881656805,-1,-1,-0.857988166,-1,0.431952663,-0.998541388,-1,-0.857988166,-0.998906041,-1,-0.704142012,-1,0.349112426,-0.384615385,-1,-0.998906041,0.431952663,-1,-1,-0.857988166,-0.998906041,-0.986386289,-0.995786232,-0.975203598,-1,0.230769231,0.431952663,-0.955188201
f486,-0.998675848,-0.993229858,-0.996953828,-0.996049959,-1,-1,-0.997301283,-1,-0.993262513,-0.954761905,-1,-0.996523549,-1,-1,-0.998219273,-1,-0.996932443,-0.994417312,-1,-1,-0.990535166,-1,-1,-0.997754027,-1,-1,-1,-1,-1,-0.98524826,-0.992764134,-1
f487,-0.735086019,-0.5557663,-0.83572906,-0.908826594,-1,-1,-0.779001406,-1,-0.834036939,-1,-1,-0.814702379,-1,-1,-0.740796926,-1,-0.589743945,-0.799937932,-1,-1,-0.859675342,-1,-1,-0.681326512,-1,-1,-1,-1,-1,-0.75493723,-0.731663636,-1
f488,-0.976418263,-0.94080924,-0.985131908,-0.98610878,-1,-1,-0.978553339,-1,-0.989066796,-1,-1,-0.975794541,-1,-1,-0.9734279,-1,-0.973620839,-0.982983132,-1,-1,-0.988320728,-1,-1,-0.970565973,-1,-1,-1,-1,-1,-0.981566534,-0.977899554,-1
f489,-0.620309051,0.187637969,-0.836644592,-0.82781457,-1,-1,-0.603532009,-1,-0.920529801,-1,-1,-0.657395143,-1,-1,-0.586754967,-1,-0.770419426,-0.804856512,-1,-1,-0.871081678,-1,-1,-0.493156733,-1,-1,-1,-1,-1,-0.781015453,-0.804856512,-1
f490,-0.977094315,-0.999446892,-0.929490637,-0.999978583,-1,-0.290964459,-0.98339148,-1,-0.93593132,-1,-1,-0.999027121,-0.720746128,-1,-0.983716961,-1,-0.984998897,-0.816847307,-0.735870842,-0.692341177,-0.974054593,-0.714474905,-1,-0.996434883,-0.735133051,-1,-1,-1,-1,-0.963076003,-0.903464582,-0.357752984
f491,-0.51533915,-0.99580167,-0.541795666,-1,-0.850597334,-0.290964459,-1,-0.817765637,-0.993878413,-0.69123449,-0.866090944,-0.999226006,-0.767964748,-0.812232205,-0.953865278,-0.80854325,-0.840909091,-0.710455953,-0.754315616,-0.736977529,-0.908410733,-0.719270546,-0.931754338,-1,-0.721852814,-0.856868557,-0.863508675,-0.852072916,-0.875313331,-0.936039966,-0.985552116,-0.416776259
f492,-0.991396248,-0.999829522,-0.99105954,-0.99996885,-0.857606348,-0.290964459,-0.998047434,-0.817765637,-0.998355257,-0.684963267,-0.872362167,-0.999885593,-0.72627956,-0.8126011,-0.998460319,-0.756897884,-0.997590655,-0.993347115,-0.728124037,-0.789360686,-0.997935009,-0.776080449,-0.938025561,-0.998857628,-0.801165341,-0.853179602,-0.827725815,-0.803747609,-0.858713034,-0.998957593,-0.992987469,-0.436696615
f493,-0.822566753,-0.967269595,-0.954636807,-0.999425782,-1,-0.290964459,-0.843238587,-1,-0.97588286,-1,-1,-0.980476601,-0.775342658,-1,-0.968992248,-1,-0.98794143,-0.966695378,-0.701194668,-0.707834786,-0.977605512,-0.793787431,-1,-0.990812518,-0.817765637,-1,-1,-1,-1,-0.990812518,-0.953488372,-0.395011427
f494,-0.978799257,-0.898787613,-0.950130425,-0.940966183,-1,-0.290964459,-0.958644752,-1,-0.895361427,-1,-1,-0.947985237,-0.847277275,-1,-0.972383961,-1,-0.953231569,-0.905280992,-0.750257766,-0.822192383,-0.856951201,-0.759111257,-1,-0.966214719,-0.74583102,-1,-1,-1,-1,-0.777262975,-0.885912482,-0.416407364
f495,-0.985736203,-0.981146682,-0.99016716,-0.996135991,-1,-0.290964459,-0.990633886,-1,-0.992927985,-1,-1,-0.992141928,-0.781244985,-1,-0.988725688,-1,-0.9816162,-0.989707194,-0.698981295,-0.731075201,-0.993479063,-0.750626661,-1,-0.986494339,-0.763169107,-1,-1,-1,-1,-0.989213429,-0.988537146,-1
f496,-0.986531385,-0.972797008,-0.990424609,-0.993618559,-1,-0.290964459,-0.989560728,-1,-0.994478076,-1,-1,-0.988861804,-0.723697292,-1,-0.987336964,-1,-0.987157433,-0.990144009,-0.715950487,-0.749151079,-0.994006336,-0.739190902,-1,-0.986146575,-0.729968515,-1,-1,-1,-1,-0.99122338,-0.987701264,-0.391691367
f497,-0.634158416,-0.305940594,-0.869306931,-0.902970297,-1,-0.290964459,-0.642574257,-1,-0.934653465,-1,-1,-0.791089109,-0.714474905,-1,-0.741584158,-1,-0.860891089,-0.861881188,-0.721852814,-0.743617647,-0.908415842,-0.735870842,-1,-0.707920792,-0.75394672,-1,-1,-1,-1,-0.869306931,-0.85049505,-0.46067482
f498,-0.999991776,-0.999790479,-0.999896312,-0.998160791,-1,-0.290964459,-0.998496883,-1,-0.996685205,-1,-1,-0.999988201,-0.759111257,-1,-0.998108232,-1,-1,-0.992523744,-0.712999323,-0.763538003,-0.999969609,-0.742879856,-1,-0.996452801,-0.795263013,-1,-1,-1,-1,-0.996733831,-1,-0.429687601
f499,-0.983418614,-0.971396764,-0.991258273,-0.990591896,-1,-0.290964459,-0.984373234,-1,-0.978002252,-1,-1,-0.992052275,-0.703408041,-1,-0.983510283,-1,-0.986274769,-0.971169172,-0.682012103,-0.728124037,-0.987113618,-0.73033741,-1,-0.989243732,-0.74583102,-1,-1,-1,-1,-0.980040303,-0.983377126,-0.369926534
f500,-0.999563587,-0.998497301,-0.999545591,-0.999460108,-1,-0.290964459,-0.999536593,-1,-0.991478704,-1,-1,-1,-0.696030131,-1,-0.998224355,-1,-0.985088482,-0.999353629,-0.795263013,-0.736239738,-0.996646671,-0.728492933,-1,-0.998804739,-0.734026365,-1,-1,-1,-1,-0.999794541,-0.994755549,-0.382468981
f501,-0.99149645,-0.986595085,-0.988784105,-0.982846797,-1,-0.290964459,-0.990219941,-1,-0.939669065,-1,-1,-0.990969347,-0.688652222,-1,-0.968429554,-1,-0.987581592,-0.96681046,-0.691603386,-0.598272831,-0.990050223,-0.716688278,-1,-0.978236063,-0.710048159,-1,-1,-1,-1,-0.97110002,-0.989353087,-0.376197757
f502,-0.989414344,-0.982665474,-0.992618179,-0.990113626,-0.72152724,-0.253480108,-0.989479575,-0.921981457,-0.970833276,-0.116359847,-0.733561333,-0.993674809,-0.765196249,-0.465359233,-0.98209592,-0.687925829,-0.989095713,-0.974983096,-0.626793491,-0.5764555,-0.990903369,-0.405776578,-1,-0.986621987,-0.211798969,-0.596462447,-0.63854971,-0.760707511,-0.50303257,-0.98145985,-0.988857543,-0.459213936
f503,-1,-1,-1,-1,-0.620238984,-0.715459298,-1,-0.567587752,-1,-0.810306199,-0.638162808,-1,-0.814413742,-0.81665422,-1,-0.517550411,-1,-0.998870376,-0.80545183,-0.840179238,-1,-0.814413742,-0.667289022,-1,-0.868558626,-0.287528006,-0.708737864,-0.727408514,-0.801344287,-1,-1,-0.690067214
f504,-1,-1,-1,-0.996166797,-0.968619414,-0.97045934,-0.999393109,-0.96387521,-0.999651527,-0.971930932,-0.975828419,-0.999244323,-0.971165725,-0.981786955,-0.999463587,-0.967798463,-0.999584965,-0.995156617,-0.955924403,-0.965142411,-0.998841034,-0.971165725,-0.974531241,-1,-0.980924121,-0.948823496,-0.961121531,-0.965393511,-0.976821833,-0.995974941,-0.998148003,-0.968706672
f505,-1,-1,-0.997442922,-1,-0.980937341,-0.986145533,-0.991354642,-0.977551545,-0.941628615,-0.986666369,-0.986696618,-1,-0.983822387,-0.992337092,-0.998249619,-0.988027859,-0.991902588,-1,-0.967773174,-0.976031567,-1,-0.983822387,-0.989091974,-1,-0.988589028,-0.977039248,-0.974279999,-0.987707308,-0.988802322,-1,-1,-0.991685498
f506,-1,-0.994120986,-0.995081124,-1,-0.980881429,-0.993088592,-0.99191961,-0.97154654,-0.997217066,-0.989812405,-0.989004578,-0.999998665,-0.991248541,-0.99690333,-0.999805034,-0.983080513,-0.990135541,-1,-0.982541962,-0.988151871,-0.991605796,-0.991248541,-0.993268109,-0.999602056,-0.992505161,-0.977380846,-0.977515483,-0.980387757,-0.993088592,-0.996190826,-0.992181345,-0.97459833
f507,-0.983416374,-0.993454406,-0.997726938,-1,-0.982372171,-0.995957491,-0.9939727,-0.975480081,-1,-0.984844794,-0.986115968,-0.983028981,-0.983202419,-0.994023486,-0.986657626,-0.989253341,-1,-0.992516878,-0.956065863,-0.971094936,-1,-0.983202419,-0.98924134,-0.999270615,-0.98594075,-0.977578383,-0.968101219,-0.97330413,-0.989460123,-0.980628556,-0.987165306,-0.975484521
f508,-0.994973956,-0.995091297,-0.998090941,-0.999285775,-0.943410138,-0.999391387,-0.997708176,-0.921800413,-0.998556109,-0.984557445,-0.960327348,-0.996752437,-0.951953758,-0.983806611,-0.99741927,-0.974178452,-0.996163595,-0.997221519,-0.861676863,-0.908025187,-0.998384971,-0.951953758,-0.985269744,-0.998638938,-0.961881058,-0.938794295,-0.902172652,-0.96432266,-0.991893374,-0.995915036,-0.996436348,-0.988540442
f509,-0.580965433,-0.538504893,-0.796133641,-0.93464506,-0.815941351,-0.810326002,-0.732831424,-0.83715489,-0.831605426,-0.912338169,-0.774762128,-0.728085241,-0.905786929,-0.868351271,-0.781616253,-0.715489003,-0.588713577,-0.76097629,-0.958820777,-0.948837935,-0.789014366,-0.905786929,-0.769458743,-0.882982857,-0.942286695,-0.562626735,-0.912962096,-0.908594603,-0.882077679,-0.619480708,-0.630610507,-0.917641554
f510,-0.889124955,-0.659718068,-0.799990924,-0.919570625,-0.987101448,-0.979353151,-0.91347324,-0.988209787,-0.632209704,-0.98804263,-0.990280274,-0.863514288,-0.988548977,-0.989629524,-0.889339477,-0.981835882,-0.820906852,-0.939001399,-0.994858685,-0.991979148,-0.813811113,-0.988548977,-0.987459734,-0.810601529,-0.994419461,-0.974672025,-0.990823352,-0.990682036,-0.988789108,-0.901559,-0.766401677,-0.991828325
f511,-0.996410183,-0.985938135,-0.996381918,-0.996598662,-0.989153695,-0.980073407,-0.995183221,-0.990945676,-0.997160484,-0.985236095,-0.992478137,-0.996598072,-0.99079426,-0.993689236,-0.992138769,-0.990367389,-0.995310965,-0.995693016,-0.994320513,-0.992537264,-0.997893739,-0.99079426,-0.988544841,-0.991351864,-0.994763079,-0.984859028,-0.991733917,-0.992758075,-0.986156751,-0.99803115,-0.99491873,-0.991337377
f512,-0.95650089,-0.912593606,-0.96702154,-0.969384671,-0.995224602,-0.967013792,-0.958716391,-0.996096597,-0.924721528,-0.993389492,-0.994154621,-0.968893214,-0.983874241,-0.992647946,-0.938301028,-0.983622817,-0.952059718,-0.93359791,-0.985209807,-0.9823258,-0.967419544,-0.983874241,-0.99700337,-0.946403843,-0.979780694,-0.985694083,-0.986611893,-0.983679762,-0.978365164,-0.946552876,-0.95075279,-0.96851712
f513,-0.99700337,-0.985694083,-0.992951159,-0.991655835,-0.946403843,-0.949546327,-0.994154621,-0.938301028,-0.985209807,-0.952059718,-0.958716391,-0.992647946,-0.95075279,-0.968893214,-0.996096597,-0.945001709,-0.993389492,-0.986611893,-0.924721528,-0.940465332,-0.979780694,-0.95075279,-0.95650089,-0.995224602,-0.967419544,-0.912593606,-0.93359791,-0.940894196,-0.960413083,-0.96851712,-0.983874241,-0.946552876
f514,-0.988544841,-0.984859028,-0.992103313,-0.996896841,-0.991351864,-0.992526724,-0.992478137,-0.992138769,-0.994320513,-0.995310965,-0.995183221,-0.993689236,-0.99491873,-0.996598072,-0.990945676,-0.989990148,-0.985236095,-0.991733917,-0.997160484,-0.997480988,-0.994763079,-0.99491873,-0.996410183,-0.989153695,-0.997893739,-0.985938135,-0.995693016,-0.996605673,-0.996770611,-0.991337377,-0.99079426,-0.99803115
