,or789,or1355,or4488,or4421,or4320,or2185,or2127,or4326,or2158,or4366,or4473,or4386,or4385,or4395,or2157,or4349,or3752,or2770,or4502,or4400,or3466,or506,or2130,or3182,or2224,or3558,or2178,or3183,or3336,or2022,or2122,or2015,or4347,or2093,or4361,or2067,or3619,or4253,or4355,or2709,or4503,or2201,or4345,or2899,or2062,or4449,or4331,or2027,or1577,or4495,or2205,or919,or1990,or3587,or4527,or4469,or4398,or2191,or1484,or2181,or4451,or1488,or4384,or4446,or2182,or4367,or4394,or352,or1201,or2081,or728,or2104,or4479,or3053,or2013,or4429,or2011,or2117,or2245,or4396,or2160,or4381,or635,or2616,or2118,or1606,or4368,or2165,or2156,or4377,or2393,or4348,or2215,or4408,or4472,or445,or4393,or2161,or2121,or2208,or4452,or4382,or4522,or4521,or4414,or2246,or2264,or1984,or2085,or3275,or4410,or4035,or4357,or1771,or2239,or2187,or4510,or1040,or3465,or2992,or2146,or4466,or2120,or2091,or2084,or4254,or2258,or918,or2209,or4422,or4275,or2136,or1699,or2207,or2231,or4455,or3304,or2144,or4435,or4420,or3963,or4425,or2129,or129,or2188,or1072,or1011,or1323,or2125,or4391,or3748,or2131,or3870,or4465,or2083,or2333
f38,-0.424986932,-0.193936226,-0.985809891,-0.999972823,-0.998961671,-0.913216622,-0.860951385,-1,-0.863042342,-0.996605593,-0.999990857,-0.995213875,-0.985865243,-1,-0.884997386,-0.984857247,-0.994698342,-0.999081817,-0.999639466,-1,-0.999283346,-0.457396759,-0.907997909,-0.995700075,-0.817193635,-0.999241467,-0.834814428,-0.999676945,-0.999887193,-0.819132253,-0.843178254,-1,-1,-0.957135389,-0.993789228,-0.887088343,-0.998328116,-0.999085181,-0.996747534,-0.999104815,-0.9982227,-0.835859906,-0.998405441,-0.997325421,-0.895452169,-1,-0.986016142,-0.891270256,-0.121798223,-1,-0.866178777,-0.699947726,-0.854678515,-0.997051768,-0.993072221,-1,-0.997314882,-0.911134344,-0.187663356,-0.900679561,-0.998648649,-0.507579718,-0.991434849,-0.999227913,-0.792995295,-0.991037985,-1,-0.259801359,-0.194981704,-0.844223732,0.033978045,-0.95086252,-0.99860674,-0.999096132,-0.957135389,-0.999347298,-0.745948772,-0.774176686,-0.930998432,-0.999022239,-0.895452169,-0.991789984,-0.24098275,-0.997304135,-0.831677993,-0.830632514,-1,-0.926816519,-0.848405646,-0.999159423,-0.979753525,-0.999732105,-0.856769472,-0.993896063,-0.9999989,-0.259801359,-0.99822097,-0.890224778,-0.824407044,-0.902770518,-0.989051487,-0.998514802,-0.999858799,-0.999829906,-0.990737597,-0.766858338,-0.923680084,-0.940407737,-0.899634083,-0.998608381,-0.996036167,-0.995774256,-0.996201736,-0.504443283,-0.929952953,-0.670674334,-0.997311801,-1,-0.996503881,-0.999107855,-0.901725039,-1,-0.815995818,-0.962362781,-0.901725039,-0.999548647,-1,-0.231573445,-0.829587036,-1,-0.998837203,-1,0.538944067,-0.820177731,-0.960271824,-1,-0.994953563,-0.914270779,-0.999705563,-1,-0.999215909,-0.999996842,-0.923680084,-0.619445896,-0.749085206,-0.368531103,-0.470987977,-1,-0.883951908,-0.997635817,-0.9972265,-0.933089388,-0.998991425,-0.999393831,-0.922634605,-0.997034316
f39,-0.478905125,-0.568429718,-0.997083307,-0.998379563,-0.997776001,-0.836781373,-0.849351718,-0.998492438,-0.613706524,-0.997221303,-0.999197591,-0.997813314,-0.995887096,-0.996857595,-0.654867257,-0.996396822,-0.995461175,-0.997729113,-0.998957252,-0.998097273,-0.999055283,-0.498456473,-0.715785141,-0.997090148,-0.890329438,-0.996247688,-0.817863758,-0.996992324,-0.998894695,-0.585511422,-0.905330315,-1,-0.997931285,-0.944021404,-0.998219902,-0.891541469,-0.998226403,-0.997757908,-0.998740927,-0.994561244,-0.998510229,-0.859230294,-0.997797942,-0.997042788,-0.9045071,-0.999620039,-0.997415606,-0.896480757,-0.79831241,-0.998513464,-0.816217329,-0.640666804,-0.865816012,-0.996497771,-0.996836548,-0.998075335,-0.996832115,-0.857378061,-0.757151677,-0.927968718,-0.998383269,-0.791726693,-0.997532087,-0.995966622,-0.863757975,-0.997710398,-0.998824867,-0.778761062,-0.759415518,-0.683473966,0.171022844,-0.909446388,-0.998718154,-0.997764519,-0.951841943,-0.999152893,-0.757769088,-0.806132949,-0.980654456,-0.997720354,-0.854291006,-0.99809921,-0.773204363,-0.997019252,-0.851615559,-0.912121836,-0.998998837,-0.935789257,-0.844206627,-0.99819934,-0.993220003,-0.998528049,-0.940934349,-0.996960063,-0.999223705,-0.463881457,-0.998286135,-0.921383001,-0.802572684,-0.82527269,-0.993585152,-0.998789301,-0.996952971,-0.998020154,-0.996018005,-0.708376209,-0.980654456,-0.94772587,-0.740069973,-0.996758189,-0.998142675,-0.994732118,-0.99836565,-0.790286067,-0.055566989,-0.934760239,-0.997779023,-1,-0.997315863,-0.99457971,-0.877341017,-0.998931259,-0.840707965,-0.935583453,-0.736159704,-0.99797052,-1,-0.770323112,-0.877958428,-0.997555324,-0.997111483,-1,-0.815394114,-0.834122247,-0.955340605,-0.998470844,-0.995771947,-0.287919325,-0.999567286,-0.997517194,-0.998629909,-0.99828231,-0.660835563,-0.772586952,-0.861082527,-0.616381972,-0.400905536,-1,-0.888866022,-0.99811619,-0.997510611,-0.600946697,-0.994376693,-0.998485229,-0.899773616,-0.99715821
f40,-0.311594203,-0.06884058,-0.871449422,-0.919540286,-0.903797886,-1,-0.811594203,-0.926669038,-0.847826087,-0.87433557,-0.961674279,-0.896567595,-0.819665382,-0.842975121,-0.844202899,-0.797385941,-0.742010135,-0.840687326,-0.949290861,-0.91867285,-0.919060882,-0.351449275,-0.905797101,-0.784669747,-0.830304456,-0.812311885,-0.887681159,-0.767074822,-0.882989563,-0.862318841,-0.862318841,-1,-0.907704693,-0.952898551,-0.918699216,-0.876811594,-0.873018929,-0.903172149,-0.945969506,-0.625682706,-0.932564389,-0.804347826,-0.89795615,-0.766341982,-0.916666667,-0.983759548,-0.847112488,-0.862318841,-0.043478261,-0.93646186,-0.847826087,-0.68115942,-0.858695652,-0.850064278,-0.855887918,-0.912568809,-0.826392252,-0.894927536,-0.213768116,-0.880434783,-0.928018687,-0.507246377,-0.891861253,-0.827603657,-1,-0.899825919,-0.937943257,-0.282608696,-0.224637681,-0.81884058,-0.101449275,-0.945652174,-0.941930009,-0.84317119,-0.93115942,-0.951114383,-0.717391304,-0.786231884,-0.898550725,-0.89877679,-0.898550725,-0.917064633,-0.264492754,-0.764482344,-0.807971014,-0.822463768,-0.95397116,-0.887681159,-0.753623188,-0.923035431,-0.627741829,-0.936331017,-0.891304348,-0.860152068,-0.940067873,-0.199275362,-0.917510824,-0.876811594,-0.835733859,-0.902173913,-0.720945897,-0.912918012,-0.792178685,-0.901982296,-0.824131905,-0.753623188,-0.913043478,-0.93115942,-0.876811594,-0.81753045,-0.919403683,-0.7296545,-0.930143911,-0.503623188,-0.934782609,-0.641304348,-0.888860518,-1,-0.827027222,-0.626953578,-0.913043478,-0.932195822,-0.760869565,-0.960144928,-0.916666667,-0.875383977,-1,-0.260869565,-0.81884058,-0.872131387,-0.87653779,-1,0.550724638,-0.855072464,-0.971014493,-0.933224169,-0.818304255,-0.913043478,-0.981504743,-0.892343827,-0.905477475,-0.922202547,-0.894927536,-0.619565217,-0.764492754,-0.213768116,-0.442028986,-1,-0.869565217,-0.916280128,-0.811277195,-0.916666667,-0.759548113,-0.88810763,-0.923913043,-0.616505761
f41,-0.615648711,-0.492316836,-0.939391025,-0.964328505,-0.884222071,-0.947788049,-0.953087326,-0.964148121,-0.934217423,-0.952289235,-0.947109099,-0.974377849,-0.909553788,-0.951149433,-0.935475417,-0.98809798,-0.937146258,-0.91389355,-0.973345325,-0.962577857,-0.886892131,-0.660260478,-0.952930077,-0.945158261,-0.938789346,-0.94677104,-0.907589894,-0.865073664,-0.922627524,-0.954974316,-0.958066883,-0.688856274,-0.988450653,-0.964409267,-0.988823532,-0.953978404,-0.949535731,-0.946532761,-0.987441496,-0.897739611,-0.927266321,-0.912359786,-0.968584915,-0.914636775,-0.939616312,-0.996567897,-0.972677006,-0.944491037,-0.29707831,-0.893890406,-0.953873572,-0.771897474,-0.959482126,-0.902857385,-0.847350376,-0.971102102,-0.981620394,-0.947583604,-0.385936681,-0.916867596,-0.964170646,-0.57047332,-0.957302415,-0.949028725,-0.938882482,-0.972226239,-0.969434205,-0.580051368,-0.449469546,-0.943704791,-0.575211327,-0.976360205,-0.985465023,-0.915236047,-0.971118566,-0.977631042,-0.884212182,-0.889086906,-0.950885837,-0.973475606,-0.915766852,-0.969678367,-0.537648076,-0.913957386,-0.946535276,-0.507363654,-0.991529586,-0.962469861,-0.916762763,-0.973953738,-0.897598641,-0.973840816,-0.915557186,-0.941574769,-0.962809675,-0.619104728,-0.97060505,-0.91492819,-0.949770996,-0.95680889,-0.960877098,-0.982170338,-0.889769586,-0.948952174,-0.799449048,-0.879861621,-0.948998847,-0.814079044,-0.967659084,-0.963717233,-0.964413485,-0.954775048,-0.994067001,-0.539805535,-0.968550162,-0.80773666,-0.871104549,-0.580463434,-0.904693723,-0.898086803,-0.95361149,-0.44188828,-0.945434532,-0.969441241,-0.936209246,-0.9391336,-0.940227377,-0.490472272,-0.916553098,-0.954976712,-0.942021393,-0.949418178,0.589264006,-0.939721145,-0.948894014,-0.988588387,-0.887320185,-0.952405913,-0.994715538,-0.962762747,-0.97703396,-0.94369536,-0.954502568,-0.751970856,-0.869902506,-0.556556473,-0.538419127,-0.547646493,-0.927612957,-0.962197972,-0.938943927,-0.967292169,-0.940497115,-0.983472467,-0.957962051,-0.936165711
f42,-0.972557687,-0.971106995,-0.999593355,-0.999636422,-0.999016881,-0.984314574,-0.955630246,-0.999110868,-0.972913353,-0.998875602,-0.999301139,-0.999030031,-0.999117123,-0.999052347,-0.964646775,-0.99937654,-0.998729967,-0.998733108,-0.999719557,-0.999717974,-0.999000712,-0.964272111,-0.984180666,-0.999366024,-0.982918719,-0.998830747,-0.971425911,-0.99874778,-0.999228768,-0.975556864,-1,-0.973323209,-0.999600938,-0.953498121,-0.999526881,-0.976334221,-0.999075988,-0.998565244,-0.999323365,-0.998391079,-0.998905809,-0.977508354,-0.99935427,-0.999201731,-0.979574453,-0.999838286,-0.999030848,-0.971882795,-0.961433949,-0.999273427,-0.98303394,-0.962533024,-0.98321115,-0.999130984,-0.999727572,-0.999757476,-0.999355756,-0.95827002,-0.95605474,-0.981098334,-0.999557056,-0.953773746,-0.999754941,-0.999038552,-0.977181029,-0.999267408,-0.999547676,-0.961194451,-0.960364772,-0.972770402,-0.964039776,-0.97638156,-0.999168497,-0.998752861,-0.969614259,-0.999610734,-0.978035935,-0.976778647,-0.957500761,-0.999412864,-0.96452687,-0.999523706,-0.966506077,-0.999195377,-0.982939885,-0.961280409,-0.998889475,-0.974502014,-0.968989508,-0.999834096,-0.99787502,-0.999117063,-0.975269404,-0.999471338,-0.999526408,-0.95588407,-0.999685604,-0.967670244,-0.977554747,-0.976473124,-0.999486924,-0.999457049,-0.99695673,-0.998965414,-0.997507246,-0.973614718,-0.941182186,-0.978059604,-0.981682597,-0.998268328,-0.999450377,-0.998653309,-0.999335392,-0.950696086,-0.966809421,-0.974354702,-0.998805948,-0.966271251,-0.999229728,-0.998396542,-0.97279158,-0.99992028,-0.984177863,-0.953806759,-0.961864361,-0.999583566,-0.975830845,-0.963196705,-0.973492945,-0.999714619,-0.999039299,-0.980341844,-0.956332545,-0.975913464,-0.962231238,-0.99951646,-0.999003545,-0.967614807,-0.999695484,-0.999616452,-0.999871829,-0.999262594,-0.976093477,-0.959352589,-0.96617159,-0.971362065,-0.963636148,-0.963906791,-0.970191047,-0.999512142,-0.999152856,-0.975066656,-0.999384114,-0.999956414,-0.972819921,-0.999019653
f43,-0.80879449,-0.814092376,-0.997787646,-0.997383349,-0.99714157,-0.833340749,-0.817945384,-0.998481862,-0.809276116,-0.997550431,-0.997765889,-0.998352507,-0.997600797,-0.996827564,-0.812840148,-0.995654292,-0.99639589,-0.997092419,-0.998832408,-0.998566986,-0.997151775,-0.787217647,-0.853248567,-0.996957178,-0.802497261,-0.996491898,-0.824206521,-0.996304075,-0.995026142,-0.812647498,-0.825314261,-0.830901122,-0.998707237,-0.770746039,-0.996799177,-0.8201127,-0.997896801,-0.997599824,-0.997561674,-0.992377209,-0.998009275,-0.814092376,-0.997756663,-0.995562598,-0.817463758,-0.999682634,-0.997348865,-0.814381351,-0.811684246,-0.997779795,-0.81361075,-0.816500506,-0.817945384,-0.997566559,-0.993437176,-0.998470106,-0.997164293,-0.809950393,-0.81120262,-0.826903627,-0.995949173,-0.815055628,-0.998704795,-0.996873988,-0.820883302,-0.997777426,-0.99883283,-0.735153879,-0.811684246,-0.824158359,-0.804941482,-0.809757742,-0.997436488,-0.997137752,-0.804459856,-0.998629171,-0.820353513,-0.831430911,-0.804459856,-0.997114588,-0.810961807,-0.998911479,-0.801570101,-0.995527281,-0.818138034,-0.810480181,-0.997747398,-0.812551173,-0.813321774,-0.999080241,-0.995111366,-0.997926816,-0.80600106,-0.997362447,-0.998543532,-0.792130232,-0.997349566,-0.816500506,-0.814892853,-0.812647498,-0.996214932,-0.998673411,-0.986914534,-0.997551239,-0.995383309,-0.834802293,-0.821316765,-0.81601888,-0.841159755,-0.9946225,-0.997930529,-0.995814791,-0.997197995,-0.816982132,-0.857920339,-0.825555074,-0.99728332,-0.809276116,-0.996263019,-0.992403089,-0.802533353,-0.997125774,-0.819679237,-0.805904734,-0.813177287,-0.997960184,-0.819817833,-0.806867986,-0.810239368,-0.998531359,-0.995711883,-0.814140538,-0.81842701,-0.808168376,-0.800462361,-0.998522899,-0.995953109,-0.807349612,-0.999180317,-0.998372916,-0.999068652,-0.997812837,-0.813129124,-0.791937581,-0.843519723,-0.814092376,-0.810720994,-0.810239368,-0.810720994,-0.997499706,-0.995220577,-0.815537254,-0.997040452,-0.997652,-0.841159755,-0.995710444
f44,-0.953599454,-0.94336404,-0.997530969,-0.997379441,-0.996330003,-0.819156259,-0.737973388,-0.998171063,-0.944387581,-0.995725781,-0.998545154,-0.998039342,-0.995753127,-0.997218434,-0.939952235,-0.997224196,-0.964744235,-0.991760826,-0.999032364,-0.998560128,-0.99611718,-0.957011259,-0.940975776,-0.986738066,-0.634956767,-0.988066516,-0.885704538,-0.992623589,-0.993766462,-0.906516547,-0.737291027,-0.923575571,-0.997209742,-0.792562265,-0.995060859,-0.868304333,-0.994188148,-0.995722914,-0.997870426,-0.988841013,-0.998075478,-0.854657114,-0.996367545,0.984208082,-0.792562265,-0.998645697,-0.988256338,-0.810644831,-0.896281133,-0.998259475,-0.727737973,-0.967929034,-0.772091436,-0.987128234,-0.988348651,-0.997322799,-0.998959128,-0.638007506,-0.923234391,-0.621289662,-0.994839311,-0.965881952,-0.99734898,-0.99342559,-0.699078813,-0.998124342,-0.998664201,-0.912998976,-0.918116684,-0.903445923,-0.98567042,-0.773456158,-0.99791238,-0.991889284,-0.967929034,-0.999199078,-0.962470147,-0.93654043,-0.852610031,-0.998701373,-0.886386899,-0.998046825,-0.917093142,1,-0.754008871,-0.951552371,-0.999167851,-0.861480723,-0.885022177,-0.997798724,-0.990625453,-0.996475804,-0.772432617,-0.996511487,-0.999071088,-0.981917434,-0.998525562,-0.845445241,-0.844262798,-0.771409075,-0.993565064,-0.99864097,-0.996421051,-0.995756648,-0.996353718,-0.976799727,-0.94370522,-0.921528489,-0.868304333,-0.99157567,-0.997718723,-0.968057867,-0.997459264,-0.969976117,-0.961105425,-0.738996929,-0.994809788,-0.941999318,-0.981026638,-0.9888789,-0.76083248,-0.981922129,-0.784032753,-0.89457523,-0.963834869,-0.997514065,-0.940958064,-0.918457864,-0.821221426,-0.996104244,-0.99683255,-0.775844422,-0.986693961,-0.81678608,-0.857386557,-0.998584009,-0.986036351,-0.969293756,-0.998392625,-0.996716812,-0.972997757,-0.996781872,-0.978164449,-0.952917093,-0.90174002,-0.953258274,-0.989423405,-0.942681679,-0.757761856,-0.998045928,-0.964410548,-0.868304333,-0.983082558,-0.994834609,-0.896622313,-0.988727413
f45,-0.021949861,-0.039108635,-0.993299494,-0.995753713,-0.994878819,-0.047927077,-0.204679666,-0.9945263,-0.288690808,-0.990236156,-0.993047174,-0.991530211,-0.989441449,-0.992042286,0.075208914,-0.996540777,-0.991223644,-0.986268626,-0.996175186,-0.997057689,-0.992858446,0.011922006,0.150752089,-0.993299936,-0.236476567,-0.988599501,0.001002786,-0.990098935,-0.990669719,0.089693593,-0.16724234,-0.228300836,-0.998145078,0.373593315,-0.994622338,-0.202451253,-0.990164058,-0.993278439,-0.994903147,-0.984496095,-0.987169472,-0.632089136,-0.996040582,-0.989569527,0.017493036,-0.99823865,-0.994791198,0.173036212,-0.025961003,-0.991411792,-0.082116992,0.000557103,-0.507743733,-0.992605922,-0.996586783,-0.995265621,-0.995540416,0.096155989,-0.152534819,0.002562674,-0.994917581,0.054038997,-0.994017819,-0.990285109,0.042896936,-0.994836573,-0.995163635,-0.040222841,-0.126462396,0.004345404,0.003899721,-0.030194986,-0.99400948,-0.986482713,0.3854039,-0.996146966,-0.428189415,-0.114651811,0.297827298,-0.996076962,-0.150083565,-0.994199725,-0.084568245,-0.989486513,-0.2545961,0.286239554,-0.991848094,-0.196211699,0.056935933,-0.995859169,-0.984172478,-0.994877296,0.292033426,-0.996255857,-0.997888884,0.034206128,-0.99483925,0.089247911,-0.049164848,0.101058496,-0.99499392,-0.994889064,-0.970231809,-0.98973342,-0.978826217,-0.310529248,0.493927577,-0.394986072,-0.179052925,-0.984473092,-0.994430276,-0.988839866,-0.994967561,0.053593315,0.116211699,-0.518662953,-0.99130974,0.34729805,-0.993105154,-0.984548734,-0.096155989,-0.99284112,-0.139610028,0.203788301,0.156991643,-0.992371088,-0.359585034,-0.102172702,-0.010584958,-0.993832489,-0.98860244,-0.00189415,-0.584846797,0.154763231,0.261058496,-0.997060282,-0.996200667,0.145626741,-0.998625943,-0.993882244,-0.996928006,-0.992451622,0.182395543,0.070306407,0.195097493,-0.020612813,-0.039331476,0.328802228,-0.011253482,-0.993956294,-0.991236547,-0.090584958,-0.995912027,-0.997606089,0.128467967,-0.99023984
f46,0.311063218,0.322318008,-0.995228361,-0.996852761,-0.992715073,0.244616799,0.355363985,-0.994933886,0.591714559,-0.992891265,-0.995472898,-0.995283225,-0.992197263,-0.993846539,0.196360153,-0.995817538,-0.990476651,-0.992022994,-0.997748694,-0.996966112,-0.993819612,0.277059387,0.116858238,-0.993838814,0.417889706,-0.992410201,0.238984674,-0.990841148,-0.994693648,0.156848659,0.315613027,0.51197318,-0.996739823,-0.225574713,-0.996593027,0.444923372,-0.99434256,-0.992291388,-0.996241605,-0.990373653,-0.992801475,0.897270115,-0.995188526,-0.991752051,0.155651341,-0.998980034,-0.993626672,0.001197318,0.275143678,-0.994242079,0.21743295,0.296695402,0.704501916,-0.992962462,-0.994226178,-0.996649266,-0.996391999,-0.038074713,0.430316092,0.051245211,-0.996749642,0.23802682,-0.995935173,-0.994026024,0.062021073,-0.994663081,-0.996820389,0.302203065,0.398227969,0.246886973,0.305795019,0.191570881,-0.995384815,-0.992147365,-0.116858238,-0.997492743,0.75335249,0.39894636,-0.102969349,-0.996309836,0.401819923,-0.996255753,0.352729885,-0.991686407,0.420737548,-0.021551724,-0.994808433,0.434626437,0.179358238,-0.997355486,-0.985446951,-0.994906466,-0.153735632,-0.994676421,-0.996748939,0.27059387,-0.99629669,0.115900383,0.336357409,0.051245211,-0.992486788,-0.996714405,-0.982821496,-0.993702324,-0.984324295,0.637452107,-0.250478927,0.689176245,0.419779693,-0.990620471,-0.995756822,-0.989115578,-0.995959155,0.24137931,0.16954023,0.694444444,-0.991499241,-0.094109195,-0.992941585,-0.990406336,0.254789272,-0.996063674,0.319683908,0.026819923,0.126197318,-0.995408562,0.664531927,0.372605364,0.206417625,-0.995974054,-0.992971848,0.164750958,0.939176245,0.025143678,-0.060584291,-0.996671776,-0.991935306,0.143199234,-0.998666539,-0.995964482,-0.998020114,-0.994954878,0.108477011,0.21144636,0.04190613,0.309386973,0.354885057,-0.073515326,0.162116858,-0.995959984,-0.99340528,0.323275862,-0.994302842,-0.998258183,0.108237548,-0.205668848
f47,-0.824768611,-0.74504571,-0.938466461,-0.925395527,-0.953436305,-0.897440201,-0.967633865,-0.939299852,-0.974334223,-0.946872325,-0.919403039,-0.949020241,-0.926268132,-0.948227233,-0.944239396,-0.97802172,-0.92438653,-0.932343565,-0.973556693,-0.917083744,-0.941798897,-0.825563568,-0.975469877,-0.934782476,-0.95839403,-0.957405241,-0.846232468,-0.913946389,-0.94756509,-0.964340469,-0.968088127,-0.847254557,-0.978261048,-0.988529896,-0.969086937,-0.908579865,-0.94096733,-0.924863536,-0.961697321,-0.943614676,-0.946547753,-0.9822838,-0.96481113,-0.939505199,-0.932996423,-0.990521362,-0.80848427,-1,-0.700982341,-0.935333995,-0.961047073,-0.690761456,-0.965703254,-0.549315753,-0.933546439,-0.979669678,-0.965217677,-0.980353188,-0.733348475,-0.960819942,-0.921969489,-0.494066209,-0.972061421,-0.829666654,-0.92198058,-0.952101234,-0.966720018,-0.683947533,-0.69780251,-0.95423315,-0.834762364,-0.977286923,-0.972015038,-0.933398405,-0.984782238,-0.853776089,-0.992958946,-0.864062234,-0.984441542,-0.756056021,-0.956050196,-0.951550572,-0.687922321,-0.939023732,-0.961160638,-0.294531827,-0.943006872,-0.972290046,-0.936857646,-0.97383103,-0.85930822,-0.959958559,-0.957412981,-0.943112428,-0.930874638,-0.834762364,-0.964348119,-0.948782011,-0.958224789,-0.94560218,-0.828251188,-0.960209751,-0.89933059,-0.945805037,-0.902680966,-0.981715973,-0.989551985,-0.91459883,-0.962864119,-0.951130729,-0.774799427,-0.919999409,-0.962535519,-0.463857816,-0.985350065,-0.919595707,-0.942174388,-0.342797115,-0.938357847,-0.943806114,-0.944920788,-0.976017027,-0.951848277,-0.968883084,-0.946624269,-0.953618754,-0.984323274,-0.691783544,-0.937879734,-0.941274901,-0.956856542,-0.962409857,-0.636931463,-0.955823065,-0.979671796,-0.974299728,-0.560820295,-0.966838908,-0.990017595,-0.955202617,-0.986352769,-0.86455016,-0.981148146,-0.799897791,-0.919936403,-0.78172733,-0.834989495,-0.3559707,-0.962296292,-0.970696978,-0.937306415,-0.9793311,-0.469495342,-0.986231997,-0.961160638,-0.931311187
f48,-0.760208671,-0.643820831,-0.993356759,-0.992939891,-0.989481361,-0.84600007,-0.952509444,-0.99638141,-0.961503868,-0.99794518,-0.997955819,-0.995195227,-0.994382011,-0.999020441,-0.915992085,-0.995886314,-0.98738293,-1,-0.999180995,-0.999898251,-0.988660351,-0.760568448,-0.962043533,-0.984446455,-0.935780865,-0.995729185,-0.820291419,-0.986466115,-0.98981103,-0.954668106,-0.952149667,-0.803921569,-1,-0.983090484,-0.975857383,-0.867961864,-0.996720713,-0.996991805,-0.983358581,-0.999724551,-0.997638249,-0.97769383,-0.998990406,-0.978248765,-0.902320561,-0.99910741,-0.992729465,-1,-0.586436409,-0.998559434,-0.94009714,-0.659651016,-0.954847994,-0.991389602,-0.998772997,-0.999315849,-0.987454015,-0.974275949,-0.67332254,-0.940456917,-0.985068681,-0.555315704,-0.997809299,-0.981109918,-0.903040115,-0.999299609,-0.999656186,-0.62043533,-0.627630869,-0.930563051,-0.789890268,-0.966720633,-0.996077748,-1,-0.976254722,-0.99823666,-0.989566469,-0.790969599,-0.976074834,-0.997884358,-0.932721713,-0.998417927,-0.622414103,-0.978075651,-0.942795467,-0.08814535,-0.999312701,-0.958265875,-0.902680338,-0.99866718,-0.999944635,-0.997289148,-0.933801043,-0.988563721,-0.999473761,-0.787731606,-0.999879184,-0.921748516,-0.93827629,-0.916171973,-0.997400826,-0.997569991,-0.928276425,-0.997942702,-0.998740876,-0.971937399,-0.983630149,-0.873358518,-0.942795467,-0.991596343,-0.994654791,-0.983342725,-0.979039585,-0.50170894,-0.978593272,-0.885231157,-0.997317021,-0.182047131,-0.9825438,-0.999725487,-0.916171973,-1,-0.926425616,-0.952509444,-0.923367512,-0.998540268,-0.978226963,-0.62277388,-0.905918331,-0.999552377,-0.993988851,-0.942795467,-0.554236373,-0.931462493,-0.969598849,-1,-0.97864584,-0.951610002,-0.994271583,-0.999727521,-0.997123874,-0.997208584,-0.971577622,-0.805720453,-0.879474726,-0.70030581,-0.78845116,-0.189422558,-0.949811117,-0.999687074,-0.968966067,-0.968519518,-0.981718706,-1,-0.941716136,-0.9756333
f49,-0.957273652,-0.943031536,-0.9949192,-0.991586842,-0.994544414,-0.973547711,-0.993896236,-0.99828782,-0.995930824,-0.996195894,-0.994580666,-0.997368538,-0.997092586,-0.992032196,-0.99321804,-0.98487997,-0.993455809,-0.995011842,-0.997054264,-0.996652588,-0.993612774,-0.953204476,-0.999321804,-0.992614278,-0.99647067,-0.992015759,-0.816208884,-0.992707633,-0.983208724,-0.984401492,-0.994574432,-0.962021024,-0.997498422,-0.99660902,-0.989204037,-0.973550356,-0.996280188,-0.996995102,-0.99291424,-0.975758114,-0.998304846,-0.990505256,-0.994851687,-0.988499381,-0.985757884,-0.999603346,-0.994560448,-1,-0.945066124,-0.995861074,-0.999321804,-0.807392336,-0.992539844,-0.996183084,-0.976628902,-0.996537046,-0.991004144,-0.98643608,-0.884028484,-0.993896236,-0.985323966,-0.590369617,-0.99828441,-0.99206016,-0.936249576,-0.995433426,-0.997975317,-0.861648016,-0.871820956,-0.99660902,-0.951848084,-0.993896236,-0.993207812,-0.995089613,-0.999321804,-0.996406822,-0.998643608,-0.990505256,-0.999321804,-0.990865027,-0.995930824,-0.998883052,-0.865038996,-0.98840785,-0.99660902,-0.516446253,-0.995500726,-0.993896236,-0.997287216,-0.998542045,-0.992743077,-0.99585481,-0.997287216,-0.993581126,-0.996763795,-0.954560868,-0.991919552,-0.991861648,-0.993011891,-0.99660902,-0.990797067,-0.997373663,-0.959011494,-0.995382526,-0.995060143,-0.999321804,-1,-0.98643608,-0.998643608,-0.985463414,-0.995029244,-0.992228024,-0.991582064,-0.625635809,-0.99660902,-0.97287216,-0.996376633,-0.472363513,-0.990426001,-0.975840419,-0.994574432,-0.991157895,-0.995252628,-0.995930824,-0.985757884,-0.995505508,-0.996608002,-0.865717192,-0.992539844,-0.99747714,-0.987953201,-0.997287216,-0.880637504,-0.997287216,-0.997287216,-0.996748756,-0.990048845,-0.99321804,-0.997720214,-0.996784377,-0.997832528,-0.995301674,-0.997965412,-0.913869108,-0.992539844,-0.9491353,-0.955239064,-0.501525941,-0.993896236,-0.992918451,-0.985346346,-0.998643608,-0.992523868,-0.991317503,-0.994574432,-0.988853063
