,or789,or1355,or4488,or4421,or4320,or2185,or2127,or4326,or2158,or4366,or4473,or4386,or4385,or4395,or2157,or4349,or3752,or2770,or4502,or4400,or3466,or506,or2130,or3182,or2224,or3558,or2178,or3183,or3336,or2022,or2122,or2015,or4347,or2093,or4361,or2067,or3619,or4253,or4355,or2709,or4503,or2201,or4345,or2899,or2062,or4449,or4331,or2027,or1577,or4495,or2205,or919,or1990,or3587,or4527,or4469,or4398,or2191,or1484,or2181,or4451,or1488,or4384,or4446,or2182,or4367,or4394,or352,or1201,or2081,or728,or2104,or4479,or3053,or2013,or4429,or2011,or2117,or2245,or4396,or2160,or4381,or635,or2616,or2118,or1606,or4368,or2165,or2156,or4377,or2393,or4348,or2215,or4408,or4472,or445,or4393,or2161,or2121,or2208,or4452,or4382,or4522,or4521,or4414,or2246,or2264,or1984,or2085,or3275,or4410,or4035,or4357,or1771,or2239,or2187,or4510,or1040,or3465,or2992,or2146,or4466,or2120,or2091,or2084,or4254,or2258,or918,or2209,or4422,or4275,or2136,or1699,or2207,or2231,or4455,or3304,or2144,or4435,or4420,or3963,or4425,or2129,or129,or2188,or1072,or1011,or1323,or2125,or4391,or3748,or2131,or3870,or4465,or2083,or2333
f546,-0.964085582,0.192867209,-1,-1,-1,-0.970807105,-0.97262984,-1,-0.963844631,-1,-1,-1,-1,-1,-0.96984939,-1,-0.335820896,-0.410447761,-1,-1,-0.820895522,-0.772566855,-0.958467613,-0.753731343,-0.980165132,-0.052238806,-0.970505665,-1,0.052238806,-0.981557718,-0.963698792,-0.976954281,-1,-0.975575152,-1,-0.974725482,0.947761194,-1,-1,-0.253731343,-1,-0.982125222,-1,-0.514925373,-0.971716762,-1,-0.768656716,-0.976196553,-0.969205796,-1,-0.977261811,-0.963426137,-0.974636711,-0.873134328,-0.514925373,-1,-1,-0.970841728,-0.97301663,-0.97178017,-0.694029851,-0.979347942,-1,-1,-0.97371095,-1,-1,-0.729770531,0.468077922,-0.971976736,-0.955791786,-0.976700648,-1,-0.380597015,-0.977036712,-1,-0.977211084,-0.973070527,-0.97587,-1,-0.961577787,-1,-0.961717285,-0.358208955,-0.979890082,-0.969123365,-1,-0.969266034,-0.975533937,-1,-0.835820896,-1,-0.974589154,-1,-1,-0.723330897,-1,-0.962807906,-0.979889695,-0.976247279,-1,-1,-1,-1,-1,-0.979347942,-0.972801042,-0.971536048,-0.971685058,-0.149253731,-1,0.104477612,-1,-0.976313858,-0.977984665,-0.972984926,-0.78358209,-0.969199455,-0.313432836,-0.388059701,-0.964129968,-0.888059701,-0.976399459,-0.970765638,-0.965699321,-1,-0.980813256,-0.969285056,-0.979281363,-1,-0.671641791,-0.976256791,-0.975372246,-0.977046223,-0.974433804,-1,-0.73880597,-0.957253346,-1,-1,0.208955224,-1,-0.967357446,-0.729484137,-0.968115175,-0.9536581,-0.955157704,0.535886677,-0.984135262,-1,-0.313432836,-0.969373828,-0.544776119,-1,-0.965588357,-0.21641791
f547,-0.9857166,-0.256190773,-1,-1,-1,-0.987487385,-0.985293589,-1,-0.984073365,-1,-1,-1,-1,-1,-0.986549064,-1,-0.99805003,-0.99755877,-1,-1,-1,-0.863837916,-0.976661182,-0.974623267,-0.990857351,-0.987724533,-0.987416779,-1,-0.996317058,-0.991299803,-0.980956371,-0.988237041,-1,-0.988824104,-1,-0.989850448,-0.990672092,-1,-1,-0.992736588,-1,-0.992520027,-1,-0.992396022,-0.984649582,-1,-0.977661242,-0.988954261,-0.986942247,-1,-0.989826044,-0.983391396,-0.98492481,-1,-1,-1,-1,-0.98889325,-0.988551587,-0.989051879,-1,-0.990852387,-1,-1,-0.988462104,-1,-1,-0.808096955,0.083325707,-0.986199267,-0.981536655,-0.990714095,-1,-1,-0.987104944,-1,-0.990301931,-0.982453179,-0.990257189,-1,-0.984089635,-1,-0.985448151,-0.976235684,-0.986248076,-0.987353056,-1,-0.986016233,-0.98842143,-1,-1,-1,-0.988982733,-1,-1,-0.763048092,-1,-0.985075305,-0.985329931,-0.988569213,-1,-1,-1,-1,-1,-0.991524866,-0.987748951,-0.979561248,-0.985506451,-0.989553948,-1,-0.99805003,-1,-0.989443707,-0.987217476,-0.987808607,-1,-0.986009454,-0.980075347,-1,-0.985090219,-0.999894515,-0.987068337,-0.988224838,-0.983676115,-1,-0.989304918,-0.984103193,-0.989758253,-1,-0.999141049,-0.987934696,-0.986972075,-0.990175841,-0.987575408,-1,-0.994897529,-0.981876962,-1,-1,-0.971097046,-1,-0.983547313,-0.824516424,-0.986364675,-0.980075098,-0.9781485,0.411354455,-0.990440223,-1,-0.994499699,-0.98360019,-0.995117541,-1,-0.985743716,-0.975497288
f548,-0.247709939,-0.654104935,-1,-1,-1,-0.743794948,-0.720484348,-1,-0.695073382,-1,-1,-1,-1,-1,-0.711667613,-1,-0.501627862,-0.464857323,-1,-1,-0.815654838,-0.388047333,-0.631460711,-0.843779924,-0.715197067,-0.112691855,-0.569230788,-1,-0.054088807,-0.743128572,-0.563180795,-0.69662913,-1,-0.752131997,-1,-0.579084274,0.652649722,-1,-1,-0.298733277,-1,-0.833361959,-1,-0.513720555,-0.649092937,-1,-0.856529233,-0.74468432,-0.376491029,-1,-0.722903847,-0.616076229,-0.594295756,-0.925364559,-0.543870209,-1,-1,-0.838375202,-0.428348468,-0.808123992,-0.719405762,-0.564044547,-1,-1,-0.652722186,-1,-1,-0.448790375,-0.614174483,-0.580811777,-0.031316586,-0.737251578,-1,-0.372766819,-0.691269889,-1,-0.598617002,-0.559550302,-0.456524932,-1,-0.731892337,-1,-0.243214449,-0.443517277,-0.63941245,-0.400864,-1,-0.737770576,-0.622299221,-1,-0.864408635,-1,-0.609853237,-1,-1,-0.397821372,-1,-0.702679123,-0.727661855,-0.592913008,-1,-1,-1,-1,-1,-0.496283629,-0.658081427,-0.513742856,-0.700604377,-0.139886734,-1,-0.078274192,-1,-0.265506452,-0.519965848,-0.68643089,-0.808158464,-0.456524932,-0.30825422,-0.389346393,-0.622989974,-1,-0.69541938,-0.74364757,-0.582886522,-1,-0.66818012,-0.512187108,-0.638029701,-1,-0.749172389,-0.722903847,-0.541482466,-0.620916473,-0.768712538,-1,-0.686520205,-0.629731963,-1,-1,0.430877404,-1,-0.587207768,-0.499087502,-0.764736046,-0.331892088,-0.581676773,-0.405704244,-0.699740626,-1,-0.288282126,-0.681071649,-0.482914284,-1,-0.545548569,-0.266230746
f549,0.26277333,-0.722779015,-1,-1,-1,-0.555502253,-0.388951818,-1,-0.487055469,-1,-1,-1,-1,-1,-0.455349875,-1,-0.579509537,-1,-1,-1,-1,0.007121897,-0.144892176,-0.85373297,-0.488850319,-0.993896458,-0.269912095,-1,-1,-0.470006417,0.055202147,-0.321955096,-1,-0.498120017,-1,-0.314178902,-0.174495913,-1,-1,-1,-1,-0.73440562,-1,-0.982779292,-0.305804043,-1,-0.851117166,-0.456846539,-0.01119591,-1,-0.556444701,-0.30909455,-0.086567492,-0.858310627,-1,-1,-1,-0.738891306,-0.103616544,-0.68595246,-1,-0.263632566,-1,-1,-0.365623237,-1,-1,-0.11131593,-0.758871235,-0.238208654,0.569912526,-0.538497651,-1,-1,-0.382670135,-1,-0.316272078,-0.033628646,-0.056657895,-1,-0.528029615,-1,0.220003187,-0.913024523,-0.135619318,0.001365302,-1,-0.515468402,-0.343789166,-1,-1,-1,-0.356949045,-1,-1,-0.052322952,-1,-0.516665733,-0.280695383,-0.304010199,-1,-1,-1,-1,-1,-0.221458935,-0.346181676,0.285802578,-0.420355926,-0.978201635,-1,-0.579509537,-1,0.290210739,0.082120569,-0.465221399,-1,-0.050378365,-0.853950954,-1,-0.352164026,-0.825177112,-0.410486556,-0.584857634,-0.262135901,-1,-0.271190117,-0.041105507,-0.33720815,-1,-0.992588556,-0.461930891,-0.073694026,-0.323150274,-0.581866459,-1,-1,-0.296830517,-1,-1,-0.983651226,-1,-0.198429687,-0.21864614,-0.605197194,0.112030166,-0.127543791,-0.571732211,-0.313280903,-1,-0.947901907,-0.316571411,-1,-1,-0.232226304,-0.956621253
f550,-0.204342881,0.149520634,-1,-1,-1,-0.044177152,0.109869481,-1,0.099000718,-1,-1,-1,-1,-1,0.016495229,-1,-1,-1,-1,-1,-1,-0.128115402,0.127407833,-1,-0.255695663,-1,-0.028710359,-1,-1,0.524371124,0.436432143,0.325766758,-1,0.222005732,-1,-0.138141426,-1,-1,-1,-1,-1,0.056018326,-1,-1,0.152850093,-1,-1,0.48929442,0.105670307,-1,-0.185321212,0.046878321,0.555003215,-1,-1,-1,-1,0.084178222,0.341081914,-0.062799965,-1,0.326259419,-1,-1,-0.1297413,-1,-1,0.05994627,-0.187884113,0.065652771,0.188878326,0.328977054,-1,-1,0.265740453,-1,0.013777593,-0.025745504,-0.178158962,-1,-0.005242297,-1,0.084672661,-1,0.371959445,0.270434066,-1,0.102705452,-0.12331893,-1,-1,-1,-0.196191753,-1,-1,-0.09812626,-1,0.09158947,0.585725297,-0.284377954,-1,-1,-1,-1,-1,0.032057604,0.214854154,0.189657334,0.310697043,-1,-1,-1,-1,0.143432633,-0.260664451,-0.271285995,-1,-0.325629809,-1,-1,-0.087995006,-1,0.226462797,-0.327360345,0.064416673,-1,0.142571321,-0.16679576,-0.390102507,-1,-1,-0.054647059,0.026151016,-0.365894565,0.245731685,-1,-1,-0.103557381,-1,-1,-0.870550162,-1,-0.025005625,0.151957258,-0.050695105,-0.350579409,-0.131964496,-0.612877465,0.118020608,-1,-1,0.100235036,-1,-1,-0.238677927,-1
f551,-0.072247038,-0.461628941,-1,-1,-1,-0.052133851,-0.214483039,-1,-0.058783716,-1,-1,-1,-1,-1,-0.247495277,-1,-0.530436267,-1,-1,-1,-1,-0.196212491,-0.176436278,-1,-0.371168356,-1,-0.039818916,-1,-1,0.059219485,0.308688365,-0.106898678,-1,-0.273835277,-1,-0.103152076,-0.328950738,-1,-1,-1,-1,-0.270089518,-1,-1,0.049970562,-1,-1,0.040722483,0.109909445,-1,-0.269270239,-0.136047997,0.150296883,-0.889012209,-1,-1,-1,-0.155949237,0.133204963,-0.156066397,-1,-0.066393236,-1,-1,-0.143657518,-1,-1,-0.065400886,-0.620810202,-0.183342837,1,0.031240083,-1,-1,-0.030922317,-1,-0.122468357,-0.095659716,-0.110761597,-1,-0.274421078,-1,0.089070923,-1,0.045054043,0.302366765,-1,-0.081845755,-0.249134678,-1,-1,-1,-0.232744877,-1,-1,-0.021294801,-1,-0.298771039,0.068858694,-0.320779479,-1,-1,-1,-1,-1,-0.057964436,-0.144125316,-0.041575478,-0.001538677,-1,-1,-0.530436267,-1,0.158654882,-0.424734398,-0.328271839,-1,-0.155832076,-1,-1,-0.369478557,-0.857081875,-0.099054837,-0.310243479,0.135429323,-1,-0.140589533,-0.085709517,-0.386219839,-1,-1,-0.210268639,0.300844524,-0.399213677,-0.082431557,-1,-1,-0.094957597,-1,-1,-1,-1,-0.214950837,-0.124199352,-0.208980718,-0.286244156,-0.064168876,-0.82027944,-0.127034238,-1,-1,-0.179128437,-1,-1,-0.218463118,-1
f552,-0.242078727,0.259850903,-1,-1,-1,-0.096449704,-0.010285498,-1,-0.026559501,-1,-1,-1,-1,-1,-0.068407895,-1,-1,-1,-1,-1,-1,-0.168143217,0.006919213,-1,-0.336983465,-1,-0.126299288,-1,-1,0.35612062,0.234527603,0.173149401,-1,0.08831936,-1,-0.176284683,-1,-1,-1,-1,-1,-0.052133891,-1,-1,0.07945587,-1,-1,0.289395868,0.089685292,-1,-0.237893888,0.020635443,0.364490299,-1,-1,-1,-1,-0.050739503,0.24638409,-0.132111193,-1,0.226623278,-1,-1,-0.208367335,-1,-1,-0.005317257,-0.199279538,-0.04399689,0.170812587,0.235225634,-1,-1,0.245920409,-1,-0.056086054,-0.120253032,-0.24882134,-1,-0.111419673,-1,-0.015401046,-1,0.240804862,0.032493603,-1,0.009011633,-0.212088494,-1,-1,-1,-0.261608535,-1,-1,-0.137788346,-1,0.003430731,0.411235624,-0.358788874,-1,-1,-1,-1,-1,0.001803666,0.108517069,0.041094285,0.221042377,-1,-1,-1,-1,-0.006313249,-0.356232774,-0.363439067,-1,-0.371808746,-1,-1,-0.163032134,-1,0.11619039,-0.379016713,-0.023770724,-1,0.097918992,-0.153731747,-0.464340566,-1,-1,-0.153731747,0.032503647,-0.421794141,0.131533685,-1,-1,-0.156289521,-1,-1,-1,-1,-0.119556675,0.068739613,-0.145827422,-0.418307333,-0.15303539,-0.590106705,0.028539767,-1,-1,-0.007031367,-1,-1,-0.269280183,-1
f553,-0.045814971,-0.061042493,-1,-1,-1,-0.258645365,-0.275523307,-1,-0.26157302,-1,-1,-1,-1,-1,-0.289790905,-1,-1,-1,-1,-1,-1,-0.270451651,-0.227172128,-1,-0.451715553,-1,-0.308021472,-1,-1,-0.00919404,-0.062301466,-0.160906552,-1,-0.192989245,-1,-0.26442654,-1,-1,-1,-0.655788045,-1,-0.308338784,-1,-1,-0.136334323,-1,0.530671999,-0.06468016,-0.082117449,-1,-0.372384321,0.040583899,0.035351685,-1,-1,-1,-1,-0.283449243,-0.05865581,-0.314679304,-1,-0.05152201,-1,-1,-0.396163272,-1,-1,-0.123639394,-0.535625052,-0.223366674,0.258603077,-0.074983649,-1,-1,0.002220038,-1,-0.259511637,-0.343373157,-0.415028461,-1,-0.341787742,-1,0.188649612,-1,-0.092263423,-0.227172128,-1,-0.237951584,-0.403455727,-1,-1,-1,-0.417247358,-1,-1,-0.218241562,-1,-0.254439221,0.024843145,-0.493817564,-1,-1,-1,-1,-1,-0.221147777,-0.152028681,-0.212428562,-0.089568559,-1,-1,-1,-1,-0.24997974,-0.530120042,-0.513950858,-1,-0.146005472,-1,-1,-0.360176964,-1,-0.196575548,-0.50317026,-0.279644931,-1,-0.174292957,0.096543703,-0.566582317,-1,-1,-0.357799411,-0.070827783,-0.521084657,-0.181831982,-1,-0.722202385,-0.254439221,-1,-1,-1,-1,-0.332752357,-0.083777626,-0.350982923,-0.368421353,-0.142675985,-0.704664135,-0.254280565,-1,-1,-0.2693403,-1,-1,-0.385542471,-1
f554,-0.599391307,-0.705035513,-1,-1,-1,-0.84508042,-0.620674973,-1,-0.726847006,-1,-1,-1,-1,-1,-0.730113043,-1,-0.564810756,-0.484144381,-1,-1,-0.835890691,-0.622850238,-0.529909692,-0.41809148,-0.877909514,-0.010326855,-0.808077913,-1,-0.098397389,-0.741794308,-0.620662065,-0.723527593,-1,-0.850875842,-1,-0.86431432,0.615032393,-1,-1,-0.375712407,-1,-0.88168202,-1,-0.440352672,-0.688689976,-1,-1,-0.757347581,-0.105413434,-1,-0.789181155,-0.725562499,-0.746785114,-0.933557407,-0.59394028,-1,-1,-0.861909271,-0.572063623,-0.82401912,-0.750207024,-0.591250983,-1,-1,-0.856219347,-1,-1,-0.67259527,-0.873576581,-0.632823711,-0.368561442,-0.818359547,-1,-0.441619173,-0.515277063,-1,-0.670859337,-0.591978009,-0.667661328,-1,-0.761030159,-1,-0.517699554,-0.101076526,-0.609178605,-0.76025499,-1,-0.79465653,-0.735640747,-1,-0.879292708,-1,-0.761175634,-1,-1,-0.588598476,-1,-0.791144196,-0.592306309,-0.767135228,-1,-1,-1,-1,-1,-0.665674913,-0.793299809,-0.541925863,-0.659860445,-0.060597204,-1,-0.187929271,-1,-0.740477706,-0.654482054,-0.8602616,-0.829217205,-0.780217518,-0.029519217,-0.456378781,-0.578362659,-1,-0.601668323,-0.848729997,-0.684086754,-1,-0.658304232,-0.703565064,-0.767765271,-1,-0.761167129,-0.605593011,-0.78646562,-0.797709064,-0.844611343,-1,-0.733206683,-0.701433174,-1,-1,0.738759803,-1,-0.569689624,-0.696345558,-0.86801434,-0.542991983,-0.760890614,-0.906229979,-0.72212238,-1,-0.265867797,-0.579573905,-0.460762823,-1,-0.639122747,0.05894101
f555,-0.42907846,-0.751993557,-1,-1,-1,-0.752962201,-0.180410649,-1,-0.579055802,-1,-1,-1,-1,-1,-0.525970236,-1,-0.433338183,-0.486396042,-1,-1,-0.836607013,-0.464675915,-0.049135482,-0.420631456,-0.830427726,-0.014646685,-0.713783861,-1,-0.1023328,-0.617683449,-0.241048867,-0.527049556,-1,-0.770178342,-1,-0.748958617,0.79858383,-1,-1,-0.261554877,-1,-0.839448532,-1,-0.44279548,-0.40613203,-1,-0.480236675,-0.636169656,0.012941484,-1,-0.661489659,-0.532156646,-0.534170791,-0.9023231,-0.595712692,-1,-1,-0.815567278,-0.56380652,-0.773559245,-0.751297347,-0.609986301,-1,-1,-0.743347602,-1,-1,-0.480261664,-0.585017958,-0.415914794,-0.179152133,-0.72710808,-1,-0.444056453,-0.289171321,-1,-0.55610989,-0.064097325,-0.492378207,-1,-0.634299491,-1,-0.329021232,-0.105000242,-0.129267238,-0.681846031,-1,-0.691772773,-0.551865634,-1,-0.879819584,-1,-0.624588716,-1,-1,-0.403475335,-1,-0.583443518,-0.052177198,-0.59078072,-1,-1,-1,-1,-1,-0.60991483,-0.68306933,0.047972261,-0.34312024,-0.064697609,-1,-0.058101751,-1,-0.608041039,-0.189761995,-0.781615303,-0.829962656,-0.642212088,-0.033755274,-0.458751637,-0.396061828,-0.959406373,-0.234287579,-0.783773426,-0.523380696,-1,-0.476252427,-0.389084572,-0.566036114,-1,-0.762209612,-0.298522668,-0.554148572,-0.690693971,-0.754785081,-1,-0.640040739,-0.521007124,-1,-1,0.736990155,-1,-0.176310372,-0.509438096,-0.800893391,-0.299385502,-0.52879646,-0.798805186,-0.440012015,-1,-0.269072215,-0.153220481,-0.463116543,-1,-0.470798536,0.054318832
f556,-0.472852561,-0.616852982,-1,-1,-1,-0.78162812,-0.477607323,-1,-0.594661308,-1,-1,-1,-1,-1,-0.531527748,-1,-1,-1,-1,-1,-1,-0.451021286,-0.432499281,-1,-0.828982549,-1,-0.757994701,-1,-1,-0.736426698,-0.575708215,-0.790463174,-1,-0.791039256,-1,-0.796376779,-1,-1,-1,-1,-1,-0.848674156,-1,-1,-0.634382568,-1,-1,-0.759154379,-0.329412359,-1,-0.646558767,-0.521091483,-0.73248346,-1,-1,-1,-1,-0.788839291,-0.692941703,-0.753936246,-1,-0.709176357,-1,-1,-0.729121312,-1,-1,-0.464751236,-0.361354844,-0.457662368,0.02845719,-0.634846773,-1,-1,-0.721351722,-1,-0.704421595,-0.567359203,-0.7048858,-1,-0.592290188,-1,-0.224237349,-1,-0.597508321,-0.61327877,-1,-0.735034918,-0.574548538,-1,-1,-1,-0.587303323,-1,-1,-0.363464361,-1,-0.362692356,-0.699857962,-0.67763546,-1,-1,-1,-1,-1,-0.715206014,-0.756602921,-0.628352911,-0.509843694,-1,-1,-1,-1,-0.597432345,-0.633107673,-0.838469993,-1,-0.646790034,-1,-1,-0.469489579,-1,-0.59924742,-0.798464032,-0.449197305,-1,-0.739247249,-0.47552007,-0.660125911,-1,-1,-0.556342682,-0.687214281,-0.606552806,-0.809827873,-1,-1,-0.580926348,-1,-1,-1,-1,-0.432035076,-0.606344776,-0.782346264,-0.3286,-0.399682654,-0.701365022,-0.653167845,-1,-1,-0.504161356,-1,-1,-0.36848991,-1
f557,-0.491174664,-0.599286863,-1,-1,-1,-0.759038471,-0.217476947,-1,-0.623143396,-1,-1,-1,-1,-1,-0.560296045,-1,-0.71875,-1,-1,-1,-1,-0.440638382,-0.146729555,-1,-0.847774533,-1,-0.746284493,-1,-1,-0.715499009,-0.319126086,-0.681461503,-1,-0.74291537,-1,-0.749421089,-1,-1,-1,-1,-1,-0.867682478,-1,-1,-0.478744542,-1,-1,-0.764755281,-0.458763169,-1,-0.611062064,-0.438665533,-0.631856443,-1,-1,-1,-1,-0.800187108,-0.749304826,-0.791939115,-1,-0.759295094,-1,-1,-0.701907092,-1,-1,-0.422537852,-0.309271319,-0.351421317,-0.103022131,-0.634644249,-1,-1,-0.697841227,-1,-0.729672242,-0.150679157,-0.716893331,-1,-0.637084103,-1,-0.258368962,-1,-0.275213738,-0.667985849,-1,-0.724908798,-0.591545744,-1,-1,-1,-0.566452974,-1,-1,-0.360408711,-1,-0.434599668,-0.316504487,-0.581322113,-1,-1,-1,-1,-1,-0.761038205,-0.734086061,-0.191106955,-0.30135204,-1,-1,-0.71875,-1,-0.611849977,-0.269173072,-0.817496938,-1,-0.61977511,-0.875,-1,-0.517660919,-1,-0.376282397,-0.797050512,-0.426235411,-1,-0.694264121,-0.246636419,-0.568544038,-1,-1,-0.386621455,-0.411107817,-0.603046597,-0.79077732,-1,-1,-0.571215582,-1,-1,-0.5625,-1,-0.199354949,-0.528560242,-0.786362665,-0.297982918,-0.089690343,-0.65578909,-0.436574469,-1,-0.765625,-0.247100635,-1,-1,-0.37407507,-1
f558,-0.853676094,-0.547950751,-1,-1,-1,-0.900010885,-0.922706182,-1,-0.871987437,-1,-1,-1,-1,-1,-0.90585438,-1,-1,-1,-1,-1,-1,-0.798924848,-0.86923286,-1,-0.877894881,-1,-0.924002385,-1,-1,-0.90682624,-0.813328138,-0.793559587,-1,-0.91701619,-1,-0.929188362,-1,-1,-1,-1,-1,-0.943772102,-1,-1,-0.901802434,-1,-1,-0.867450144,-0.843791819,-1,-0.916062997,-0.786753065,-0.832124827,-1,-1,-1,-1,-0.909580817,-0.840227553,-0.882033883,-1,-0.860644788,-1,-1,-0.904881353,-1,-1,-0.711606362,-0.096007672,-0.846708567,-0.5880397,-0.835365918,-1,-1,-0.747863482,-1,-0.850111828,-0.867774486,-0.854000436,-1,-0.928377507,-1,-0.760826676,-1,-0.864533396,-0.85950959,-1,-0.880737681,-0.890946298,-1,-1,-1,-0.864046883,-1,-1,-0.715013512,-1,-0.915576484,-0.895479145,-0.931456426,-1,-1,-1,-1,-1,-0.885437145,-0.934535345,-0.808143327,-0.878630622,-1,-1,-1,-1,-0.861348308,-0.900830573,-0.911039191,-1,-0.783674146,-1,-1,-0.901964605,-1,-0.894834906,-0.908771127,-0.838607008,-1,-0.905826127,-0.860482617,-0.941178529,-1,-1,-0.896131109,-0.94048201,-0.86501991,-0.886246834,-1,-1,-0.87749659,-1,-1,-1,-1,-0.811221079,-0.682332325,-0.849138801,-0.780272051,-0.843467477,-0.43052715,-0.924974245,-1,-1,-0.888191721,-1,-1,-0.862103162,-1
f559,-0.849547946,-0.537329239,-1,-1,-1,-0.899484503,-0.917573423,-1,-0.87850458,-1,-1,-1,-1,-1,-0.905163437,-1,-1,-1,-1,-1,-1,-0.7957399,-0.844339061,-1,-0.880563785,0.027027027,-0.935345626,-1,-1,-0.900260113,-0.769112482,-0.780143581,-1,-0.918798978,-1,-0.929830077,-1,-1,-1,-0.675675676,-1,-0.944844506,-1,-1,-0.923088972,-1,-1,-0.853072382,-0.849241281,-1,-0.91895231,-0.782901356,-0.800367997,-1,-1,-1,-1,-0.915734539,-0.85138683,-0.885705681,-1,-0.862264596,-1,-0.945945946,-0.900873442,-1,-1,-0.704971974,-0.035288485,-0.854603498,-0.61453259,-0.820284646,-1,-1,-0.694652565,-1,-0.865482368,-0.834686849,-0.867166817,-1,-0.931362297,-1,-0.780450245,-1,-0.828404638,-0.877125693,-1,-0.877739022,-0.894439002,-1,-1,-1,-0.871916808,-1,-1,-0.729408983,-1,-0.928911186,-0.884126291,-0.941626734,-1,-1,-1,-1,-1,-0.882334578,-0.939942285,-0.795771339,-0.882794574,-0.108108108,-1,-1,-1,-0.870504827,-0.892753451,-0.914968981,-1,-0.783361352,-1,-0.02027027,-0.912364538,-1,-0.885399017,-0.913590093,-0.844799058,-1,-0.864062699,-0.83407352,-0.938256733,-1,-1,-0.886165678,-0.931415246,-0.880343464,-0.888770121,-1,-1,-0.869465698,-1,-1,-1,-1,-0.815075762,-0.66612982,-0.857361273,-0.752260272,-0.807415767,-0.473537497,-0.915274542,-1,-1,-0.870537921,-1,-1,-0.859966818,-1
f560,-0.786776304,-0.776122876,-1,-1,-1,-1,-0.919362346,-1,-0.942699041,-1,-1,-1,-1,-1,-0.900499056,-1,-0.841560745,-0.92905705,-1,-1,-0.918415607,-0.625009697,-0.87502909,-0.677800769,-1,-0.714454626,-1,-0.918415607,-0.808454035,-1,-1,-0.856605384,-1,-1,-1,-1,-0.765888265,-1,-1,-0.920189181,-1,-0.802420293,-1,-0.785397576,-1,-1,-1,-1,-0.730768236,-1,-1,-0.83921599,-0.89138417,-0.990245344,-1,-1,-1,-0.92145683,-0.526956792,-1,-0.976647946,-0.723217749,-1,-1,-1,-1,-1,-0.633956507,-0.531197476,-0.94796111,-0.77369224,-1,-1,-0.822642625,-1,-1,-0.808109017,-0.930390712,-1,-1,-0.894461252,-1,-0.622734207,-0.8581141,-0.906381713,-1,-1,-1,-0.857872417,-1,-1,-1,-0.89663331,-1,-1,-0.781759884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.621312026,-1,-0.799550074,-0.920706953,-0.822347029,-1,-0.841560745,-1,-0.778631086,-1,-0.677268378,-1,-1,-0.800768549,-0.877623411,-0.926524966,-1,-1,-1,-1,-1,-0.918562179,-0.618493523,-1,-1,-1,-1,0.892483128,-1,-1,-1,-1,-0.887725286,-1,-1,0.663612179,-1,-0.924236547,-0.853489515,-0.834057353,-0.780829002,-0.762625087,-1,-1,-1,-0.529411765,-1,-0.990245344,-1,-1,-0.8581141
f561,-0.780898876,-0.784160928,-1,-1,-1,-0.823106631,-0.688881841,-1,-0.680318956,-1,-1,-1,-1,-1,-0.721230518,-1,-0.838507506,-0.930039353,-1,-1,-0.919545256,-0.650960493,-0.328289235,-0.682262061,-0.81590791,-0.674099985,-0.82312432,-0.919545256,-0.811106253,-0.82312432,-0.82312432,-0.670170352,-1,-0.82312432,-1,-0.82312432,-0.769129864,-1,-1,-0.907302143,-1,-0.692596955,-1,-0.788369042,-0.82312432,-1,-1,-0.82312432,-0.719644799,-1,-0.82312432,-0.84487133,-0.685891627,-0.990380411,-1,-1,-1,-0.658617253,-0.806814063,-0.82312432,-0.976971287,-0.640449438,-1,-0.997667978,-0.82312432,-1,-1,-0.652410294,-0.408481334,-0.765132294,-0.75607104,-0.82312432,-1,-0.825098382,-0.82312432,-1,-0.733916274,-0.715567235,-0.82312432,-1,-0.570587169,-1,-0.767850671,-0.860078706,-0.747961218,-0.82312432,-1,-0.82312432,-0.554639362,-1,-1,-1,-0.7369971,-1,-1,-0.708590069,-1,-0.82312432,-0.817747883,-0.82312432,-1,-1,-1,-1,-1,-0.805409569,-0.82312432,-0.685574484,-0.797435665,-0.786328524,-1,-0.838507506,-1,-0.698532077,-0.82312432,-0.754349402,-1,-0.82312432,-0.801195161,-0.837049993,-0.749864081,-1,-0.82312432,-0.82312432,-0.82312432,-1,-0.766874608,-0.802645886,-0.82312432,-1,-1,-0.82312432,-0.553733237,-0.82312432,-0.82312432,-1,-1,-0.753851033,-1,-1,0.648739251,-1,-0.794536064,-0.817687568,-0.774102936,-0.772562523,-0.734505256,-0.82312432,-0.82312432,-1,-0.531555167,-0.82312432,-0.990380411,-1,-0.82312432,-0.860078706
