,or1320,or3584,or754,or68,or3867,or3301,or1037,or2735,or3018,or1886,or4313,or4150,or1603,or471
f790,0.261949592,-1,0.66805752,-0.115908663,-0.511888236,-0.519908851,0.57108084,-0.475365788,-0.334990689,0.049261458,-0.165974829,-0.432971105,0.13766632,-1
f791,-0.592097039,-1,-0.582282851,-0.549671526,-0.395666567,-0.637930006,-0.606583012,-0.677333506,-0.564116165,-0.662179987,1,-0.303446855,-0.634790933,-1
f792,-0.739820912,-0.189336235,-0.829707406,-0.878054315,-0.189336235,-0.262241567,-0.839601949,-0.132752992,-0.252448313,-0.776181861,-0.414581066,-0.189336235,-0.759832692,-1
f793,-0.291325367,-0.467886006,-0.285965671,-0.060227223,-0.452337067,-0.635568789,-0.327354035,-1,-0.631362541,-0.388072603,0.91776549,-0.424169384,-0.342199808,-1
f794,-0.190023774,-0.821891248,-0.262142573,-0.440421167,-0.79877243,-0.813345189,-0.30509489,-0.827498055,-0.797636249,-0.307673167,0.728477394,-0.80299606,-0.259325985,-1
f795,-1,-0.9141542,-1,-0.952320928,-0.91355875,-0.910595937,-0.989148498,-0.919733383,-0.924251583,-1,-0.860159544,-0.911187778,-1,-1
f796,-1,-0.991689189,-1,-0.897234857,-0.991689189,-0.991689189,-0.996491846,-0.973581081,-0.991689189,-1,-0.962905405,-0.991689189,-1,-1
f797,-0.562464562,-0.465419613,-0.488996062,-0.854671808,-0.449710087,-0.628732895,-0.48870897,-0.986316019,-0.986423672,-0.536633934,0.925320956,-0.421948474,-0.655406679,-0.571452771
f798,-0.945688959,-0.702808778,-1,-0.743562959,-0.683765059,-0.73174977,-1,-0.786423672,-0.758506536,-1,-0.58219856,-0.663151428,-1,-1
f799,-0.942871204,-0.942433272,-0.712549399,-0.964050575,-0.940911685,-0.940911685,-0.930101685,-0.949153617,-0.941545679,-1,-0.98541812,-0.934318139,-0.996891086,-0.941925374
f800,-1,-0.961019972,-1,-1,-0.958116535,-0.954117331,-1,0.365152483,-0.955541131,-1,-0.977889216,-0.957174314,-1,-1
f801,-0.299787583,-0.663175832,-0.181398835,-0.83661957,-0.663175832,-0.663175832,-0.137965191,-0.815754908,-0.663175832,-0.209953917,-0.347225674,-0.663175832,-0.471308034,-0.348494313
f802,-0.679724382,-0.095873088,-0.745052889,-0.915392095,-0.037942992,-0.183875939,-0.687010692,-0.995812193,-0.99968625,-0.797729533,0.270996416,0.024756968,-0.703231535,-0.659063649
f803,-1,-0.4720785,-1,-0.898368205,-0.424743675,-0.49889005,-1,-0.561928289,-0.536015064,-0.528419053,0.342806057,-0.372537164,-1,-0.991038302
f804,-1,-0.569302745,-1,-0.999613841,-0.550205738,-0.644822727,-1,-0.693816583,-0.650053548,-0.476716592,0.540860154,-0.508832648,-1,-0.990055773
f805,-1,-0.910878113,-1,-0.926021996,-0.911533421,-0.918086501,-1,-0.922018349,-0.918741809,-1,-0.746395806,-0.908256881,-1,-1
f806,-1,-0.673272933,-1,-1,-0.673272933,-0.673272933,-1,-0.673272933,-0.673272933,-1,-1,-0.673272933,-1,-1
f807,-0.971425768,0.972963168,-0.973954539,-0.896541277,0.972963168,0.972963168,-0.991795785,0.964854253,0.963275148,-0.992408574,0.119222398,0.972963168,-0.984652398,-0.978933771
f808,-0.999629566,-0.086825437,-0.925122514,-0.85853544,0.032429693,-0.168457056,-0.936294073,-0.276817836,-0.225629592,-0.999707097,-1,-1,-0.994569366,-0.78338143
f809,-0.999603716,-1,-0.936979069,-0.881533516,-1,-1,-1,-1,-1,-0.999686657,-0.404411765,-1,-0.994190396,-0.903897526
f810,-1,-0.488372093,-1,-0.99016071,-0.488372093,-0.488372093,-0.99915258,-0.488372093,-0.488372093,-0.999572562,-1,-0.488372093,-0.998471043,-0.999755156
f811,-0.987086775,-0.637996092,-0.923789305,-0.932976069,-0.637996092,-0.637996092,-1,-0.635233475,-0.625766458,-0.9703277,-0.7205377,-0.637996092,-0.967093851,-0.963687721
f812,-0.857422349,-0.607572139,-0.828325994,-0.955388568,-0.607572139,-0.607572139,-0.824469023,-0.434192117,-0.59186513,-0.844148615,-0.451862502,-0.607572139,-0.890244559,-0.846556015
f813,-0.976462968,-0.866268153,-0.916008838,-0.995243721,-0.866268153,-0.866268153,-0.947845851,-0.869470492,-0.866268153,-0.975178522,-0.07828486,-0.866268153,-0.986309012,-0.936074677
f814,-0.820318039,-0.889269019,-0.800995732,-0.942965935,-0.890472222,-0.893512334,-0.786013142,-0.906150155,-0.897071694,-0.803307311,-0.840875686,-0.891343219,-0.860301796,-0.818653539
f815,-0.85788607,-0.804491533,-0.895918657,-0.986044537,-0.804491533,-0.804491533,-0.826777456,-0.806463699,-0.804491533,-0.884960283,-0.507779243,-0.804491533,-0.515252652,-0.787582106
f816,-1,-0.133333333,-0.950073644,-0.929838679,-0.085714286,-0.176380952,-1,-0.304571429,-0.244571429,-0.99968,-0.20952381,-0.019047619,-1,-1
f817,-0.999345068,-0.583376732,-0.999990148,-0.875836408,-0.562545568,-0.598791793,-0.999956327,-0.612852828,-0.605561921,-1,-0.364649516,-0.531298823,-0.827481245,-0.997608657
f818,-1,-0.840618425,-1,-1,-0.860167529,-0.843690427,-1,-0.857066039,-0.847919417,-1,-0.086578074,-1,-1,-1
f819,-1,-0.749263568,-1,-0.931899919,-0.736781667,-0.760846772,-1,-0.793299715,-0.772429977,-1,-0.185181487,-0.730990064,-1,-1
f820,-1,-0.270444256,-1,-1,-0.210961585,-0.337925251,-1,-0.447944897,-0.392515744,-1,-0.076682948,-0.143325283,-1,-1
f821,-0.977643257,-0.493318357,-0.821157948,-0.980670639,-0.461669337,-0.516807347,-0.813979317,-0.553213631,-0.532202382,-1,0.018880391,-0.412874345,-0.998115569,-0.858832509
f822,-0.901700481,-0.855527656,-0.83018545,-0.921140258,-0.841908896,-0.863074719,-0.875549371,-0.88128981,-0.873402278,-1,0.313018683,-0.811493666,-0.966713467,-0.892724345
f823,-0.052879442,-0.872881356,-0.95945459,-0.999782323,-0.872881356,-0.872881356,-1,-0.872881356,-0.86440678,0.268543187,-0.237288136,-0.872881356,-0.975331396,-0.981778392
f824,-0.999996435,-0.905016911,-0.999896969,-0.963513439,-0.903607666,-0.905862458,-0.999997313,-0.905580609,-0.906708005,-0.999741854,-0.803269448,-0.903043968,-0.998992179,-0.999977071
f825,-0.524037514,-0.460122699,-0.478565885,-0.800166744,-0.435582822,-0.486196319,-0.512768953,-0.518404908,-0.501533742,-0.609279461,0.291411043,-0.401840491,-0.570472879,-0.440278878
f826,-1,-0.999992862,-1,-0.996817948,-0.999992862,-0.999992862,-1,-0.999994052,-0.999994052,-1,-0.99996193,-0.999992267,-1,-1
f827,0.573773208,-0.442978798,0.778538227,-0.144243975,-0.419046668,-0.481086876,0.677935755,-0.502039618,-0.465339218,0.320292253,0.700777613,-0.277456049,0.426612988,0.860148821
f828,0.477945524,-0.276072556,0.641841213,-0.300593115,-0.216095566,-0.297789742,0.587348134,-0.638132335,-0.605657205,0.296427456,0.500475738,-0.164824082,0.370959962,0.710039333
f829,-0.155343498,-0.048146312,-0.020545836,-0.749887062,0.111314912,-0.121797066,-0.092177751,-0.464655561,-0.386908006,-0.257621359,1,0.307494958,-0.218603216,0.054495533
f830,0.464767607,-0.273663682,0.555632,-0.395799847,-0.10702387,-0.49646454,0.543907013,-0.497919567,-0.421862613,0.343301578,0.752216466,0.026035716,0.414539234,0.561449523
f831,0.618124579,0.454114424,0.751349237,-0.303718288,0.267781017,-0.227823287,0.721746635,-0.520978313,-0.659312994,0.468245152,0.403721781,1,0.54177253,0.801635952
f832,-0.884564839,0.005901731,-0.880793672,-0.572137765,0.097798622,-0.159610817,-0.845341389,-0.599181052,-0.485062566,-0.950003296,0.958643693,0.02306709,-0.925997772,-0.834937698
f833,-0.92957662,-0.125062364,-0.825692876,0.391095526,-0.070426854,-0.239461311,-0.924165743,-0.517498832,-0.419425859,-0.941445729,1,-0.012820737,-0.936447194,-0.75448887
f834,-1,-0.563203088,-1,-1,-0.519798298,-0.578446247,-1,-0.645237421,-0.623385475,-1,0.23584887,-0.467779896,-1,-1
f835,0.432599215,-0.442901443,0.64974077,-0.250951184,-0.088984765,-0.547121478,0.542670866,-0.722798975,-0.664284751,0.191149909,-0.083187272,1,0.292833438,0.686458011
f836,0.139073877,-0.171978984,0.247896623,-0.52175886,0.100350263,-0.370928196,0.166041809,-0.667950963,-0.421891419,-0.06492723,1,0.103677758,0.027944719,0.339525127
f837,-1,-0.569656886,-1,-0.991722878,-0.584919752,-0.649289379,-1,-0.702363016,-0.697082508,-1,1,-0.556071815,-1,-1
f838,-0.03183183,-0.304276742,0.114915102,-0.675691709,-0.240742517,-0.366736619,0.002457635,-0.44046963,-0.388675551,-0.272409486,1,-0.221473864,-0.126287266,0.266763249
f839,-1,-0.356568169,-1,-1,-0.37534507,-0.44736813,-1,-0.634032909,-0.550151463,-1,0.427959954,-0.197152908,-1,-1
f840,0.573773208,-0.208650213,0.778538227,-0.144243975,-0.037751508,-0.400341369,0.677935755,-0.600066848,-0.51817418,0.320292253,0.906324357,0.189697555,0.426612988,0.860148821
f841,0.477945524,-0.527053294,0.641841213,-0.300593115,-0.527053294,-0.61749361,0.587348134,-0.709956718,-0.684859135,0.296427456,-0.217004648,-0.527053294,0.370959962,0.710039333
f842,0.48632669,-1,0.636231853,-0.367395634,-1,-1,0.587980437,-0.962113105,-0.961119801,0.329852683,-0.74592681,-0.951098319,0.402149725,0.70612092
f843,-0.155343498,-0.403147381,-0.020545836,-0.749887062,-0.396845032,-0.419579873,-0.092177751,-0.420261434,-0.411981565,-0.257621359,0.275626012,-1,-0.218603216,0.054495533
f844,0.651513846,0.397591988,0.753962726,-0.318769125,0.616009231,0.251454838,0.740742897,-0.023284588,0.148897581,0.514561862,0.84064077,0.800115332,0.594881754,0.760521938
f845,-0.347935387,-0.268273949,-0.29424911,-0.719415507,-0.144332907,-0.245242028,-0.306178234,-0.127184573,-0.370645179,-0.408333129,0.164471313,-0.173945157,-0.378703395,-0.273984794
f846,-0.884564839,-0.989663814,-0.880793672,-0.572137765,-0.989663814,-0.989663814,-0.845341389,0.339645931,0.401479482,-0.950003296,0.413059812,0.374423783,-0.925997772,-0.834937698
f847,-0.922665012,-0.469185907,-0.861280959,0.10707717,-0.469185907,-0.448792735,-0.939648735,-0.145309813,-0.159531672,-0.955367541,0.972312912,-0.469185907,-0.948437424,-0.804614592
f848,-0.799696893,0.994960847,-1,-1,0.994960847,1,-1,0.534493199,0.57776806,-0.970577199,0.173963635,0.994960847,-0.96987311,-1
f849,-0.295489073,0.712085535,-0.176942182,-0.626298571,0.712085535,0.506843254,-0.211001795,0.18091004,0.355261844,-0.465409031,0.277237426,0.712085535,-0.421501616,-0.158623903
f850,-1,0.682253544,-1,-1,0.682253544,0.574350443,-1,0.423443588,0.527186372,-1,0.919274361,0.682253544,-1,-1
f851,-1,-0.724183293,-1,-1,-0.729006797,-0.697873273,-1,-0.651392239,-0.67989476,-1,0.043630783,-0.728129796,-1,-1
f852,-1,0.232960326,-1,-1,0.233638522,0.349610037,-1,0.450661241,0.379450661,-1,-0.432349949,0.23567311,-1,-1
f853,-1,-0.266022827,-1,-1,-0.033187006,-0.322212467,-1,-0.370324846,-0.369446883,-1,-0.023880597,-0.032835821,-1,-1
f854,-1,-0.259801184,-1,-1,-0.112811348,-0.269630292,-1,-0.271752485,-0.290182062,-1,-0.01976991,-0.112029487,-1,-1
f855,-1,0.363611714,-1,-1,0.363611714,0.329175705,-1,0.268438178,0.2914859,-1,0.707429501,0.329175705,-1,-1
f856,-1,-0.260655116,-1,-1,-0.260655116,-0.228531681,-1,-0.171620083,-0.193372961,-1,-0.587454155,-0.229796383,-1,-1
f857,-1,-0.999598877,-1,-1,-0.999598877,-0.999598877,-1,-0.999598877,-1,-1,-0.990373045,-0.997593261,-1,-1
f858,-0.988202857,-0.557875058,-0.940753857,0.542264703,-0.557875058,-0.559432933,-0.950640319,-0.511606169,-0.560990809,-0.991175365,-0.60461131,-0.579685309,-0.990417694,-0.943115796
f859,-0.032968043,-0.284184466,-0.025467208,-0.096304855,-0.215203026,-0.324488134,-0.051879218,1,-0.360789654,-0.059747412,-0.327506847,-0.189445621,-0.079706135,-0.03103422
f860,-0.144170854,0.021731901,0.381124943,-0.767902191,0.178847888,-0.082562984,0.180851303,-0.239950194,-0.161242232,-0.249384265,1,0.26962874,-0.212523441,0.530203878
f861,-0.142500083,0.341359141,0.383400489,-0.778170556,0.341359141,0.341359141,0.183500986,0.172628011,0.255007302,-0.247783487,0.718183675,0.341359141,-0.210973208,0.532156549
f862,-0.969466249,-0.993211931,-0.931660323,-0.978484121,-0.993211931,-0.993211931,-0.975628656,-0.993211931,-0.993211931,-0.973772276,-0.959855178,-0.993211931,-0.96951423,-0.975937794
f863,-1,0.036425045,-1,-1,0.15669871,-0.064299529,-1,-0.102229843,-0.151382697,-1,0.850477758,0.289905026,-1,-1
f864,-0.835378405,-0.395265783,-0.881709677,-0.979781667,-0.323238273,-0.445430733,-0.795148332,-0.574009699,-0.502171087,-0.916186854,0.446843349,-0.207150288,-0.95274646,-0.919496071
f865,-0.833224563,0.152849741,-0.705068107,-0.297498007,0.155440415,0.170984456,-0.791000448,-0.062512953,0.159041451,-0.862028521,0.544041451,0.215025907,-0.847335348,-0.638381685
f866,-0.812358722,-0.46281051,-0.77362797,-0.983739161,-0.39419586,-0.445,-0.788319753,-0.441878981,-0.434410828,-0.858842357,0.185119427,-0.38107086,-0.814538064,-0.77893276
f867,-0.790546419,-0.698015041,-0.759815603,-0.986418351,-0.690447286,-0.741308906,-0.776641817,-0.758252269,-0.729116412,-0.992328142,-0.211156132,-0.720886478,-0.992360431,-0.740765093
f868,-0.999302671,-0.62883676,-1,-0.844021227,-0.590011896,-0.632058333,-1,-0.640339741,-0.623260489,-0.420198364,0.745618754,-0.558558531,-0.370703103,-1
f869,0.006183989,-0.655480969,-0.144966006,-0.931173453,-0.615426433,-0.6665063,-0.412526489,-0.675562078,-0.6783792,-0.415930229,0.39126206,-0.563328789,-0.435630726,-0.070318366
f870,0.006183098,-0.956826218,-0.144966006,-0.931033677,-0.947772747,-0.955120742,-0.412526489,-0.958818456,-0.959161276,-0.415930229,-0.764387667,-0.945010781,-0.435631091,-0.070340893
f871,0.339175268,-0.806492783,0.158661359,-0.772666704,-0.788415092,-0.784085493,0.164255925,-0.801290802,-0.800709214,-0.222523147,0.715684295,-0.756863949,-0.01537282,0.572920248
f872,-1,-0.739013789,-1,-0.91615099,-0.712517204,-0.757277776,-1,-0.780519808,-0.782145691,-1,0.009692546,-0.63767641,-1,-1
f873,-0.999855365,-0.347169747,-1,-0.977292736,-0.296728768,-0.343046012,-1,-0.515801041,-0.483273384,-1,0.730874198,-0.342921394,-0.999940671,-0.996340271
f874,-1,-0.138813615,-1,-0.491598213,-0.077020732,-0.180298484,-1,-0.296916682,-0.283867253,-1,0.270455106,0.113638425,-1,-1
f875,-0.29140708,-0.67407906,-0.206532667,-0.865826413,-0.698472027,-0.692516471,-0.249649627,-0.669652717,-0.714393836,-0.420994099,0.175245357,-0.445788925,-0.349587458,-0.149110144
f876,0.176243159,-0.675354379,0.321915156,-0.75071919,-0.670971835,-0.673153822,0.257904758,-0.699783349,-0.680411637,-0.027793407,-0.074345404,-0.624156608,0.082067411,0.403307743
f877,0.491196721,-0.507451813,0.528351586,-0.643901226,-0.524700688,-0.544783901,0.536452449,-0.572047211,-0.562645835,0.216879821,0.681012142,-0.489988962,0.342683227,0.591933793
f878,0.45018294,-0.570251801,0.629135866,-0.651948852,-0.551951914,-0.686175915,0.540828883,-0.709008289,-0.691153037,0.642020807,-0.027668656,-0.382541196,0.36711583,0.685380417
f879,-0.234404324,-0.266007173,0.574354186,-0.998529278,-0.216440526,-0.222674836,-0.230406808,-0.368200837,-0.232758518,0.357791368,0.507265392,-0.203135087,-0.261448074,0.691206954
f880,0.07928653,-0.649006489,0.170421219,-0.932054384,-0.648479949,-0.67398681,0.110094793,-0.581959366,-0.677032231,1,-0.655584512,-0.591310499,0.026402316,-0.287533964
f881,0.209241015,-0.687184116,-0.052984955,-0.614218265,-0.619458484,-0.677779783,-0.020377633,-0.637184116,-0.685613718,0.073533276,-0.372707581,-0.60967509,0.094108149,-0.074908622
f882,-0.866777933,0.807776172,-0.840472427,-0.974359551,0.789459977,0.914584447,-0.84430916,0.977447302,1,-0.874135606,0.108855816,0.714660413,-0.879588813,-0.837140227
f883,0.869908778,-0.967404674,0.970786722,-0.334034988,-0.9700451,-0.966445264,0.957200818,-0.967199672,-0.968446084,0.609765102,-0.990274703,-0.969749897,0.627558464,1
f884,0.269108066,-0.998972222,0.258808778,-0.555642958,-0.998935897,-0.998534188,0.321391322,-0.998504274,-0.998568376,0.249350223,-0.836963675,-0.999450855,0.17144266,-1
f885,0.335413597,-0.134781692,0.407544279,-0.471315141,-0.105673908,-0.177810588,0.351561715,-0.26344653,-0.230963932,0.518582583,0.558110103,-0.030373339,0.390902173,-1
f886,0.241201655,0.36377283,0.004604002,-0.576902382,0.328996748,0.414560921,0.276718421,0.516137103,0.477858394,0.155918879,-0.48461346,0.240180135,0.111267935,-1
f887,-0.417948519,-0.99972962,-0.081490984,-0.848590322,-0.99972962,-0.99972962,-0.315474044,-0.99945924,-0.99972962,-0.547862771,-0.971069352,-0.99972962,-0.589281103,-1
f888,-0.103685508,-0.45048203,-8.49E-05,-0.643185648,-0.422474959,-0.473458547,-0.064980425,-0.530890735,-0.509242994,-0.231460677,0.553334567,-0.343289902,-0.191130825,-0.06446613
f889,-0.187714991,0.253193842,-0.129106192,-0.643185648,0.24396781,0.307013763,-0.125304261,0.386330767,0.356925589,-0.41777324,-0.16478983,0.22415582,-0.418625276,-0.133764926
f890,0.81691754,-0.998972222,0.931208996,-0.362339826,-0.998935897,-0.998534188,0.805871508,-0.998504274,-0.998568376,0.649115319,-0.836963675,-0.999450855,0.704675464,0.814959514
f891,0.547853815,-0.995472818,0.754780073,-0.325667475,-0.995601777,-0.995567012,0.742453133,-0.995876387,-0.995880108,0.000984115,-0.979438812,-0.995263591,-0.090466178,0.809532045
f892,0.897110167,-0.012020099,0.978575945,-0.368192447,0.003123257,-0.062295655,0.965561219,-0.071527046,-0.078674445,0.625494301,0.679947767,0.180689415,0.63753695,1
f893,0.493148,-0.080750117,0.731882631,-0.356796116,-0.065349396,-0.073148333,0.843420244,-0.078372268,-0.076180981,-0.125244542,0.448437646,-0.019126866,-0.227582614,1
f894,0.348355436,0.32149077,0.064510541,-0.845393846,0.456635319,0.280738419,-0.012716466,0.220480669,0.189132706,0.498823165,-0.500522466,0.342041101,0.662413639,-0.35168675
f895,0.640972636,-0.782991202,0.295654893,-0.811822277,-0.759530792,-0.798475073,0.118059876,-0.82457478,-0.811554252,0.80146923,-0.140175953,-0.739002933,1,-0.224403153
f896,-1,-0.790297192,-1,-1,-0.760764081,-0.808022965,-1,-0.834301527,-0.821484157,-1,-0.150019344,-0.748950836,-1,-1
f897,-1,0.585019365,-1,-1,0.682889669,0.505564378,-1,0.437227719,0.455353103,-1,0.521276689,0.741385434,-1,-1
f898,0.897110167,0.137266641,0.978575945,-0.368192447,0.197566602,0.081146157,0.965561219,0.039957446,0.204658811,0.625494301,0.602842814,0.243589648,0.63753695,1
f899,-1,0.24591679,-1,-1,0.372625586,0.155633854,-0.998504702,-0.014418603,0.054350347,-1,0.924857805,0.401042235,1,-1
f900,-1,-0.052808399,-1,-1,-0.053018373,-0.053018373,-1,-0.05343832,-0.05343832,0.592514558,-0.166404199,-0.055538058,0.48646199,-1
f901,-1,-0.047707261,-1,-1,-0.045717553,-0.071698113,-1,-0.101955403,-0.082378502,-1,-0.118376215,-0.045717553,1,-1
f902,-0.099791408,-0.099905871,0.023008449,-0.685833037,-0.081892961,-0.115850974,-0.033355485,-0.184364367,-0.165891943,-0.238661254,-0.770730935,-0.081341545,-0.173522873,0.097048075
f903,0.522740741,0.114315783,0.689701824,-0.636418261,0.136615752,0.09457576,0.598428803,0.009756236,0.032625082,0.269109294,0.218818443,0.137298404,0.377084867,0.776391597
f904,0.38815969,0.240295339,0.591900015,-0.541910887,0.240789682,0.240295339,0.494816895,0.225680515,0.235123744,0.154801768,1,0.240941788,0.253228775,0.696980729
f905,0.503115517,-0.232297636,0.668290591,-0.635947843,-0.269893213,-0.207627494,0.578264164,-0.126119734,-0.163015521,0.240146752,-0.891933665,-0.245086621,0.359356127,0.753838969
f906,0.576466888,-0.50104171,0.682326319,-0.647483945,-1,-1,0.667519673,-0.553309003,-0.544863459,0.33780469,0.11755247,-1,0.451135976,0.767170391
f907,0.435009289,-0.132028568,0.59509973,-0.936403894,-0.215886408,-0.04745052,0.528487981,0.019939324,0.043841732,0.260519694,-0.19266936,-0.219123475,0.324536261,0.67494353
f908,0.406417623,0.720977071,0.619221996,-0.963083289,0.849256352,0.637884735,0.514270735,0.579735592,0.618932039,0.6498507,-0.075655856,1,0.269784163,0.739167274
f909,-0.187295872,-0.428604984,-0.124631687,-0.842793128,-0.484482175,-0.38451601,-0.166420832,-0.316600535,-0.353695672,-0.181202831,-0.846792181,-0.519391746,-0.180788017,-0.229387945
f910,0.203390424,0.075812274,0.406588207,-0.588120864,0.09666065,0.068411552,0.259148533,0.037545126,0.049909747,0.137187916,0.100631769,0.069404332,0.138312843,0.434725571
f911,0.632517674,-1,0.777665153,-0.468995581,-1,0.293747451,0.765782944,0.52201367,0.29691937,0.665693736,0.849811168,-1,0.593083538,0.840971843
f912,0.632517674,0.113355631,0.777665153,-0.468995581,0.124002399,0.036911498,0.765721508,0.219861729,0.039451525,0.357374246,-1,0.045884836,0.473247657,0.840971843
f913,0.725707689,-0.256073457,0.879140711,-0.530791505,-0.298361964,-0.331676114,0.866580223,-0.28806747,-0.348703673,0.760777561,-0.39691441,-0.348503263,0.68402251,0.91409249
f914,-0.553153147,-0.253671919,-0.356779742,-0.854787341,-0.253671919,-0.313868521,-0.398525417,-0.443029539,-0.375791054,-0.396254687,1,-0.253671919,-0.445528464,-0.239942045
f915,-0.832432435,-0.67369265,-0.742711905,-0.941914928,-0.638975501,-0.691545657,-0.759410158,-0.727982183,-0.694957684,-0.860674159,-1,-0.634993318,-0.848780492,-0.723615285
f916,-0.023474878,-0.667303607,0.349446409,-0.898450164,-0.641604685,-0.683544573,0.261865922,-0.681915112,-0.641168475,-0.188057797,-0.014626687,-0.642618796,-0.11874565,0.69120694
f917,-1,0.219983465,-1,-0.792017968,0.219983465,0.14722855,-1,-0.045203932,0.093491641,-0.168539329,1,0.219983465,-0.458536597,-1
f918,0.511566797,0.199778346,0.691032611,-0.671275316,0.199778346,0.184232029,0.8276728,0.090545075,0.172281821,0.346509963,0.981185465,0.199778346,0.315465961,1
f919,0.043637843,0.133350695,0.079899688,-0.754944778,0.133350695,0.097622105,0.366179355,-0.017822102,0.049695024,-0.115027059,1,0.133350695,-0.189216242,0.333312211
f920,0.165397694,-0.277189189,0.398545957,-0.893692212,-0.236840841,-0.285777778,0.29633029,0.095543544,0.144432432,-0.031017648,0.272564565,-0.211195195,0.051700358,0.59340127
f921,-1,-0.003236777,-1,-0.563153457,-0.08903919,-0.005837915,-1,-0.067696967,-0.038445878,-0.597628404,0.426607184,-0.060139606,-0.767486829,-1
f922,0.725707689,-0.89156552,0.879140711,-0.530791505,-0.89156552,-0.89156552,0.866580223,-0.89156552,-0.89156552,0.760777561,-0.79485891,-0.89156552,0.68402251,0.91409249
f923,0.540470695,0.765237864,0.523333203,-0.533135326,0.765237864,0.765237864,0.568414959,0.765237864,0.765237864,0.655932315,1,0.765237864,0.53026364,0.516995536
f924,0.573194109,0.17769871,0.918174679,-0.829428996,0.17769871,0.17769871,0.831797279,0.17769871,0.17769871,0.332371607,0.979741642,0.17769871,0.414454835,1
f925,-1,1,-1,-0.601110568,1,1,-1,1,1,-0.668245239,0.568783069,1,-0.824974868,-1
f926,-0.884529666,-0.4720785,-0.867027627,-0.272249914,-0.424743675,-0.49889005,-0.875657673,-0.561928289,-0.536015064,-0.903990956,0.342806057,-0.372537164,-0.895795064,-0.865815145
f927,-0.997006769,-0.464571012,-0.99655308,-0.993911389,-0.440830227,-0.558455027,-0.996776789,-0.619362615,-0.564957816,-0.997511246,0.915547832,-0.38939653,-0.997298792,-0.99652165
f928,0.420606789,-0.756053812,0.267442517,-0.299573521,-0.757847534,-0.775784753,0.194336171,-0.786547085,-0.777578475,0.181178678,-0.305829596,-0.748878924,0.282011004,0.361515482
f929,0.733154853,-1,0.546292871,-0.406413397,-1,-1,0.457102379,-1,-1,0.441050102,-1,-1,0.564066574,0.661062853
f930,-0.703069303,-1,-0.81552666,-0.839637441,-1,-1,-0.775553641,-1,-1,-0.663446666,0.56424581,-1,-0.691778411,-0.72361529
f931,1,-0.154636347,0.439595468,-0.160876347,-0.154636347,-0.154636347,0.346164214,-0.158110808,-0.158787413,0.73126297,-0.501177202,-0.154636347,0.907752629,0.546446084
f932,1,-0.086825437,0.439595468,-0.215206787,0.032429693,-0.168457056,0.346164214,-0.276817836,-0.225629592,0.663153805,-1,-1,0.833829264,0.546446084
f933,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.393939394,-1,-1,-1
f934,-1,-0.856283981,-1,-1,-0.856283981,-0.856283981,-1,-0.855187219,-0.851428801,-1,-0.883622794,-0.856283981,-1,-1
f935,-1,-0.788307898,-1,-1,-0.788307898,-0.788307898,-1,-0.694779418,-0.779834876,-0.536758886,-0.689859061,-0.788307898,-0.497213917,-1
f936,-1,-0.866268153,-1,0.559243592,-0.866268153,-0.866268153,-1,-0.869470492,-0.866268153,-1,-0.07828486,-0.866268153,-1,-1
f937,-0.798986491,-0.759508406,-0.821498429,-0.839910824,-0.762121589,-0.76872427,-0.83308337,-0.796171779,-0.776454682,-0.487413956,-0.654405122,-0.762121589,-0.443656603,-0.80824957
f938,1,-0.651081433,0.348791711,-0.385326238,-0.651081433,-0.651081433,0.261253717,-0.654601104,-0.651081433,0.662848808,-0.176013957,-0.651081433,0.840622884,0.448902632
f939,-0.928635617,0.189542484,-0.935464573,-0.937202546,0.254901961,0.130457516,-0.93965299,-0.045490196,0.036862745,-0.940628575,0.08496732,0.254901961,-0.935560283,-0.930674581
f940,0.967761483,-0.349593496,0.499234472,-0.266227563,-0.317073171,-0.373658537,0.401932584,-0.395609756,-0.384227642,0.80138056,-0.008130081,-0.317073171,1,0.610511653
f941,-0.949806944,-0.82619001,-0.942199103,-0.517184607,-0.82619001,-0.829540113,-0.945950439,-0.844126585,-0.834151943,-0.123595513,-0.026402631,-0.82619001,-0.048780494,-0.937908973
f942,1,-0.614315337,0.434292948,-0.766487261,-0.595115583,-0.632132709,0.341205831,-0.68205207,-0.649950081,0.66292135,0.253359957,-0.586206897,0.848108663,0.540749995
f943,0.262962744,0.038546146,0.260473239,0.882493662,0.123221649,-0.057515227,0.178667211,-0.214131744,-0.135226557,0.050103851,0.314371622,0.219504107,0.177738429,0.354028933
f944,1,-0.298671605,0.423761423,-0.168071955,-0.254864303,-0.331184123,0.331357811,-0.38157624,-0.352493312,0.632686416,0.410293344,-0.187324233,0.837694011,0.529436786
f945,0.819647335,-0.84923537,0.001683606,-0.352555299,-0.84923537,-0.857111134,0.216093653,-0.876119558,-0.867888496,0.842696629,0.252661031,-0.84923537,1,0.076031236
f946,0.860753826,-0.858490566,0.024312001,-0.340966311,-0.858490566,-0.858490566,0.243565648,-0.858490566,-0.849056604,0.842696629,-0.150943396,-0.858490566,1,0.10033917
f947,-1,-0.695160561,-1,-1,-0.69063772,-0.697874265,-1,-0.696969697,-0.700587969,-1,-0.368611488,-0.688828584,-1,-1
