,or1320,or3584,or754,or68,or3867,or3301,or1037,or2735,or3018,or1886,or4313,or4150,or1603,or471
f315,-0.556722623,0.098315498,-0.578292538,-0.284128919,0.187989415,0.166997828,-0.578605146,0.336728008,0.212876816,-0.562349558,-0.632908347,0.095516651,-0.556722623,-0.578605146
f316,-1,0.727478837,-1,-0.996689549,0.562447561,0.889468814,-1,0.737763279,1,-1,-0.416062,0.513795745,-1,-1
f317,-0.141310243,0.2349033,-0.15731291,0.796008183,0.256769237,0.37387427,-0.149800404,0.587154224,0.497261052,-0.133591914,-0.312400884,0.18300909,-0.137453651,-0.179541696
f318,-0.003237448,0.11135227,-0.038446526,0.814376452,0.028061121,0.025171369,-0.005838585,0.100561105,0.147995343,0.051573888,-0.26730155,-0.145938697,0.024566592,-0.067703454
f319,-0.078469336,0.391360561,-0.072053839,0.049615002,0.386959777,0.485259338,-0.080224336,0.667832793,0.626323372,-0.025877856,0.651550625,0.375908614,-0.055322845,-0.069986839
f320,0.049513919,0.291480807,-0.032089179,0.665192774,0.300984237,0.346204197,0.027287602,0.504498123,0.388384809,0.157580727,0.316289525,0.361040362,0.123095289,-0.095596751
f321,0.072308377,-0.606357783,0.007835154,0.774830744,-0.570269047,-0.559368243,0.059566985,-0.535517354,-0.571209894,0.170212159,-0.45781518,-0.58312981,0.132166186,-0.034861873
f322,-0.869362374,-0.599922093,-0.88285103,0.862508789,-0.605224709,-0.519295932,-0.837461705,-0.491781205,-0.525511587,-0.931949735,-0.104732999,-0.582036407,-0.907198052,-0.848994505
f323,-0.981350852,-0.035056386,-0.959916442,0.416978596,-0.040789118,-0.033632131,-0.981350852,0.003841183,-0.072441037,-0.981350852,-0.05780396,0.113839714,-0.981350852,-0.947443311
f324,-1,0.845638946,-1,-1,0.794267497,1,-1,0.693384703,0.682280075,-1,0.235036323,0.544562583,-1,-1
f325,-0.06868365,0.860121131,-0.06868365,0.873039134,0.799094134,0.906550809,-0.06868365,0.878608041,0.781265281,-0.06868365,-0.307418094,1,-0.06868365,-0.113736752
f326,-0.999983293,0.154159603,-0.827363348,0.159461297,-0.036394926,0.172530171,-0.827362285,0.447137015,0.164694937,-0.806131266,0.050388377,0.631813513,-0.836832854,-0.999981775
f327,-0.99998484,-0.567736624,-0.888291835,0.130986121,-0.604642634,-0.531369147,-0.888291835,-0.505508326,-0.509972053,-0.850745445,-0.688931804,-0.583909758,-0.874193467,-0.999985638
f328,-0.019133987,0.20119432,-0.112168162,0.960702431,0.046043157,0.195448113,-0.062747618,0.291057896,0.22825577,0.07300238,0.034673087,0.03415547,0.031242021,-0.124523298
f329,0.1344,0.610974989,0.0792,0.832,0.515713888,0.266804434,0.0784,0.349399878,0.333242258,0.12,-0.08006579,0.924528903,0.1344,0.0784
f330,-1,0.661493861,-1,-0.959453692,0.600651403,0.894777494,-1,0.76917699,1,-1,-0.138878549,0.499799981,-1,-1
f331,0.11827957,-0.167435692,0.11827957,0.440860215,-0.247534363,-0.167273392,0.075268817,0.226655216,-0.117796285,0.010752688,-0.793809277,-0.193965013,0.11827957,0.182795699
f332,-1,-0.716360527,-1,-1,-0.688614959,-0.685385172,-1,-0.593042155,-0.671729033,-1,-0.856445889,-0.705730096,-1,-1
f333,-0.141310243,0.478033997,-0.15731291,0.796008183,0.320321279,0.685632366,-0.149800404,1,0.883045268,-0.133591914,-0.771185996,0.165627005,-0.137453651,-0.179541696
f334,0.062111274,-0.989954743,0.024593854,0.933328737,-0.991669103,-0.988864535,0.059339604,-0.987495417,-0.988801748,0.120516095,-0.99924356,-0.9922487,0.091738174,-0.006581186
f335,0.178790971,-0.999142583,0.12687662,0.929829407,-0.999198889,-0.998683199,0.169550835,-0.998456419,-0.998624651,0.268482105,-0.965672288,-0.999618779,0.232250627,0.093822925
f336,0.363847564,-0.996463904,0.373342376,0.553409908,-0.996899789,-0.996271439,0.361250198,-0.996015633,-0.996294277,0.441681938,-0.995946669,-0.996923995,0.398103923,0.376401495
f337,0.049513919,0.783009563,-0.032089179,0.665192774,0.708411993,0.823757116,0.027287602,1,0.885291349,0.157580727,-0.568088205,0.628754845,0.123095289,-0.095596751
f338,0.072308377,-0.223158348,0.007835154,0.774830744,-0.261776704,-0.20475091,0.059566985,-0.121238376,-0.052399539,0.170212159,-0.723669456,-0.293700312,0.132166186,-0.034861873
f339,-0.869362374,0.871222296,-0.88285103,0.862508789,0.860399878,0.86898222,-0.837461705,0.831108817,0.823527382,-0.931949735,-0.270369884,0.749561791,-0.907198052,-0.848994505
f340,-0.974266598,-0.958411626,-0.959916442,0.416978596,-0.962477348,-0.955226172,-0.981350852,-0.948587546,-0.952139853,-0.982137992,-0.990762438,-0.965520554,-0.980987557,-0.947443311
f341,-0.88317757,-0.306932412,-1,-1,-0.373241952,-0.272483381,-1,-0.191484534,-0.230940937,-0.979361371,-0.838059242,-0.422537529,-0.980529595,-1
f342,-0.24238852,-0.183798152,-0.23140393,0.545780355,-0.248687128,-0.136656374,-0.212072498,-0.085063093,-0.128990364,-0.308585125,-0.774681909,-0.307363403,-0.310644736,-0.26858532
f343,-0.999983293,-0.270735231,-0.827363348,0.159461297,-0.341620708,-0.214703247,-0.827362285,-0.108497194,-0.163700974,-0.806131266,-0.703204118,-0.393328988,-0.836832854,-0.999981775
f344,-0.99998484,-0.818096037,-0.888291835,0.130986121,-0.8438818,-0.797825095,-0.888291835,-0.743854621,-0.771620201,-0.850745445,-0.993537398,-0.851273582,-0.874193467,-0.999985638
f345,-0.950090528,-0.324799086,-0.954824392,-0.900233445,-1,-1,-0.952309723,-0.252241619,-0.290746509,-0.945402347,-0.61831556,-1,-0.947527242,-0.95545306
f346,-1,-0.244509509,-1,-1,-0.384085511,-0.107188687,-1,0.0982045,0.046283137,-1,-0.822645276,-0.434870925,-1,-1
f347,-1,-0.201554816,-1,-1,-0.225743236,-0.18172002,-1,-0.093349855,-0.135052719,-1,-0.891764066,-0.228489697,-1,-1
f348,-1,-0.411838469,-1,-1,-0.458933994,-0.371004896,-1,-0.298298464,-0.338997522,-1,-0.848130725,-0.513879682,-1,-1
f349,-1,-0.378995694,-1,-1,-0.434222325,-0.377196621,-1,-0.158301374,-0.332339105,-1,-1,-0.514950255,-1,-1
f350,-1,-0.734984821,-1,-1,-0.774435014,-0.743624661,-1,-0.686263647,-0.732816077,-1,-0.945776518,-0.807027842,-1,-1
f351,-1,-0.946212186,-1,-1,-0.946295389,-0.945248441,-1,-0.944532359,-0.942096059,-1,-1,-0.949973564,-1,-1
f352,-1,-0.892006323,-1,-1,-0.895014233,-0.88938568,-1,-0.872274214,-0.865868178,-1,-0.919273005,-0.903545242,-1,-1
f353,-1,0.912033796,-1,-1,0.725493913,0.936155059,-1,0.851132701,0.973549782,-1,-0.208885455,0.589780909,-1,-1
f354,-1,-0.336973289,-1,-1,-0.401658821,-0.295281978,-1,-0.254480619,-0.253975595,-1,-0.723673273,-0.448719364,-1,-1
f355,-1,-0.433672727,-1,-1,-0.488924168,-0.409384861,-1,-0.392874283,-0.395971683,-1,-0.747767578,-0.529121144,-1,-1
f356,-1,0.066693578,-1,-1,0.016361087,0.135002893,-1,1,0.944895163,-1,-0.526017158,-0.032109335,-1,-1
f357,-1,0.477945524,-1,-0.950143847,0.21894464,0.587348134,-1,0.710050078,0.641841213,-0.795478438,-0.466126233,0.158701269,-0.795491906,-1
f358,-1,-0.608015216,-1,-1,-0.646257634,-0.577897642,-1,-0.515097392,-0.5486014,-1,-0.812836042,-0.674080067,-1,-1
f359,-1,0.402702703,-1,-0.787606511,0.265853659,0.510477299,-1,0.735205617,0.615312792,1,-0.598893086,0.166292135,0.861039001,-1
f360,-1,0.402702702,-1,-0.887999518,0.265853659,0.510477299,-1,0.735205616,0.615312792,1,-0.40487567,0.166292134,0.834233501,-1
f361,-1,0.367135135,-1,-0.308496041,0.233756098,0.47217695,-1,0.691206954,0.574354186,0.616916511,-0.729347467,0.136719101,0.604069636,-1
f362,-1,0.164364614,-1,-0.204370813,0.144982684,0.190148747,-1,0.195226376,0.178459137,0.03715833,-0.252518077,0.150666237,0.042402449,-1
f363,-1,-0.113730506,-1,-1,-0.164732709,-0.212976983,-1,-0.220599513,-0.170748455,1,-0.199751857,-0.159640911,0.820383221,-1
f364,-1,-0.938453803,-1,-1,-0.944866704,-0.93908547,-1,-0.93338154,-0.935378803,1,-0.95579809,-0.947321662,0.820383221,-1
f365,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.181829685,-1,-1,-0.08768822,-1
f366,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5034,-0.687461241,-1,0.4706,-1
f367,-1,-0.788946632,-1,-1,-0.809537204,-0.772730657,-1,-0.739990652,-0.758150342,0.854,-0.96856867,-0.824517424,0.84,-1
f368,-1,0.053454026,-1,-0.835829385,0.074830882,0.032987422,-1,0.032035887,0.028730293,-0.677222469,-1,-1,-0.774545666,-1
f369,-1,-1,-1,-0.898450053,-1,-1,-1,-1,-1,-0.925296973,-0.780230684,-1,-0.935967648,-1
f370,-1,-0.741518293,-1,-0.912524138,-0.755123915,-0.734516713,-1,-0.736404036,-0.729841632,0.346524138,-0.787997485,-0.769419591,0.216096552,-1
f371,-0.99699591,-0.81469452,-0.986898978,0.510633947,-0.819138638,-0.818913791,-0.988327607,-0.826540727,-0.822312937,-0.997297342,-0.940809993,-0.819079639,-0.997296115,-0.988290389
f372,-0.63103747,-0.810211861,-0.677115724,0.326256722,-0.828727777,-0.806305826,-0.664064009,-0.807088704,-0.808485687,-0.568536301,-0.602011135,-0.842198626,-0.610909975,-0.70114222
f373,-0.371196951,-0.893952701,-0.118810048,-0.34406196,-0.90429878,-0.885804715,-0.19429843,-0.868814779,-0.869737524,-0.336709897,-0.839409958,-0.911825843,-0.358868177,-0.091151378
f374,-0.355106996,-0.932378878,-0.096536721,-0.358292698,-0.938070661,-0.927831529,-0.173441428,-0.916846107,-0.923515847,-0.319615002,-0.964651121,-0.942607833,-0.342451998,-0.068524557
f375,-0.973628647,0.165405405,-0.948745242,-0.928521479,0.099512196,0.194339348,-0.980452862,0.286024741,0.239106753,-0.972755983,-0.296418827,0.073595505,-0.970823609,-0.983200267
f376,-1,-0.780067571,-1,-1,-0.801524386,-0.763169383,-1,-0.7279338,-0.746732031,-1,-0.592939972,-0.817134833,-1,-1
f377,-0.818094085,0.036323809,-0.886494152,-0.914065099,-0.024599746,0.039601682,-0.789791171,0.146050757,0.145494683,-0.888614042,-0.20138211,0.117711535,-0.942140258,-0.928089587
f378,-0.95442621,0.914622916,-0.930013577,-0.261594655,0.870702633,1,-0.946962891,0.186219707,0.202974576,-0.954654869,0.000573172,0.836097284,-0.953772151,-0.92011814
f379,-0.53505734,0.751926636,-0.610453245,0.357144706,0.845425741,0.740804636,-0.572650143,0.220474279,0.300658262,-0.450561736,-0.071754314,1,-0.496869401,-0.65192617
f380,-0.529639686,0.645617407,-0.605600016,0.366794467,0.822993656,0.232932568,-0.567558553,0.412323238,0.511552258,-0.444505923,-0.002848817,0.928217589,-0.4912337,-0.647287528
f381,-0.355980327,0.748956425,-0.459970756,0.404652399,0.376114054,0.000269995,-0.407895786,-0.287006072,-0.527837214,-0.268323807,-0.573879813,1,-0.329873721,-0.517054367
f382,-0.799043062,0.845241031,-0.789473684,-0.933014354,0.816575349,0.661731157,-0.789473684,-0.083466846,0.093052339,-0.818181818,-0.095421024,0.560293738,-0.779904306,-0.80861244
f383,-0.630001834,1,-0.631561018,-0.907715556,0.91745691,0.872389825,-0.633591887,0.365632449,0.529147101,-0.983700637,0.153123128,0.876009668,-0.985045815,-0.629814034
f384,-0.999090868,0.037324987,-1,-0.217797779,0.02914565,0.078044798,-1,0.04221758,0.02996708,-0.090867767,-0.259255563,0.05091664,-0.090867767,-1
f385,0.967295879,-0.329976059,0.451726027,-0.4823783,-0.011215172,-0.413472228,0.066674715,-0.587581224,-0.535034903,0.373457725,-0.721704186,1,0.222750289,0.469404011
f386,0.967294139,0.498311865,0.451726027,-0.481327097,0.79684112,0.225771862,0.066674715,-0.256726935,0.204651078,0.373457725,-0.086605045,0.660522875,0.222749498,0.469368405
f387,-0.065431554,0.705089203,-0.297834935,-0.389759605,0.484164986,0.496338098,-0.245475091,0.458829214,0.382125872,-0.347441504,1,0.462469031,-0.238574099,-0.11264973
f388,-1,0.714055108,-1,-0.848827688,0.688088482,0.680046117,-1,0.705286029,0.734407017,-1,0.243615162,0.59478877,-1,-1
f389,-0.999950108,0.010924461,-1,-0.969870813,-0.114325375,-0.065023579,-1,-0.288715232,-0.186095455,-1,-0.433760783,0.048795257,-0.999977322,-0.998979479
f390,0.394688976,0.018961143,-0.040481052,0.796986998,0.118134994,-0.168539176,0.399505546,-0.362967118,-0.285552697,-0.024191652,-0.38048235,0.273700782,0.266217786,0.119049451
f391,0.517400458,-0.285201116,0.053505087,0.95681759,-0.354937592,-0.377471949,0.49268434,-0.457724749,-0.451511682,0.050034087,-0.701325188,-0.405672837,0.364310407,0.230765149
f392,-0.884503651,-1,-0.88755674,-0.829919084,-1,-1,-0.885336491,-0.838765752,-0.845971016,-0.896451549,-0.779397941,-0.860122306,-0.877114664,-0.879861851
f393,-1,-0.688071653,-1,0.709090909,-0.715531282,-0.673352926,-1,-0.625195115,-0.646108868,-1,-0.831740784,-1,-1,-1
f394,-0.065294644,0.867486832,-0.091100268,-0.319216279,0.94870178,0.800674662,-0.080835047,0.614394516,0.767823892,-0.081415317,-0.379237364,1,-0.049288029,-0.092668565
f395,0.07579237,0.378574159,0.049890322,-0.123030666,0.442952471,0.481603727,0.068391785,0.829917067,0.354655793,0.069419744,-0.146560857,0.333465912,0.096649385,0.03752593
f396,-0.211449376,-0.967912035,-0.298178105,-0.275681916,-0.967912035,-0.967912035,-0.245489662,-0.074869611,-0.097903613,-0.226071899,-0.775646936,-0.351963305,-0.213225391,-0.319490284
f397,0.151185771,0.367135135,0.123023715,0.062747036,0.233756098,0.472176951,0.135869565,0.691206955,0.574354186,0.567687747,-0.720397403,0.136719101,0.20256917,0.081521739
f398,-0.273703041,-0.208969362,0.296958855,-0.994633274,-0.286143082,-0.115466343,-0.322003578,0.575596072,0.442325265,0.549194991,-0.258187013,-0.342289132,-0.223613596,0.296958855
f399,-0.102615694,0.852617695,-0.154929577,-0.782696177,0.671874505,1,-0.142857143,0.762794594,0.687273904,1,-0.724847268,0.540378758,-0.054325956,-0.521126761
f400,0.045818724,-0.510707542,-0.288771053,0.283362713,-0.558443392,-0.536230911,-0.213219355,-0.582377234,-0.553893422,0.116650698,-0.907851632,-0.593172563,0.048542237,-0.353240426
f401,-0.917222261,-0.180776984,-0.913923986,-0.938718806,-0.260701181,-0.174393459,-0.910163695,-0.142430557,-0.143529952,-0.905941388,-0.76411894,-0.318848279,-0.917093924,-0.918197627
f402,0.459939274,-0.466329396,0.33617395,1,-0.526817169,-0.370507694,0.419061414,-0.165598501,-0.286758681,0.511594025,-0.490355495,-0.562622902,0.408098715,0.262289751
f403,-0.061782592,-0.139088439,-0.19188411,0.263575395,-0.222652462,0.014766931,-0.092831913,0.253027944,0.109191692,0.110829406,-0.899963642,-0.282610945,-0.040360644,-1
f404,-0.434528586,0.094514862,-0.482433774,-0.138895328,0.301066382,0.08838176,-0.468525816,0.161558207,0.082808821,-0.226622446,-0.632624822,0.199170748,-0.347360163,-1
f405,-0.833252602,0.098315498,-0.882801886,-0.781364082,0.187989415,0.166997828,-0.840719256,0.336728008,0.212876816,-0.813232045,-0.632908347,0.095516651,-0.834568718,-1
f406,-0.47497364,0.727478837,-0.280530919,-0.474663524,0.562447561,0.889468814,-0.426595547,0.737763279,1,-0.509489549,-0.416062,0.513795745,-0.589468461,-1
f407,-0.072463768,-0.106001554,-0.101449275,0.420289855,-0.090171882,-0.005394623,-0.101449275,0.149007708,0.08393026,-0.043478261,-0.502218076,-0.143569955,-0.072463768,-0.217391304
f408,-0.134328358,-0.412002164,-0.194029851,0.462686567,-0.456070113,-0.457599032,-0.134328358,-0.417711588,-0.392614929,-0.253731343,-0.612341546,-0.548130497,-0.313432836,-0.253731343
f409,0.245355388,-0.155481254,0.149466619,0.681169843,-0.158152413,-0.098487202,0.149466619,0.012330015,-0.012865096,0.359463023,0.002447173,-0.164860174,0.294738104,0.005633465
f410,0.003236246,0.291137273,-0.012345679,0.681169843,0.300638176,0.345846107,0.048783411,0.504097927,0.388015499,-0.219705142,0.315939392,0.360678326,-0.346757761,-0.051899796
f411,0.523650006,-0.779505297,0.379921535,0.95182866,-0.759290557,-0.753184581,0.465988867,-0.739824748,-0.759817563,0.570132866,-0.696300661,-0.766494383,0.457356852,0.298486237
f412,0.207035334,-0.797283542,0.215750858,1,-0.799970337,-0.756430875,0.383862402,-0.74248937,-0.7595803,-0.149523977,-0.546374963,-0.788221,-0.308087303,0.306958541
f413,-0.330329526,-0.035056386,-0.540891082,-0.704642673,-0.040789118,-0.033632131,-0.544645025,0.003841183,-0.072441037,-0.104706473,-0.05780396,0.113839714,-0.085090816,-0.739710681
f414,-0.330041802,-0.865022522,-0.540648956,-0.704485505,-0.86877948,-0.853733604,-0.576100543,-0.902061741,-0.876969479,-0.115431435,-0.909677844,-0.887041199,-0.095187702,-0.744025272
f415,-1,0.860121131,-1,-1,0.799094134,0.906550809,-1,0.878608041,0.781265281,-1,-0.307418094,1,-1,-1
f416,-1,-0.379351694,-1,-1,-0.481822224,-0.369472938,-1,-0.22180335,-0.373686328,-1,-0.435154579,-0.122493726,-1,-1
f417,0.51509982,-0.710667738,0.372177903,0.940875686,-0.7353705,-0.686325439,0.457762255,-0.669015691,-0.672003454,0.561321835,-0.791788826,-0.721493105,0.449178679,0.291199591
f418,-1,-0.587128331,-1,-1,-0.640456522,-0.589103404,-0.999411072,-0.556240636,-0.577826834,-1,-0.644364616,-0.64454253,-0.060070671,-1
f419,-1,0.610974989,-1,-1,0.515713888,0.266804434,-1,0.349399878,0.333242258,0.754475741,-0.08006579,0.924528903,0.508834516,-1
f420,-1,0.661493861,-1,-1,0.600651403,0.894777494,-1,0.76917699,1,-1,-0.138878549,0.499799981,1,-1
f421,0.221712445,-0.311808255,0.205630056,0.64002538,-0.378017247,-0.311674098,0.218271448,0.013944492,-0.270776673,0.242687882,-0.829564212,-0.333737203,0.24290752,0.203555697
f422,-0.108782894,-0.697260055,-0.141230483,-0.18149032,-0.667646082,-0.664198798,-0.131235084,-0.565637341,-0.649623046,-0.106663956,-0.846778859,-0.685913764,-0.106899393,-0.159551812
f423,0.240295339,0.478033997,0.235123744,0.574344836,0.320321279,0.685632366,0.240295339,1,0.883045268,0.240941788,-0.771185996,0.165627005,0.240789682,0.225680515
f424,-0.184005231,-0.99102002,-0.213541667,-0.239808802,-0.992552576,-0.990045426,-0.204342532,-0.9888215,-0.989989297,-0.190295815,-0.999323779,-0.993070708,-0.18226912,-0.230339105
f425,0.114315783,-0.998801153,0.032625082,-0.041556447,-0.99887988,-0.998158838,0.09457576,-0.997841752,-0.998076975,0.137298404,-0.952002702,-0.999466974,0.136615752,0.009756236
f426,0.689908257,-0.99913856,0.631192661,-0.711926606,-0.999244748,-0.999091673,0.671559633,-0.999029356,-0.999097237,0.785321101,-0.999012555,-0.999250645,0.728440367,0.594495413
f427,0.249139574,-0.845559846,0.248855136,-0.873880024,-0.845559846,-0.845559846,0.248968911,-0.845559846,-0.845559846,0.76238018,0.160875161,-0.845559846,0.249708451,0.248684473
f428,-0.583055286,-0.869387755,-0.610016862,-0.689771463,-0.869387755,-0.869387755,-0.602859398,-0.869387755,-0.869387755,-0.494779895,-0.069387755,-0.869387755,-0.534280486,-0.680407563
f429,-0.012205317,0.551215818,0.002619406,0.30045143,0.638959444,0.615253794,-0.040182801,0.951050306,0.756104774,0.122666221,0.996657434,0.760614929,0.035389846,-0.047985287
f430,0.131927687,0.482621766,0.070335061,0.416195261,0.541080308,0.646421039,0.136971399,1,0.814933352,0.389038332,0.837492284,0.68909325,0.224000158,0.031864393
f431,0.311651253,0.203658067,0.240279163,0.64105385,0.163110968,-0.03600328,0.317449949,-0.174736199,-0.031087086,0.311651253,-0.090587684,0.030572454,0.311651253,0.195700256
f432,0.132207615,-1,0.070599757,0.184101453,-1,-1,0.137252574,-1,-1,0.389381844,0.707407971,-1,0.224302856,0.015164555
f433,-0.627906977,-1,-0.534883721,-0.534883721,-1,-1,-0.534883721,-1,-1,-0.395348837,0.774516879,-1,-0.488372093,-0.488372093
f434,-0.727272727,0.511460656,-0.636363636,-0.636363636,0.587674843,0.340702685,-0.636363636,0.193753689,0.195424512,-0.727272727,1,0.679442449,-0.727272727,-0.636363636
f435,-0.090909091,0.318770792,0.090909091,-0.636363636,0.433683042,0.208771954,0.090909091,0.209308196,0.108965592,-0.090909091,0.993662744,0.558413467,-0.090909091,0.272727273
f436,-1,-0.01746797,-1,-0.652173913,0.124081292,0.019196432,-1,-0.210594758,-0.309377925,-0.565217391,0.535020467,0.405665538,-0.739130435,-1
f437,-0.233606557,-0.084652185,-0.255464481,-0.358907104,0.690197028,-0.677249138,-0.139453552,-0.842187172,-0.774311438,-0.178907104,0.362515732,0.379572585,-0.260928962,-0.180273224
f438,-0.100977199,0.864808161,-0.19218241,-0.188013029,0.910766289,0.617528604,0.092899023,0.220714762,0.164551282,-0.083127036,0.954566189,0.801733511,-0.226058632,-0.071530945
f439,-0.261658031,0.020107095,-0.230569948,-0.740932642,0.615276492,0.02322982,-0.237305699,-0.654038348,-0.499317765,-0.261658031,1,0.499157037,-0.261658031,-0.183937824
f440,-1,0.524402103,-1,-0.26199262,0.624302232,0.320514551,-1,-0.4472721,0.130572151,-0.787453875,0.606868886,0.434891582,-0.886838868,-1
f441,0.132207615,0.003033795,0.070599757,0.184101453,0.317118639,-0.254274962,0.137252574,-0.08912706,-0.059590414,0.389381844,0.829526141,0.462069801,0.224302856,0.015164555
f442,0.181652314,0.3398511,0.014705882,0.377499635,0.463242647,0.085068138,0.117245658,-0.265505721,-0.088458259,0.527696687,0.674602282,0.534667204,0.300722522,-0.059334404
f443,-0.094780945,0.326351576,-0.041552054,-0.622479279,0.723635259,0.054471221,-0.0211859,0.021200544,-0.081707844,-0.077948811,0.93924923,0.664936473,-0.098132799,-0.06971491
f444,-1,0.633414601,-1,0.292880348,0.755364826,0.560882037,-1,0.213573798,0.412985536,-0.663785034,0.883677418,0.867052172,-0.836572876,-1
f445,-0.925675676,0.463376191,-0.925675676,0.801801802,0.685936034,0.347471537,-0.925675676,0.098093107,0.150215445,-0.925675676,0.916519213,0.791871583,-0.925675676,-0.93018018
f446,-0.999164091,0.618241124,-0.999164091,-0.993459648,0.718228579,0.216636737,-0.999164091,-0.12532896,-0.11381508,-0.999164091,0.099593168,0.940319372,-0.999164091,-0.999214753
f447,0.054574132,0.618241124,-0.1829653,1,0.718228579,0.216636737,-0.176656151,-0.12532896,-0.11381508,0.054574132,0.099593168,0.940319372,0.054574132,-0.1829653
f448,0.10952539,0.618241124,-0.140391636,0.461666114,0.718228579,0.216636737,-0.133753734,-0.12532896,-0.11381508,0.10952539,0.099593168,0.940319372,0.10952539,-0.140391636
f449,-0.611330907,0.618241124,-0.790314923,-0.192593765,0.718228579,0.216636737,-0.727172021,-0.12532896,-0.11381508,-0.470169331,0.099593168,0.940319372,-0.552935591,-0.707548663
f450,-0.248407643,0.618241124,-0.530212095,0.212948979,0.718228579,0.216636737,-0.530212095,-0.12532896,-0.11381508,-0.217519207,0.099593168,0.940319372,-0.205568324,-0.530212095
f451,-0.195586478,0.618241124,-0.497195868,0.214140136,0.718228579,0.216636737,-0.497195868,-0.12532896,-0.11381508,-0.195474032,0.099593168,0.940319372,-0.182683253,-0.497195868
f452,-1,0.618241124,-1,-1,0.718228579,0.216636737,-1,-0.12532896,-0.11381508,-1,0.099593168,0.940319372,-1,-1
f453,-1,0.618241124,-1,-1,0.718228579,0.216636737,-1,-0.12532896,-0.11381508,-1,0.099593168,0.940319372,-1,-1
f454,-1,0.618241124,-1,-1,0.718228579,0.216636737,-1,-0.12532896,-0.11381508,-0.629641334,0.099593168,0.940319372,-0.629641334,-1
f455,-1,0.618241124,-1,1,0.718228579,0.216636737,-1,-0.12532896,-0.11381508,-1,0.099593168,0.940319372,-1,-1
f456,-0.973642691,0.618241124,-0.979675174,-0.919257541,0.718228579,0.216636737,-0.979675174,-0.12532896,-0.11381508,-0.919164733,0.099593168,0.940319372,-0.919164733,-0.979675174
f457,-0.12,0.618241124,-0.484644914,0.040307102,0.718228579,0.216636737,-0.484644914,-0.12532896,-0.11381508,-0.120038388,0.099593168,0.940319372,-0.102571977,-0.484644914
f458,-0.992256651,-0.102748252,-0.993919287,-0.97379081,-0.093747008,-0.062912956,-0.993919287,-0.022503112,0.031121325,-0.992252116,-0.113042229,-0.09824763,-0.992252116,-0.993919287
f459,-0.054892601,0.849271065,-0.374701671,0.355608592,1,0.717321473,-0.374701671,0.364467507,0.564615765,0.040572792,0.22041018,0.924635532,0.064439141,-0.374701671
f460,-0.966666667,-0.670666869,-0.966666667,0.233333333,-0.68889564,-0.554306547,-0.966666667,-0.507823181,-0.654412882,-0.3,-0.590460276,-0.679781255,-0.3,-0.966666667
f461,0.034055728,0.39383289,-0.356037152,-0.535603715,0.51390078,0.269198997,-0.356037152,-0.025818952,0.080310608,0.034055728,0.493556527,0.453866835,0.058823529,-0.356037152
f462,-0.675675676,-0.715872037,-0.718918919,0.859459459,-0.741253195,-0.642372433,-0.718918919,-0.512822773,-0.839957698,-0.675675676,-0.745483388,-0.728562616,-0.664864865,-0.718918919
f463,-0.179104478,0.567469001,-0.492537313,0.313432836,0.642851933,0.475200584,-0.492537313,0.346608315,0.335995624,-0.194029851,0.57805434,0.605160467,-0.164179104,-0.492537313
f464,-0.349948987,-0.670714027,-0.689258126,-0.110333771,-0.691917361,-0.562341428,-0.596560268,-0.480065241,-0.707321493,-0.208278677,-0.588211308,-0.681315694,-0.208278677,-0.689258126
f465,-0.340821756,0.459881571,-0.684895064,-0.101980491,0.565536679,0.346572544,-0.590895655,0.106456701,0.177203734,-0.21489802,0.371408993,0.512709125,-0.21489802,-0.684895064
f466,-1,-0.502915519,-1,-1,-0.913743425,-0.910525654,-1,-0.850996145,-0.917034002,-1,-0.92538675,-0.914309321,-1,-1
f467,-1,-0.477693296,-1,-1,-0.904071663,-0.910877019,-1,-0.842830264,-0.911101026,-1,-0.919789434,-0.907847102,-1,-1
f468,-1,-0.612704804,-1,-1,-0.712478676,-0.725721804,-1,-0.745129668,-0.816811069,-0.0625,-0.675072048,-0.785680978,-0.0625,-1
f469,-1,-0.648316234,-1,1,-0.704769749,-0.729584683,-1,-0.748749979,-0.808090443,-1,-0.613162718,-0.787040079,-1,-1
f470,-0.348319511,-0.780828083,-0.479654687,-0.263543334,-0.72421401,-0.740686591,-0.007662835,-0.770341137,-0.78021747,0.340171686,-0.76773278,-0.775498292,-0.352926912,-0.479654687
f471,-0.402552487,-0.903515142,-0.477373472,-0.547518145,-0.810791355,-0.831044485,-0.060402358,-0.852637416,-0.841194598,0.346047055,-0.825347932,-0.84963599,-0.350090116,-0.477373472
f472,-1,-0.693855002,-1,-0.157894737,-0.051680666,-0.033132788,-1,-0.2783715,-0.25872749,-1,-0.076886376,-0.307214497,-1,-1
f473,-1,-0.543572966,-1,-1,0.235225634,0.050860026,-1,-0.132018289,-0.243663944,-1,0.233829572,-0.112814062,-1,-1
f474,-0.799880475,-0.792097747,-1,-1,0.296045165,-0.160749438,-0.799880475,-0.187816001,-0.305989463,-1,-0.151149878,0.113945155,-1,-1
f475,-1,-0.552234001,-1,-1,0.335893863,0.151121336,-1,-0.076016127,-0.248997116,-1,0.314403556,-0.015349838,-1,-1
