,or2063,or4337,or2051,or917,or4419,or4318,or2054,or1483,or634,or4407,or4317,or4315,or3747,or2073,or3181,or2204,or4432,or4436,or3464,or2143,or2172,or2168
f192,-0.451951384,-0.936480562,-0.711571321,0.540435369,-0.992351466,-0.958708792,-0.380504223,0.85398882,0.279614661,-0.068236067,-0.884100868,-0.732738289,-0.010344627,-0.590877888,-0.001985483,-0.586841482,-0.564435667,-0.988971916,-0.005553764,-0.564177288,-0.796668423,-0.526497837
f193,-0.536271013,-0.98933773,-0.736827568,0.481407554,-0.867935627,-0.954571882,-0.490990431,0.806986456,0.176941839,-0.981421758,-0.919808329,-0.977586973,-0.693317195,-0.580679222,-0.595167661,-0.523282939,-0.602811935,-0.763353997,-0.625216457,-0.468025584,-0.77913118,-0.31719371
f194,-0.466170871,-0.602499129,-0.801282883,-0.020464713,-0.446269076,-0.659857312,-0.345818682,0.405000195,-0.054918091,-0.35060696,-0.610333983,-0.700682572,-0.281327444,-0.552785479,-0.317406585,-0.619050708,0.186681993,-0.598510026,-0.284529544,-0.364388661,-0.64649822,-0.121039873
f195,-0.364006212,-0.783248559,-0.691325169,0.34894315,-0.965491895,-0.699940199,-0.389393964,0.537508843,0.222178322,-0.712941705,-0.838878792,-0.89649741,-0.319338327,-0.561986497,-0.342656857,-0.496744244,-0.304684584,-0.783656607,-0.301394486,-0.491796092,-0.723969692,-0.080753566
f196,0.116484127,-0.754678284,-0.634029088,0.445902995,-0.893123484,-0.717303887,-0.185033384,0.657430803,0.297556083,-0.707597018,-0.81142184,-0.720576165,-0.780674066,-0.411225038,-0.762971798,-0.049069992,-0.769656467,-0.819047021,-0.769432917,-0.17275681,-0.674551742,0.249836041
f197,-0.469918922,-0.666648496,-0.787011754,0.262163766,-0.695822972,-0.636492274,-0.615955352,0.278460056,-0.101684775,-0.451145378,-0.690407819,-0.694574478,-0.314144279,-0.754309635,-0.303529474,-0.531432745,-0.125093019,-0.65899674,-0.287882211,-0.660667988,-0.798576151,-0.310906954
f198,-0.374031674,-0.365634768,-0.66142187,0.253547746,-0.679265363,-0.506977107,-0.438930299,0.304673922,0.179079689,-0.28389335,0.73005452,-0.579255486,-0.096015784,-0.599274537,-0.118894381,-0.20124996,0.308702688,-0.594716231,-0.11580807,-0.517928795,-0.554209062,-0.036145139
f199,-0.999976206,-1,-0.999992862,-0.999960146,-1,-0.999598846,-0.999984534,-0.99996193,-0.999959551,-0.998189054,-1,-0.999618636,-1,-0.999991672,-0.999510335,-0.999964904,-1,-1,-0.999512086,-0.999950628,-0.999992267,-0.999950628
f200,-0.45398773,-0.906547605,-0.705521472,0.211656442,-0.918783664,-0.863160915,-0.516871166,0.254601227,0.17791411,-0.842558956,-0.845922669,-0.891306011,-0.797598232,-0.52607362,-0.803991035,-0.047546012,-0.776847975,-0.808150372,-0.802115217,-0.420245399,-0.674846626,-0.180981595
f201,-0.862175874,-0.957824403,-0.940811725,-0.784667418,-0.961067732,-0.893728007,-0.880496054,-0.791149944,-0.786640361,-1,-0.972106609,-0.981302429,-0.967124269,-0.879650507,-0.840804136,-0.8289177,-0.990821344,-0.908379192,-0.965105272,-0.824408117,-0.882468997,-0.72378805
f202,-0.644067797,-0.772892966,-0.720338983,-0.169491525,-0.996404093,-0.992618403,-0.788135593,-0.203389831,-0.245762712,-1,-0.847796486,-0.983539372,-0.999732583,-0.694915254,-0.921843375,-0.262711864,-0.676016307,-0.793177631,-0.997824816,0.059322034,-0.627118644,-0.305084746
f203,-0.107744251,-0.91740597,-0.794271609,0.179441347,-0.85977461,-0.778620273,-0.628207856,0.233746152,0.150728462,-1,-0.877403645,-0.93078973,-0.89598441,-0.748393412,-0.87613001,0.425486942,-0.919408656,-0.977016729,-0.929399769,0.691364855,-0.89303599,0.909009661
f204,-0.457341548,-0.976223225,-0.638299278,-0.092122433,-0.941052842,-0.981769335,-0.444589438,-0.054939791,-0.106129933,-1,-0.989094068,-0.986837501,-0.922893,-0.585325162,-0.979513417,-0.116519929,-0.991921934,-0.994217602,-0.93841613,-0.465683279,-0.49232726,-0.270239019
f205,-0.414367472,-1,-0.633195369,-0.187417008,-1,-1,-0.300651514,-0.150516008,-0.200462816,-1,-1,-1,-1,-0.557980074,-1,-0.091390543,-1,-1,-1,-0.482003774,-0.55853918,-0.067613005
f206,-0.485346248,-1,-0.330870238,-0.167507115,-1,-1,-0.46507564,-0.188676419,-0.182585251,-1,-1,-1,-0.997626923,-0.469968546,-0.963017243,-0.081232213,-1,-1,-0.988682818,-0.370213191,-0.506215987,-0.208547606
f207,-0.225177234,-1,-0.791887902,-0.112531375,-1,-1,-0.568042852,-0.106817555,-0.12116802,-1,-0.578246588,-1,-1,-0.728610903,-1,0.525307157,-0.502726193,-0.892390905,-1,0.746572836,-0.776803695,1
f208,-0.625039058,-0.825590478,-0.739610457,-0.405791063,-0.996725725,-0.863198415,-0.593792313,-0.406311843,-0.391521716,0.422355292,-0.901846207,-0.969284427,-0.996501991,-0.687532549,-0.937518978,-0.343818352,-0.677306954,-0.88511491,-0.988628771,-0.645870222,-0.614623477,-0.447974169
f209,-0.40952381,-0.801002145,-0.6,-0.239333333,-0.983775346,-1,-0.219047619,-0.257142857,-0.235238095,-1,-0.97063004,-0.975478753,-0.938117337,-0.523809524,-0.975626104,-0.019047619,-0.95800946,-1,-0.995947613,-0.40952381,-0.40952381,0.047619048
f210,-0.620899516,-0.902549839,-0.888104242,-0.507779243,-0.971763059,-0.851601476,-0.865662758,-0.507779243,-0.507779243,-0.993080945,-0.993682541,-0.942903795,-0.871875888,-0.846215288,-0.773884063,-0.25666181,-0.759553825,-0.994120723,-0.854171263,-0.616353995,-0.645217794,-0.696671245
f211,-0.785687466,-0.887076029,-0.814003219,-0.665836149,-0.936198321,-0.921112202,-0.837062286,-0.703777527,-0.686276645,-0.675679897,-0.934973163,-0.966809348,-0.899364578,-0.814327051,-0.910274364,-0.485715801,-0.815312282,-0.936217139,-0.908717435,-0.729731541,-0.75969437,-0.496807045
f212,-0.390126944,-0.983500777,-0.881956875,-0.07828486,-0.998618907,-0.954444421,-0.818446565,-0.07828486,-0.07828486,-1,-0.919854414,-0.983789839,-0.987118869,-0.698662682,-0.947579012,0.342568111,-0.988756064,-0.936796026,-0.984814089,-0.103421849,-0.94797979,1
f213,0.01610123,-0.909989189,-0.629215654,-0.451862502,-0.951031133,-0.92903285,-0.503652343,-0.451862502,-0.455634657,-0.752747231,-0.931380535,-0.970844377,-0.920217399,-0.589453424,-0.919138969,-0.048581963,-0.856527272,-0.936354698,-0.926800083,0.783688519,-0.803677852,0.888087563
f214,-0.502829998,-0.969681822,-0.705478068,-0.7205377,-0.931630787,-0.857426887,-0.712081396,-0.7205377,-0.736776498,-0.513568022,-0.70279271,-0.971183203,-0.884170677,-0.603530759,-1,-0.362576646,-0.969781116,-0.987118327,-0.955775648,-0.118893606,-0.214203895,-0.064719359
f215,-0.302325581,-0.971697187,-0.534883721,-1,-0.940323209,-0.99698003,-0.488372093,-1,-1,-0.598632499,-1,-1,-0.963800601,-0.441860465,-0.952671446,0.023255814,-0.999952475,-0.997154197,-0.961899648,-0.162790698,-0.720930233,-0.348837209
f216,-0.426470588,-0.899676258,-0.661764706,-0.404411765,-1,-0.999897177,-0.830882353,-0.404411765,-0.404411765,-1,-0.981608236,-0.9422125,-0.899008947,-0.338235294,-0.719846981,-0.933823529,-0.709666246,-1,-0.934558956,-0.095588235,-0.595588235,-0.610294118
f217,-0.352166202,-0.761918152,-0.772992146,0.917456296,-0.997253958,-0.997190041,-0.14010641,0.969343805,0.865368634,-0.618317712,-0.933005977,-0.945982067,-0.904839339,-0.685077274,-0.733668586,-0.232835065,-0.728603731,-1,-0.938827775,-0.772738789,-0.710919686,-0.078287307
f218,-0.414578977,-0.783936636,-0.769856173,0.119222398,-0.956486862,-0.959187832,-0.441509112,0.119222398,0.092057531,-0.850873702,-0.963312565,-0.907096878,-0.883358127,-0.748111476,-0.696010304,-0.615957492,-0.960203603,-0.994678291,-0.923866854,-0.628056848,-0.770048227,-0.460394349
f219,-0.531257078,-0.967273054,-0.770441676,-1,-1,-1,-0.659456399,-1,-1,-1,-1,-1,-1,-0.543374858,-1,-0.096715742,-1,-1,-1,-0.462061155,-0.864779162,-0.701132503
f220,-0.775229358,-1,-0.865661861,-0.577981651,-1,-1,-0.855176933,-0.762123198,-0.582568807,-1,-1,-1,-0.971453129,-0.882044561,-0.984067097,-0.587811271,-0.98133501,-0.998276453,-0.990308011,-0.733289646,-0.916775885,-0.823722149
f221,-0.098619018,-0.91089429,-0.524153092,0.359844428,-0.928309513,-0.992544961,-0.316284313,0.306758356,0.300208556,-1,-0.917474649,-0.994774745,-0.759770136,-0.578896342,-0.983064321,0.395208838,0.395733328,-0.996675288,-0.977148996,-0.066163125,-0.599458881,0.025195874
f222,-0.154157777,-0.905475948,-0.599796149,-0.126206045,-0.894274538,-0.913050788,-0.386012041,0.173126258,-0.153829543,-0.016197837,-0.874446796,-0.993374241,-0.716793,-0.48925033,-0.950502782,0.18160852,0.33449341,-0.935819849,-0.871562784,-0.286056093,-0.638303202,0.013569892
f223,-0.167004902,-0.681393367,-0.834385695,0.764278962,-0.704473456,-0.87303472,-0.999241813,0.171976327,-0.999568996,0.67748831,-0.857579764,-0.839271092,-0.805270749,-0.742203216,-0.760420461,0.326223377,-0.674918758,-0.981816814,-0.801582328,-0.650828873,-0.981636381,1
f224,-0.667080834,-0.737958948,-0.865099933,-0.347225674,-1,-0.659726159,-0.508750754,-0.347225674,-0.347225674,-1,-0.669439207,-0.824696588,-0.729446461,-0.732258866,-0.730382968,-0.686179843,-0.585928197,-0.689787352,-0.739259165,0.015300508,-0.986083993,-0.14040257
f225,-0.936180236,-1,-0.964069976,-0.973715526,-1,-1,-0.797938979,-0.976130403,-0.973799279,-1,-1,-1,-1,-0.973275823,-1,-0.936215133,-1,-1,-1,-0.96591952,-0.969779136,-0.821152511
f226,-0.922652634,-0.990239562,-0.948266024,-0.951055601,-0.998241304,-0.985240328,-0.917453877,-0.977683383,-0.953464782,-1,-0.97253224,-0.989992338,-0.958475732,-0.97679579,-0.963118911,0.158815698,-0.974658167,-0.996755337,-0.96118628,-1,-0.99632283,-0.995815634
f227,-0.726220948,-0.899432199,-0.945599126,-0.420019795,-0.8158472,-0.960391625,-1,-0.614757176,-0.49175796,-1,-0.959036079,-0.961236581,-0.898576226,-0.915292993,-0.545793903,-0.56411044,-0.685214623,-0.98234727,-0.664449598,-0.885328146,-0.993993379,-0.34268455
f228,-0.664384155,-0.728382759,-0.923440026,-0.288358128,-0.862842526,-0.783678131,-0.988421033,1,-0.958358042,-0.261925527,-0.780899247,-0.855824502,-0.758361869,-0.918997595,-0.721493535,-0.644230349,-0.550058889,-0.842503083,-0.766520798,-0.889585606,-0.983223181,-0.290205791
f229,-0.978918919,-0.931801908,-0.995135135,-0.962905405,-0.977008693,-0.967073459,-0.985,-0.962905405,-0.962905405,-0.932723283,-0.540948993,-0.965445163,-0.944693681,-0.84027027,-0.950481128,-0.937027027,-0.970842479,-0.995269931,-0.941845719,-0.480675676,-0.976891892,-0.64027027
f230,-0.885489613,-0.971233823,-0.937257647,-0.853385853,-0.987399447,-0.979535086,-0.913999022,-0.85657602,-0.84537074,-0.972262691,-0.956452868,-0.96397324,-0.974449862,-0.866345004,-0.97253126,-0.889787677,-0.957340361,-0.989179405,-0.972696447,-0.849232141,-0.89480389,-0.681156544
f231,-0.899398565,-0.793760963,-0.923011374,0.229298655,-0.767866426,-0.66678495,-0.975102812,0.398466155,0.150581058,-0.772061022,-0.608065815,-0.716037391,-0.592971697,-0.264001581,-0.44208953,-0.245674484,-0.878536363,-0.916059521,-0.590356282,-0.565929384,-0.897225001,0.10088548
f232,-0.673767191,-0.891593683,-0.931410747,-0.315043244,-0.936313142,-0.849778829,-1,1,-0.300534052,-0.641106573,-0.840149235,-0.913996154,0.658350106,-0.949846401,0.025920425,-0.665390614,-0.913547368,-0.910797503,0.670222903,-0.918740016,-0.998743797,-0.339288246
f233,-0.687704026,-0.954309779,-0.846572361,-0.415669206,-0.966470206,-0.960091886,-0.738846572,-0.414581066,-0.415669206,-0.937308085,-0.955328339,-0.962091391,-0.960839232,-0.706202394,-0.878282365,-0.377584331,-0.964751343,-0.984333921,-0.961283779,-0.717083787,-0.795429815,-0.735582155
f234,-0.410918547,-0.762226211,-0.851072633,-0.915879603,-0.924714427,-0.915830122,-0.630097041,-0.892523329,-0.922789053,-0.782905122,-0.86963424,-0.907157914,-0.708477127,-0.825179364,-0.559047938,-0.765292193,-0.833693286,-0.899755362,-0.699258413,-0.796598282,-0.838923293,0.004749872
f235,-0.710097705,-0.627939597,-0.850014627,-0.238340979,-0.926456908,-0.691439074,-0.693037855,-0.186337167,-0.144959383,-0.584139865,-0.601846247,-0.756002771,-0.35289291,-0.840628501,-0.131099886,-0.688282775,-0.647315781,-0.846800773,-0.343666409,-0.782727246,-0.798439202,-0.485988664
f236,-0.431569275,-0.844583872,-0.640991121,0.703155218,-0.886201781,-0.796694979,-0.328995309,0.564252973,0.795044395,-0.794698638,-0.821279823,-0.772264756,-0.663301503,-0.491404088,-0.602716587,0.162504942,-0.741621668,-0.874032857,-0.665873688,-0.52559541,-0.495678003,-0.072560396
f237,-0.108439647,-0.888270853,-0.509813543,0.599607458,-0.88391702,-0.900671287,-0.092737978,0.618743867,0.615799804,-0.766358191,-0.901560852,-0.910541425,-0.77166955,-0.333660451,-0.753884107,0.284102061,-0.73972925,-0.939837457,-0.770867482,-0.226202159,-0.368007851,0.788518155
f238,-0.797448782,-0.760510531,-0.847313491,-0.731349053,-0.731703264,-0.688374874,-0.7421724,-0.736760727,-0.74023966,-0.515980427,-0.746688461,-0.705926702,-0.397579808,-0.835330499,0.177120763,-0.697719366,-0.620118131,-0.846535834,-0.395749054,-0.794356397,-0.881329726,-0.781213761
f239,-0.913421277,-0.637022923,-0.915574468,-0.800425532,-0.755380105,-0.629902733,-0.844314894,-0.865591489,-0.813025532,-0.46472982,-0.606607048,-0.667740321,-0.271294583,-0.933519149,0.12130887,-0.960468085,-0.57479371,-0.821676957,-0.266785921,-0.94286383,-0.932851064,-0.940344681
f240,-0.972097721,-0.689034582,-0.903780303,-0.64205099,-0.726503585,-0.64419224,-0.828044571,-0.956831145,-0.469866938,-0.517880296,-0.622596363,-0.631353289,-0.634906143,-0.954077428,-0.63182237,-0.979171394,-0.25257526,-0.809249041,-0.633138745,-0.956373898,-0.966429911,-0.986657954
f241,-0.891785996,-0.808273305,-0.716343005,-1,-0.836998159,-0.73224129,-0.449243899,-1,-1,-0.150701469,-0.846122209,-0.803204316,-0.674144479,-0.131067753,-0.65707582,-0.936069404,-0.702647346,-0.766370378,-0.658301905,-0.816277121,-0.885251375,-0.541625244
f242,-0.896352604,-0.705166146,-0.871801826,-1,-0.883992077,-0.569377988,-0.808501983,-1,-1,-0.834030179,-0.75506043,-0.709898847,-0.810405581,-0.843642393,-0.767280276,-0.963154829,-0.578546641,-0.504933723,-0.768112338,-0.915771603,-0.964031477,-0.909501834
f243,-0.995348254,-0.73613731,-0.985991365,-0.956895318,-0.86958652,-0.480092578,-0.986415834,-0.971838016,-0.949143826,-0.804077182,-0.716591928,-0.694622788,-0.793783876,-0.992890436,-0.760292728,-0.996546595,-0.571647767,-0.589636971,-0.761149773,-0.929903815,-0.994440889,-0.995883774
f244,-0.999574468,-0.72321116,-0.999574468,-0.999574468,-0.776956919,-1,-0.999574468,-0.999574468,-0.999595745,-1,-1,-1,-0.570521249,-0.999574468,-0.510192681,-0.999574468,-1,-0.668566969,-0.511943928,-0.999574468,-0.999574468,-0.999574468
f245,-0.999582979,-0.59248208,-0.999591489,-0.999590851,-0.740845134,-1,-1,-0.9996,-0.999585064,-1,-1,-1,-0.675460216,-0.999597447,-0.656094094,-0.999606979,-1,-0.59931493,-0.657323688,-0.999584511,-0.999629787,-0.999595745
f246,-0.99959166,-0.684685024,-0.999586383,-0.999612766,-0.854627307,-0.532734008,-0.999608511,-0.999597872,-0.999617872,-0.81426539,-0.779657298,-0.702766354,-0.574409666,-0.999641745,-0.713634164,-1,-0.559864457,-0.59445432,-0.57880525,-0.999595532,-0.999578,-0.999587234
f247,-0.146669704,-0.690544373,-0.658832616,0.709154866,-0.840773347,-0.530875783,-0.295823812,0.874785855,0.663054766,-0.763738364,-0.746446886,-0.670498741,-0.547667559,-0.432986202,-0.558714384,0.074524197,-0.624814135,-0.65958371,-0.553521893,-0.41596852,-0.612245722,-0.068803159
f248,-0.601859067,-0.480053005,-0.777664468,-0.14194662,-0.674695993,-0.451180069,-0.548602474,-0.113037737,-0.004230468,-0.637380387,-0.715282263,-0.620828602,-0.282991799,-0.746922929,-0.340815871,-0.452060093,-0.450092124,-0.520102679,-0.326694318,-0.714636755,-0.793728861,-0.523549394
f249,-0.248290116,-0.999862846,-0.64293511,-0.008681701,-0.999867651,-0.999872615,-0.199552449,0.485718549,-0.020560158,-0.999895155,-0.99976836,-0.999808082,-0.999935792,-0.540911516,-0.999937648,-0.167937525,-0.999898234,-0.999781951,-1,-0.600611965,-0.562512854,-0.004926316
f250,-0.275868309,-0.999845887,-1,0.187574594,-0.99988971,-1,-1,0.130165583,0.187574594,-0.999892298,-0.999742908,-0.999810451,-0.999936132,-0.408127916,-0.99993412,-0.371146414,-0.999900332,-0.99980871,-0.999934662,-1,-0.568820582,-1
f251,-0.525050692,-0.99983709,-1,0.220446752,-0.999865499,-0.999861538,-1,0.079165665,0.220446752,-0.999889695,-0.999742908,-0.999802553,-0.999932055,-0.709930529,-0.999931482,-0.594782831,-0.999895087,-0.999780126,-0.999931727,-1,-0.742650723,-1
f252,-0.131463622,-0.994923584,-0.48655842,0.161390735,-0.998498401,-0.991756145,0.246522015,0.007563996,0.161390735,-0.96611104,-0.982742785,-0.987876927,-0.991613427,-0.462306216,-0.987055103,-0.381886181,-0.998107236,-0.994642701,-0.991572828,-0.410352502,-0.380417741,0.355423668
f253,-0.260928281,-0.926106718,-0.539820778,0.063784069,-0.995790069,-0.923081056,-0.025922969,-0.126025605,0.063784069,-0.97304781,-0.935300926,-0.926570529,-1,-0.433163875,-1,-0.390489109,-0.97245716,-0.977057813,-1,-0.528740944,-0.294791998,0.258191334
f254,-0.557739003,-0.906431076,-0.838199033,-0.187531764,-0.996157472,-0.949593315,-0.686072995,-0.221450487,-0.187531764,-0.986604512,-0.98197492,-0.962979537,-1,-0.808948369,-1,-0.654450656,-0.968213009,-0.98332294,-1,0.249910592,-0.82750767,-0.539894969
f255,-0.47525739,-0.981753848,-0.722484225,-0.493988708,-0.997100874,-0.941931038,-0.665227499,-0.493324477,-0.491730322,-0.988263433,-0.957944065,-0.953664732,-0.992846433,-0.685021588,-0.940182794,-0.155496513,-0.996586102,-0.981997872,-0.961717498,-0.144735968,-0.541946197,-0.184191299
f256,-0.082509964,-0.974548585,-0.275224766,-0.294874409,-0.994681848,-0.949342294,0.056298081,-0.257317638,-0.308925758,-0.985189283,-0.969645124,-0.960826553,-0.97853904,0.047288905,-0.967864858,0.136898693,-0.985292206,-0.96530389,-0.975012601,-0.162406154,0.331875058,0.20007415
f257,0.319000198,-0.617806435,0.319000198,0.319000198,-0.718528821,-0.491392571,0.319000198,0.319000198,0.319000198,-0.676827058,-0.626217385,-0.570489795,-0.745183296,0.319000198,-0.737748212,0.316494097,-0.672980836,-0.62826074,-0.760869364,0.319000198,0.319000198,0.319000198
f258,0.415127715,-0.573580746,0.415127715,0.415127715,-0.660905032,-0.506534219,0.415127715,0.415127715,0.415127715,-0.664711762,-0.670466113,-0.6198061,-0.567957608,0.415127715,-0.569458997,0.398429208,-0.262915005,-0.454142625,-0.584684287,0.406353923,0.386400623,0.403806694
f259,-0.490061867,-0.642055134,-0.64143741,-0.040937212,-0.787669758,-0.598623517,-0.536132684,-0.007766224,-0.075687771,-0.773930619,-0.708065318,-0.693767639,-0.540847163,-0.707252863,-0.495852771,-0.477688561,-0.579649168,-0.520953726,-0.538624432,-0.958141372,-0.450046071,-0.506910623
f260,-0.544198435,-0.882156373,-0.082403862,-0.857832529,-0.901576996,-0.807086171,-0.012485434,-0.849841851,-0.863159647,-0.891219687,-0.882167928,-0.865585236,-0.749073266,-0.571832862,-0.763126805,-0.471616447,-0.755233971,-0.798846406,-0.747305396,-0.559846845,-0.436990178,-0.537206592
f261,-0.379644588,-0.659230329,0.135933533,-0.2180937,-0.823815015,-0.38717124,-0.388876067,-0.086545119,-0.030694669,-0.731544414,-0.747060383,-0.648159871,-0.912624544,-0.321947842,-0.93103489,-0.508885299,0.26127329,-0.576232873,-0.91893099,-0.558273713,-0.439649204,-0.210246942
f262,0.575389664,-0.713814822,0.616406891,0.52337982,-0.798725955,-0.783789038,0.575061526,0.550451189,0.472026251,-0.81340229,-0.74909112,-0.818863861,-0.762166702,0.62100082,-0.760603642,0.583100902,-0.834128166,-0.731052504,-0.761015365,0.710090238,0.571944217,0.591468417
f263,0.575389664,-0.942342254,0.595406071,0.512879409,-0.999995963,-1,0.564397047,0.542083675,0.472026251,-0.93674689,-0.971566558,-0.904431614,-0.041057504,0.319606235,-0.668808948,0.554552912,-0.510840387,-0.998050866,-0.672156241,0.559639048,0.561771944,0.591468417
f264,-0.638907395,-0.780413831,-0.602131912,-0.796935376,-0.98637776,-0.993686626,-0.674883411,-0.781745503,-0.804663558,-0.912312421,-0.968716773,-0.972160766,-0.825984846,-0.629047302,-0.84574282,-0.611459027,-0.78847912,-0.958615104,-0.849330166,-0.728447702,-0.526182545,-0.367888075
f265,0.25285582,-0.957874415,0.334979932,0.188638469,-0.957573711,-0.97696187,0.299475147,0.207162705,0.186477308,-0.96782496,-0.98158694,-0.976032421,-0.981146607,0.287125656,-0.980564465,0.341772152,-0.935282572,-0.955250652,-0.981383294,0.235566533,0.392096326,0.404754554
f266,0.164672544,-0.959118678,0.264483627,0.070528967,-0.998101084,-0.996737027,0.184193955,0.084382872,0.068010076,-0.910003125,-0.996670503,-0.998490919,-0.99604035,0.201511335,-0.996006905,0.164357683,-0.940707672,-0.992017667,-0.996021181,0.125314861,0.338161209,0.256612091
f267,1,-0.860011923,1,1,-0.968646722,-0.982992283,1,1,0.6384,-0.870798244,-0.941744192,-0.839639452,0.441551433,1,-0.48273331,1,-0.210033655,-0.960868271,-0.488616738,1,1,1
f268,1,-0.91244147,1,1,-0.92514749,-1,1,1,0.6384,-0.919742515,-0.954905549,-0.931846585,-0.833918716,1,-0.747853945,1,-0.56244166,-0.991620162,-0.721700178,1,1,1
f269,-0.853466673,-0.993602388,-0.969912551,-0.883943965,-0.999393874,-0.980656686,-0.914842214,-0.883953116,-0.883943965,-1,-0.982897095,-0.982712604,-0.997433824,-0.93170246,-0.994324371,-0.933382628,-0.999257043,-0.998631669,-0.994080943,-0.843162376,-0.93044691,-0.863932032
f270,-0.48809663,-0.991577033,-0.790999416,0.882174167,-0.990281679,-0.945871452,-0.708084941,0.884511981,0.89027859,-0.992726959,-0.985895167,-0.986274731,-0.99686229,-0.765517241,-0.996515665,-0.316968634,-0.963698331,-0.987144354,-0.996863695,-0.29366842,-0.638807715,-0.256808884
f271,0.024071991,-0.762279981,-0.887289089,-1,-0.886123763,-0.629288849,-0.349606299,-1,-1,-0.389627651,-0.867388626,-0.854833821,-0.758275465,-0.616422947,-0.756233734,-0.830146232,-0.508494064,-0.983324012,-0.757105291,-0.15568054,-0.312485939,0.871541057
f272,-0.789523461,-0.804389182,-0.846281536,-0.227239488,-0.832781653,-0.999511039,-0.814274223,-0.227239488,-0.227239488,-0.820607911,-0.899177684,-0.847694411,-0.629113332,-0.831712371,-0.436955772,-0.843373553,-0.02269894,-0.981193849,-0.378565968,-0.823034735,-0.932074345,-0.7316234
f273,-0.673684384,0.117558362,-0.80984622,0.989399293,0.007588346,0.14183951,-0.765145338,0.991919741,0.997973758,0.057732377,-0.115283425,0.061319151,0.070567077,-0.824927722,-0.195861166,-0.385356693,0.4282322,0.068152018,0.035813174,-0.486602914,-0.883565198,-0.437314158
f274,-0.265471727,-0.056526571,-0.916157362,-1,0.355300839,0.301964965,-0.746006882,-1,-1,0.416645764,-0.081792092,0.292142857,0.221076731,-0.705125571,0.281414893,-0.818319552,0.479212301,0.211194945,0.342598865,-0.200143804,-0.869575266,0.718504443
f275,-0.166037566,-0.948293815,-0.553696476,0.284458534,-0.943792418,-0.946043302,-0.385736241,0.284458534,0.284458534,-0.920838504,-0.960107242,-0.928628229,-0.956510579,-0.543716602,-0.922193525,0.221222663,-0.950237147,-0.950762046,-0.921027086,0.044787253,-0.792621839,0.70297017
f276,-0.580211006,-0.461200462,-0.794344826,1,-0.634706086,-0.658474439,-0.673338913,0.310719039,1,-0.57021635,-0.763174836,-0.671705914,-1,-0.727702397,-1,-0.396898023,-0.772893752,-0.784653756,-1,-0.40695441,-0.900883535,-0.504685206
f277,-0.646285956,-0.9835483,-0.827694618,0.987499413,-0.98651507,-0.968997152,-0.739627422,0.025742574,0.987499413,-0.983551414,-0.981379075,-0.981781846,-0.969512219,-0.829928206,-0.969254704,-0.43559664,-0.977303343,-0.979729454,-0.96936463,-0.49235606,-0.919252968,-0.581098963
f278,-0.399911622,-0.765251162,-0.836098502,0.299401438,-0.826458219,-0.455212349,-0.740489294,0.215683124,0.299401438,-0.885297112,-0.84889401,-0.794910724,-0.387751119,-0.751898124,-0.398847297,-0.339734062,-0.557535922,-0.70916662,-0.392432898,-0.233760495,-0.90101635,-0.102558952
f279,-0.474480151,-0.743683169,-0.602152101,1,-0.962378928,-0.944326881,-0.493529155,0.709320925,1,-0.762813854,-0.968538888,-0.841220267,-0.903788575,-0.670932092,-0.902975923,0.066598808,-0.902793906,-0.788590943,-0.903322821,-0.358004944,-0.802384761,-0.150501672
f280,-0.66237785,-0.75357536,-0.806080347,0.989983713,-0.830457163,-0.808009974,-0.650298588,0.494543974,0.989983713,-0.749720669,-0.870370366,-0.751111112,-1,-0.641612378,-1,-0.625542888,-0.814854169,-0.833704528,-1,-0.408387622,-0.890662324,-0.47247557
f281,-0.942260104,-0.190178335,-0.942718358,-0.21602053,-0.230254205,-0.305354514,-0.925946293,-0.47731647,-0.21602053,-0.348475282,-0.068466224,0.239083903,-0.483002008,-0.822197782,-0.465031562,-0.84529374,-0.221254507,0.018242116,-0.484783134,-0.760241958,-0.94445972,-0.806892127
f282,-0.794149879,-0.260152072,-0.927042707,-0.324963739,-0.227370348,-0.005104772,-0.890475423,-0.780983078,-0.324963739,-0.412947693,-0.309654958,-0.255888452,-0.406988899,-0.893424658,-0.427957594,-0.744850927,0.005031844,-0.002715514,-0.418367823,-0.784029009,-0.97292506,-0.872328767
f283,-0.914417327,-0.650023033,-0.969371262,0.052852756,0.207067803,-0.560457618,-0.923711007,0.7162599,0.052852756,0.592958076,-0.57854486,-0.653171878,-0.284268262,-0.95320834,-0.3099927,-0.89607241,0.710049107,-0.799191814,-0.300253708,-0.771213835,-0.971472442,-0.942055924
f284,-0.636348499,-0.746039602,-0.721183865,0.578570537,-0.534059944,-0.850105188,-0.533447113,0.161387004,0.578570537,-0.402932963,-0.777343751,-0.71785,-0.723434274,-0.754568538,-0.709230095,-0.192856846,-0.627470776,-0.581069041,-0.751659752,-0.599383924,-0.925987595,-0.775548433
f285,-0.860380164,-0.840642953,-0.952596368,-0.895847935,-0.70913467,-0.86550927,-0.961601359,-0.902304343,-0.849166401,-0.842572342,-0.868662223,-0.90501275,-0.884663009,-0.954125518,-0.880078614,-0.865902092,-0.764466614,-0.789958197,-0.882227822,-0.934671339,-0.987214612,-0.894361262
