,or2063,or4337,or2051,or917,or4419,or4318,or2054,or1483,or634,or4407,or4317,or4315,or3747,or2073,or3181,or2204,or4432,or4436,or3464,or2143,or2172,or2168
f650,-0.438699691,-0.987869764,-0.539473684,-0.32743279,-0.97334923,-0.98384597,-0.455555556,-0.31035788,-0.344277879,-0.946105047,-0.985327497,-0.982348143,-0.891449809,-0.338171141,-0.902777736,-0.499508102,-0.97152295,-0.993606997,-0.897386112,-0.482625698,-0.421603564,-0.304835281
f651,-0.955178511,-0.887346949,-0.969018993,-0.960265314,-0.908153385,-0.883776698,-0.956339615,-0.962137718,-0.960476241,-0.720222904,-0.856153916,-0.885141806,-0.174539032,-0.951916592,-0.254398388,-0.967346928,-0.765292277,-0.836713592,-0.213884082,-0.948320393,-0.93104847,-0.922680214
f652,-0.850176728,-0.890401056,-0.763984962,-0.813334353,-0.907503169,-0.885591621,-0.907843271,-0.830771966,-0.83549421,-0.719136569,-0.859314427,-0.883125258,-0.160088165,-0.841996643,-0.236337085,-0.788069057,-0.755323848,-0.84086051,-0.199383781,-0.63466015,-0.743659984,-0.772052781
f653,-0.407346808,-0.617069736,-0.716722912,-0.582563255,-0.896059872,-0.414985325,-0.654301287,-0.598450327,-0.590992199,-0.090658474,-0.373227939,-0.810517395,0.893566056,-1,0.782260386,-1,-0.411786736,-0.755279573,0.841637742,-1,-0.940783452,-0.125023879
f654,-0.924818888,-1,-0.919038084,-0.946332863,-0.947648262,-0.97998773,-0.903617343,-0.945055896,-0.947007414,-0.925669121,-0.871779141,-0.991860941,1,-0.926247928,0.510633947,-0.929952744,-0.975691616,-0.994825767,0.510633947,-0.945607995,-0.90759886,-0.906881046
f655,-0.726487815,-1,-0.396753729,-0.76878134,-0.986206897,-0.911544828,-0.744740112,-0.787018158,-0.781416949,-0.806358621,-0.977048276,-0.963724138,-0.756441379,-0.651970385,-0.870068966,-0.699838895,-0.985737931,-0.992482759,-0.822068966,-0.731598697,-0.580526259,-0.679188987
f656,-0.58854489,-0.980684833,-0.545796308,-0.76539931,-0.998754396,-0.975660897,-0.890859818,-0.778264404,-0.764400864,-0.985351696,-0.957284085,-0.979638526,-0.882788658,-0.189139718,-0.889448488,-1,-0.92949881,-0.998754396,-0.883353332,-0.725515488,-0.506681514,-0.773171672
f657,-0.609615642,-0.974523245,-0.785747766,-0.408977161,-0.975087919,-0.95220202,-0.326820304,-0.421478594,-0.422383303,-0.936142032,-0.941381873,-0.974714238,-0.834035716,-0.697346176,-0.864245766,-0.709241884,-0.708636603,-0.998339195,-0.850311609,-0.891615847,-0.725188006,-0.581910317
f658,-0.956467485,0.6934,-0.960671838,-0.966447492,0.6,0.7566,-0.935553579,-0.968287453,-0.967092788,0.8204,0.8318,0.5028,-1,-0.940140668,-1,-1,0.8674,-0.9742,-1,-1,-0.979729454,-0.977303343
f659,-0.625105543,0.6174,-0.483253588,-0.766458457,-0.6322,0.6902,-0.742793791,-0.77926547,-0.765464516,0.7478,0.7948,0.244,-1,-0.58267236,-1,-0.575757574,0.4174,-0.986,-1,-0.692839003,-0.832354729,-1
f660,-0.976746288,-0.993926357,-0.908567038,-1,-0.759584968,-0.969884854,-0.83328388,-1,-1,-0.823358218,-0.999493863,-0.995697836,-1,-0.975995689,-1,-1,-0.954700747,-0.389851955,-1,-1,-0.984068408,-1
f661,-0.92120383,-0.626861257,-0.911872705,-0.926723154,-0.999479937,-0.363910874,-0.947816222,-0.958168345,-0.927268398,0.303473046,-0.329118656,-0.901877103,-1,-0.933697518,-1,-0.914341085,-0.508449399,-0.999512441,-1,-0.923856048,-0.952638939,-0.952134048
f662,-0.027392197,-0.616635517,-0.07485773,-0.265638761,-0.992676862,-0.294667728,-0.14059053,-0.315260956,-0.295333366,0.355443598,-0.329118656,-0.900274658,-1,-0.289066466,-1,-0.095430071,-0.507614048,-0.999414929,-1,-0.205592374,-0.320802331,-0.17050715
f663,-0.021402639,-0.55510606,-0.241474343,-0.492607445,-0.999143817,-0.419615146,-0.256904171,-0.341128815,-0.507231362,-0.152957041,-0.594169396,-0.786232582,-0.250305015,-0.117657005,-0.274663413,-0.130961526,-0.77000792,-0.753975898,-0.268284852,-0.34902782,-0.342615143,-0.12100693
f664,-0.825992432,-0.778103038,-0.771097187,-0.711082185,-0.920452783,-0.683529351,-0.844057871,-0.726925937,-0.709852567,-0.521149616,-0.812316296,-0.851700123,-0.269454266,-0.717091723,-0.280718152,-0.861378478,-0.504691297,-0.797584151,-0.266701933,-0.834033165,-0.704940079,-0.923206315
f665,-0.588843411,-0.591472886,-0.674428491,-0.364713054,-0.999397377,-0.328644927,-0.636117382,-0.399551088,-0.36200931,0.327557193,-0.320964498,-0.878948122,-0.894465662,-0.484541875,-0.897894586,-0.678992359,-0.511956792,-0.964915294,-0.896996678,-0.731684222,-0.40523828,-0.450480665
f666,-0.649672794,-0.6436759,-0.547706133,-0.571823947,-0.970062609,-0.372609718,-0.633074527,-0.595304379,-0.570001655,0.165943255,-0.438062487,-0.879488135,-0.775614941,-0.651007713,-0.779074611,-0.747848573,-0.47775097,-0.937388755,-0.909857985,-0.737007007,-0.405957323,-0.442216396
f667,-0.8395631,-1,-0.815078181,-0.800205078,-1,-0.997157282,-0.86891995,-0.811161485,-0.799354763,-0.999502313,-0.998945579,-1,-1,-0.725693629,-1,-0.912839692,-0.999392654,-0.999949388,-1,-0.87233368,-0.806672281,-0.703265848
f668,-0.618561462,-0.995440278,-0.583204396,-0.287510308,-0.998151869,-0.99033734,-0.479738083,-0.457587068,-0.254347288,-0.974317707,-0.994504989,-0.998593325,-0.943126934,-0.426114024,-0.948617455,-0.648053616,-0.990644115,-0.999536097,-0.862050079,-0.583585064,-0.125765001,-0.308152242
f669,-0.636741266,-1,-0.580154965,-0.539463626,-1,-1,-0.57669174,-0.526240832,-0.519579885,-1,-1,-1,-1,-0.504691276,-1,-0.513546555,-1,-1,-1,-0.584318188,-1,0.160532046
f670,-0.77506166,-1,-0.717960926,-0.745325899,-1,-1,-0.590671235,-0.745510852,-0.754975886,-1,-1,-1,-1,-0.652143607,-1,-0.896174123,-1,-1,-1,-0.884025594,-0.655945473,-0.782218405
f671,-0.735207552,-0.999963134,-0.601295195,-0.709149345,-1,-0.999634594,-0.374490409,-0.721200976,-0.713719054,-0.999936027,-0.99985579,-0.999734349,-1,-0.47745618,-1,-0.92720259,-1,-1,-1,-0.878427462,-0.509455404,-0.775386403
f672,-0.232885165,-1,-0.292184393,-0.280511643,-1,-1,-0.161238988,-0.201807348,-0.336877945,-0.959202021,-1,-1,-1,-0.238922808,-1,-0.409564902,-1,-1,-1,-0.560923692,-0.076764184,-0.036203676
f673,-0.974836588,-1,-0.948611821,-0.934494191,-1,-1,-0.963737649,-0.932393028,-0.935336456,-1,-1,-1,-1,-0.956985722,-1,-0.945540062,-1,-1,-1,-0.963297559,-0.938894245,-1
f674,-0.972322416,-1,-0.949918675,-0.945790535,-1,-0.989479041,-0.966962222,-0.943619686,-0.945206602,-1,-1,-1,-1,-0.969281182,-1,-0.887213368,-1,-1,-1,-0.954554844,-0.980732575,-1
f675,-0.954067441,-0.885571427,-0.968539585,-0.925157937,-1,-0.337093044,-0.959061157,-0.942535001,-0.925920271,-0.429566344,-0.7591844,-0.781381743,-1,-0.902063509,-1,-0.966409471,-1,-1,-1,-0.95471422,-0.721931293,-0.804588028
f676,-0.929750573,-0.939718587,-0.950586931,-0.838113679,-1,-0.647883517,-0.885866657,-0.893837279,-0.837541954,-0.6893791,-0.873137415,-0.884831061,-1,-0.80272339,-1,-0.945297477,-1,-1,-1,-0.963493457,-0.68159614,-0.707065486
f677,-0.736012758,-0.993300095,-0.501578586,-0.854445782,-1,-1,-0.43651636,-0.863093659,-0.859153127,-0.970253305,-0.997946981,-0.993266982,-1,-0.74207828,-1,-0.726107362,-1,-1,-1,-0.747853667,-1,-1
f678,-0.8662846,-1,-0.900185908,-0.893290262,-1,-0.999775458,-0.855974466,-0.893467978,-0.89527357,-0.998727593,-1,-0.999850305,-1,-0.817137935,-1,-0.836367654,-1,-1,-1,-0.902802424,-0.86513023,-0.855032975
f679,-0.81653093,-0.992141013,-0.834020813,-0.768587416,-1,-0.920062872,-0.820268043,-0.811127014,-0.756953464,-0.977845141,-0.971408256,-0.982186295,-1,-0.822673204,-1,-0.763014297,-1,-1,-1,-0.80062854,-0.844884469,-0.703036191
f680,-0.701730609,-0.986279128,-0.787337488,-0.494433206,-0.98430637,-0.983904443,-0.786061022,-0.552888854,-0.480486043,-0.960822297,-0.990461861,-0.988955993,-0.898645013,-0.775403573,-0.898773261,-0.788608141,-0.943321459,-0.991946773,-0.898587594,-0.721570674,-0.897027338,-0.699097571
f681,-0.982148536,-0.742984249,-0.967332579,-0.993194388,-0.859406498,-0.742990472,-0.966312715,-0.993577931,-0.993301888,-0.626660622,-0.859640925,-0.789745765,0.337062471,-0.946713781,0.258994263,-0.983615891,-0.544787314,-0.840976566,1,-0.990590099,-0.974339124,-0.986671581
f682,-0.798074357,-0.737221619,-0.797453569,-0.744322835,-0.853626272,-0.098879634,-0.832999031,-0.74127262,-0.746442943,-0.628901032,-0.849447016,-0.779911324,0.34029152,-0.853228941,0.263208047,-0.856868212,-0.526399083,-0.822223761,1,-0.910540818,-0.956210568,-0.567111745
f683,-0.779336464,-0.784764916,-0.771985786,-0.793491824,-0.621482967,-0.694506639,-0.80425421,-0.789855303,-0.799445042,-0.168210742,-0.849024404,-0.75105415,0.880951258,-0.764290735,0.787235365,-0.787458528,0.234611864,-0.808215931,1,-0.835835568,-0.882670332,-0.474385332
f684,-0.774822809,-1,-0.663248832,-0.827565481,-0.983676012,-0.993637072,-0.673414352,-0.836610357,-0.827146854,-1,-1,-1,-1,-0.715447007,-1,-0.737193309,-1,-0.992647975,-1,-0.851025517,-0.906648215,-0.648643133
f685,-0.978572063,-0.977717901,-0.944857347,-1,-0.997461778,-0.9807938,-0.961081457,-0.990820649,-1,-0.248733614,-0.94372438,-0.988610094,-0.225419757,-0.952278238,0.029176834,-0.982841599,-0.244059217,-0.997010081,-0.23362841,-0.984747013,-0.965744151,-0.983506128
f686,-0.320916184,-0.980237097,-0.555095098,-0.308411537,-0.703509917,-0.900929874,-0.849671148,-0.282991799,-0.324201404,-0.972892524,-0.905813442,-0.965723304,0.362961164,-0.410254791,0.784088445,-0.575262867,0.14317904,-0.675007039,0.657590488,-0.637380387,-0.520102679,-0.450092124
f687,-0.744298544,-0.568563655,-0.765970258,-0.723051056,-0.272051161,-0.565633135,-0.914199391,-0.729419385,-0.677233353,0.040966336,-0.732003096,-0.731954804,0.870263054,-0.750895225,0.761492735,-1,1,-0.677130468,0.852959888,-0.858670718,-0.796366475,-0.775567673
f688,-0.539589519,-0.745637919,-0.627977124,-0.699556922,-0.950950462,-0.588385656,-0.865354479,-0.574409666,-0.701893631,-0.502479607,-0.880187623,-0.89978356,0.915202335,-0.597509278,0.834098396,-0.734675452,0.267036812,-0.811891799,0.956221617,-0.81426539,-0.59445432,-0.559864457
f689,-0.997919674,-0.411798675,-0.997688878,-0.99486082,-0.657656311,-0.471285551,-0.998295396,-0.995335238,-0.994514263,-0.159892642,-0.811458709,-0.50602127,0.390719614,-0.997105984,0.490379071,-0.995884772,-0.054090417,-0.645434842,0.454955051,-0.996975578,-0.998297885,-0.998845778
f690,-0.999094271,-0.56866497,-0.998924931,-0.973243139,-0.532851518,-0.527617686,-0.999542931,-0.987450823,-0.974454161,-0.155266345,-0.782355088,-0.711329108,0.94323957,-0.99930453,0.947600978,-0.979835816,0.660230917,-0.664935937,1,-0.997267466,-0.999006999,-0.998624123
f691,-0.998600428,-0.620741777,-1,-0.999718556,-0.566357,-0.573131423,-0.999497889,-0.999649364,-0.999739127,-0.113420371,-0.796669321,-0.728421951,0.935567172,-0.999952126,0.949060646,-0.998743235,0.599047532,-0.702617957,1,-0.998453806,-0.999812994,-0.999884056
f692,-0.822630156,-0.436227569,-0.710694041,-0.666880363,-0.65283628,-0.481619058,-0.404233688,-0.723109433,-0.648993954,-0.068734287,-0.021278917,-0.69291087,0.936952063,-0.75349404,0.87211759,-0.836807028,0.816030042,-0.731652247,0.88541627,-0.888611623,-0.5617363,-0.814337523
f693,-0.875158419,-1,-0.867523842,-0.802287751,-1,-1,-0.846635108,-0.827591691,-0.819866519,-1,-1,-1,-1,-0.833066415,-0.929824561,-0.791527485,-1,-1,-0.929824561,-0.908858874,-0.855119916,-0.770479
f694,-0.198619703,-0.849462366,-0.899323931,-0.768949103,-0.827956989,-0.76344086,-0.882357222,-0.799210085,-0.756576225,-0.634408602,-0.849462366,-0.870967742,-0.225806452,-0.717154813,-0.204301075,-0.461287461,-0.075268817,-0.784946237,-0.204301075,-0.558477201,-0.939887723,-0.729393005
f695,-0.677635644,-1,-0.852620948,0.092150143,-1,-1,-0.680702224,-0.11894443,0.082333884,-1,-1,-1,-1,-0.713999257,-0.993683312,-0.36048495,-1,-1,-0.993683312,-0.695356975,-0.757492247,-0.213156585
f696,-0.25791294,-0.652,-0.809097827,-0.376575831,-0.616,-0.5424,-0.764629509,-0.317093938,-0.392244055,-0.13968,-0.68,-0.688,0.8944,-0.910460862,0.8192,-0.432302838,0.35264,-0.44512,0.8432,-0.652006364,-0.905090681,-0.222143677
f697,-0.663407247,-0.730345038,-0.777583673,0.00176555,-0.691574621,-0.683675571,-0.719814026,-0.155712414,-0.000521593,-0.230044396,-0.812547876,-0.782953207,0.991919741,-0.796524474,0.989399293,0.128735536,0.113897881,-0.841730707,0.993048177,-0.680225848,-0.754825374,-0.450298645
f698,-0.848335145,-0.742984249,-0.916525071,-0.743275453,-0.859406498,-0.742990472,-0.905582027,-0.73188646,-0.740614245,-0.626660622,-0.859640925,-0.789745765,0.337062471,-0.956413282,0.258994263,-0.409906722,-0.544787314,-0.840976566,1,-0.911606064,-0.942011288,-0.760460788
f699,-0.34320765,-0.737216455,-0.708701596,-0.048151109,-0.853626272,-0.098828451,-0.585393251,-0.044000857,-0.061168215,-0.628892071,-0.849426816,-0.779874114,0.34029152,-0.417878623,0.263208047,-0.668023701,-0.526399083,-0.822223761,1,-0.757178025,-0.208537513,-0.212903169
f700,-0.427006573,-0.700305805,-0.790209134,-0.331413868,-0.697761553,-0.748333112,-0.600903483,-0.379797965,-0.312950351,-0.286763429,-0.902881888,-0.820628235,0.99784936,-0.768591405,0.99784936,-0.423430926,0.141671864,-0.795870483,0.99784936,-0.617644855,-0.622709531,-0.019763773
f701,-0.631598183,-1,-0.792089679,0.043511934,-0.974158879,-0.91588785,-0.754562863,-0.095655824,0.00104108,-0.966900312,-1,-1,-1,-0.74489696,-1,-0.354923778,-0.997071651,-0.991168224,-1,-0.753675946,-0.768479312,0.039141034
f702,-0.531329933,-0.972450123,-0.798302938,-0.323923563,-0.995981956,-0.978928885,-0.780778512,-0.355380873,-0.336907592,-0.403144319,-0.968146892,-0.90435833,0.029176834,-0.835100519,0.029176834,-0.503187455,-0.706652539,-0.996456056,0.029176834,-0.578854832,-0.81258395,-0.302005737
f703,-0.476633892,-0.980237097,-0.738348089,-0.222701652,-0.703509917,-0.900929874,-0.627272207,-0.260137946,-0.194186266,-0.949142374,-0.905813442,-0.965723304,0.362961164,-0.660327696,0.784088445,-0.534791134,0.14317904,-0.675007039,0.657590488,-0.461850658,-0.602467057,-0.143527851
f704,-0.789369862,-0.568563655,-0.899841805,-0.578744744,-0.272051161,-0.565633135,-0.891935782,-0.626821113,-0.559679264,0.040966336,-0.732003096,-0.731954804,0.870263054,-0.926207268,0.761492735,0.459408546,1,-0.677130468,0.852959888,-0.928108674,-0.833483546,-0.766106831
f705,0.290446299,-0.745637919,-0.10043319,0.140671836,-0.950950462,-0.585699843,0.025065273,0.021303331,0.170669955,-0.502479607,-0.880187623,-0.89978356,0.915202335,-0.046429937,0.834098396,0.043141839,0.267036812,-0.811891799,0.956221617,0.050192024,0.154491657,0.605351245
f706,0.424976574,-0.56163431,-0.057286644,0.288127855,-0.768683674,-0.405656792,0.048753942,0.121393744,0.290237602,-0.228327952,-0.786474103,-0.588033985,-0.060312308,0.05225279,0.007026042,0.203843472,-0.360863553,-0.760425817,-0.016909419,0.067897968,0.116149607,0.760046314
f707,-0.548029978,-0.631780651,-0.712842443,-0.362585363,-0.593037835,-0.52757297,-0.787205717,-0.368584127,-0.343967351,-0.104610652,-0.783303064,-0.721639959,0.816477163,-0.600844126,0.829140421,-0.115700136,0.500662631,-0.720915039,0.87694562,-0.614437453,-0.750510834,-0.391455259
f708,-0.376285037,-0.433102675,-0.54817156,-0.266948108,-0.65283628,-0.481619058,-0.439604371,-0.507069529,-0.262650625,-0.054866509,-0.020321844,-0.689772083,0.936952063,-0.422160996,0.87211759,-0.476671165,0.816030042,-0.731652247,0.88541627,-0.599407293,-0.350678954,-0.091075479
f709,-0.513294305,-1,-0.678261919,-0.320189494,-1,-0.999790919,-0.423856121,-0.414791615,-0.328341539,-0.998815207,-1,-0.999860613,-1,-0.682395518,-0.999484267,-0.755785167,-1,-1,-0.999484267,-0.68063708,-0.529753641,-0.433710206
f710,-0.554892765,-0.857450999,-0.237775342,-0.61721756,-0.84994842,-0.75441558,-0.050335774,-0.657224924,-0.604732387,-0.645315577,-0.851073807,-0.863202976,-0.259745538,-0.16598886,-0.289130639,-0.851064893,-0.471443309,-0.783175467,-0.279752415,-0.801990206,0.079201523,-0.62177551
f711,-0.27027994,-0.891405545,0.177130869,-0.584282375,-0.878582984,-0.67805466,0.148560943,-0.623437806,-0.584511997,-1,-0.954490054,-0.960278194,-0.797037956,0.312411173,-0.025418168,-0.741619089,-0.963301991,-0.82521094,-0.785611296,-0.667508196,0.754051843,-0.449656971
f712,-0.932593206,-0.691752225,-0.860180007,-0.868544326,-0.994088451,-0.988212095,-0.723296122,-0.888818714,-0.861709261,-1,-0.869096082,-0.981566274,-0.999129735,-0.803102196,-0.747782463,-0.988931435,-0.317174839,-0.792010893,-0.992955325,-0.985708882,-0.732692826,-0.873571049
f713,-0.812469663,-0.909500704,-0.517676186,-0.371819384,-0.813899888,-0.714601757,0.316752167,-0.437414789,-0.31671375,-1,-0.914879788,-0.937430243,-0.726732509,-0.624970619,-0.677297178,-0.956202989,-0.862879642,-0.981341269,-0.815414182,-0.909442541,-0.697922279,-0.77184171
f714,-0.769573868,-0.864689747,-0.581960099,-0.683414033,-0.593683874,-0.877933311,-0.372674453,-0.687935858,-0.672960508,-1,-0.960672248,-0.938196441,0.052118234,-0.65154329,-0.722803717,-0.879664656,-0.928615792,-0.975618556,-0.163741788,-0.789526844,-0.31281125,-0.697129546
f715,-0.828275011,-1,-0.731279398,-0.874109242,-1,-1,-0.775606551,-0.878435609,-0.873920842,-1,-1,-1,-1,-0.76117854,-1,-0.919380459,-1,-1,-1,-0.853959968,-0.52230346,-0.865411985
f716,-0.83033499,-1,-0.670944005,-0.700057005,-1,-1,-0.304517816,-0.722385475,-0.679609558,-1,-1,-1,-0.992535005,-0.538117488,-0.884637658,-0.899990364,-1,-1,-0.964571021,-0.931783516,-0.240094501,-0.692261146
f717,-0.825529534,-1,-0.488036155,-0.267486998,-1,-1,0.497580961,-0.251550008,-0.231791013,-1,-0.659883404,-1,-1,-0.791058666,-1,-0.872857436,-0.017294918,-0.898531015,-1,-0.720340253,-0.504924976,-0.385222287
f718,-0.730259019,-0.872966142,-0.714402029,-0.669362932,-0.997111397,-0.882764988,-0.716084916,-0.646983927,-0.698029735,0.530057676,-0.954698249,-0.981541122,-0.993891098,-0.693872981,-0.891797438,-0.888988881,-0.635031062,-0.938000715,-0.980237023,-0.795128892,-0.357876721,-0.761194758
f719,-0.833011517,-0.821579399,-0.775216482,-0.808246474,-0.982380423,-1,-0.757134573,-0.786605738,-0.808630756,-1,-0.983313757,-0.981860031,-0.866967244,-0.787854588,-0.948040894,-0.887620637,-0.941539158,-1,-0.991330317,-0.860096456,-0.683900844,-0.834057769
f720,-0.595216065,-0.846367078,-0.355888151,-0.570415341,-0.946080879,-0.724736759,-0.14616283,-0.502798596,-0.58562174,-0.983889875,-0.993688933,-0.925731209,-0.515687597,-0.50486986,-0.152434982,-0.84157424,-0.411377846,-0.993132489,-0.451419312,-0.737173301,-0.461200311,-0.659305449
f721,-0.880031809,-0.637760862,-0.766539027,-0.814927584,-0.752106708,-0.702260832,-0.67792628,-0.818495493,-0.822644378,0.536503347,-0.86782161,-0.912153917,-0.225978377,-0.793680673,-0.315669502,-0.881950687,-0.080049955,-0.848404279,-0.3012968,-0.864183427,-0.731078626,-0.869636207
f722,-0.971003258,-0.930514653,-0.988218932,-0.941312637,-0.99295508,-0.774270551,-0.983823525,-0.943045721,-0.948155719,-1,-0.786121092,-0.943673282,-0.869930121,-0.948142414,-0.475101816,-0.97939633,-0.926469907,-0.802781408,-0.847395872,-0.944653192,-0.978772981,-0.960164928
f723,-0.325444238,-0.621263979,-0.131049274,-0.600594585,-0.750433995,-0.648669214,-0.281978678,-0.578846112,-0.620352683,0.536503347,-0.817043491,-0.898781094,-0.195097801,-0.257962595,-0.191050657,-0.491245414,-0.062592788,-0.801581574,-0.265066249,-0.28709522,-0.291062728,-0.450644908
f724,-0.071248685,-0.927216531,-0.416919276,-0.48323837,-0.801201244,-0.59729763,-0.19128006,-0.430312254,-0.520563606,0.724654776,-0.547886261,-0.942921476,-0.333283576,-0.39661086,-1,-0.623973672,-0.887351589,-0.977087334,-0.746669898,-0.288648422,0.026266881,-0.292389584
f725,-0.252620551,-0.910594001,-0.405119866,-0.664180925,-0.771668436,-0.988775769,-0.173194895,-0.604723084,-0.679416691,0.87253382,-1,-1,-0.725822756,-0.471016419,-0.644532081,-0.717915643,-0.999766883,-0.993339367,-0.712815026,-0.34906646,-0.092184951,-0.408176469
f726,-0.093202593,-0.903958561,-0.304144961,-0.191055304,-1,-0.999884186,0.260689329,-0.0633272,-0.254409275,-1,-0.98884327,-0.954355735,-0.768190716,-0.189661732,-0.362338258,-0.357262565,-0.568411897,-1,-0.850513895,-0.000675028,-0.055763861,0.167731244
f727,-0.158647627,-0.891103027,-0.402452144,0.081674574,-0.998478682,-0.99848781,-0.294353949,0.596990526,0.217556545,-0.742164958,-0.980582908,-0.979614336,-0.895638583,0.004301933,-0.710364335,-0.818559976,-0.807242895,-1,-0.933236442,-0.63496058,-0.481182864,0.001259001
